Sample,glycopeptide_abundance,gut_locations
SHIC174A,32.154369,small_intestine
SHIC178A,10.669383999999999,small_intestine
SHIC191A,0.233102,small_intestine
SHIC203A,1.24592,small_intestine
SHIC207A,0.8226789999999999,small_intestine
SHIC212A,0.745533,small_intestine
SHIC213A,2.274804,small_intestine
SHIC214A,5.681942,small_intestine
SHIC239A,7.7553790000000005,small_intestine
SHIC23A,0,small_intestine
SHIC243A,8.526515,small_intestine
SHIC245A,9.422676000000001,small_intestine
SHIC247A,11.052599,small_intestine
SHIC249A,8.899499,small_intestine
SHIC260A,6.63325,small_intestine
SHIC262A,11.142424,small_intestine
SHIC285A,0,small_intestine
SHIC288A,5.5260609999999994,small_intestine
SHIC294A,1.984582,small_intestine
SHIC301A,4.680398,small_intestine
SHIC34A,0.156876,small_intestine
SHIC39A,0,small_intestine
SHIC46A,6.8056980000000005,small_intestine
SHIC47A,0.403491,small_intestine
SHIC58A,3.310548,small_intestine
SHIC61A,1.0674869999999999,small_intestine
SHIC68A,24.083272,small_intestine
SHIC78A,0.389089,small_intestine
SHIC93A,4.239013,small_intestine
SHMC11B,2.494284,Stomach
SHMC12B,0.863004,Stomach
SHMC139B,5.207967,Stomach
SHMC141B,0,Stomach
SHMC14B,0.562563,Stomach
SHMC154A,3.789813,Stomach
SHMC157B,0.319777,Stomach
SHMC191B,4.633023,Stomach
SHMC207A,1.339576,Stomach
SHMC212B,2.926889,Stomach
SHMC213B,4.892519,Stomach
SHMC239B,5.117258,Stomach
SHMC243B,8.635875,Stomach
SHMC245A,4.154123,Stomach
SHMC247B,2.527219,Stomach
SHMC249B,1.736275,Stomach
SHMC260A,0.85024,Stomach
SHMC262B,10.741090999999999,Stomach
SHMC285A,5.588572,Stomach
SHMC288B,3.58476,Stomach
SHMC294B,12.741178,Stomach
SHMC298A,0,Stomach
SHMC34A,0.083944,Stomach
SHMC39B,0,Stomach
SHMC47B,8.267623,Stomach
SHMC58B,0.729854,Stomach
SHMC68B,0.979515,Stomach
SHMC78B,0.059269,Stomach
SHMC93B,4.932862,Stomach
SRR21163417,3.198571,large_intestine
SRR21163418,96.670429,large_intestine
SRR21163419,116.37764,large_intestine
SRR21163420,1.049378,large_intestine
SRR21163421,2.620497,large_intestine
SRR21163422,81.509984,large_intestine
SRR21163423,67.166639,large_intestine
SRR21163424,72.121714,large_intestine
SRR21163425,142.352297,large_intestine
SRR21163426,79.178866,large_intestine
SRR21163427,0,small_intestine
SRR21163428,85.508303,large_intestine
SRR21163429,198.905129,large_intestine
SRR21163430,163.857804,large_intestine
SRR21163431,200.91708699999998,large_intestine
SRR21163432,190.030729,large_intestine
SRR21163433,109.569181,large_intestine
SRR21163434,236.149301,large_intestine
SRR21163435,266.476121,large_intestine
SRR21163436,249.531615,large_intestine
SRR21163437,287.672915,large_intestine
SRR21163438,0.889468,small_intestine
SRR21163439,286.535796,large_intestine
SRR21163440,255.822718,large_intestine
SRR21163441,264.875677,large_intestine
SRR21163442,124.72021,large_intestine
SRR21163443,216.383193,large_intestine
SRR21163444,158.834935,large_intestine
SRR21163445,131.511985,large_intestine
SRR21163446,161.906527,large_intestine
SRR21163447,213.690316,large_intestine
SRR21163448,3.2600580000000003,small_intestine
SRR21163449,0,small_intestine
SRR21163450,4.1431059999999995,small_intestine
SRR21163451,5.1360850000000005,small_intestine
SRR21163452,5.451099,small_intestine
SRR21163453,30.890464,small_intestine
SRR21163454,0.731732,small_intestine
SRR21163455,28.224476,small_intestine
SRR21163456,42.787633,small_intestine
SRR21163457,42.451393,small_intestine
SRR21163458,16.830144,small_intestine
SRR21163459,25.841912,small_intestine
SRR21163460,1.108795,small_intestine
SRR21163461,70.580912,small_intestine
SRR21163462,0,small_intestine
SRR21163463,11.674175,small_intestine
SRR21163464,3.785115,small_intestine
SRR21163465,9.392013,small_intestine
SRR21163466,0,small_intestine
SRR21163467,1.3813170000000001,small_intestine
SRR21163468,0,small_intestine
SRR21163469,0.284503,small_intestine
SRR21163470,6.918947,small_intestine
SRR21163471,0,small_intestine
SRR21163472,0.212525,small_intestine
SRR21163473,0.883911,small_intestine
SRR21163474,1.282633,small_intestine
SRR21163475,3.756455,small_intestine
SRR21163476,0.684026,small_intestine
SRR21163477,3.2530040000000002,small_intestine
SRR21163478,0.248405,small_intestine
SRR21163479,1.781421,small_intestine
SRR21163480,0.566989,small_intestine
SRR21163481,11.784182,small_intestine
SRR21163482,0,small_intestine
SRR21163483,5.2566820000000005,small_intestine
SRR21163484,2.915962,small_intestine
SRR21163485,4.202868,small_intestine
SRR21163486,8.43966,small_intestine
SRR21163487,5.077217,small_intestine
SRR21163488,0,small_intestine
SRR21163489,0.500039,small_intestine
SRR21163490,5.1364,small_intestine
SRR21163491,4.724221,small_intestine
SRR21163492,0,small_intestine
SRR21163493,0,small_intestine
SRR21163494,0.377315,small_intestine
SRR21163495,0,small_intestine
SRR21163496,0,small_intestine
SRR21163497,0,small_intestine
SRR21163498,0,small_intestine
SRR21163499,0.04881,small_intestine
SRR21163500,0,small_intestine
SRR21163501,1.9801069999999998,small_intestine
SRR21163502,0.5297930000000001,small_intestine
SRR21163503,2.417018,small_intestine
SRR21163504,0.613603,small_intestine
SRR21163505,0.998637,small_intestine
SRR21163506,0.350414,small_intestine
SRR21163507,12.05163,small_intestine
SRR21163508,0.47811000000000003,small_intestine
SRR21163509,4.926707,small_intestine
SRR21163510,31.237219,small_intestine
SRR21163511,6.732283000000001,small_intestine
SRR21163512,28.817861,small_intestine
SRR21163513,160.78576,large_intestine
SRR21163514,47.248788,large_intestine
SRR21163515,32.791718,large_intestine
SRR21163516,251.026623,large_intestine
SRR21163517,56.836744,large_intestine
SRR21163518,86.997061,large_intestine
SRR21163519,56.989515,large_intestine
SRR21163520,176.01033999999999,large_intestine
SRR21163521,51.288566,large_intestine
SRR21163522,0,small_intestine
SRR21163523,83.067798,large_intestine
SRR21163524,114.743063,large_intestine
SRR21163525,139.578478,large_intestine
SRR21163526,18.51522,large_intestine
SRR21163527,227.609007,large_intestine
SRR21163528,123.160097,large_intestine
SRR21163529,100.82538,large_intestine
SRR21163530,36.632687000000004,large_intestine
SRR21163531,213.406379,large_intestine
SRR21163532,121.274871,large_intestine
SRR21163533,0.412856,small_intestine
SRR21163534,0.462809,small_intestine
SRR21163535,0,small_intestine
SRR27680213,3.781238,small_intestine
SRR27680214,9.394533000000001,small_intestine
SRR27680215,0,small_intestine
SRR27680216,1.387215,small_intestine
SRR27680217,0,small_intestine
SRR27680218,0.284644,small_intestine
SRR27680219,6.91735,small_intestine
SRR27680220,3.260854,small_intestine
SRR27680221,4.142907,small_intestine
SRR27680222,5.1365989999999995,small_intestine
SRR27680223,5.447789,small_intestine
SRR27680224,0.212585,small_intestine
SRR27680225,30.893085,small_intestine
SRR27680226,0.7315240000000001,small_intestine
SRR27680227,28.215708,small_intestine
SRR27680228,42.790409,small_intestine
SRR27680229,42.414349,small_intestine
SRR27680230,16.830515,small_intestine
SRR27680231,25.833772,small_intestine
SRR27680232,70.584877,small_intestine
SRR27680233,0,small_intestine
SRR27680234,11.686035,small_intestine
SRR27680235,0.883688,small_intestine
SRR27680236,1.2819450000000001,small_intestine
SRR28497695,58.249091,large_intestine
SRR28497696,140.723662,large_intestine
SRR28497697,139.121563,large_intestine
SRR28497698,119.078583,large_intestine
SRR28497699,119.123079,large_intestine
SRR28497700,82.442668,large_intestine
SRR28497701,136.128851,large_intestine
SRR28497702,93.12775500000001,large_intestine
SRR28497703,70.21594,large_intestine
SRR28497704,106.531549,large_intestine
SRR29354198,0,large_intestine
SRR29354199,73.076921,large_intestine
SRR29354200,155.606153,large_intestine
SRR29354202,93.249527,large_intestine
SRR29354203,114.870682,large_intestine
SRR29354204,143.204045,large_intestine
SRR29354205,143.499626,large_intestine
SRR29354206,131.47103099999998,large_intestine
SRR29354207,130.183079,large_intestine
SRR29354208,60.107493,large_intestine
SRR29354209,1.899178,large_intestine
SRR29354210,1.731895,large_intestine
SRR29354211,0.682669,large_intestine
SRR29354212,0.878301,large_intestine
SRR29354213,0.873103,large_intestine
SRR29354214,0.795204,large_intestine
SRR29354215,5.470802,large_intestine
SRR29354216,170.76765600000002,large_intestine
SRR29354217,132.609261,large_intestine
SRR29409633,82.131931,large_intestine
SRR29409634,113.59255900000001,large_intestine
SRR29409635,23.032999,large_intestine
SRR29409636,1.671369,large_intestine
SRR29409637,3.924302,large_intestine
SRR29409638,21.787066,large_intestine
SRR29409639,1.115922,large_intestine
SRR29409640,108.480659,large_intestine
SRR29409641,78.067118,large_intestine
SRR29409642,84.827731,large_intestine
SRR29409643,72.26798600000001,large_intestine
SRR29409644,101.324375,large_intestine
SRR29409645,63.710458,large_intestine
SRR29409646,97.68036599999999,large_intestine
SRR29409647,68.396079,large_intestine
SRR29409648,195.114496,large_intestine
SRR29409649,139.524584,large_intestine
SRR29409650,2.391696,large_intestine
SRR29409651,169.22244,large_intestine
SRR29409652,182.850755,large_intestine
SRR29409653,72.839097,large_intestine
SRR29409654,159.014002,large_intestine
SRR29409655,145.212244,large_intestine
SRR29409656,138.031038,large_intestine
SRR29409657,90.15845,large_intestine
SRR29409658,243.625639,large_intestine
SRR29409659,214.65977099999998,large_intestine
SRR29409660,227.49127000000001,large_intestine
SRR29409661,0.057557,large_intestine
SRR29409662,15.479508,large_intestine
SRR29429232,121.046264,large_intestine
SRR29429233,33.595819999999996,large_intestine
SRR29429234,55.647593,large_intestine
SRR29429235,18.095912,large_intestine
SRR29429236,6.5371879999999996,large_intestine
SRR29429237,2.722759,large_intestine
SRR29429238,6.902723,large_intestine
SRR29429239,120.703507,large_intestine
SRR29429240,140.75710899999999,large_intestine
SRR29429241,150.515888,large_intestine
SRR29429242,140.146467,large_intestine
SRR29429243,116.986584,large_intestine
SRR29429244,126.507323,large_intestine
SRR29429245,197.46506,large_intestine
SRR29429246,165.730633,large_intestine
SRR29429269,124.152845,large_intestine
SRR29429270,60.550214000000004,large_intestine
SRR29429271,101.769054,large_intestine
SRR29429272,63.809749000000004,large_intestine
SRR29429273,68.710594,large_intestine
SRR29429274,44.441381,large_intestine
SRR29429275,46.074557,large_intestine
SRR29429276,31.677423,large_intestine
SRR29429277,192.850159,large_intestine
SRR29429278,219.69473200000002,large_intestine
SRR29429279,171.582251,large_intestine
SRR29429280,119.225607,large_intestine
SRR29429281,116.17313,large_intestine
SRR29429282,43.688249,large_intestine
SRR29429283,2.464701,large_intestine
SRR29449358,97.15755,large_intestine
SRR29449359,81.965814,large_intestine
SRR29449360,116.171503,large_intestine
SRR29449361,73.540499,large_intestine
SRR29449362,89.875214,large_intestine
SRR29449363,37.728512,large_intestine
SRR29449364,41.751199,large_intestine
SRR29449365,43.696273,large_intestine
SRR29449366,1.094727,large_intestine
SRR29449367,6.3356259999999995,large_intestine
SRR29449368,0.24148,large_intestine
SRR29449369,64.24968,large_intestine
SRR29449370,67.301701,large_intestine
SRR29449371,4.126098,large_intestine
SRR29449372,5.4953710000000004,large_intestine
SRR29449373,104.361668,large_intestine
SRR29449374,6.765594,large_intestine
SRR29449375,36.885595,large_intestine
SRR29449376,10.911574,large_intestine
SRR29449377,37.772267,large_intestine
SRR29449378,89.43128,large_intestine
SRR29449379,102.519322,large_intestine
SRR29449380,48.420882,large_intestine
SRR29449381,42.272126,large_intestine
SRR29449905,117.01119,large_intestine
SRR29449906,130.394214,large_intestine
SRR29449907,66.60699,large_intestine
SRR29449908,90.619989,large_intestine
SRR29449909,49.294781,large_intestine
SRR29449910,83.009812,large_intestine
SRR29449911,51.755541,large_intestine
SRR29449912,63.058097000000004,large_intestine
SRR29449914,67.651288,large_intestine
SRR29449915,52.917389,large_intestine
SRR29449916,45.890572,large_intestine
SRR29449917,52.587827,large_intestine
SRR29449918,75.052766,large_intestine
SRR29449919,77.158808,large_intestine
SRR29449920,106.022821,large_intestine
SRR29449921,104.435843,large_intestine
SRR29449922,105.535516,large_intestine
SRR29472726,217.18665,large_intestine
SRR29472727,121.249804,large_intestine
SRR29472728,111.91185,large_intestine
SRR29472729,121.305037,large_intestine
SRR29472730,120.285419,large_intestine
SRR29472731,179.412669,large_intestine
SRR29472732,101.43249,large_intestine
SRR29472733,149.525527,large_intestine
SRR29472734,248.372422,large_intestine
SRR29472735,216.657376,large_intestine
SRR29472736,233.951591,large_intestine
SRR29472737,240.658198,large_intestine
SRR29472738,151.347995,large_intestine
SRR29472739,120.669342,large_intestine
SRR29472740,133.62154999999998,large_intestine
SRR29472741,226.596981,large_intestine
SRR29472742,257.785048,large_intestine
SRR29472743,198.447344,large_intestine
SRR29472744,142.170719,large_intestine
SRR29472745,146.46724600000002,large_intestine
SRR29536163,281.334153,large_intestine
SRR29536164,245.756169,large_intestine
SRR29536165,263.279702,large_intestine
SRR29536166,240.665585,large_intestine
SRR29536167,260.160393,large_intestine
SRR29536168,268.21537,large_intestine
SRR29536169,248.989939,large_intestine
SRR29536170,10.079686,large_intestine
SRR29536171,16.141852,large_intestine
SRR29536172,9.379854,large_intestine
SRR29536174,48.282139,large_intestine
SRR29536175,5.863336,large_intestine
SRR29536176,29.167293,large_intestine
SRR29536177,170.278416,large_intestine
SRR29536178,8.249561,large_intestine
SRR29536179,257.671325,large_intestine
SRR29536180,113.656156,large_intestine
SRR29536181,58.028748,large_intestine
SRR29536182,63.956023,large_intestine
SRR29536183,77.3026,large_intestine
SRR29536185,57.048301,large_intestine
SRR29536186,120.565986,large_intestine
SRR29536187,78.981717,large_intestine
SRR29536188,239.130967,large_intestine
SRR29536189,236.648144,large_intestine
SRR29536190,266.6926,large_intestine
SRR29536191,251.969705,large_intestine
