MAG	p.adj	live_rate	Group
MAG11696	0.74	0.306397306	MAGs from other families
MAG12695	0.74	0.265993266	MAGs from other families
MAG12897	0.74	0.202020202	MAGs from other families
MAG13413	0.74	0.599326599	MAGs from other families
MAG13422	0.74	0.373737374	MAGs from other families
MAG13540	0.74	0.760942761	MAGs from other families
MAG13566	0.74	0.279461279	MAGs from other families
MAG13733	0.74	0.215488215	MAGs from other families
MAG14805	0.74	0.602693603	MAGs from other families
MAG15639	0.74	0.34006734	MAGs from other families
MAG15971	0.74	0.202020202	MAGs from other genus in Bacteroidaceae
MAG16519	0.74	0.377104377	MAGs from other families
MAG16691	0.74	0.434343434	MAGs from other families
MAG16918	0.74	0.212121212	MAGs from other families
MAG17308	0.74	0.38047138	MAGs from other families
MAG19655	0.74	0.764309764	MAGs from other families
MAG19781	0.74	0.407407407	MAGs from other families
MAG19918	0.74	0.855218855	MAGs from other families
MAG20358	0.74	0.478114478	MAGs from other families
MAG21638	0.74	0.939393939	MAGs from other families
MAG22967	0.74	0.96969697	MAGs from other genus in Bacteroidaceae
MAG23137	0.74	0.797979798	MAGs from other families
MAG23384	0.74	0.575757576	MAGs from other families
MAG2885	0.74	0.794612795	MAGs from other families
MAG3281	0.74	0.515151515	MAGs from other families
MAG4486	0.74	0.36026936	MAGs from other families
MAG5125	0.74	0.346801347	MAGs from other families
MAG5249	0.74	0.468013468	MAGs from other families
MAG5634	0.74	0.373737374	MAGs from other families
MAG5735	0.74	0.730639731	MAGs from other families
MAG6261	0.74	0.36026936	MAGs from other genus in Bacteroidaceae
MAG6611	0.74	0.242424242	MAGs from other families
MAG8353	0.74	0.242424242	MAGs from other families
MAG8718	0.74	0.905723906	MAGs from other genus in Bacteroidaceae
MAG9025	0.74	0.239057239	MAGs from other families
MAG9036	0.74	0.511784512	MAGs from other families
MAG9619	0.74	0.818181818	MAGs from other genus in Bacteroidaceae
MAG9620	0.74	0.245791246	MAGs from other families
MAG9849	0.74	0.343434343	MAGs from other families
MAG9908	0.74	0.279461279	MAGs from other families
MAG10026	0.75	0.292929293	MAGs from other families
MAG10060	0.75	0.32996633	MAGs from other families
MAG10263	0.75	0.37037037	MAGs from other families
MAG10847	0.75	0.232323232	MAGs from other families
MAG10955	0.75	0.606060606	MAGs from other families
MAG11106	0.75	0.68013468	MAGs from other families
MAG11133	0.75	0.37037037	MAGs from other families
MAG11612	0.75	0.548821549	MAGs from other families
MAG1197	0.75	0.454545455	MAGs from other families
MAG11983	0.75	0.336700337	MAGs from other genus in Bacteroidaceae
MAG11999	0.75	0.666666667	MAGs from other families
MAG12124	0.75	0.383838384	MAGs from other families
MAG13069	0.75	0.447811448	MAGs from other families
MAG13382	0.75	0.885521886	MAGs from other genus in Bacteroidaceae
MAG13633	0.75	0.696969697	MAGs from other families
MAG13734	0.75	0.215488215	MAGs from other families
MAG14057	0.75	0.225589226	MAGs from other families
MAG14358	0.75	0.326599327	MAGs from other families
MAG14423	0.75	0.760942761	MAGs from other families
MAG15045	0.75	0.451178451	MAGs from other families
MAG15207	0.75	0.31986532	MAGs from other families
MAG15967	0.75	0.424242424	MAGs from other families
MAG16228	0.75	0.508417508	MAGs from other families
MAG16525	0.75	0.239057239	MAGs from other families
MAG17047	0.75	0.245791246	MAGs from other families
MAG17048	0.75	0.28956229	MAGs from other families
MAG17644	0.75	0.37037037	MAGs from other genus in Bacteroidaceae
MAG17689	0.75	0.606060606	MAGs from other families
MAG17726	0.75	0.713804714	MAGs from other families
MAG18872	0.75	0.511784512	MAGs from other families
MAG19237	0.75	0.929292929	MAGs from other families
MAG19269	0.75	0.212121212	MAGs from other families
MAG19334	0.75	0.28956229	MAGs from other families
MAG19767	0.75	0.491582492	MAGs from other families
MAG20335	0.75	0.208754209	MAGs from other families
MAG21661	0.75	0.306397306	MAGs from other families
MAG3072	0.75	0.895622896	MAGs from other families
MAG3229	0.75	0.646464646	MAGs from other families
MAG3902	0.75	0.562289562	MAGs from other families
MAG4052	0.75	0.202020202	MAGs from other families
MAG4165	0.75	0.414141414	MAGs from other families
MAG4197	0.75	0.707070707	MAGs from other families
MAG4900	0.75	0.892255892	MAGs from other families
MAG5421	0.75	0.222222222	MAGs from other families
MAG5474	0.75	0.269360269	MAGs from other families
MAG6012	0.75	0.262626263	MAGs from other families
MAG6592	0.75	0.875420875	MAGs from other families
MAG7230	0.75	0.336700337	MAGs from other families
MAG7452	0.75	0.612794613	MAGs from other families
MAG7796	0.75	0.245791246	MAGs from other families
MAG831	0.75	0.242424242	MAGs from other families
MAG8941	0.75	0.727272727	MAGs from other families
MAG911	0.75	0.306397306	MAGs from other families
MAG9346	0.75	0.885521886	MAGs from other genus in Bacteroidaceae
MAG10018	0.76	0.552188552	MAGs from other families
MAG10332	0.76	0.242424242	MAGs from other families
MAG10733	0.76	0.417508418	MAGs from other genus in Bacteroidaceae
MAG11000	0.76	0.373737374	MAGs from other families
MAG11152	0.76	0.845117845	MAGs from other families
MAG11935	0.76	0.296296296	MAGs from other families
MAG12575	0.76	0.531986532	MAGs from other families
MAG12693	0.76	0.68013468	MAGs from other families
MAG12878	0.76	0.63973064	MAGs from other families
MAG13301	0.76	0.387205387	MAGs from other families
MAG13903	0.76	0.575757576	MAGs from other families
MAG14484	0.76	0.471380471	MAGs from other families
MAG14896	0.76	0.397306397	MAGs from other families
MAG15000	0.76	0.303030303	MAGs from other families
MAG15143	0.76	0.592592593	MAGs from other families
MAG15493	0.76	0.306397306	MAGs from other families
MAG16100	0.76	0.336700337	MAGs from other genus in Bacteroidaceae
MAG16360	0.76	0.404040404	MAGs from other families
MAG16730	0.76	0.562289562	MAGs from other families
MAG16810	0.76	0.400673401	MAGs from other families
MAG16997	0.76	0.407407407	MAGs from other families
MAG17013	0.76	0.249158249	MAGs from other families
MAG17027	0.76	0.454545455	MAGs from other families
MAG17652	0.76	0.531986532	MAGs from other families
MAG18587	0.76	0.892255892	MAGs from other families
MAG18627	0.76	0.925925926	MAGs from other families
MAG18715	0.76	0.582491582	MAGs from other families
MAG19631	0.76	0.484848485	MAGs from other families
MAG19672	0.76	0.939393939	MAGs from other families
MAG19757	0.76	0.38047138	MAGs from other families
MAG21415	0.76	0.286195286	MAGs from other families
MAG2192	0.76	0.202020202	MAGs from other families
MAG22311	0.76	0.272727273	MAGs from other families
MAG23043	0.76	0.491582492	MAGs from other families
MAG2454	0.76	0.265993266	MAGs from other families
MAG3937	0.76	0.717171717	MAGs from other families
MAG4222	0.76	0.835016835	MAGs from other families
MAG4558	0.76	0.215488215	MAGs from other families
MAG5136	0.76	0.831649832	MAGs from other families
MAG5375	0.76	0.323232323	MAGs from other families
MAG6536	0.76	0.717171717	MAGs from other families
MAG7082	0.76	0.966329966	MAGs from other families
MAG757	0.76	0.488215488	MAGs from other genus in Bacteroidaceae
MAG7800	0.76	0.37037037	MAGs from other families
MAG8391	0.76	0.249158249	MAGs from other families
MAG8713	0.76	0.865319865	MAGs from other families
MAG8862	0.76	0.511784512	MAGs from other families
MAG9131	0.76	0.67003367	MAGs from other families
MAG9377	0.76	0.764309764	MAGs from other families
MAG945	0.76	0.323232323	MAGs from other families
MAG9600	0.76	0.451178451	MAGs from other families
MAG10192	0.77	0.393939394	MAGs from other families
MAG10392	0.77	0.313131313	MAGs from other families
MAG10538	0.77	0.545454545	MAGs from other families
MAG10910	0.77	0.292929293	MAGs from other families
MAG11609	0.77	0.31986532	MAGs from other families
MAG12203	0.77	0.205387205	MAGs from other families
MAG12635	0.77	0.232323232	MAGs from other families
MAG12930	0.77	0.427609428	MAGs from other families
MAG13139	0.77	0.676767677	MAGs from other families
MAG13379	0.77	0.484848485	MAGs from other families
MAG13721	0.77	0.208754209	MAGs from other families
MAG13924	0.77	0.316498316	MAGs from other families
MAG13965	0.77	0.781144781	MAGs from other families
MAG14061	0.77	0.208754209	MAGs from other families
MAG14813	0.77	0.37037037	MAGs from other families
MAG14949	0.77	0.249158249	MAGs from other families
MAG15209	0.77	0.585858586	MAGs from other families
MAG15566	0.77	0.35016835	MAGs from other families
MAG16498	0.77	0.993265993	MAGs from other families
MAG17236	0.77	0.760942761	MAGs from other families
MAG17423	0.77	0.316498316	MAGs from other families
MAG17677	0.77	0.272727273	MAGs from other families
MAG18756	0.77	0.804713805	MAGs from other families
MAG18855	0.77	0.558922559	MAGs from other families
MAG19447	0.77	0.252525253	MAGs from other families
MAG1981	0.77	0.34006734	MAGs from other families
MAG19964	0.77	0.32996633	MAGs from other families
MAG21824	0.77	0.252525253	MAGs from other families
MAG22765	0.77	0.333333333	MAGs from other families
MAG3795	0.77	0.208754209	MAGs from other families
MAG4273	0.77	0.333333333	MAGs from other families
MAG4302	0.77	0.296296296	MAGs from other families
MAG4507	0.77	0.538720539	MAGs from other families
MAG5105	0.77	0.38047138	MAGs from other families
MAG5271	0.77	0.531986532	MAGs from other families
MAG5854	0.77	0.377104377	MAGs from other families
MAG6986	0.77	0.417508418	MAGs from other families
MAG7109	0.77	0.713804714	MAGs from other families
MAG7311	0.77	0.242424242	MAGs from other families
MAG8201	0.77	0.848484848	MAGs from other families
MAG8249	0.77	0.632996633	MAGs from other families
MAG8716	0.77	0.235690236	MAGs from other genus in Bacteroidaceae
MAG8926	0.77	0.36026936	MAGs from other families
MAG9042	0.77	0.777777778	MAGs from other families
MAG9248	0.77	0.404040404	MAGs from other genus in Bacteroidaceae
MAG9278	0.77	0.323232323	MAGs from other families
MAG10044	0.78	0.2996633	MAGs from other families
MAG10047	0.78	0.387205387	MAGs from other families
MAG10175	0.78	0.424242424	MAGs from other families
MAG1052	0.78	0.292929293	MAGs from other families
MAG10691	0.78	0.572390572	MAGs from other families
MAG10714	0.78	0.451178451	MAGs from other families
MAG11446	0.78	0.511784512	MAGs from other families
MAG11613	0.78	0.276094276	MAGs from other families
MAG11847	0.78	0.296296296	MAGs from other families
MAG12169	0.78	0.28956229	MAGs from other families
MAG12211	0.78	0.595959596	MAGs from other families
MAG12314	0.78	0.474747475	MAGs from other families
MAG125	0.78	0.949494949	MAGs from other genus in Bacteroidaceae
MAG12559	0.78	0.67003367	MAGs from other families
MAG12718	0.78	0.632996633	MAGs from other families
MAG12918	0.78	0.336700337	MAGs from other families
MAG13901	0.78	0.373737374	MAGs from other families
MAG14433	0.78	0.235690236	MAGs from other genus in Bacteroidaceae
MAG14491	0.78	0.333333333	MAGs from other families
MAG14553	0.78	0.296296296	MAGs from other families
MAG14648	0.78	0.612794613	MAGs from other families
MAG14907	0.78	0.313131313	MAGs from other genus in Bacteroidaceae
MAG15240	0.78	0.760942761	MAGs from other families
MAG15270	0.78	0.437710438	MAGs from other families
MAG15993	0.78	0.346801347	MAGs from other families
MAG16419	0.78	0.222222222	MAGs from other families
MAG16426	0.78	0.420875421	MAGs from other families
MAG16500	0.78	0.599326599	MAGs from other genus in Bacteroidaceae
MAG16743	0.78	0.424242424	MAGs from other families
MAG16944	0.78	0.296296296	MAGs from other families
MAG172	0.78	0.205387205	MAGs from other families
MAG17280	0.78	0.481481481	MAGs from other families
MAG1737	0.78	0.343434343	MAGs from other families
MAG17501	0.78	0.410774411	MAGs from other families
MAG18617	0.78	0.400673401	MAGs from other families
MAG18862	0.78	0.831649832	MAGs from other families
MAG1966	0.78	0.717171717	MAGs from other families
MAG20096	0.78	0.855218855	MAGs from other families
MAG20119	0.78	0.387205387	MAGs from other families
MAG21182	0.78	0.259259259	MAGs from other families
MAG21459	0.78	0.387205387	MAGs from other families
MAG21803	0.78	0.245791246	MAGs from other families
MAG22274	0.78	0.218855219	MAGs from other families
MAG22334	0.78	0.61952862	MAGs from other families
MAG2343	0.78	0.215488215	MAGs from other families
MAG2422	0.78	0.232323232	MAGs from other families
MAG2642	0.78	0.222222222	MAGs from other families
MAG2713	0.78	0.757575758	MAGs from other families
MAG4264	0.78	0.373737374	MAGs from other families
MAG4983	0.78	0.222222222	MAGs from other families
MAG5140	0.78	0.390572391	MAGs from other families
MAG5409	0.78	0.37037037	MAGs from other families
MAG8408	0.78	0.212121212	MAGs from other families
MAG8843	0.78	0.235690236	MAGs from other families
MAG8868	0.78	0.501683502	MAGs from other families
MAG1029	0.79	0.37037037	MAGs from other families
MAG10412	0.79	0.286195286	MAGs from other families
MAG10430	0.79	0.326599327	MAGs from Phocaeicola
MAG10786	0.79	0.437710438	MAGs from other families
MAG11034	0.79	0.272727273	MAGs from other families
MAG11190	0.79	0.461279461	MAGs from other families
MAG1124	0.79	0.885521886	MAGs from other families
MAG11403	0.79	0.791245791	MAGs from other families
MAG11625	0.79	0.771043771	MAGs from other families
MAG11978	0.79	0.242424242	MAGs from other families
MAG12246	0.79	0.222222222	MAGs from other families
MAG12917	0.79	0.38047138	MAGs from other families
MAG13671	0.79	0.488215488	MAGs from other families
MAG13930	0.79	0.32996633	MAGs from other families
MAG13947	0.79	0.454545455	MAGs from other families
MAG14172	0.79	0.528619529	MAGs from other families
MAG14432	0.79	0.589225589	MAGs from other families
MAG14782	0.79	0.225589226	MAGs from other families
MAG15342	0.79	0.212121212	MAGs from other families
MAG15439	0.79	0.232323232	MAGs from other families
MAG15861	0.79	0.501683502	MAGs from other families
MAG16082	0.79	0.202020202	MAGs from other families
MAG16143	0.79	0.804713805	MAGs from other families
MAG16403	0.79	0.208754209	MAGs from other families
MAG16588	0.79	0.323232323	MAGs from other families
MAG16611	0.79	0.303030303	MAGs from other families
MAG1701	0.79	0.511784512	MAGs from other families
MAG17714	0.79	0.478114478	MAGs from other families
MAG17762	0.79	0.612794613	MAGs from other families
MAG17829	0.79	0.239057239	MAGs from other families
MAG18772	0.79	0.97979798	MAGs from other families
MAG19492	0.79	0.215488215	MAGs from other families
MAG19810	0.79	0.515151515	MAGs from other families
MAG20626	0.79	0.306397306	MAGs from other families
MAG22605	0.79	0.269360269	MAGs from other families
MAG22736	0.79	0.646464646	MAGs from other families
MAG22768	0.79	0.791245791	MAGs from other genus in Bacteroidaceae
MAG23415	0.79	0.323232323	MAGs from other families
MAG2997	0.79	0.377104377	MAGs from other families
MAG3068	0.79	0.740740741	MAGs from other families
MAG4488	0.79	0.966329966	MAGs from other genus in Bacteroidaceae
MAG4767	0.79	0.235690236	MAGs from other families
MAG490	0.79	0.632996633	MAGs from other families
MAG4967	0.79	0.966329966	MAGs from other genus in Bacteroidaceae
MAG5094	0.79	0.420875421	MAGs from other families
MAG5170	0.79	0.292929293	MAGs from other families
MAG5338	0.79	0.242424242	MAGs from other families
MAG5995	0.79	0.225589226	MAGs from other families
MAG6052	0.79	0.730639731	MAGs from other families
MAG7643	0.79	0.521885522	MAGs from other families
MAG8316	0.79	0.265993266	MAGs from other families
MAG8472	0.79	0.343434343	MAGs from other families
MAG9434	0.79	0.417508418	MAGs from other families
MAG9824	0.79	0.434343434	MAGs from other families
MAG10218	0.8	0.208754209	MAGs from other families
MAG11171	0.8	0.902356902	MAGs from other families
MAG11272	0.8	0.31986532	MAGs from other families
MAG11687	0.8	0.343434343	MAGs from other families
MAG12466	0.8	0.454545455	MAGs from other families
MAG12717	0.8	0.518518519	MAGs from other families
MAG12755	0.8	0.491582492	MAGs from other families
MAG13150	0.8	0.797979798	MAGs from other families
MAG13290	0.8	0.471380471	MAGs from other families
MAG13851	0.8	0.333333333	MAGs from other families
MAG14176	0.8	0.232323232	MAGs from other families
MAG14509	0.8	0.367003367	MAGs from other genus in Bacteroidaceae
MAG14758	0.8	0.441077441	MAGs from other families
MAG14874	0.8	0.791245791	MAGs from other families
MAG15537	0.8	0.484848485	MAGs from other genus in Bacteroidaceae
MAG15705	0.8	0.37037037	MAGs from other families
MAG15871	0.8	0.383838384	MAGs from other families
MAG16241	0.8	0.693602694	MAGs from other families
MAG1628	0.8	0.239057239	MAGs from other families
MAG16675	0.8	0.222222222	MAGs from other families
MAG16726	0.8	0.653198653	MAGs from other families
MAG17031	0.8	0.303030303	MAGs from other families
MAG17341	0.8	0.35016835	MAGs from other families
MAG17577	0.8	0.313131313	MAGs from other families
MAG17685	0.8	0.579124579	MAGs from other families
MAG18035	0.8	0.259259259	MAGs from other families
MAG18757	0.8	0.259259259	MAGs from other families
MAG19871	0.8	0.228956229	MAGs from other families
MAG21163	0.8	0.373737374	MAGs from other families
MAG2728	0.8	0.212121212	MAGs from other families
MAG2743	0.8	0.343434343	MAGs from other families
MAG3032	0.8	0.831649832	MAGs from other families
MAG329	0.8	0.407407407	MAGs from other families
MAG356	0.8	0.215488215	MAGs from other families
MAG4025	0.8	0.575757576	MAGs from other families
MAG4252	0.8	0.925925926	MAGs from other families
MAG4539	0.8	0.919191919	MAGs from other families
MAG4610	0.8	0.511784512	MAGs from other families
MAG469	0.8	0.306397306	MAGs from other families
MAG4789	0.8	0.96969697	MAGs from other families
MAG4850	0.8	0.925925926	MAGs from other families
MAG5083	0.8	0.367003367	MAGs from other genus in Bacteroidaceae
MAG5129	0.8	0.286195286	MAGs from other families
MAG5138	0.8	0.437710438	MAGs from other families
MAG5327	0.8	0.872053872	MAGs from other families
MAG5405	0.8	0.272727273	MAGs from other families
MAG5497	0.8	0.622895623	MAGs from other families
MAG8503	0.8	0.441077441	MAGs from other families
MAG944	0.8	0.272727273	MAGs from other families
MAG9842	0.8	0.744107744	MAGs from other families
MAG10122	0.81	0.212121212	MAGs from other families
MAG10363	0.81	0.404040404	MAGs from other families
MAG10565	0.81	0.535353535	MAGs from other families
MAG11022	0.81	0.444444444	MAGs from other families
MAG11529	0.81	0.804713805	MAGs from other families
MAG12498	0.81	0.481481481	MAGs from other families
MAG12680	0.81	0.356902357	MAGs from other families
MAG12797	0.81	0.471380471	MAGs from other families
MAG12805	0.81	0.62962963	MAGs from other families
MAG12865	0.81	0.387205387	MAGs from other families
MAG13127	0.81	0.693602694	MAGs from other families
MAG13179	0.81	0.28956229	MAGs from other families
MAG13245	0.81	0.515151515	MAGs from other families
MAG13547	0.81	0.32996633	MAGs from other families
MAG14180	0.81	0.282828283	MAGs from other families
MAG14532	0.81	0.336700337	MAGs from other families
MAG14983	0.81	0.336700337	MAGs from other families
MAG15219	0.81	0.528619529	MAGs from other families
MAG15266	0.81	0.215488215	MAGs from other families
MAG15269	0.81	0.404040404	MAGs from other families
MAG15494	0.81	0.373737374	MAGs from other families
MAG16263	0.81	0.62962963	MAGs from other families
MAG16400	0.81	0.343434343	MAGs from other families
MAG16900	0.81	0.336700337	MAGs from other families
MAG16990	0.81	0.898989899	MAGs from other families
MAG17042	0.81	0.306397306	MAGs from other genus in Bacteroidaceae
MAG18704	0.81	0.373737374	MAGs from other families
MAG18735	0.81	0.205387205	MAGs from other families
MAG18876	0.81	0.754208754	MAGs from other families
MAG19844	0.81	0.494949495	MAGs from other families
MAG19932	0.81	0.447811448	MAGs from other families
MAG20197	0.81	0.313131313	MAGs from other families
MAG20819	0.81	0.575757576	MAGs from other families
MAG22671	0.81	0.454545455	MAGs from other families
MAG22818	0.81	0.279461279	MAGs from other families
MAG2840	0.81	0.343434343	MAGs from other families
MAG3487	0.81	0.451178451	MAGs from other families
MAG3498	0.81	0.865319865	MAGs from other families
MAG3707	0.81	0.272727273	MAGs from other families
MAG4065	0.81	0.390572391	MAGs from other families
MAG4802	0.81	0.461279461	MAGs from other families
MAG4823	0.81	0.303030303	MAGs from other families
MAG5539	0.81	0.589225589	MAGs from other families
MAG5949	0.81	0.946127946	MAGs from other genus in Bacteroidaceae
MAG6811	0.81	0.239057239	MAGs from other genus in Bacteroidaceae
MAG6914	0.81	0.222222222	MAGs from other families
MAG7443	0.81	0.471380471	MAGs from other families
MAG8387	0.81	0.282828283	MAGs from other families
MAG8658	0.81	0.383838384	MAGs from other families
MAG9003	0.81	0.525252525	MAGs from other families
MAG9137	0.81	0.811447811	MAGs from other families
MAG9182	0.81	0.259259259	MAGs from other families
MAG9221	0.81	0.269360269	MAGs from other families
MAG9247	0.81	0.333333333	MAGs from other families
MAG9575	0.81	0.259259259	MAGs from other families
MAG10117	0.82	0.64983165	MAGs from other genus in Bacteroidaceae
MAG10755	0.82	0.855218855	MAGs from other families
MAG1113	0.82	0.259259259	MAGs from other families
MAG11240	0.82	0.952861953	MAGs from other genus in Bacteroidaceae
MAG11781	0.82	0.262626263	MAGs from other families
MAG11802	0.82	0.259259259	MAGs from other families
MAG12123	0.82	0.521885522	MAGs from other genus in Bacteroidaceae
MAG12704	0.82	0.37037037	MAGs from other families
MAG12889	0.82	0.552188552	MAGs from Phocaeicola
MAG12976	0.82	0.531986532	MAGs from other families
MAG13144	0.82	0.393939394	MAGs from other families
MAG1327	0.82	0.228956229	MAGs from other families
MAG13296	0.82	0.542087542	MAGs from other families
MAG13847	0.82	0.400673401	MAGs from other families
MAG13866	0.82	0.222222222	MAGs from other families
MAG14255	0.82	0.888888889	MAGs from other genus in Bacteroidaceae
MAG14355	0.82	0.333333333	MAGs from other genus in Bacteroidaceae
MAG14566	0.82	0.306397306	MAGs from other families
MAG14632	0.82	0.282828283	MAGs from other families
MAG14679	0.82	0.437710438	MAGs from other families
MAG14772	0.82	0.717171717	MAGs from other families
MAG14998	0.82	0.542087542	MAGs from other families
MAG15310	0.82	0.919191919	MAGs from other genus in Bacteroidaceae
MAG15338	0.82	0.242424242	MAGs from other families
MAG15582	0.82	0.239057239	MAGs from other families
MAG15651	0.82	0.239057239	MAGs from other families
MAG15769	0.82	0.471380471	MAGs from other families
MAG17074	0.82	0.673400673	MAGs from other genus in Bacteroidaceae
MAG1710	0.82	0.579124579	MAGs from other families
MAG17580	0.82	0.218855219	MAGs from other families
MAG17641	0.82	0.838383838	MAGs from other families
MAG18570	0.82	0.461279461	MAGs from other families
MAG18636	0.82	0.942760943	MAGs from other families
MAG18745	0.82	0.276094276	MAGs from other families
MAG20103	0.82	0.851851852	MAGs from other genus in Bacteroidaceae
MAG21341	0.82	0.346801347	MAGs from other families
MAG21563	0.82	0.666666667	MAGs from other families
MAG23115	0.82	0.38047138	MAGs from other families
MAG2439	0.82	0.925925926	MAGs from other families
MAG3515	0.82	0.404040404	MAGs from other families
MAG4447	0.82	0.835016835	MAGs from other families
MAG4510	0.82	0.393939394	MAGs from other families
MAG4836	0.82	0.538720539	MAGs from other families
MAG5431	0.82	0.686868687	MAGs from other families
MAG5578	0.82	0.410774411	MAGs from other families
MAG5906	0.82	0.400673401	MAGs from other families
MAG6512	0.82	0.316498316	MAGs from other families
MAG8620	0.82	0.269360269	MAGs from other families
MAG8828	0.82	0.936026936	MAGs from Phocaeicola
MAG9616	0.82	0.653198653	MAGs from other families
MAG9730	0.82	0.562289562	MAGs from other families
MAG10069	0.83	0.535353535	MAGs from Phocaeicola
MAG10070	0.83	0.794612795	MAGs from other families
MAG10202	0.83	0.252525253	MAGs from other families
MAG10415	0.83	0.787878788	MAGs from other families
MAG10839	0.83	0.636363636	MAGs from other families
MAG1088	0.83	0.28956229	MAGs from other families
MAG10940	0.83	0.313131313	MAGs from other families
MAG11281	0.83	0.279461279	MAGs from other families
MAG11295	0.83	0.212121212	MAGs from other families
MAG11385	0.83	0.262626263	MAGs from other families
MAG11569	0.83	0.404040404	MAGs from other genus in Bacteroidaceae
MAG11647	0.83	0.239057239	MAGs from other families
MAG11965	0.83	0.31986532	MAGs from other families
MAG12239	0.83	0.390572391	MAGs from other families
MAG12350	0.83	0.430976431	MAGs from other families
MAG12426	0.83	0.205387205	MAGs from other families
MAG1259	0.83	0.771043771	MAGs from other families
MAG12618	0.83	0.555555556	MAGs from other families
MAG12685	0.83	0.316498316	MAGs from other families
MAG13431	0.83	0.946127946	MAGs from other families
MAG13438	0.83	0.218855219	MAGs from other families
MAG13574	0.83	0.444444444	MAGs from other families
MAG13915	0.83	0.488215488	MAGs from other families
MAG14137	0.83	0.666666667	MAGs from other families
MAG14171	0.83	0.222222222	MAGs from other families
MAG14864	0.83	0.296296296	MAGs from other families
MAG14878	0.83	0.929292929	MAGs from other families
MAG14894	0.83	0.656565657	MAGs from other families
MAG14966	0.83	0.417508418	MAGs from other families
MAG15864	0.83	0.464646465	MAGs from other families
MAG16212	0.83	0.599326599	MAGs from other families
MAG16550	0.83	0.872053872	MAGs from other families
MAG17062	0.83	0.235690236	MAGs from other families
MAG17077	0.83	0.353535354	MAGs from other families
MAG17113	0.83	0.28956229	MAGs from other families
MAG17576	0.83	0.225589226	MAGs from other families
MAG17608	0.83	0.232323232	MAGs from other families
MAG1788	0.83	0.239057239	MAGs from other families
MAG17923	0.83	0.245791246	MAGs from other families
MAG18	0.83	0.757575758	MAGs from other families
MAG18612	0.83	0.208754209	MAGs from other families
MAG18758	0.83	0.215488215	MAGs from other families
MAG18863	0.83	0.488215488	MAGs from other families
MAG1938	0.83	0.232323232	MAGs from other families
MAG20116	0.83	0.703703704	MAGs from other families
MAG2031	0.83	0.212121212	MAGs from other families
MAG22281	0.83	0.787878788	MAGs from other families
MAG22772	0.83	0.606060606	MAGs from other families
MAG2523	0.83	0.313131313	MAGs from other families
MAG3062	0.83	0.909090909	MAGs from other families
MAG3947	0.83	0.797979798	MAGs from other families
MAG4257	0.83	0.545454545	MAGs from other families
MAG4265	0.83	0.484848485	MAGs from other families
MAG4609	0.83	0.885521886	MAGs from other genus in Bacteroidaceae
MAG4927	0.83	0.397306397	MAGs from other families
MAG5209	0.83	0.282828283	MAGs from other families
MAG523	0.83	0.202020202	MAGs from other families
MAG5259	0.83	0.373737374	MAGs from other families
MAG5309	0.83	0.228956229	MAGs from other families
MAG7501	0.83	0.750841751	MAGs from other families
MAG8439	0.83	0.232323232	MAGs from other families
MAG8818	0.83	0.71043771	MAGs from other families
MAG9061	0.83	0.828282828	MAGs from other families
MAG9102	0.83	0.983164983	MAGs from Phocaeicola
MAG9431	0.83	0.205387205	MAGs from other families
MAG9541	0.83	0.727272727	MAGs from other families
MAG9658	0.83	0.481481481	MAGs from other families
MAG9739	0.83	0.599326599	MAGs from other families
MAG10061	0.84	0.912457912	MAGs from other families
MAG10068	0.84	0.417508418	MAGs from other families
MAG10431	0.84	0.767676768	MAGs from other families
MAG10775	0.84	0.218855219	MAGs from other families
MAG11005	0.84	0.774410774	MAGs from other families
MAG11324	0.84	0.582491582	MAGs from other families
MAG11444	0.84	0.602693603	MAGs from other families
MAG11714	0.84	0.232323232	MAGs from other families
MAG12235	0.84	0.468013468	MAGs from other families
MAG12325	0.84	0.986531987	MAGs from other families
MAG12535	0.84	0.511784512	MAGs from other families
MAG12536	0.84	0.865319865	MAGs from other families
MAG12670	0.84	0.525252525	MAGs from other families
MAG12784	0.84	0.35016835	MAGs from other families
MAG13061	0.84	0.215488215	MAGs from other families
MAG13140	0.84	0.602693603	MAGs from other genus in Bacteroidaceae
MAG13602	0.84	0.781144781	MAGs from other families
MAG14000	0.84	0.538720539	MAGs from other families
MAG14364	0.84	0.430976431	MAGs from other families
MAG14402	0.84	0.939393939	MAGs from other families
MAG14605	0.84	0.434343434	MAGs from other families
MAG14639	0.84	0.38047138	MAGs from other families
MAG14698	0.84	0.750841751	MAGs from other families
MAG14735	0.84	0.653198653	MAGs from other families
MAG14823	0.84	0.430976431	MAGs from other families
MAG14852	0.84	0.461279461	MAGs from other families
MAG15827	0.84	0.673400673	MAGs from other families
MAG15851	0.84	0.333333333	MAGs from other families
MAG15934	0.84	0.626262626	MAGs from other families
MAG16085	0.84	0.501683502	MAGs from other families
MAG16247	0.84	0.966329966	MAGs from other families
MAG16374	0.84	0.279461279	MAGs from other families
MAG16492	0.84	0.410774411	MAGs from other families
MAG16808	0.84	0.491582492	MAGs from other families
MAG16982	0.84	0.468013468	MAGs from other families
MAG17424	0.84	0.259259259	MAGs from other families
MAG17511	0.84	0.228956229	MAGs from other families
MAG17629	0.84	0.218855219	MAGs from other families
MAG17791	0.84	0.417508418	MAGs from other families
MAG18156	0.84	0.28956229	MAGs from other families
