MAG	p.adj	live_rate	Group
MAG9747	0.035	0.279461279	MAGs from other families
MAG10328	0.036	0.535353535	MAGs from Phocaeicola
MAG11842	0.036	0.71043771	MAGs from other families
MAG11890	0.036	0.457912458	MAGs from Phocaeicola
MAG12766	0.036	0.387205387	MAGs from other families
MAG12982	0.036	0.602693603	MAGs from other genus in Bacteroidaceae
MAG13313	0.036	0.602693603	MAGs from other families
MAG14110	0.036	0.727272727	MAGs from other families
MAG14507	0.036	0.932659933	MAGs from Phocaeicola
MAG18325	0.036	0.37037037	MAGs from other families
MAG22442	0.036	0.952861953	MAGs from other genus in Bacteroidaceae
MAG22729	0.036	0.582491582	MAGs from other families
MAG46	0.036	0.922558923	MAGs from other families
MAG4907	0.036	0.683501684	MAGs from other families
MAG7347	0.036	0.952861953	MAGs from Phocaeicola
MAG7519	0.036	0.424242424	MAGs from other families
MAG8203	0.036	0.286195286	MAGs from other families
MAG975	0.036	0.727272727	MAGs from Phocaeicola
MAG9869	0.036	0.602693603	MAGs from other families
MAG1050	0.037	0.626262626	MAGs from other genus in Bacteroidaceae
MAG12903	0.037	0.32996633	MAGs from other families
MAG13226	0.037	0.30976431	MAGs from other families
MAG13769	0.037	0.34006734	MAGs from other families
MAG15517	0.037	0.622895623	MAGs from other families
MAG15972	0.037	0.754208754	MAGs from other families
MAG16540	0.037	0.427609428	MAGs from other families
MAG16660	0.037	0.925925926	MAGs from other families
MAG22028	0.037	0.286195286	MAGs from other families
MAG2244	0.037	0.744107744	MAGs from other genus in Bacteroidaceae
MAG3949	0.037	0.734006734	MAGs from other families
MAG4593	0.037	0.949494949	MAGs from other families
MAG5393	0.037	0.952861953	MAGs from other families
MAG5977	0.037	0.747474747	MAGs from other families
MAG8936	0.037	0.902356902	MAGs from other families
MAG9678	0.037	0.215488215	MAGs from other families
MAG10043	0.038	0.212121212	MAGs from other families
MAG10289	0.038	0.279461279	MAGs from other families
MAG11467	0.038	0.316498316	MAGs from other families
MAG13287	0.038	0.202020202	MAGs from other families
MAG13815	0.038	0.912457912	MAGs from other families
MAG1411	0.038	0.326599327	MAGs from other families
MAG15648	0.038	0.2996633	MAGs from other families
MAG15963	0.038	0.2996633	MAGs from other genus in Bacteroidaceae
MAG16258	0.038	0.693602694	MAGs from other genus in Bacteroidaceae
MAG20135	0.038	0.30976431	MAGs from other families
MAG5734	0.038	0.259259259	MAGs from other families
MAG6325	0.038	0.205387205	MAGs from other families
MAG9479	0.038	0.781144781	MAGs from other families
MAG11063	0.039	0.898989899	MAGs from Phocaeicola
MAG12185	0.039	0.63973064	MAGs from Phocaeicola
MAG14235	0.039	0.575757576	MAGs from other families
MAG16518	0.039	0.242424242	MAGs from other families
MAG16917	0.039	0.905723906	MAGs from other families
MAG17135	0.039	0.239057239	MAGs from other families
MAG17247	0.039	0.882154882	MAGs from other families
MAG2613	0.039	0.407407407	MAGs from other genus in Bacteroidaceae
MAG2980	0.039	0.306397306	MAGs from other families
MAG3506	0.039	0.956228956	MAGs from other genus in Bacteroidaceae
MAG4341	0.039	0.858585859	MAGs from other genus in Bacteroidaceae
MAG4499	0.039	0.208754209	MAGs from other families
MAG5021	0.039	0.612794613	MAGs from Phocaeicola
MAG9870	0.039	0.929292929	MAGs from other families
MAG10428	0.04	0.545454545	MAGs from other families
MAG11157	0.04	0.31986532	MAGs from other families
MAG11389	0.04	0.252525253	MAGs from other families
MAG1149	0.04	0.962962963	MAGs from other families
MAG12603	0.04	0.993265993	MAGs from Phocaeicola
MAG13898	0.04	0.407407407	MAGs from other families
MAG16932	0.04	0.855218855	MAGs from other families
MAG17268	0.04	0.488215488	MAGs from other families
MAG17466	0.04	0.946127946	MAGs from other families
MAG19902	0.04	0.407407407	MAGs from Phocaeicola
MAG20480	0.04	0.239057239	MAGs from other families
MAG21308	0.04	0.478114478	MAGs from other families
MAG22388	0.04	0.218855219	MAGs from other families
MAG2449	0.04	0.95959596	MAGs from other families
MAG3588	0.04	0.511784512	MAGs from other genus in Bacteroidaceae
MAG3952	0.04	0.97979798	MAGs from Phocaeicola
MAG5501	0.04	0.835016835	MAGs from other families
MAG7362	0.04	0.276094276	MAGs from other families
MAG9112	0.04	0.400673401	MAGs from other genus in Bacteroidaceae
MAG9796	0.04	0.316498316	MAGs from other genus in Bacteroidaceae
MAG12141	0.041	0.377104377	MAGs from other families
MAG12370	0.041	0.606060606	MAGs from Phocaeicola
MAG14129	0.041	0.468013468	MAGs from other families
MAG15669	0.041	0.212121212	MAGs from other families
MAG21444	0.041	0.663299663	MAGs from Phocaeicola
MAG21586	0.041	0.276094276	MAGs from other families
MAG2323	0.041	0.63973064	MAGs from other families
MAG3335	0.041	0.814814815	MAGs from Phocaeicola
MAG3614	0.041	0.35016835	MAGs from other families
MAG5513	0.041	0.373737374	MAGs from other families
MAG5970	0.041	0.531986532	MAGs from other families
MAG668	0.041	0.323232323	MAGs from other families
MAG7359	0.041	0.205387205	MAGs from other families
MAG9527	0.041	0.255892256	MAGs from other families
MAG10114	0.042	0.474747475	MAGs from other families
MAG11649	0.042	0.562289562	MAGs from other families
MAG12406	0.042	0.730639731	MAGs from other genus in Bacteroidaceae
MAG13821	0.042	0.498316498	MAGs from other families
MAG14479	0.042	0.367003367	MAGs from other families
MAG15664	0.042	0.767676768	MAGs from other families
MAG17668	0.042	0.784511785	MAGs from Phocaeicola
MAG18338	0.042	0.343434343	MAGs from other families
MAG20565	0.042	0.32996633	MAGs from other families
MAG2991	0.042	0.693602694	MAGs from other genus in Bacteroidaceae
MAG3655	0.042	0.861952862	MAGs from Phocaeicola
MAG4219	0.042	0.7003367	MAGs from other families
MAG5748	0.042	0.32996633	MAGs from other families
MAG5753	0.042	0.774410774	MAGs from other families
MAG9535	0.042	0.602693603	MAGs from other genus in Bacteroidaceae
MAG9636	0.042	0.212121212	MAGs from other families
MAG11703	0.043	0.208754209	MAGs from other families
MAG15292	0.043	0.821548822	MAGs from other families
MAG16001	0.043	0.888888889	MAGs from other families
MAG18426	0.043	0.202020202	MAGs from other genus in Bacteroidaceae
MAG20199	0.043	0.636363636	MAGs from other families
MAG21662	0.043	0.508417508	MAGs from other genus in Bacteroidaceae
MAG23006	0.043	0.390572391	MAGs from other families
MAG2836	0.043	0.707070707	MAGs from other genus in Bacteroidaceae
MAG3118	0.043	0.905723906	MAGs from other families
MAG466	0.043	0.872053872	MAGs from Phocaeicola
MAG5251	0.043	0.727272727	MAGs from other families
MAG8678	0.043	0.882154882	MAGs from other families
MAG9651	0.043	0.464646465	MAGs from other families
MAG11534	0.044	0.821548822	MAGs from other families
MAG12662	0.044	0.377104377	MAGs from other families
MAG1606	0.044	0.794612795	MAGs from other families
MAG16939	0.044	0.713804714	MAGs from other families
MAG22831	0.044	0.632996633	MAGs from other families
MAG22974	0.044	0.949494949	MAGs from other genus in Bacteroidaceae
MAG22977	0.044	0.895622896	MAGs from other families
MAG3500	0.044	0.205387205	MAGs from other families
MAG3509	0.044	0.95959596	MAGs from Phocaeicola
MAG8537	0.044	0.38047138	MAGs from other families
MAG8838	0.044	0.898989899	MAGs from other families
MAG9175	0.044	0.316498316	MAGs from other families
MAG9256	0.044	0.491582492	MAGs from other genus in Bacteroidaceae
MAG9514	0.044	0.582491582	MAGs from other genus in Bacteroidaceae
MAG14294	0.045	0.38047138	MAGs from other families
MAG14869	0.045	0.579124579	MAGs from Phocaeicola
MAG15303	0.045	0.777777778	MAGs from other families
MAG15810	0.045	0.37037037	MAGs from other families
MAG16270	0.045	0.491582492	MAGs from other genus in Bacteroidaceae
MAG19981	0.045	0.212121212	MAGs from other families
MAG20278	0.045	0.713804714	MAGs from other genus in Bacteroidaceae
MAG10443	0.046	0.67003367	MAGs from other families
MAG12775	0.046	0.882154882	MAGs from other families
MAG13252	0.046	0.754208754	MAGs from other families
MAG14120	0.046	0.292929293	MAGs from other families
MAG15638	0.046	0.737373737	MAGs from other families
MAG16375	0.046	0.976430976	MAGs from other families
MAG16504	0.046	0.851851852	MAGs from other families
MAG17054	0.046	0.98989899	MAGs from other families
MAG19803	0.046	0.814814815	MAGs from Phocaeicola
MAG2002	0.046	0.444444444	MAGs from other families
MAG22590	0.046	0.811447811	MAGs from other genus in Bacteroidaceae
MAG4235	0.046	0.643097643	MAGs from other families
MAG4906	0.046	0.326599327	MAGs from other families
MAG5163	0.046	0.218855219	MAGs from other families
MAG5303	0.046	0.491582492	MAGs from other families
MAG9907	0.046	0.34006734	MAGs from other families
MAG107	0.047	0.781144781	MAGs from other families
MAG12975	0.047	0.404040404	MAGs from other families
MAG13512	0.047	0.306397306	MAGs from other families
MAG13883	0.047	0.821548822	MAGs from other families
MAG17744	0.047	0.269360269	MAGs from other families
MAG20468	0.047	0.949494949	MAGs from other genus in Bacteroidaceae
MAG21479	0.047	0.2996633	MAGs from other families
MAG21826	0.047	0.818181818	MAGs from Phocaeicola
MAG27	0.047	0.915824916	MAGs from other families
MAG3111	0.047	0.865319865	MAGs from other families
MAG3342	0.047	0.835016835	MAGs from Phocaeicola
MAG3622	0.047	0.595959596	MAGs from Phocaeicola
MAG4894	0.047	0.865319865	MAGs from other families
MAG8283	0.047	0.326599327	MAGs from other families
MAG9052	0.047	0.818181818	MAGs from Phocaeicola
MAG11353	0.048	0.34006734	MAGs from other genus in Bacteroidaceae
MAG11424	0.048	0.781144781	MAGs from other families
MAG12047	0.048	0.276094276	MAGs from other families
MAG15441	0.048	0.447811448	MAGs from other families
MAG16352	0.048	0.767676768	MAGs from other families
MAG20237	0.048	0.814814815	MAGs from other families
MAG21051	0.048	0.696969697	MAGs from Phocaeicola
MAG21549	0.048	0.589225589	MAGs from other families
MAG22921	0.048	0.956228956	MAGs from other families
MAG2440	0.048	0.804713805	MAGs from other families
MAG4311	0.048	0.740740741	MAGs from other families
MAG7440	0.048	0.973063973	MAGs from other families
MAG7497	0.048	0.730639731	MAGs from other families
MAG8603	0.048	0.222222222	MAGs from other families
MAG11191	0.049	0.737373737	MAGs from other families
MAG11992	0.049	0.37037037	MAGs from other families
MAG13053	0.049	0.259259259	MAGs from other families
MAG14399	0.049	0.717171717	MAGs from other families
MAG14712	0.049	0.205387205	MAGs from other families
MAG16449	0.049	0.336700337	MAGs from other families
MAG17259	0.049	0.535353535	MAGs from other families
MAG20329	0.049	0.626262626	MAGs from Phocaeicola
MAG2744	0.049	0.336700337	MAGs from other families
MAG2954	0.049	0.356902357	MAGs from other families
MAG3948	0.049	0.232323232	MAGs from other families
MAG4152	0.049	0.925925926	MAGs from other genus in Bacteroidaceae
MAG4467	0.049	0.831649832	MAGs from other families
MAG570	0.049	0.323232323	MAGs from other families
MAG6524	0.049	0.855218855	MAGs from Phocaeicola
MAG6574	0.049	0.531986532	MAGs from Phocaeicola
MAG11636	0.05	0.417508418	MAGs from other genus in Bacteroidaceae
MAG13233	0.05	0.898989899	MAGs from other families
MAG14199	0.05	0.255892256	MAGs from other families
MAG14221	0.05	0.316498316	MAGs from other families
MAG14289	0.05	0.36026936	MAGs from other families
MAG14937	0.05	0.878787879	MAGs from other families
MAG15062	0.05	0.757575758	MAGs from Phocaeicola
MAG17245	0.05	0.996632997	MAGs from other families
MAG20123	0.05	0.95959596	MAGs from other families
MAG21578	0.05	0.457912458	MAGs from other families
MAG2211	0.05	0.232323232	MAGs from other families
MAG4383	0.05	0.909090909	MAGs from other families
MAG4797	0.05	0.454545455	MAGs from other families
MAG105	0.051	0.986531987	MAGs from other families
MAG11018	0.051	0.208754209	MAGs from other families
MAG11214	0.051	0.235690236	MAGs from other families
MAG11838	0.051	0.538720539	MAGs from other families
MAG16985	0.051	0.32996633	MAGs from other families
MAG5167	0.051	0.898989899	MAGs from other families
MAG5440	0.051	0.255892256	MAGs from other genus in Bacteroidaceae
MAG5558	0.051	0.865319865	MAGs from other families
MAG5659	0.051	0.95959596	MAGs from other genus in Bacteroidaceae
MAG709	0.051	0.353535354	MAGs from other families
MAG9693	0.051	0.885521886	MAGs from other families
MAG10804	0.052	0.471380471	MAGs from other families
MAG1192	0.052	0.441077441	MAGs from other families
MAG12892	0.052	0.841750842	MAGs from Phocaeicola
MAG13027	0.052	0.474747475	MAGs from other families
MAG13782	0.052	0.215488215	MAGs from other families
MAG15926	0.052	0.505050505	MAGs from other families
MAG16541	0.052	0.737373737	MAGs from other genus in Bacteroidaceae
MAG18614	0.052	0.841750842	MAGs from other families
MAG21587	0.052	0.259259259	MAGs from other families
MAG21595	0.052	0.265993266	MAGs from other genus in Bacteroidaceae
MAG22879	0.052	0.239057239	MAGs from other families
MAG4336	0.052	0.481481481	MAGs from other families
MAG4381	0.052	0.912457912	MAGs from other genus in Bacteroidaceae
MAG4724	0.052	0.387205387	MAGs from other families
MAG4916	0.052	0.747474747	MAGs from other families
MAG5074	0.052	0.663299663	MAGs from other families
MAG6937	0.052	0.2996633	MAGs from other families
MAG9266	0.052	0.875420875	MAGs from other families
MAG14340	0.053	0.632996633	MAGs from other families
MAG15372	0.053	0.71043771	MAGs from other families
MAG16116	0.053	0.727272727	MAGs from other families
MAG18056	0.053	0.855218855	MAGs from other genus in Bacteroidaceae
MAG19597	0.053	0.565656566	MAGs from other families
MAG22609	0.053	0.909090909	MAGs from Phocaeicola
MAG2705	0.053	0.791245791	MAGs from other families
MAG3421	0.053	0.595959596	MAGs from other families
MAG4029	0.053	0.7003367	MAGs from other families
MAG4487	0.053	0.939393939	MAGs from other genus in Bacteroidaceae
MAG5052	0.053	0.276094276	MAGs from other families
MAG5940	0.053	0.673400673	MAGs from other families
MAG6284	0.053	0.205387205	MAGs from other families
MAG9163	0.053	0.235690236	MAGs from other families
MAG9281	0.053	0.400673401	MAGs from other families
MAG9850	0.053	0.838383838	MAGs from other families
MAG10035	0.054	0.569023569	MAGs from other families
MAG10449	0.054	0.34006734	MAGs from other families
MAG12367	0.054	0.582491582	MAGs from other families
MAG15438	0.054	0.292929293	MAGs from other families
MAG2721	0.054	0.505050505	MAGs from other families
MAG4445	0.054	0.252525253	MAGs from other families
MAG4552	0.054	0.818181818	MAGs from other families
MAG4567	0.054	0.249158249	MAGs from other families
MAG5933	0.054	0.494949495	MAGs from other families
MAG8226	0.054	0.245791246	MAGs from other families
MAG10655	0.055	0.30976431	MAGs from other families
MAG13110	0.055	0.747474747	MAGs from other families
MAG14465	0.055	0.252525253	MAGs from other families
MAG1490	0.055	0.558922559	MAGs from other families
MAG18181	0.055	0.255892256	MAGs from other families
MAG3704	0.055	0.404040404	MAGs from Phocaeicola
MAG4096	0.055	0.626262626	MAGs from other families
MAG493	0.055	0.740740741	MAGs from other genus in Bacteroidaceae
MAG5275	0.055	0.249158249	MAGs from other families
MAG5781	0.055	0.96969697	MAGs from other families
MAG6061	0.055	0.28956229	MAGs from other families
MAG7502	0.055	0.942760943	MAGs from other families
MAG7822	0.055	0.333333333	MAGs from other genus in Bacteroidaceae
MAG14283	0.056	0.892255892	MAGs from other families
MAG14485	0.056	0.28956229	MAGs from other families
MAG16184	0.056	0.262626263	MAGs from other families
MAG16767	0.056	0.97979798	MAGs from other genus in Bacteroidaceae
MAG22733	0.056	0.838383838	MAGs from other families
MAG22866	0.056	0.966329966	MAGs from other genus in Bacteroidaceae
MAG2696	0.056	0.491582492	MAGs from other families
MAG2966	0.056	0.828282828	MAGs from Phocaeicola
MAG4761	0.056	0.582491582	MAGs from other families
MAG5831	0.056	0.555555556	MAGs from other families
MAG8367	0.056	0.30976431	MAGs from other families
MAG8898	0.056	0.558922559	MAGs from other families
MAG9748	0.056	0.390572391	MAGs from other genus in Bacteroidaceae
MAG10645	0.057	0.599326599	MAGs from other families
MAG12318	0.057	0.737373737	MAGs from other families
MAG12879	0.057	0.215488215	MAGs from other families
MAG13613	0.057	0.417508418	MAGs from other families
MAG15800	0.057	0.801346801	MAGs from other families
MAG17198	0.057	0.545454545	MAGs from other families
MAG22552	0.057	0.404040404	MAGs from other families
MAG6085	0.057	0.202020202	MAGs from other families
MAG8310	0.057	0.787878788	MAGs from other families
MAG8755	0.057	0.205387205	MAGs from other families
MAG8906	0.057	0.983164983	MAGs from Phocaeicola
MAG10110	0.058	0.32996633	MAGs from other families
MAG10600	0.058	1	MAGs from other genus in Bacteroidaceae
MAG11468	0.058	0.61952862	MAGs from other families
MAG11520	0.058	0.737373737	MAGs from other families
MAG11688	0.058	0.632996633	MAGs from other genus in Bacteroidaceae
MAG14709	0.058	0.966329966	MAGs from other genus in Bacteroidaceae
MAG20401	0.058	0.37037037	MAGs from other genus in Bacteroidaceae
MAG21628	0.058	0.276094276	MAGs from other families
MAG22516	0.058	0.646464646	MAGs from Phocaeicola
MAG22579	0.058	0.841750842	MAGs from other families
MAG12079	0.059	0.845117845	MAGs from other families
MAG12165	0.059	0.471380471	MAGs from other families
MAG13731	0.059	0.929292929	MAGs from other genus in Bacteroidaceae
MAG14396	0.059	0.420875421	MAGs from other families
MAG14427	0.059	0.626262626	MAGs from other families
MAG16153	0.059	0.686868687	MAGs from other families
MAG17205	0.059	0.407407407	MAGs from other families
MAG2952	0.059	0.377104377	MAGs from other families
MAG3200	0.059	0.38047138	MAGs from Phocaeicola
MAG4337	0.059	0.872053872	MAGs from other families
MAG465	0.059	0.973063973	MAGs from Phocaeicola
MAG4744	0.059	0.946127946	MAGs from other families
MAG5201	0.059	0.663299663	MAGs from other families
MAG5914	0.059	0.919191919	MAGs from other families
MAG5928	0.059	0.885521886	MAGs from other families
MAG6921	0.059	0.303030303	MAGs from other families
MAG6992	0.059	0.912457912	MAGs from Phocaeicola
MAG9070	0.059	0.872053872	MAGs from Phocaeicola
MAG9361	0.059	0.218855219	MAGs from other families
MAG11831	0.06	0.508417508	MAGs from other families
MAG12407	0.06	0.303030303	MAGs from other families
MAG15608	0.06	0.272727273	MAGs from other families
MAG18260	0.06	0.28956229	MAGs from other families
MAG22064	0.06	0.249158249	MAGs from other families
MAG4319	0.06	0.228956229	MAGs from other families
MAG7003	0.06	0.252525253	MAGs from other families
MAG866	0.06	0.215488215	MAGs from other families
MAG1012	0.061	0.750841751	MAGs from other families
MAG11122	0.061	0.878787879	MAGs from other families
MAG12656	0.061	0.794612795	MAGs from other families
MAG13698	0.061	0.946127946	MAGs from other families
MAG14408	0.061	0.282828283	MAGs from other families
MAG1612	0.061	0.63973064	MAGs from other genus in Bacteroidaceae
MAG17616	0.061	0.464646465	MAGs from other families
MAG17905	0.061	0.393939394	MAGs from other families
MAG2267	0.061	0.286195286	MAGs from other families
MAG2489	0.061	0.882154882	MAGs from other families
MAG7159	0.061	0.255892256	MAGs from other families
MAG922	0.061	0.703703704	MAGs from Phocaeicola
MAG12404	0.062	0.855218855	MAGs from other families
MAG12743	0.062	0.542087542	MAGs from other families
MAG13255	0.062	0.494949495	MAGs from other families
MAG13403	0.062	0.454545455	MAGs from other families
MAG13487	0.062	0.828282828	MAGs from other families
MAG1428	0.062	0.95959596	MAGs from other families
MAG15790	0.062	0.235690236	MAGs from other families
MAG17365	0.062	0.67003367	MAGs from other families
MAG2282	0.062	0.2996633	MAGs from other families
MAG3368	0.062	0.484848485	MAGs from other families
MAG3607	0.062	0.707070707	MAGs from other genus in Bacteroidaceae
MAG5394	0.062	0.575757576	MAGs from other families
MAG7528	0.062	0.36026936	MAGs from other families
MAG9406	0.062	0.303030303	MAGs from other families
MAG11241	0.063	0.97979798	MAGs from other families
MAG11318	0.063	0.97979798	MAGs from other families
MAG15809	0.063	0.272727273	MAGs from other families
MAG15965	0.063	0.720538721	MAGs from other families
MAG16409	0.063	0.622895623	MAGs from other families
MAG5739	0.063	0.976430976	MAGs from Phocaeicola
MAG10828	0.064	0.343434343	MAGs from other families
MAG14260	0.064	0.38047138	MAGs from other genus in Bacteroidaceae
MAG14449	0.064	0.764309764	MAGs from Phocaeicola
MAG16442	0.064	0.313131313	MAGs from other families
MAG3129	0.064	0.461279461	MAGs from other families
MAG4255	0.064	0.898989899	MAGs from other families
MAG5066	0.064	0.949494949	MAGs from other families
MAG5354	0.064	0.986531987	MAGs from other families
MAG8218	0.064	0.255892256	MAGs from other genus in Bacteroidaceae
MAG9892	0.064	0.303030303	MAGs from other families
MAG9901	0.064	0.838383838	MAGs from other families
MAG10229	0.065	0.616161616	MAGs from other families
MAG12583	0.065	0.579124579	MAGs from other genus in Bacteroidaceae
MAG13624	0.065	0.562289562	MAGs from other genus in Bacteroidaceae
MAG14962	0.065	0.686868687	MAGs from other families
MAG15381	0.065	0.720538721	MAGs from other genus in Bacteroidaceae
MAG22832	0.065	0.511784512	MAGs from other genus in Bacteroidaceae
MAG22884	0.065	0.96969697	MAGs from other families
MAG6265	0.065	0.387205387	MAGs from other families
MAG1041	0.066	0.811447811	MAGs from other genus in Bacteroidaceae
MAG10480	0.066	0.404040404	MAGs from other families
MAG12212	0.066	0.632996633	MAGs from Phocaeicola
MAG13046	0.066	0.420875421	MAGs from other genus in Bacteroidaceae
MAG13529	0.066	0.454545455	MAGs from other families
MAG14037	0.066	0.282828283	MAGs from other families
MAG14477	0.066	0.420875421	MAGs from other families
MAG18734	0.066	0.983164983	MAGs from other families
MAG22989	0.066	0.393939394	MAGs from other families
MAG4557	0.066	0.774410774	MAGs from other families
MAG5305	0.066	0.286195286	MAGs from other families
MAG715	0.066	0.481481481	MAGs from other families
MAG7280	0.066	0.740740741	MAGs from other families
MAG7287	0.066	0.828282828	MAGs from other families
MAG8672	0.066	0.558922559	MAGs from other genus in Bacteroidaceae
MAG9645	0.066	0.966329966	MAGs from other genus in Bacteroidaceae
MAG11579	0.067	0.451178451	MAGs from other families
MAG14040	0.067	0.62962963	MAGs from other families
MAG17640	0.067	0.498316498	MAGs from other families
MAG387	0.067	0.245791246	MAGs from other families
MAG4709	0.067	0.828282828	MAGs from other families
MAG5098	0.067	0.676767677	MAGs from other families
MAG7358	0.067	0.949494949	MAGs from other families
MAG7461	0.067	0.35016835	MAGs from other families
MAG8728	0.067	0.515151515	MAGs from other families
MAG8883	0.067	0.28956229	MAGs from other genus in Bacteroidaceae
MAG9669	0.067	0.387205387	MAGs from other families
MAG10296	0.068	0.595959596	MAGs from other families
MAG117	0.068	0.562289562	MAGs from other genus in Bacteroidaceae
MAG12032	0.068	0.996632997	MAGs from other families
MAG12132	0.068	0.707070707	MAGs from other families
MAG12576	0.068	0.69023569	MAGs from other families
MAG18254	0.068	0.771043771	MAGs from Phocaeicola
MAG19174	0.068	0.292929293	MAGs from other families
MAG21665	0.068	0.643097643	MAGs from other families
MAG4015	0.068	0.902356902	MAGs from other families
MAG4679	0.068	0.878787879	MAGs from other families
MAG7153	0.068	0.36026936	MAGs from other families
MAG7273	0.068	0.902356902	MAGs from other families
MAG7624	0.068	0.363636364	MAGs from other families
MAG772	0.068	0.276094276	MAGs from other families
MAG9448	0.068	0.461279461	MAGs from other families
MAG961	0.068	0.929292929	MAGs from other families
MAG10135	0.069	0.872053872	MAGs from other families
MAG10266	0.069	0.454545455	MAGs from Phocaeicola
MAG10759	0.069	0.824915825	MAGs from Phocaeicola
MAG1162	0.069	0.410774411	MAGs from other genus in Bacteroidaceae
MAG13501	0.069	0.222222222	MAGs from other families
MAG13627	0.069	0.218855219	MAGs from other families
MAG13659	0.069	0.673400673	MAGs from other families
MAG14243	0.069	0.976430976	MAGs from other families
MAG18106	0.069	0.845117845	MAGs from Phocaeicola
MAG737	0.069	0.696969697	MAGs from other genus in Bacteroidaceae
MAG8969	0.069	0.488215488	MAGs from other families
MAG13062	0.07	0.878787879	MAGs from other families
MAG14840	0.07	0.228956229	MAGs from other families
MAG15544	0.07	0.400673401	MAGs from Phocaeicola
MAG17323	0.07	0.95959596	MAGs from other genus in Bacteroidaceae
MAG17780	0.07	0.95959596	MAGs from other families
MAG19257	0.07	0.61952862	MAGs from other genus in Bacteroidaceae
MAG20190	0.07	0.986531987	MAGs from Phocaeicola
MAG20395	0.07	0.410774411	MAGs from other families
MAG7826	0.07	0.885521886	MAGs from other families
MAG9083	0.07	0.909090909	MAGs from other genus in Bacteroidaceae
MAG11793	0.071	0.555555556	MAGs from other families
MAG13315	0.071	0.824915825	MAGs from Phocaeicola
MAG14453	0.071	0.71043771	MAGs from other families
MAG14865	0.071	0.7003367	MAGs from other families
MAG16420	0.071	0.754208754	MAGs from other genus in Bacteroidaceae
MAG17315	0.071	0.326599327	MAGs from other families
MAG23065	0.071	0.831649832	MAGs from other families
MAG4033	0.071	0.882154882	MAGs from Phocaeicola
MAG4228	0.071	0.838383838	MAGs from other families
MAG9190	0.071	0.838383838	MAGs from other families
MAG9670	0.071	0.646464646	MAGs from other genus in Bacteroidaceae
MAG9773	0.071	0.912457912	MAGs from other families
MAG10360	0.072	0.61952862	MAGs from other families
MAG11248	0.072	0.451178451	MAGs from other genus in Bacteroidaceae
MAG12738	0.072	0.252525253	MAGs from other families
MAG15968	0.072	0.565656566	MAGs from other families
MAG16391	0.072	0.784511785	MAGs from other families
MAG17246	0.072	0.666666667	MAGs from other families
MAG1793	0.072	0.740740741	MAGs from Phocaeicola
MAG2051	0.072	0.562289562	MAGs from other genus in Bacteroidaceae
MAG20942	0.072	0.444444444	MAGs from other families
MAG2816	0.072	0.915824916	MAGs from other families
MAG4249	0.072	0.666666667	MAGs from other families
MAG4917	0.072	0.808080808	MAGs from other families
MAG5861	0.072	0.754208754	MAGs from other families
MAG5882	0.072	0.259259259	MAGs from other genus in Bacteroidaceae
MAG8370	0.072	0.259259259	MAGs from other families
MAG9068	0.072	0.28956229	MAGs from other families
MAG9507	0.072	0.572390572	MAGs from other families
MAG10598	0.073	1	MAGs from other genus in Bacteroidaceae
MAG12186	0.073	0.35016835	MAGs from other families
MAG16577	0.073	0.306397306	MAGs from other families
MAG17034	0.073	0.276094276	MAGs from other families
MAG17725	0.073	0.235690236	MAGs from other families
MAG19248	0.073	0.956228956	MAGs from other families
MAG22936	0.073	0.703703704	MAGs from other families
MAG4168	0.073	0.693602694	MAGs from other families
MAG4833	0.073	0.595959596	MAGs from other families
MAG5340	0.073	0.952861953	MAGs from other families
MAG6543	0.073	0.7003367	MAGs from other families
MAG9709	0.073	0.336700337	MAGs from other families
MAG9782	0.073	0.468013468	MAGs from other genus in Bacteroidaceae
MAG9806	0.073	0.589225589	MAGs from other genus in Bacteroidaceae
MAG10036	0.074	0.878787879	MAGs from Phocaeicola
MAG11128	0.074	0.582491582	MAGs from other families
MAG13828	0.074	0.538720539	MAGs from other families
MAG16470	0.074	0.983164983	MAGs from other families
MAG19740	0.074	0.420875421	MAGs from other families
MAG3186	0.074	0.228956229	MAGs from other families
MAG4706	0.074	0.865319865	MAGs from other families
MAG9206	0.074	0.781144781	MAGs from other families
MAG10166	0.075	0.474747475	MAGs from other families
MAG12757	0.075	0.461279461	MAGs from other genus in Bacteroidaceae
MAG15791	0.075	0.215488215	MAGs from other families
MAG17390	0.075	0.777777778	MAGs from other families
MAG21629	0.075	0.65993266	MAGs from Phocaeicola
MAG22906	0.075	0.212121212	MAGs from other families
MAG2671	0.075	0.333333333	MAGs from other families
MAG4890	0.075	0.228956229	MAGs from other families
MAG7378	0.075	0.902356902	MAGs from other families
MAG8530	0.075	0.265993266	MAGs from other families
MAG8930	0.075	0.791245791	MAGs from other genus in Bacteroidaceae
MAG10233	0.076	0.265993266	MAGs from other families
MAG10314	0.076	0.437710438	MAGs from other families
MAG12994	0.076	0.36026936	MAGs from other families
MAG13935	0.076	0.828282828	MAGs from other families
MAG14051	0.076	0.686868687	MAGs from other families
MAG14965	0.076	0.464646465	MAGs from other genus in Bacteroidaceae
MAG15663	0.076	0.848484848	MAGs from Phocaeicola
MAG16386	0.076	0.720538721	MAGs from other families
MAG18922	0.076	0.269360269	MAGs from other families
MAG2226	0.076	0.582491582	MAGs from Phocaeicola
MAG5704	0.076	0.892255892	MAGs from other families
