Sample2,Sample1,Distance,Group1,Group2,GroupType
BKDN170793833-1A,BKDN170796420-1A,0.761573728,SPD,YXP,between_breed
BKDN170793833-1A,BKDN170796421-1A,0.596946425,SPD,YXP,between_breed
BKDN170793833-1A,BKDN170793837-1A,0.638202038,YXP,YXP,within_breed
BKDN170793833-1A,BKDN170796422-1A,0.740744148,SPD,YXP,between_breed
BKDN170793833-1A,BKDN170794394-1A,0.358924984,LCW,YXP,between_breed
BKDN170793833-1A,BKDN170795578-1A,0.583113801,ZSP,YXP,between_breed
BKDN170793833-1A,BKDN170794480-1A,0.250928006,PTB,YXP,between_breed
BKDN170793833-1A,BKDN170794551-1A,0.272218699,LCW,YXP,between_breed
BKDN170793833-1A,BKDN170793895-1A,0.311903687,MWD,YXP,between_breed
BKDN170793833-1A,BKDN170796085-1A,0.673526866,SPD,YXP,between_breed
BKDN170793833-1A,BKDN170793899-1A,0.728636036,MWD,YXP,between_breed
BKDN170793833-1A,BKDN170795745-1A,0.707095024,ZSP,YXP,between_breed
BKDN170793833-1A,BKDN170795577-1A,0.65358191,ZSP,YXP,between_breed
BKDN170793833-1A,BKDN170795836-1A,0.516829391,CHP,YXP,between_breed
BKDN170793833-1A,BKDN170794811-1A,0.426853304,JYP,YXP,between_breed
BKDN170793833-1A,BKDN170794002-1A,0.280889385,SXD,YXP,between_breed
BKDN170793833-1A,BKDN170793906-1A,0.310760276,JRD,YXP,between_breed
BKDN170793833-1A,BKDN170794152-1A,0.647756545,PTB,YXP,between_breed
BKDN170793833-1A,BKDN170796419-1A,0.413472331,SPD,YXP,between_breed
BKDN170793833-1A,BKDN170794548-1A,0.232188129,LCW,YXP,between_breed
BKDN170793833-1A,BKDN170795739-1A,0.674172089,ZSP,YXP,between_breed
BKDN170793833-1A,BKDN170796253-1A,0.59671582,SPD,YXP,between_breed
BKDN170793833-1A,BKDN170794066-1A,0.511693548,JRD,YXP,between_breed
BKDN170793833-1A,BKDN170793998-1A,0.40238218,SXD,YXP,between_breed
BKDN170793833-1A,BKDN170796249-1A,0.588565569,SPD,YXP,between_breed
BKDN170793833-1A,BKDN170796250-1A,0.683436227,SPD,YXP,between_breed
BKDN170793833-1A,BKDN170796251-1A,0.726749721,SPD,YXP,between_breed
BKDN170793833-1A,BKDN170795738-1A,0.667432398,ZSP,YXP,between_breed
BKDN170793833-1A,BKDN170796417-1A,0.747330056,SPD,YXP,between_breed
BKDN170793833-1A,BKDN170793904-1A,0.654853855,JRD,YXP,between_breed
BKDN170793833-1A,BKDN170793891-1A,0.658387455,MWD,YXP,between_breed
BKDN170793833-1A,BKDN170795911-1A,0.64028792,LSD,YXP,between_breed
BKDN170793833-1A,BKDN170796418-1A,0.730020537,SPD,YXP,between_breed
BKDN170793833-1A,BKDN170795742-1A,0.593039989,ZSP,YXP,between_breed
BKDN170793833-1A,BKDN170794161-1A,0.336907162,SXD,YXP,between_breed
BKDN170793833-1A,BKDN170793994-1A,0.692377957,YXP,YXP,within_breed
BKDN170793833-1A,BKDN170794067-1A,0.670163912,JRD,YXP,between_breed
BKDN170793833-1A,BKDN170795743-1A,0.505981649,ZSP,YXP,between_breed
BKDN170793833-1A,BKDN170794805-1A,0.47526439,JYP,YXP,between_breed
BKDN170793833-1A,BKDN170794054-1A,0.643301047,MWD,YXP,between_breed
BKDN170793833-1A,BKDN170795838-1A,0.525711136,CHP,YXP,between_breed
BKDN170793833-1A,BKDN170795147-1A,0.297499747,CHP,YXP,between_breed
BKDN170793833-1A,BKDN170794159-1A,0.355503747,SXD,YXP,between_breed
BKDN170793833-1A,BKDN170793840-1A,0.714694402,YXP,YXP,within_breed
BKDN170793833-1A,BKDN170796424-1A,0.601662684,SPD,YXP,between_breed
BKDN170793833-1A,BKDN170795916-1A,0.608856639,LSD,YXP,between_breed
BKDN170793833-1A,BKDN170793892-1A,0.141950153,MWD,YXP,between_breed
BKDN170793833-1A,BKDN170796004-1A,0.62329417,CHP,YXP,between_breed
BKDN170793833-1A,BKDN170795146-1A,0.476754258,CHP,YXP,between_breed
BKDN170793833-1A,BKDN170793835-1A,0.55265369,YXP,YXP,within_breed
BKDN170793833-1A,BKDN170794327-1A,0.534201896,TWD,YXP,between_breed
BKDN170793833-1A,BKDN170793898-1A,0.448852265,MWD,YXP,between_breed
BKDN170793833-1A,BKDN170795572-1A,0.274971103,ZSP,YXP,between_breed
BKDN170793833-1A,BKDN170794326-1A,0.663046429,TWD,YXP,between_breed
BKDN170793833-1A,BKDN170796245-1A,0.652137407,SPD,YXP,between_breed
BKDN170793833-1A,BKDN170795574-1A,0.296130897,ZSP,YXP,between_breed
BKDN170793833-1A,BKDN170794160-1A,0.35213052,SXD,YXP,between_breed
BKDN170793833-1A,BKDN170794387-1A,0.219262832,LCW,YXP,between_breed
BKDN170793833-1A,BKDN170794972-1A,0.510181398,JYP,YXP,between_breed
BKDN170793833-1A,BKDN170794156-1A,0.630705643,PTB,YXP,between_breed
BKDN170793833-1A,BKDN170795142-1A,0.51028075,JYP,YXP,between_breed
BKDN170793833-1A,BKDN170794393-1A,0.325984748,LCW,YXP,between_breed
BKDN170793833-1A,BKDN170796086-1A,0.629353016,SPD,YXP,between_breed
BKDN170793833-1A,BKDN170794164-1A,0.297860472,SXD,YXP,between_breed
BKDN170793833-1A,BKDN170794068-1A,0.401303819,JRD,YXP,between_breed
BKDN170793833-1A,BKDN170795740-1A,0.676764226,ZSP,YXP,between_breed
BKDN170793833-1A,BKDN170794158-1A,0.734056524,SXD,YXP,between_breed
BKDN170793833-1A,BKDN170793995-1A,0.699248156,YXP,YXP,within_breed
BKDN170793833-1A,BKDN170795907-1A,0.712522853,LSD,YXP,between_breed
BKDN170793833-1A,BKDN170795141-1A,0.522168362,JYP,YXP,between_breed
BKDN170793833-1A,BKDN170794058-1A,0.621381417,MWD,YXP,between_breed
BKDN170793833-1A,BKDN170795912-1A,0.717233372,LSD,YXP,between_breed
BKDN170793833-1A,BKDN170794057-1A,0.417053347,MWD,YXP,between_breed
BKDN170793833-1A,BKDN170796000-1A,0.512690044,CHP,YXP,between_breed
BKDN170793833-1A,BKDN170793894-1A,0.68690581,MWD,YXP,between_breed
BKDN170793833-1A,BKDN170796006-1A,0.496902698,CHP,YXP,between_breed
BKDN170793833-1A,BKDN170794553-1A,0.379396457,LCW,YXP,between_breed
BKDN170793833-1A,BKDN170796173-1A,0.546565497,CHP,YXP,between_breed
BKDN170793833-1A,BKDN170794148-1A,0.690902755,JRD,YXP,between_breed
BKDN170793833-1A,BKDN170795575-1A,0.680696488,ZSP,YXP,between_breed
BKDN170793833-1A,BKDN170795573-1A,0.363081207,ZSP,YXP,between_breed
BKDN170793833-1A,BKDN170795149-1A,0.465503689,CHP,YXP,between_breed
BKDN170793833-1A,BKDN170793902-1A,0.66731356,JRD,YXP,between_breed
BKDN170793833-1A,BKDN170795837-1A,0.279652964,CHP,YXP,between_breed
BKDN170793833-1A,BKDN170795999-1A,0.470427746,CHP,YXP,between_breed
BKDN170793833-1A,BKDN170793893-1A,0.657286943,MWD,YXP,between_breed
BKDN170793833-1A,BKDN170794065-1A,0.449043538,JRD,YXP,between_breed
BKDN170793833-1A,BKDN170794392-1A,0.609115316,LCW,YXP,between_breed
BKDN170793833-1A,BKDN170794163-1A,0.486379326,SXD,YXP,between_breed
BKDN170793833-1A,BKDN170796252-1A,0.374487047,SPD,YXP,between_breed
BKDN170793833-1A,BKDN170794165-1A,0.295609343,SXD,YXP,between_breed
BKDN170793833-1A,BKDN170793896-1A,0.680225652,MWD,YXP,between_breed
BKDN170793833-1A,BKDN170794149-1A,0.447105379,JRD,YXP,between_breed
BKDN170793833-1A,BKDN170795744-1A,0.495411786,ZSP,YXP,between_breed
BKDN170793833-1A,BKDN170794331-1A,0.182845285,TWD,YXP,between_breed
BKDN170793833-1A,BKDN170794385-1A,0.321922698,LCW,YXP,between_breed
BKDN170793833-1A,BKDN170796247-1A,0.69244279,SPD,YXP,between_breed
BKDN170793833-1A,BKDN170793908-1A,0.679651939,JRD,YXP,between_breed
BKDN170793833-1A,BKDN170793839-1A,0.652336101,YXP,YXP,within_breed
BKDN170793833-1A,BKDN170794001-1A,0.261336752,SXD,YXP,between_breed
BKDN170793833-1A,BKDN170795576-1A,0.698831982,ZSP,YXP,between_breed
BKDN170793833-1A,BKDN170793993-1A,0.709077746,JRD,YXP,between_breed
BKDN170793833-1A,BKDN170796413-1A,0.164445605,MWD,YXP,between_breed
BKDN170793833-1A,BKDN170793901-1A,0.755175511,JRD,YXP,between_breed
BKDN170793833-1A,BKDN170796080-1A,0.380639772,LSD,YXP,between_breed
BKDN170793833-1A,BKDN170794322-1A,0.62338962,PTB,YXP,between_breed
BKDN170793833-1A,BKDN170793903-1A,0.693764042,JRD,YXP,between_breed
BKDN170793833-1A,BKDN170793838-1A,0.380869195,YXP,YXP,within_breed
BKDN170793833-1A,BKDN170794329-1A,0.608509452,TWD,YXP,between_breed
BKDN170793833-1A,BKDN170794330-1A,0.339419042,TWD,YXP,between_breed
BKDN170793833-1A,BKDN170795910-1A,0.304473633,LSD,YXP,between_breed
BKDN170793833-1A,BKDN170795145-1A,0.374778827,CHP,YXP,between_breed
BKDN170793833-1A,BKDN170794056-1A,0.283050601,MWD,YXP,between_breed
BKDN170793833-1A,BKDN170795737-1A,0.698772584,ZSP,YXP,between_breed
BKDN170793833-1A,BKDN170794806-1A,0.56396371,JYP,YXP,between_breed
BKDN170793833-1A,BKDN170794554-1A,0.454709958,LCW,YXP,between_breed
BKDN170793833-1A,BKDN170795140-1A,0.28598346,JYP,YXP,between_breed
BKDN170793833-1A,BKDN170796077-1A,0.258624798,LSD,YXP,between_breed
BKDN170793833-1A,BKDN170794064-1A,0.592455305,JRD,YXP,between_breed
BKDN170793833-1A,BKDN170794228-1A,0.327677036,LCW,YXP,between_breed
BKDN170793833-1A,BKDN170793836-1A,0.643077507,YXP,YXP,within_breed
BKDN170793833-1A,BKDN170793909-1A,0.656437844,JRD,YXP,between_breed
BKDN170793833-1A,BKDN170793907-1A,0.517256035,JRD,YXP,between_breed
BKDN170793833-1A,BKDN170794809-1A,0.444365059,JYP,YXP,between_breed
BKDN170793833-1A,BKDN170796254-1A,0.506909297,SPD,YXP,between_breed
BKDN170793835-1A,BKDN170794165-1A,0.642659157,SXD,YXP,between_breed
BKDN170793835-1A,BKDN170795578-1A,0.629407576,ZSP,YXP,between_breed
BKDN170793835-1A,BKDN170794811-1A,0.415716405,JYP,YXP,between_breed
BKDN170793835-1A,BKDN170793894-1A,0.369451845,MWD,YXP,between_breed
BKDN170793835-1A,BKDN170793837-1A,0.321818262,YXP,YXP,within_breed
BKDN170793835-1A,BKDN170794149-1A,0.372661904,JRD,YXP,between_breed
BKDN170793835-1A,BKDN170795737-1A,0.597263359,ZSP,YXP,between_breed
BKDN170793835-1A,BKDN170796249-1A,0.587014056,SPD,YXP,between_breed
BKDN170793835-1A,BKDN170794054-1A,0.441947894,MWD,YXP,between_breed
BKDN170793835-1A,BKDN170794056-1A,0.733132492,MWD,YXP,between_breed
BKDN170793835-1A,BKDN170793895-1A,0.432600829,MWD,YXP,between_breed
BKDN170793835-1A,BKDN170794152-1A,0.461023655,PTB,YXP,between_breed
BKDN170793835-1A,BKDN170794480-1A,0.733672491,PTB,YXP,between_breed
BKDN170793835-1A,BKDN170793891-1A,0.323371252,MWD,YXP,between_breed
BKDN170793835-1A,BKDN170793899-1A,0.529029059,MWD,YXP,between_breed
BKDN170793835-1A,BKDN170794002-1A,0.61264309,SXD,YXP,between_breed
BKDN170793835-1A,BKDN170795836-1A,0.536775523,CHP,YXP,between_breed
BKDN170793835-1A,BKDN170794548-1A,0.702888235,LCW,YXP,between_breed
BKDN170793835-1A,BKDN170794068-1A,0.760761678,JRD,YXP,between_breed
BKDN170793835-1A,BKDN170796085-1A,0.508216358,SPD,YXP,between_breed
BKDN170793835-1A,BKDN170793838-1A,0.358051363,YXP,YXP,within_breed
BKDN170793835-1A,BKDN170793893-1A,0.393310947,MWD,YXP,between_breed
BKDN170793835-1A,BKDN170796253-1A,0.463119239,SPD,YXP,between_breed
BKDN170793835-1A,BKDN170794161-1A,0.674620834,SXD,YXP,between_breed
BKDN170793835-1A,BKDN170796417-1A,0.681280335,SPD,YXP,between_breed
BKDN170793835-1A,BKDN170796421-1A,0.560868436,SPD,YXP,between_breed
BKDN170793835-1A,BKDN170795572-1A,0.645197613,ZSP,YXP,between_breed
BKDN170793835-1A,BKDN170793840-1A,0.37590435,YXP,YXP,within_breed
BKDN170793835-1A,BKDN170796250-1A,0.725248296,SPD,YXP,between_breed
BKDN170793835-1A,BKDN170793909-1A,0.2520302,JRD,YXP,between_breed
BKDN170793835-1A,BKDN170794554-1A,0.316289414,LCW,YXP,between_breed
BKDN170793835-1A,BKDN170794806-1A,0.63929586,JYP,YXP,between_breed
BKDN170793835-1A,BKDN170794392-1A,0.459219312,LCW,YXP,between_breed
BKDN170793835-1A,BKDN170795738-1A,0.479885675,ZSP,YXP,between_breed
BKDN170793835-1A,BKDN170794394-1A,0.652829621,LCW,YXP,between_breed
BKDN170793835-1A,BKDN170793907-1A,0.32747046,JRD,YXP,between_breed
BKDN170793835-1A,BKDN170796006-1A,0.359454996,CHP,YXP,between_breed
BKDN170793835-1A,BKDN170794553-1A,0.691824117,LCW,YXP,between_breed
BKDN170793835-1A,BKDN170795142-1A,0.351196889,JYP,YXP,between_breed
BKDN170793835-1A,BKDN170794164-1A,0.658304225,SXD,YXP,between_breed
BKDN170793835-1A,BKDN170796080-1A,0.485419485,LSD,YXP,between_breed
BKDN170793835-1A,BKDN170795577-1A,0.566223312,ZSP,YXP,between_breed
BKDN170793835-1A,BKDN170796245-1A,0.542857139,SPD,YXP,between_breed
BKDN170793835-1A,BKDN170793892-1A,0.569647305,MWD,YXP,between_breed
BKDN170793835-1A,BKDN170793993-1A,0.473167576,JRD,YXP,between_breed
BKDN170793835-1A,BKDN170794057-1A,0.348990606,MWD,YXP,between_breed
BKDN170793835-1A,BKDN170794148-1A,0.372291857,JRD,YXP,between_breed
BKDN170793835-1A,BKDN170795141-1A,0.562109209,JYP,YXP,between_breed
BKDN170793835-1A,BKDN170796000-1A,0.62934067,CHP,YXP,between_breed
BKDN170793835-1A,BKDN170796419-1A,0.761326676,SPD,YXP,between_breed
BKDN170793835-1A,BKDN170795739-1A,0.524403086,ZSP,YXP,between_breed
BKDN170793835-1A,BKDN170794393-1A,0.729887013,LCW,YXP,between_breed
BKDN170793835-1A,BKDN170795912-1A,0.565440474,LSD,YXP,between_breed
BKDN170793835-1A,BKDN170795740-1A,0.453981721,ZSP,YXP,between_breed
BKDN170793835-1A,BKDN170793908-1A,0.303013271,JRD,YXP,between_breed
BKDN170793835-1A,BKDN170794058-1A,0.345316993,MWD,YXP,between_breed
BKDN170793835-1A,BKDN170795147-1A,0.733156853,CHP,YXP,between_breed
BKDN170793835-1A,BKDN170795145-1A,0.750733082,CHP,YXP,between_breed
BKDN170793835-1A,BKDN170793904-1A,0.322130051,JRD,YXP,between_breed
BKDN170793835-1A,BKDN170794329-1A,0.343875444,TWD,YXP,between_breed
BKDN170793835-1A,BKDN170796422-1A,0.642409932,SPD,YXP,between_breed
BKDN170793835-1A,BKDN170795744-1A,0.454928506,ZSP,YXP,between_breed
BKDN170793835-1A,BKDN170794067-1A,0.341550983,JRD,YXP,between_breed
BKDN170793835-1A,BKDN170795999-1A,0.435914449,CHP,YXP,between_breed
BKDN170793835-1A,BKDN170795916-1A,0.644276964,LSD,YXP,between_breed
BKDN170793835-1A,BKDN170794972-1A,0.372993572,JYP,YXP,between_breed
BKDN170793835-1A,BKDN170796420-1A,0.629775433,SPD,YXP,between_breed
BKDN170793835-1A,BKDN170795837-1A,0.665467135,CHP,YXP,between_breed
BKDN170793835-1A,BKDN170794066-1A,0.442800723,JRD,YXP,between_breed
BKDN170793835-1A,BKDN170795575-1A,0.509381845,ZSP,YXP,between_breed
BKDN170793835-1A,BKDN170794385-1A,0.705444422,LCW,YXP,between_breed
BKDN170793835-1A,BKDN170794327-1A,0.372822704,TWD,YXP,between_breed
BKDN170793835-1A,BKDN170794158-1A,0.522019597,SXD,YXP,between_breed
BKDN170793835-1A,BKDN170793898-1A,0.388151416,MWD,YXP,between_breed
BKDN170793835-1A,BKDN170794156-1A,0.796564803,PTB,YXP,between_breed
BKDN170793835-1A,BKDN170793901-1A,0.603010087,JRD,YXP,between_breed
BKDN170793835-1A,BKDN170793906-1A,0.458915761,JRD,YXP,between_breed
BKDN170793835-1A,BKDN170795576-1A,0.5224231,ZSP,YXP,between_breed
BKDN170793835-1A,BKDN170795910-1A,0.735377092,LSD,YXP,between_breed
BKDN170793835-1A,BKDN170795140-1A,0.640280771,JYP,YXP,between_breed
BKDN170793835-1A,BKDN170795838-1A,0.582739316,CHP,YXP,between_breed
BKDN170793835-1A,BKDN170795574-1A,0.702936012,ZSP,YXP,between_breed
BKDN170793835-1A,BKDN170795742-1A,0.38577046,ZSP,YXP,between_breed
BKDN170793835-1A,BKDN170794160-1A,0.616962908,SXD,YXP,between_breed
BKDN170793835-1A,BKDN170796424-1A,0.593054154,SPD,YXP,between_breed
BKDN170793835-1A,BKDN170796251-1A,0.72565424,SPD,YXP,between_breed
BKDN170793835-1A,BKDN170795907-1A,0.632695837,LSD,YXP,between_breed
BKDN170793835-1A,BKDN170795911-1A,0.446948342,LSD,YXP,between_breed
BKDN170793835-1A,BKDN170796413-1A,0.629428347,MWD,YXP,between_breed
BKDN170793835-1A,BKDN170795573-1A,0.610234216,ZSP,YXP,between_breed
BKDN170793835-1A,BKDN170794551-1A,0.72761552,LCW,YXP,between_breed
BKDN170793835-1A,BKDN170793994-1A,0.276261958,YXP,YXP,within_breed
BKDN170793835-1A,BKDN170794159-1A,0.601234547,SXD,YXP,between_breed
BKDN170793835-1A,BKDN170796247-1A,0.552096894,SPD,YXP,between_breed
BKDN170793835-1A,BKDN170796077-1A,0.681477803,LSD,YXP,between_breed
BKDN170793835-1A,BKDN170794387-1A,0.677953744,LCW,YXP,between_breed
BKDN170793835-1A,BKDN170794064-1A,0.379226609,JRD,YXP,between_breed
BKDN170793835-1A,BKDN170794331-1A,0.639635425,TWD,YXP,between_breed
BKDN170793835-1A,BKDN170794809-1A,0.465966175,JYP,YXP,between_breed
BKDN170793835-1A,BKDN170794805-1A,0.591519208,JYP,YXP,between_breed
BKDN170793835-1A,BKDN170794326-1A,0.274598488,TWD,YXP,between_breed
BKDN170793835-1A,BKDN170794228-1A,0.693192896,LCW,YXP,between_breed
BKDN170793835-1A,BKDN170793839-1A,0.370817451,YXP,YXP,within_breed
BKDN170793835-1A,BKDN170793896-1A,0.347254398,MWD,YXP,between_breed
BKDN170793835-1A,BKDN170794001-1A,0.711493552,SXD,YXP,between_breed
BKDN170793835-1A,BKDN170793995-1A,0.249403505,YXP,YXP,within_breed
BKDN170793835-1A,BKDN170796086-1A,0.649249566,SPD,YXP,between_breed
BKDN170793835-1A,BKDN170795146-1A,0.366662818,CHP,YXP,between_breed
BKDN170793835-1A,BKDN170795745-1A,0.482201607,ZSP,YXP,between_breed
BKDN170793835-1A,BKDN170794322-1A,0.683999273,PTB,YXP,between_breed
BKDN170793835-1A,BKDN170794065-1A,0.327931655,JRD,YXP,between_breed
BKDN170793835-1A,BKDN170795743-1A,0.636201046,ZSP,YXP,between_breed
BKDN170793835-1A,BKDN170796418-1A,0.682202174,SPD,YXP,between_breed
BKDN170793835-1A,BKDN170794163-1A,0.607870547,SXD,YXP,between_breed
BKDN170793835-1A,BKDN170793902-1A,0.594444881,JRD,YXP,between_breed
BKDN170793835-1A,BKDN170793903-1A,0.456754043,JRD,YXP,between_breed
BKDN170793835-1A,BKDN170795149-1A,0.364631873,CHP,YXP,between_breed
BKDN170793835-1A,BKDN170796173-1A,0.64182241,CHP,YXP,between_breed
BKDN170793835-1A,BKDN170796252-1A,0.746713745,SPD,YXP,between_breed
BKDN170793835-1A,BKDN170794330-1A,0.610180719,TWD,YXP,between_breed
BKDN170793835-1A,BKDN170796254-1A,0.619891946,SPD,YXP,between_breed
BKDN170793835-1A,BKDN170793998-1A,0.621461627,SXD,YXP,between_breed
BKDN170793835-1A,BKDN170796004-1A,0.590408244,CHP,YXP,between_breed
BKDN170793835-1A,BKDN170793836-1A,0.316627578,YXP,YXP,within_breed
BKDN170793836-1A,BKDN170793839-1A,0.535765509,YXP,YXP,within_breed
BKDN170793836-1A,BKDN170793993-1A,0.562591622,JRD,YXP,between_breed
BKDN170793836-1A,BKDN170796247-1A,0.651947404,SPD,YXP,between_breed
BKDN170793836-1A,BKDN170793995-1A,0.30150155,YXP,YXP,within_breed
BKDN170793836-1A,BKDN170794393-1A,0.769346515,LCW,YXP,between_breed
BKDN170793836-1A,BKDN170793895-1A,0.555369257,MWD,YXP,between_breed
BKDN170793836-1A,BKDN170793904-1A,0.507785564,JRD,YXP,between_breed
BKDN170793836-1A,BKDN170793902-1A,0.647087243,JRD,YXP,between_breed
BKDN170793836-1A,BKDN170795916-1A,0.714026195,LSD,YXP,between_breed
BKDN170793836-1A,BKDN170793908-1A,0.388571109,JRD,YXP,between_breed
BKDN170793836-1A,BKDN170796006-1A,0.546006848,CHP,YXP,between_breed
BKDN170793836-1A,BKDN170796250-1A,0.758583261,SPD,YXP,between_breed
BKDN170793836-1A,BKDN170794554-1A,0.450524608,LCW,YXP,between_breed
BKDN170793836-1A,BKDN170794058-1A,0.450749191,MWD,YXP,between_breed
BKDN170793836-1A,BKDN170796253-1A,0.563159598,SPD,YXP,between_breed
BKDN170793836-1A,BKDN170794809-1A,0.570428962,JYP,YXP,between_breed
BKDN170793836-1A,BKDN170793899-1A,0.583964139,MWD,YXP,between_breed
BKDN170793836-1A,BKDN170794158-1A,0.666911952,SXD,YXP,between_breed
BKDN170793836-1A,BKDN170796419-1A,0.779778368,SPD,YXP,between_breed
BKDN170793836-1A,BKDN170795739-1A,0.584597167,ZSP,YXP,between_breed
BKDN170793836-1A,BKDN170794392-1A,0.554462392,LCW,YXP,between_breed
BKDN170793836-1A,BKDN170793994-1A,0.31669988,YXP,YXP,within_breed
BKDN170793836-1A,BKDN170793998-1A,0.735353791,SXD,YXP,between_breed
BKDN170793836-1A,BKDN170796413-1A,0.696288076,MWD,YXP,between_breed
BKDN170793836-1A,BKDN170793906-1A,0.546982713,JRD,YXP,between_breed
BKDN170793836-1A,BKDN170794385-1A,0.75548814,LCW,YXP,between_breed
BKDN170793836-1A,BKDN170795911-1A,0.578238738,LSD,YXP,between_breed
BKDN170793836-1A,BKDN170796251-1A,0.726569274,SPD,YXP,between_breed
BKDN170793836-1A,BKDN170795140-1A,0.704057836,JYP,YXP,between_breed
BKDN170793836-1A,BKDN170796000-1A,0.759730561,CHP,YXP,between_breed
BKDN170793836-1A,BKDN170793894-1A,0.457956083,MWD,YXP,between_breed
BKDN170793836-1A,BKDN170796173-1A,0.763180636,CHP,YXP,between_breed
BKDN170793836-1A,BKDN170794480-1A,0.792475662,PTB,YXP,between_breed
BKDN170793836-1A,BKDN170794159-1A,0.713561971,SXD,YXP,between_breed
BKDN170793836-1A,BKDN170796077-1A,0.750203014,LSD,YXP,between_breed
BKDN170793836-1A,BKDN170793838-1A,0.345197301,YXP,YXP,within_breed
BKDN170793836-1A,BKDN170796254-1A,0.627155376,SPD,YXP,between_breed
BKDN170793836-1A,BKDN170794156-1A,0.81717748,PTB,YXP,between_breed
BKDN170793836-1A,BKDN170796085-1A,0.58719197,SPD,YXP,between_breed
BKDN170793836-1A,BKDN170794548-1A,0.729244681,LCW,YXP,between_breed
BKDN170793836-1A,BKDN170795742-1A,0.518403311,ZSP,YXP,between_breed
BKDN170793836-1A,BKDN170795141-1A,0.690567123,JYP,YXP,between_breed
BKDN170793836-1A,BKDN170794160-1A,0.704086235,SXD,YXP,between_breed
BKDN170793836-1A,BKDN170794806-1A,0.758399228,JYP,YXP,between_breed
BKDN170793836-1A,BKDN170793840-1A,0.364113764,YXP,YXP,within_breed
BKDN170793836-1A,BKDN170796252-1A,0.768231197,SPD,YXP,between_breed
BKDN170793836-1A,BKDN170794387-1A,0.728488248,LCW,YXP,between_breed
BKDN170793836-1A,BKDN170794330-1A,0.682177621,TWD,YXP,between_breed
BKDN170793836-1A,BKDN170796080-1A,0.586079414,LSD,YXP,between_breed
BKDN170793836-1A,BKDN170794148-1A,0.496948921,JRD,YXP,between_breed
BKDN170793836-1A,BKDN170795740-1A,0.504380026,ZSP,YXP,between_breed
BKDN170793836-1A,BKDN170794065-1A,0.489770023,JRD,YXP,between_breed
BKDN170793836-1A,BKDN170795837-1A,0.750240099,CHP,YXP,between_breed
BKDN170793836-1A,BKDN170794331-1A,0.693496787,TWD,YXP,between_breed
BKDN170793836-1A,BKDN170795573-1A,0.670693641,ZSP,YXP,between_breed
BKDN170793836-1A,BKDN170794322-1A,0.672744565,PTB,YXP,between_breed
BKDN170793836-1A,BKDN170793903-1A,0.484752334,JRD,YXP,between_breed
BKDN170793836-1A,BKDN170796086-1A,0.660715874,SPD,YXP,between_breed
BKDN170793836-1A,BKDN170794805-1A,0.716094699,JYP,YXP,between_breed
BKDN170793836-1A,BKDN170795145-1A,0.79926666,CHP,YXP,between_breed
BKDN170793836-1A,BKDN170795146-1A,0.527273881,CHP,YXP,between_breed
BKDN170793836-1A,BKDN170794394-1A,0.730287639,LCW,YXP,between_breed
BKDN170793836-1A,BKDN170793907-1A,0.474960111,JRD,YXP,between_breed
BKDN170793836-1A,BKDN170795577-1A,0.646384103,ZSP,YXP,between_breed
BKDN170793836-1A,BKDN170794551-1A,0.788122663,LCW,YXP,between_breed
BKDN170793836-1A,BKDN170794066-1A,0.547653717,JRD,YXP,between_breed
BKDN170793836-1A,BKDN170794164-1A,0.730809604,SXD,YXP,between_breed
BKDN170793836-1A,BKDN170795142-1A,0.526815408,JYP,YXP,between_breed
BKDN170793836-1A,BKDN170795575-1A,0.562080569,ZSP,YXP,between_breed
BKDN170793836-1A,BKDN170795836-1A,0.683701143,CHP,YXP,between_breed
BKDN170793836-1A,BKDN170795574-1A,0.754087195,ZSP,YXP,between_breed
BKDN170793836-1A,BKDN170795907-1A,0.702044964,LSD,YXP,between_breed
BKDN170793836-1A,BKDN170796422-1A,0.72003021,SPD,YXP,between_breed
BKDN170793836-1A,BKDN170794972-1A,0.543584892,JYP,YXP,between_breed
BKDN170793836-1A,BKDN170796421-1A,0.65106355,SPD,YXP,between_breed
BKDN170793836-1A,BKDN170794163-1A,0.695293802,SXD,YXP,between_breed
BKDN170793836-1A,BKDN170794064-1A,0.552922746,JRD,YXP,between_breed
BKDN170793836-1A,BKDN170795999-1A,0.599724594,CHP,YXP,between_breed
BKDN170793836-1A,BKDN170793893-1A,0.442226763,MWD,YXP,between_breed
BKDN170793836-1A,BKDN170793892-1A,0.662535437,MWD,YXP,between_breed
BKDN170793836-1A,BKDN170794326-1A,0.288791126,TWD,YXP,between_breed
BKDN170793836-1A,BKDN170795576-1A,0.591129842,ZSP,YXP,between_breed
BKDN170793836-1A,BKDN170796004-1A,0.725807336,CHP,YXP,between_breed
BKDN170793836-1A,BKDN170796418-1A,0.708498496,SPD,YXP,between_breed
BKDN170793836-1A,BKDN170795147-1A,0.76953627,CHP,YXP,between_breed
BKDN170793836-1A,BKDN170794327-1A,0.435332126,TWD,YXP,between_breed
BKDN170793836-1A,BKDN170794068-1A,0.816858366,JRD,YXP,between_breed
BKDN170793836-1A,BKDN170794001-1A,0.756858442,SXD,YXP,between_breed
BKDN170793836-1A,BKDN170793901-1A,0.610397064,JRD,YXP,between_breed
BKDN170793836-1A,BKDN170796420-1A,0.64507275,SPD,YXP,between_breed
