Sample2,Sample1,Distance,Group1,Group2,GroupType
CCH108A,SHCC82A,0.328739932,SRD,LAD,between_breed
CCH108A,SHCC114A,0.194375485,SRD,LAD,between_breed
CCH108A,SRR29449917,0.323030824,MAL,LAD,between_breed
CCH108A,SRR29449916,0.330770198,MAL,LAD,between_breed
CCH108A,SHCC234B,0.206405548,SRD,LAD,between_breed
CCH108A,CCH127-1A,0.165714443,LAD,LAD,within_breed
CCH108A,SHCC32A,0.211560756,SRD,LAD,between_breed
CCH108A,SRR29536164,0.526287629,MSD,LAD,between_breed
CCH108A,SRR29536165,0.536226548,MSD,LAD,between_breed
CCH108A,SHCC250A,0.200844974,SRD,LAD,between_breed
CCH108A,SHCC140A,0.251691861,SRD,LAD,between_breed
CCH108A,SHCC220A,0.430515079,SRD,LAD,between_breed
CCH108A,SHCC147A,0.215268702,SRD,LAD,between_breed
CCH108A,SHCC58A,0.189235231,SRD,LAD,between_breed
CCH108A,SHCC288A,0.245089353,SRD,LAD,between_breed
CCH108A,SHCC148A,0.21073345,SRD,LAD,between_breed
CCH108A,SHCC151A,0.21353993,SRD,LAD,between_breed
CCH108A,SHCC229A,0.194609076,SRD,LAD,between_breed
CCH108A,SRR29536177,0.562113471,PKD,LAD,between_breed
CCH108A,SHCC297B,0.204714665,SRD,LAD,between_breed
CCH108A,SHCC222A,0.208171454,SRD,LAD,between_breed
CCH108A,CCY23A,0.407453018,CVD,LAD,between_breed
CCH108A,SRR29536186,0.309046916,MAL,LAD,between_breed
CCH108A,SHCC153A,0.282603184,SRD,LAD,between_breed
CCH108A,SRR28497700,0.394555014,MSD,LAD,between_breed
CCH108A,SHCC118A,0.859054629,SRD,LAD,between_breed
CCH108A,CCH287A,0.278220836,LAD,LAD,within_breed
CCH108A,CCY49A,0.574265182,CVD,LAD,between_breed
CCH108A,SHCC160B,0.363104612,SRD,LAD,between_breed
CCH108A,SHCC261A,0.211498359,SRD,LAD,between_breed
CCH108A,SHCC119A,0.238979954,SRD,LAD,between_breed
CCH108A,SHCC216A,0.197881251,SRD,LAD,between_breed
CCH108A,SHCC6A,0.25705567,SRD,LAD,between_breed
CCH108A,SHCC267A,0.299634122,SRD,LAD,between_breed
CCH108A,SHCC270A,0.19199881,SRD,LAD,between_breed
CCH108A,SHCC168A,0.194941825,SRD,LAD,between_breed
CCH108A,SRR29449362,0.330869898,PKD,LAD,between_breed
CCH108A,SRR29449363,0.292375187,PKD,LAD,between_breed
CCH108A,SHCC204B,0.203237437,SRD,LAD,between_breed
CCH108A,SHCC41A,0.178474296,SRD,LAD,between_breed
CCH108A,SHCC174A,0.271480599,SRD,LAD,between_breed
CCH108A,SRR29449380,0.286866681,PKD,LAD,between_breed
CCH108A,SRR29449381,0.370666692,PKD,LAD,between_breed
CCH108A,CCH57A,0.138008672,LAD,LAD,within_breed
CCH108A,SRR29449920,0.261807048,MAL,LAD,between_breed
CCH108A,SHCC175A,0.188449751,SRD,LAD,between_breed
CCH108A,CCS34A,0.22512489,SXD,LAD,between_breed
CCH108A,SHCC46B,0.259098526,SRD,LAD,between_breed
CCH108A,SHCC154A,0.244701204,SRD,LAD,between_breed
CCH108A,SRR29536167,0.498665791,MSD,LAD,between_breed
CCH108A,CCS20A,0.440700403,SXD,LAD,between_breed
CCH108A,SHCC289A,0.216367749,SRD,LAD,between_breed
CCH108A,SHCC183A,0.347998618,SRD,LAD,between_breed
CCH108A,SHCC21A,0.558221883,SRD,LAD,between_breed
CCH108A,SHCC59A,0.276894845,SRD,LAD,between_breed
CCH108A,CCH250-2A,0.134933748,LAD,LAD,within_breed
CCH108A,SHCC221A,0.222409159,SRD,LAD,between_breed
CCH108A,SHCC212A,0.186410668,SRD,LAD,between_breed
CCH108A,CCH150-1B,0.178169793,LAD,LAD,within_breed
CCH108A,SHCC115A,0.270475662,SRD,LAD,between_breed
CCH108A,CCY20A,0.39537143,CVD,LAD,between_breed
CCH108A,SHCC22A,0.705949653,SRD,LAD,between_breed
CCH108A,SHCC299B,0.296140584,SRD,LAD,between_breed
CCH108A,SHCC61A,0.232927321,SRD,LAD,between_breed
CCH108A,SHCC293A,0.231062009,SRD,LAD,between_breed
CCH108A,CCY27A,0.226011123,CVD,LAD,between_breed
CCH108A,CCY24A,0.325456749,CVD,LAD,between_breed
CCH108A,CCY33B,0.45750313,CVD,LAD,between_breed
CCH108A,SHCC232A,0.178423179,SRD,LAD,between_breed
CCH108A,SHCC68A,0.230800088,SRD,LAD,between_breed
CCH108A,SHCC35A,0.190965526,SRD,LAD,between_breed
CCH108A,SHCC165A,0.2247585,SRD,LAD,between_breed
CCH108A,CCY39A,0.420634305,CVD,LAD,between_breed
CCH108A,SHCC129A,0.538841464,SRD,LAD,between_breed
CCH108A,CCH328A,0.140958769,LAD,LAD,within_breed
CCH108A,SHCC123A,0.341090761,SRD,LAD,between_breed
CCH108A,SHCC203A,0.253123586,SRD,LAD,between_breed
CCH108A,SHCC44A,0.347057515,SRD,LAD,between_breed
CCH108A,SHCC43A,0.169625747,SRD,LAD,between_breed
CCH108A,SHCC3A,0.170502483,SRD,LAD,between_breed
CCH108A,SRR29449914,0.299780994,MAL,LAD,between_breed
CCH108A,SHCC85B,0.181682316,SRD,LAD,between_breed
CCH108A,CCY48A,0.292276949,CVD,LAD,between_breed
CCH108A,SHCC214A,0.247553713,SRD,LAD,between_breed
CCH108A,CCH258A,0.203554241,LAD,LAD,within_breed
CCH108A,SHCC213A,0.261210934,SRD,LAD,between_breed
CCH108A,SHCC84A,0.256014775,SRD,LAD,between_breed
CCH108A,SHCC2A,0.383502659,SRD,LAD,between_breed
CCH108A,SHCC105A,0.189348051,SRD,LAD,between_breed
CCH108A,SHCC101A,0.254626805,SRD,LAD,between_breed
CCH108A,SHCC104A,0.192021403,SRD,LAD,between_breed
CCH108A,SHCC51A,0.21487191,SRD,LAD,between_breed
CCH108A,CCS25B,0.489597821,SXD,LAD,between_breed
CCH108A,SHCC5A,0.263527789,SRD,LAD,between_breed
CCH108A,SHCC113A,0.203355589,SRD,LAD,between_breed
CCH108A,SHCC91A,0.193921728,SRD,LAD,between_breed
CCH108A,SHCC112A,0.185896589,SRD,LAD,between_breed
CCH108A,SRR29536172,0.791901097,PKD,LAD,between_breed
CCH108A,CCH251-1A,0.245590306,LAD,LAD,within_breed
CCH108A,SHCC223A,0.274891221,SRD,LAD,between_breed
CCH108A,SHCC18A,0.231692521,SRD,LAD,between_breed
CCH108A,SHCC65A,0.249357588,SRD,LAD,between_breed
CCH108A,SRR28497698,0.415348605,MSD,LAD,between_breed
CCH108A,CCH263-2A,0.098861502,LAD,LAD,within_breed
CCH108A,SHCC120A,0.634008367,SRD,LAD,between_breed
CCH108A,SHCC117A,0.166179295,SRD,LAD,between_breed
CCH108A,CCH295-1A,0.36092102,LAD,LAD,within_breed
CCH108A,SRR29536182,0.527080116,MAL,LAD,between_breed
CCH108A,SHCC38A,0.138557128,SRD,LAD,between_breed
CCH108A,SHCC233A,0.474928845,SRD,LAD,between_breed
CCH108A,SHCC69B,0.28174719,SRD,LAD,between_breed
CCH108A,SHCC163A,0.266723546,SRD,LAD,between_breed
CCH108A,SHCC19A,0.517509866,SRD,LAD,between_breed
CCH108A,SHCC30A,0.234773513,SRD,LAD,between_breed
CCH108A,CCH326A,0.156327886,LAD,LAD,within_breed
CCH108A,SHCC164B,0.230301315,SRD,LAD,between_breed
CCH108A,SRR28497695,0.311106004,MSD,LAD,between_breed
CCH108A,SHCC81A,0.286160045,SRD,LAD,between_breed
CCH108A,SHCC12A,0.1938136,SRD,LAD,between_breed
CCH108A,SHCC205A,0.220710761,SRD,LAD,between_breed
CCH108A,SHCC206A,0.202388539,SRD,LAD,between_breed
CCH108A,SRR29449915,0.250852422,MAL,LAD,between_breed
CCH108A,CCH119-1A,0.125407479,LAD,LAD,within_breed
CCH108A,SRR29449919,0.297276079,MAL,LAD,between_breed
CCH108A,CCH93-1A,0.135283882,LAD,LAD,within_breed
CCH108A,CCH74-3A,0.135490972,LAD,LAD,within_breed
CCH108A,SHCC138A,0.196182899,SRD,LAD,between_breed
CCH108A,CCH180-3A,0.135523079,LAD,LAD,within_breed
CCH108A,SHCC47A,0.227812041,SRD,LAD,between_breed
CCH108A,SHCC166A,0.313905363,SRD,LAD,between_breed
CCH108A,SHCC155A,0.197455769,SRD,LAD,between_breed
CCH108A,CCS26A,0.41593942,SXD,LAD,between_breed
CCH108A,SHCC142B,0.272386244,SRD,LAD,between_breed
CCH108A,SHCC145A,0.359014962,SRD,LAD,between_breed
CCH108A,SHCC94A,0.262055369,SRD,LAD,between_breed
CCH108A,SHCC296A,0.20612241,SRD,LAD,between_breed
CCH108A,SHCC149A,0.195157102,SRD,LAD,between_breed
CCH108A,SHCC60A,0.267433438,SRD,LAD,between_breed
CCH108A,SHCC109A,0.54666443,SRD,LAD,between_breed
CCH108A,SHCC257A,0.220765712,SRD,LAD,between_breed
CCH108A,CCY17A,0.260564261,CVD,LAD,between_breed
CCH108A,SHCC227A,0.266587601,SRD,LAD,between_breed
CCH108A,SHCC62A,0.362474902,SRD,LAD,between_breed
CCH108A,SHCC63A,0.232940369,SRD,LAD,between_breed
CCH108A,SHCC156A,0.185592613,SRD,LAD,between_breed
CCH108A,SRR29536185,0.242024782,MAL,LAD,between_breed
CCH108A,SHCC64A,0.282403818,SRD,LAD,between_breed
CCH108A,SHCC116A,0.190916743,SRD,LAD,between_breed
CCH108A,CCY26A,0.52365131,CVD,LAD,between_breed
CCH108A,SRR28497701,0.479324206,MSD,LAD,between_breed
CCH108A,SHCC71A,0.146252004,SRD,LAD,between_breed
CCH108A,SHCC265A,0.300188417,SRD,LAD,between_breed
CCH108A,SRR29449358,0.282082834,PKD,LAD,between_breed
CCH108A,SHCC238A,0.256932625,SRD,LAD,between_breed
CCH108A,SHCC107A,0.351869284,SRD,LAD,between_breed
CCH108A,SRR29449360,0.368553186,PKD,LAD,between_breed
CCH108A,SHCC66A,0.187041074,SRD,LAD,between_breed
CCH108A,SHCC271B,0.195435178,SRD,LAD,between_breed
CCH108A,SHCC122B,0.224319807,SRD,LAD,between_breed
CCH108A,SRR29449378,0.366281748,PKD,LAD,between_breed
CCH108A,SHCC241A,0.24346922,SRD,LAD,between_breed
CCH108A,SRR29449379,0.329428064,PKD,LAD,between_breed
CCH108A,SHCC275A,0.393553764,SRD,LAD,between_breed
CCH108A,SHCC134A,0.3665228,SRD,LAD,between_breed
CCH108A,CCY44A,0.19576801,CVD,LAD,between_breed
CCH108A,SHCC124B,0.194369905,SRD,LAD,between_breed
CCH108A,SHCC87A,0.187552162,SRD,LAD,between_breed
CCH108A,SHCC177A,0.211064902,SRD,LAD,between_breed
CCH108A,SRR29536163,0.503221684,MSD,LAD,between_breed
CCH108A,SHCC251B,0.207937548,SRD,LAD,between_breed
CCH108A,CCH186-1A,0.200937209,LAD,LAD,within_breed
CCH108A,SHCC281A,0.257312956,SRD,LAD,between_breed
CCH108A,SHCC143A,0.220645905,SRD,LAD,between_breed
CCH108A,SHCC218A,0.293352397,SRD,LAD,between_breed
CCH108A,SHCC28B,0.213724197,SRD,LAD,between_breed
CCH108A,SHCC96A,0.298015615,SRD,LAD,between_breed
CCH108A,CCH221-1A,0.163812071,LAD,LAD,within_breed
CCH108A,SHCC99A,0.185796136,SRD,LAD,between_breed
CCH108A,SHCC54A,0.205551894,SRD,LAD,between_breed
CCH108A,SHCC56A,0.170223592,SRD,LAD,between_breed
CCH108A,SHCC258A,0.20240652,SRD,LAD,between_breed
CCH108A,SHCC226A,0.242187884,SRD,LAD,between_breed
CCH108A,SHCC249A,0.275232183,SRD,LAD,between_breed
CCH108A,SRR29536180,0.461596985,PKD,LAD,between_breed
CCH108A,SHCC192A,0.161489237,SRD,LAD,between_breed
CCH108A,SHCC194A,0.202267392,SRD,LAD,between_breed
CCH108A,CCY35B,0.37349192,CVD,LAD,between_breed
CCH108A,SHCC11A,0.211934442,SRD,LAD,between_breed
CCH108A,SHCC182A,0.213111789,SRD,LAD,between_breed
CCH108A,CCY34B,0.304732152,CVD,LAD,between_breed
CCH108A,SRR29536187,0.400336194,MAL,LAD,between_breed
CCH108A,SHCC36A,0.178625986,SRD,LAD,between_breed
CCH108A,CCH162-1A,0.506237225,LAD,LAD,within_breed
CCH108A,SHCC37A,0.403074006,SRD,LAD,between_breed
CCH108A,SHCC127A,0.59478418,SRD,LAD,between_breed
CCH108A,SRR29449361,0.334050107,PKD,LAD,between_breed
CCH108A,SHCC300A,0.197334785,SRD,LAD,between_breed
CCH108A,SHCC48A,0.371321423,SRD,LAD,between_breed
CCH108A,SHCC20A,0.266548512,SRD,LAD,between_breed
CCH108A,SRR29449364,0.301106403,PKD,LAD,between_breed
CCH108A,SHCC42A,0.226523004,SRD,LAD,between_breed
CCH108A,SHCC16A,0.264625709,SRD,LAD,between_breed
CCH108A,SHCC83A,0.187687258,SRD,LAD,between_breed
CCH108A,CCY50A,0.55271769,CVD,LAD,between_breed
CCH108A,CCY8A,0.414417714,CVD,LAD,between_breed
CCH108A,SHCC131A,0.279517391,SRD,LAD,between_breed
CCH108A,CCS16B,0.510371771,SXD,LAD,between_breed
CCH108A,SHCC135A,0.218768291,SRD,LAD,between_breed
CCH108A,SHCC179A,0.288908497,SRD,LAD,between_breed
CCH108A,CCS30A,0.25927415,SXD,LAD,between_breed
CCH108A,SHCC252A,0.190441332,SRD,LAD,between_breed
CCH108A,SRR29536169,0.476123572,MSD,LAD,between_breed
CCH108A,CCH151-2A,0.201009636,LAD,LAD,within_breed
CCH108A,SHCC295A,0.559492389,SRD,LAD,between_breed
CCH108A,SHCC184A,0.17861232,SRD,LAD,between_breed
CCH108A,SHCC92A,0.149216861,SRD,LAD,between_breed
CCH108A,SRR29536191,0.493652793,MSD,LAD,between_breed
CCH108A,SHCC188A,0.21443515,SRD,LAD,between_breed
CCH108A,CCH247A,0.172356264,LAD,LAD,within_breed
CCH108A,SHCC110A,0.187113273,SRD,LAD,between_breed
CCH108A,SHCC224A,0.212563186,SRD,LAD,between_breed
CCH108A,SRR29536174,0.812556069,PKD,LAD,between_breed
CCH108A,SRR29536176,0.761070679,PKD,LAD,between_breed
CCH108A,SHCC230A,0.178600556,SRD,LAD,between_breed
CCH108A,SHCC25A,0.200033849,SRD,LAD,between_breed
CCH108A,SRR29536183,0.550006883,MAL,LAD,between_breed
CCH108A,CCH277-1A,0.120084086,LAD,LAD,within_breed
CCH108A,CCY25B,0.30625476,CVD,LAD,between_breed
CCH108A,CCH306-2A,0.103331374,LAD,LAD,within_breed
CCH108A,SHCC196A,0.326495732,SRD,LAD,between_breed
CCH108A,SHCC72A,0.345214426,SRD,LAD,between_breed
CCH108A,SHCC15A,0.300668061,SRD,LAD,between_breed
CCH108A,SRR29536190,0.462898911,MSD,LAD,between_breed
CCH108A,SHCC74A,0.183339007,SRD,LAD,between_breed
CCH108A,SHCC34A,0.50548942,SRD,LAD,between_breed
CCH108A,SHCC253A,0.226837368,SRD,LAD,between_breed
CCH108A,CCH324-4A,0.108752918,LAD,LAD,within_breed
CCH108A,SHCC126A,0.156950519,SRD,LAD,between_breed
CCH108A,SHCC7A,0.265867147,SRD,LAD,between_breed
CCH108A,SHCC239A,0.501157794,SRD,LAD,between_breed
CCH108A,SHCC157B,0.265884448,SRD,LAD,between_breed
CCH108A,SRR29449369,0.425502174,PKD,LAD,between_breed
CCH108A,SHCC264A,0.253609078,SRD,LAD,between_breed
CCH108A,SHCC278A,0.215136097,SRD,LAD,between_breed
CCH108A,CCH210A,0.10815285,LAD,LAD,within_breed
CCH108A,SHCC280A,0.392042073,SRD,LAD,between_breed
CCH108A,CCH157-2B,0.178894107,LAD,LAD,within_breed
CCH108A,SHCC246A,0.198049461,SRD,LAD,between_breed
CCH108A,SHCC100A,0.237380361,SRD,LAD,between_breed
CCH108A,CCY41B,0.424655855,CVD,LAD,between_breed
CCH108A,SHCC108A,0.195255505,SRD,LAD,between_breed
CCH108A,SHCC286A,0.510668401,SRD,LAD,between_breed
CCH108A,SHCC219A,0.184309981,SRD,LAD,between_breed
CCH108A,SHCC13A,0.229877587,SRD,LAD,between_breed
CCH108A,SHCC248A,0.225883891,SRD,LAD,between_breed
CCH108A,SHCC52A,0.266586682,SRD,LAD,between_breed
CCH108A,SHCC95A,0.17328589,SRD,LAD,between_breed
CCH108A,SRR29536171,0.875181106,PKD,LAD,between_breed
CCH108A,SHCC245A,0.516171485,SRD,LAD,between_breed
CCH108A,SHCC10A,0.231413862,SRD,LAD,between_breed
CCH108A,SHCC89A,0.198912756,SRD,LAD,between_breed
CCH108A,CCY13A,0.431000434,CVD,LAD,between_breed
CCH108A,SHCC189A,0.18842511,SRD,LAD,between_breed
CCH108A,SRR29536179,0.472726127,MSD,LAD,between_breed
CCH108A,SHCC294A,0.769072948,SRD,LAD,between_breed
CCH108A,SRR29536168,0.467605895,MSD,LAD,between_breed
CCH108A,SRR28497699,0.453272579,MSD,LAD,between_breed
CCH108A,CCH294-1A,0.193235766,LAD,LAD,within_breed
CCH108A,SHCC298A,0.267412818,SRD,LAD,between_breed
CCH108A,SHCC244A,0.203727365,SRD,LAD,between_breed
CCH108A,SRR29536188,0.513554559,MSD,LAD,between_breed
CCH108A,SRR28497703,0.297210169,MSD,LAD,between_breed
CCH108A,CCY28A,0.252650022,CVD,LAD,between_breed
CCH108A,SHCC161A,0.184215168,SRD,LAD,between_breed
CCH108A,SHCC200A,0.253814893,SRD,LAD,between_breed
CCH108A,SHCC33A,0.200581318,SRD,LAD,between_breed
CCH108A,SHCC26B,0.304915012,SRD,LAD,between_breed
CCH108A,SHCC1A,0.208225844,SRD,LAD,between_breed
CCH108A,SHCC273B,0.28636515,SRD,LAD,between_breed
CCH108A,SHCC208A,0.189255495,SRD,LAD,between_breed
CCH108A,SHCC77B,0.201984999,SRD,LAD,between_breed
CCH108A,SHCC169A,0.275845017,SRD,LAD,between_breed
CCH108A,CCS29B,0.312911902,SXD,LAD,between_breed
CCH108A,SHCC23A,0.31420016,SRD,LAD,between_breed
CCH108A,CCH112-2A,0.112469459,LAD,LAD,within_breed
CCH108A,SRR29449918,0.31690549,MAL,LAD,between_breed
CCH108A,SHCC136A,0.232349133,SRD,LAD,between_breed
CCH108A,SHCC137A,0.21570852,SRD,LAD,between_breed
CCH108A,SHCC133A,0.333231909,SRD,LAD,between_breed
CCH108A,SHCC254B,0.296006716,SRD,LAD,between_breed
CCH108A,SHCC49A,0.164051711,SRD,LAD,between_breed
CCH108A,SHCC287A,0.284848129,SRD,LAD,between_breed
CCH108A,SHCC31A,0.214864181,SRD,LAD,between_breed
CCH108A,SHCC217A,0.227698185,SRD,LAD,between_breed
CCH108A,SHCC180A,0.191866813,SRD,LAD,between_breed
CCH108A,SRR28497697,0.416280499,MSD,LAD,between_breed
CCH108A,SHCC97A,0.234871988,SRD,LAD,between_breed
CCH108A,SHCC291A,0.592563044,SRD,LAD,between_breed
CCH108A,SHCC185B,0.321648661,SRD,LAD,between_breed
CCH108A,CCH227-3A,0.176993047,LAD,LAD,within_breed
CCH108A,SHCC53A,0.163985995,SRD,LAD,between_breed
CCH108A,SHCC111A,0.248755871,SRD,LAD,between_breed
CCH108A,CCY10A,0.369195154,CVD,LAD,between_breed
CCH108A,SHCC256A,0.172802479,SRD,LAD,between_breed
CCH108A,SHCC9A,0.565024843,SRD,LAD,between_breed
CCH108A,SHCC191A,0.194289581,SRD,LAD,between_breed
CCH108A,CCH346-1A,0.081393977,LAD,LAD,within_breed
CCH108A,CCH323-3A,0.113827841,LAD,LAD,within_breed
CCH108A,SHCC209A,0.215880925,SRD,LAD,between_breed
CCH108A,SHCC78A,0.172071919,SRD,LAD,between_breed
CCH108A,SHCC173A,0.427097354,SRD,LAD,between_breed
CCH108A,CCY30A,0.358384202,CVD,LAD,between_breed
CCH108A,SHCC262A,0.20676876,SRD,LAD,between_breed
CCH108A,SHCC70A,0.196597495,SRD,LAD,between_breed
CCH108A,SHCC269A,0.464904685,SRD,LAD,between_breed
CCH108A,SHCC201A,0.194479357,SRD,LAD,between_breed
CCH108A,SHCC162A,0.157539158,SRD,LAD,between_breed
CCH108A,SHCC128A,0.203429356,SRD,LAD,between_breed
CCH108A,SHCC79A,0.224389313,SRD,LAD,between_breed
CCH108A,CCY42A,0.524219811,CVD,LAD,between_breed
CCH108A,SHCC45A,0.281410626,SRD,LAD,between_breed
CCH108A,SHCC103A,0.205745929,SRD,LAD,between_breed
CCH108A,SHCC158A,0.366475658,SRD,LAD,between_breed
CCH108A,CCS27A,0.426866492,SXD,LAD,between_breed
CCH108A,CCY6A,0.293429303,CVD,LAD,between_breed
CCH108A,SHCC207A,0.19706666,SRD,LAD,between_breed
CCH108A,CCY9B,0.272458605,CVD,LAD,between_breed
CCH108A,SHCC211A,0.301700155,SRD,LAD,between_breed
CCH108A,SHCC186A,0.165415257,SRD,LAD,between_breed
CCH108A,SHCC88B,0.186780982,SRD,LAD,between_breed
CCH108A,SHCC282A,0.255801245,SRD,LAD,between_breed
CCH108A,CCS18A,0.31391994,SXD,LAD,between_breed
CCH108A,SHCC141A,0.197055791,SRD,LAD,between_breed
CCH108A,SHCC283A,0.186412611,SRD,LAD,between_breed
CCH108A,SHCC67A,0.211641012,SRD,LAD,between_breed
CCH108A,SHCC202A,0.185887927,SRD,LAD,between_breed
CCH108A,SHCC76A,0.22877972,SRD,LAD,between_breed
CCH108A,SHCC292A,0.190735603,SRD,LAD,between_breed
CCH108A,SHCC255B,0.281665501,SRD,LAD,between_breed
CCH108A,SHCC237A,0.4223035,SRD,LAD,between_breed
CCH108A,SHCC152A,0.268922674,SRD,LAD,between_breed
CCH108A,CCY11A,0.290891268,CVD,LAD,between_breed
CCH108A,SHCC55A,0.17304766,SRD,LAD,between_breed
CCH108A,SHCC272B,0.243326579,SRD,LAD,between_breed
CCH108A,SHCC259A,0.202541138,SRD,LAD,between_breed
CCH108A,CCH259-3A,0.209861092,LAD,LAD,within_breed
CCH108A,SHCC80A,0.303542196,SRD,LAD,between_breed
CCH108A,SHCC144A,0.271500374,SRD,LAD,between_breed
CCH108A,SHCC284A,0.421309254,SRD,LAD,between_breed
CCH108A,SHCC268A,0.234670504,SRD,LAD,between_breed
CCH108A,SRR28497702,0.39659121,MSD,LAD,between_breed
CCH108A,SHCC240A,0.24548955,SRD,LAD,between_breed
CCH108A,SHCC198A,0.273161793,SRD,LAD,between_breed
CCH108A,SHCC199A,0.195105909,SRD,LAD,between_breed
CCH108A,SRR29536189,0.485824135,MSD,LAD,between_breed
CCH108A,SHCC106A,0.220572537,SRD,LAD,between_breed
CCH108A,CCH325-1A,0.181766017,LAD,LAD,within_breed
CCH108A,CCH340-2A,0.131857205,LAD,LAD,within_breed
CCH108A,SHCC29A,0.308282457,SRD,LAD,between_breed
CCH108A,SHCC102A,0.248635165,SRD,LAD,between_breed
CCH108A,SHCC190A,0.191723642,SRD,LAD,between_breed
CCH108A,SHCC130A,0.293286196,SRD,LAD,between_breed
CCH108A,SHCC50A,0.16165842,SRD,LAD,between_breed
CCH108A,SHCC260A,0.283408187,SRD,LAD,between_breed
CCH108A,SHCC93A,0.157626768,SRD,LAD,between_breed
CCH108A,SHCC279A,0.245015708,SRD,LAD,between_breed
CCH108A,SHCC187A,0.238835155,SRD,LAD,between_breed
CCH108A,CCH95-1A,0.156264684,LAD,LAD,within_breed
CCH108A,SHCC132A,0.222170146,SRD,LAD,between_breed
CCH108A,CCS24A,0.252893126,SXD,LAD,between_breed
CCH108A,SHCC139A,0.179177417,SRD,LAD,between_breed
CCH108A,SHCC24A,0.238718519,SRD,LAD,between_breed
CCH108A,SRR28497696,0.468038131,MSD,LAD,between_breed
CCH108A,SHCC167A,0.28416819,SRD,LAD,between_breed
CCH108A,SRR29536166,0.473136413,MSD,LAD,between_breed
CCH108A,SHCC193A,0.191243121,SRD,LAD,between_breed
CCH108A,CCS28B,0.266840966,SXD,LAD,between_breed
CCH108A,CCY46B,0.423834988,CVD,LAD,between_breed
CCH108A,CCH209A,0.216236331,LAD,LAD,within_breed
CCH108A,SHCC57B,0.542577621,SRD,LAD,between_breed
CCH108A,SHCC236A,0.284420315,SRD,LAD,between_breed
CCH108A,SHCC14A,0.661005977,SRD,LAD,between_breed
CCH108A,SHCC159A,0.234812809,SRD,LAD,between_breed
CCH108A,SHCC228A,0.180495238,SRD,LAD,between_breed
CCH108A,SHCC90A,0.231715389,SRD,LAD,between_breed
CCH108A,CCY43A,0.44084985,CVD,LAD,between_breed
CCH108A,SHCC285A,0.217390946,SRD,LAD,between_breed
CCH108A,SHCC75A,0.273578134,SRD,LAD,between_breed
CCH108A,CCY47A,0.349498031,CVD,LAD,between_breed
CCH108A,SHCC172A,0.388359932,SRD,LAD,between_breed
CCH108A,SHCC178A,0.281430776,SRD,LAD,between_breed
CCH108A,SHCC27A,0.169716867,SRD,LAD,between_breed
CCH108A,SRR29449359,0.257114717,PKD,LAD,between_breed
CCH108A,SHCC197A,0.19275042,SRD,LAD,between_breed
CCH108A,SHCC266B,0.160890083,SRD,LAD,between_breed
CCH108A,CCS15B,0.366652826,SXD,LAD,between_breed
CCH108A,SRR29536178,0.835168999,PKD,LAD,between_breed
CCH108A,CCY36B,0.436337978,CVD,LAD,between_breed
CCH108A,SRR29536181,0.78243278,PKD,LAD,between_breed
CCH108A,SHCC40A,0.586200134,SRD,LAD,between_breed
CCH108A,SHCC195A,0.328505899,SRD,LAD,between_breed
CCH108A,SHCC125A,0.230028725,SRD,LAD,between_breed
CCH108A,CCH156-3B,0.12646094,LAD,LAD,within_breed
CCH108A,SHCC235A,0.287907523,SRD,LAD,between_breed
CCH108A,SHCC146A,0.208261162,SRD,LAD,between_breed
CCH108A,SHCC277A,0.307817648,SRD,LAD,between_breed
CCH108A,SHCC86A,0.416787504,SRD,LAD,between_breed
CCH108A,SHCC231A,0.254719883,SRD,LAD,between_breed
CCH108A,CCH212A,0.138452129,LAD,LAD,within_breed
CCH108A,SHCC176A,0.234145739,SRD,LAD,between_breed
CCH108A,SHCC181A,0.227658855,SRD,LAD,between_breed
CCH108A,SHCC247A,0.288332959,SRD,LAD,between_breed
CCH108A,SHCC8A,0.322174024,SRD,LAD,between_breed
CCH108A,CCH111-1A,0.189599918,LAD,LAD,within_breed
CCH108A,SHCC17A,0.187940634,SRD,LAD,between_breed
CCH108A,SHCC276A,0.37904507,SRD,LAD,between_breed
CCH108A,SRR28497704,0.45077198,MSD,LAD,between_breed
CCH108A,SHCC73A,0.263356444,SRD,LAD,between_breed
CCH108A,SHCC290A,0.199357227,SRD,LAD,between_breed
CCH108A,SHCC121A,0.207680386,SRD,LAD,between_breed
CCH108A,CCS19A,0.197777525,SXD,LAD,between_breed
CCH108A,SHCC243A,0.22804191,SRD,LAD,between_breed
CCH108A,CCS17A,0.321259569,SXD,LAD,between_breed
CCH108A,CCY37A,0.289864687,CVD,LAD,between_breed
CCH108A,SHCC4A,0.232060104,SRD,LAD,between_breed
CCH108A,SHCC215A,0.320285544,SRD,LAD,between_breed
CCH108A,SHCC150A,0.20310495,SRD,LAD,between_breed
CCH108A,SHCC274A,0.23394695,SRD,LAD,between_breed
CCH108A,SHCC242A,0.174477206,SRD,LAD,between_breed
CCH108A,SHCC171A,0.190739281,SRD,LAD,between_breed
CCH108A,SHCC263A,0.27920023,SRD,LAD,between_breed
CCH108A,SHCC170A,0.280436454,SRD,LAD,between_breed
CCH108A,SHCC98A,0.223398654,SRD,LAD,between_breed
CCH108A,SHCC225B,0.214387368,SRD,LAD,between_breed
CCH108A,SHCC210A,0.234413632,SRD,LAD,between_breed
CCH108A,SHCC39A,0.190548408,SRD,LAD,between_breed
CCH111-1A,SHCC12A,0.234346679,SRD,LAD,between_breed
