Sample2,Sample1,Distance,Group1,Group2,Type
CCH210A,SHCC147A,0.22478480686444138,dual_type,dual_type,dual_type
CCH210A,SHCC182A,0.20120149194838055,dual_type,dual_type,dual_type
CCH210A,SHCC227A,0.24581109943409246,dual_type,dual_type,dual_type
CCH210A,SHCC63A,0.22528062243122846,dual_type,dual_type,dual_type
CCH210A,SHCC93A,0.15804711527540335,dual_type,dual_type,dual_type
CCH210A,SHCC270A,0.18597647318052943,dual_type,dual_type,dual_type
CCH210A,SHCC230A,0.1630826387800295,dual_type,dual_type,dual_type
CCH210A,SHCC2A,0.40098994071607513,dual_type,dual_type,dual_type
CCH210A,SHCC285A,0.20536654429211174,dual_type,dual_type,dual_type
CCH210A,CCH57A,0.142729016335044,dual_type,dual_type,dual_type
CCH210A,SHCC14A,0.6357116839683729,dual_type,dual_type,dual_type
CCH210A,SHCC29A,0.25496830966160633,dual_type,dual_type,dual_type
CCH210A,SHCC194A,0.2043101460684643,dual_type,dual_type,dual_type
CCH210A,SHCC189A,0.15006249803210708,dual_type,dual_type,dual_type
CCH210A,SHCC95A,0.1810181421393608,dual_type,dual_type,dual_type
CCH210A,SHCC143A,0.22003028192651605,dual_type,dual_type,dual_type
CCH210A,SHCC241A,0.23490093141601098,dual_type,dual_type,dual_type
CCH210A,SHCC145A,0.3395806365470633,dual_type,dual_type,dual_type
CCH210A,SHCC289A,0.19909788895584563,dual_type,dual_type,dual_type
CCH210A,SHCC90A,0.20819651316631269,dual_type,dual_type,dual_type
CCH210A,SHCC11A,0.19468774133702305,dual_type,dual_type,dual_type
CCH210A,SHCC48A,0.36737635927503376,dual_type,dual_type,dual_type
CCH210A,CCH250-2A,0.15038040186966878,dual_type,dual_type,dual_type
CCH210A,CCH326A,0.13821660240415068,dual_type,dual_type,dual_type
CCH210A,SHCC149A,0.20263129385005035,dual_type,dual_type,dual_type
CCH210A,SHCC41A,0.1506022010219342,dual_type,dual_type,dual_type
CCH210A,SHCC58A,0.17264108559337207,dual_type,dual_type,dual_type
CCH210A,SHCC256A,0.16259081646995016,dual_type,dual_type,dual_type
CCH210A,SHCC140A,0.25030561483456115,dual_type,dual_type,dual_type
CCH210A,SHCC208A,0.16089352928299225,dual_type,dual_type,dual_type
CCH210A,SHCC161A,0.1768282942655377,dual_type,dual_type,dual_type
CCH210A,SHCC117A,0.14045867149513033,dual_type,dual_type,dual_type
CCH210A,SHCC170A,0.2723528646027233,dual_type,dual_type,dual_type
CCH210A,SHCC109A,0.5515468292218064,dual_type,dual_type,dual_type
CCH210A,SHCC281A,0.25732056562351546,dual_type,dual_type,dual_type
CCH210A,SHCC52A,0.23992694583765478,dual_type,dual_type,dual_type
CCH210A,SHCC283A,0.19359061069658104,dual_type,dual_type,dual_type
CCH210A,CCH119-1A,0.1602548535083128,dual_type,dual_type,dual_type
CCH210A,SHCC176A,0.21135229441059628,dual_type,dual_type,dual_type
CCH210A,SHCC287A,0.24995756512968167,dual_type,dual_type,dual_type
CCH210A,SHCC75A,0.23143246961834152,dual_type,dual_type,dual_type
CCH210A,SHCC207A,0.19806518151344407,dual_type,dual_type,dual_type
CCH210A,SHCC247A,0.28881061258509866,dual_type,dual_type,dual_type
CCH210A,SHCC17A,0.17207105797780908,dual_type,dual_type,dual_type
CCH210A,CCH156-3B,0.13304517847856526,dual_type,dual_type,dual_type
CCH210A,SHCC133A,0.33551003081225356,dual_type,dual_type,dual_type
CCH210A,SHCC213A,0.2536753460132028,dual_type,dual_type,dual_type
CCH210A,CCH95-1A,0.15792607856979363,dual_type,dual_type,dual_type
CCH210A,SHCC217A,0.18782520073295753,dual_type,dual_type,dual_type
CCH210A,SHCC76A,0.20828250452713476,dual_type,dual_type,dual_type
CCH210A,SHCC292A,0.17625419036375709,dual_type,dual_type,dual_type
CCH210A,SHCC212A,0.1753313174104481,dual_type,dual_type,dual_type
CCH210A,SHCC238A,0.2392665319877769,dual_type,dual_type,dual_type
CCH210A,SHCC246A,0.1723759369734397,dual_type,dual_type,dual_type
CCH210A,SHCC271B,0.15993125887692047,dual_type,dual_type,dual_type
CCH210A,SHCC49A,0.1688809145425588,dual_type,dual_type,dual_type
CCH210A,SHCC84A,0.24036945518989128,dual_type,dual_type,dual_type
CCH210A,SHCC244A,0.18913865732698615,dual_type,dual_type,dual_type
CCH210A,SHCC162A,0.17295544007084457,dual_type,dual_type,dual_type
CCH212A,SHCC21A,0.4857428536924047,dual_type,dual_type,dual_type
CCH212A,SHCC105A,0.22890349425282533,dual_type,dual_type,dual_type
CCH212A,SHCC143A,0.2422772331364043,dual_type,dual_type,dual_type
CCH212A,SHCC245A,0.4406096233493805,dual_type,dual_type,dual_type
CCH212A,SHCC135A,0.2593898302687107,dual_type,dual_type,dual_type
CCH212A,SHCC139A,0.2437684634047531,dual_type,dual_type,dual_type
CCH212A,SHCC145A,0.3317523168762882,dual_type,dual_type,dual_type
CCH212A,SHCC16A,0.283034110649227,dual_type,dual_type,dual_type
CCH212A,SHCC286A,0.44938531997114484,dual_type,dual_type,dual_type
CCH212A,CCH150-1B,0.22744270790819093,dual_type,dual_type,dual_type
CCH212A,SHCC85B,0.1789471732742797,dual_type,dual_type,dual_type
CCH212A,SHCC207A,0.21632109863424998,dual_type,dual_type,dual_type
CCH212A,SHCC147A,0.21630603722144987,dual_type,dual_type,dual_type
CCH212A,SHCC50A,0.2215322193752595,dual_type,dual_type,dual_type
CCH212A,SHCC13A,0.22774724327457027,dual_type,dual_type,dual_type
CCH212A,SHCC230A,0.21694469888434198,dual_type,dual_type,dual_type
CCH212A,SHCC37A,0.40803969349189617,dual_type,dual_type,dual_type
CCH212A,SHCC170A,0.274800547137867,dual_type,dual_type,dual_type
CCH212A,SHCC112A,0.2532428745088534,dual_type,dual_type,dual_type
CCH212A,CCH251-1A,0.2025489695305915,dual_type,dual_type,dual_type
CCH212A,CCH210A,0.15359574941087112,dual_type,dual_type,dual_type
CCH212A,SHCC83A,0.22923958025300417,dual_type,dual_type,dual_type
CCH212A,CCH340-2A,0.1769753905340103,dual_type,dual_type,dual_type
CCH212A,SHCC45A,0.29696001339959743,dual_type,dual_type,dual_type
CCH212A,SHCC175A,0.22707403022007758,dual_type,dual_type,dual_type
CCH212A,SHCC48A,0.3755992842062106,dual_type,dual_type,dual_type
CCH212A,SHCC4A,0.291393086647045,dual_type,dual_type,dual_type
CCH212A,CCH294-1A,0.19049467905531553,dual_type,dual_type,dual_type
CCH212A,SHCC289A,0.2619147451889914,dual_type,dual_type,dual_type
CCH212A,SHCC76A,0.24655976287571363,dual_type,dual_type,dual_type
CCH212A,SHCC1A,0.2628268748436815,dual_type,dual_type,dual_type
CCH212A,SHCC160B,0.3187972544551322,dual_type,dual_type,dual_type
CCH212A,SHCC182A,0.22478128673308842,dual_type,dual_type,dual_type
CCH212A,SHCC70A,0.19771956953318295,dual_type,dual_type,dual_type
CCH212A,SHCC14A,0.6035187924973255,dual_type,dual_type,dual_type
CCH212A,SHCC259A,0.20765514121401635,dual_type,dual_type,dual_type
CCH212A,CCH93-1A,0.201430083927462,dual_type,dual_type,dual_type
CCH212A,SHCC64A,0.29320848862497384,dual_type,dual_type,dual_type
CCH212A,CCH346-1A,0.1439027939928835,dual_type,dual_type,dual_type
CCH212A,CCH112-2A,0.18479443296234113,dual_type,dual_type,dual_type
CCH212A,SHCC141A,0.25286468988974486,dual_type,dual_type,dual_type
CCH212A,CCH127-1A,0.21730631213925256,dual_type,dual_type,dual_type
CCH212A,SHCC78A,0.223775747344356,dual_type,dual_type,dual_type
CCH212A,SHCC100A,0.23567093174435427,dual_type,dual_type,dual_type
CCH212A,CCH328A,0.20294280005604518,dual_type,dual_type,dual_type
CCH212A,SHCC206A,0.2546571597898512,dual_type,dual_type,dual_type
CCH212A,CCH227-3A,0.17225045221987065,dual_type,dual_type,dual_type
CCH212A,SHCC107A,0.3567058575616949,dual_type,dual_type,dual_type
CCH212A,SHCC3A,0.19898683348874394,dual_type,dual_type,dual_type
CCH212A,SHCC209A,0.21227262508583314,dual_type,dual_type,dual_type
CCH212A,SHCC133A,0.3285307483700376,dual_type,dual_type,dual_type
CCH212A,SHCC66A,0.21107493315578188,dual_type,dual_type,dual_type
CCH212A,CCH74-3A,0.1594269547451696,dual_type,dual_type,dual_type
CCH212A,SHCC127A,0.5576525750386658,dual_type,dual_type,dual_type
CCH212A,SHCC260A,0.2617663004624353,dual_type,dual_type,dual_type
CCH212A,SHCC46B,0.2753713069211244,dual_type,dual_type,dual_type
CCH212A,SHCC110A,0.18643410829786855,dual_type,dual_type,dual_type
CCH212A,SHCC89A,0.20444420399461546,dual_type,dual_type,dual_type
CCH212A,SHCC210A,0.254495191884783,dual_type,dual_type,dual_type
CCH212A,SHCC239A,0.470119019198641,dual_type,dual_type,dual_type
CCH212A,SHCC269A,0.41270199748499975,dual_type,dual_type,dual_type
CCH212A,SHCC240A,0.23615034202223992,dual_type,dual_type,dual_type
CCH212A,SHCC41A,0.20941976775510163,dual_type,dual_type,dual_type
CCH212A,SHCC168A,0.22551309401959982,dual_type,dual_type,dual_type
CCH212A,CCH295-1A,0.32718018766253537,dual_type,dual_type,dual_type
CCH212A,CCH325-1A,0.2208036517638354,dual_type,dual_type,dual_type
CCH212A,SHCC167A,0.31965413689893085,dual_type,dual_type,dual_type
CCH212A,SHCC212A,0.23071383109899948,dual_type,dual_type,dual_type
CCH212A,SHCC116A,0.2051853981875226,dual_type,dual_type,dual_type
CCH212A,SHCC280A,0.3644345317879852,dual_type,dual_type,dual_type
CCH212A,SHCC80A,0.24969994260891282,dual_type,dual_type,dual_type
CCH212A,CCH326A,0.1783136231405738,dual_type,dual_type,dual_type
CCH212A,SHCC238A,0.24649933461497317,dual_type,dual_type,dual_type
CCH212A,SHCC23A,0.3373516846042644,dual_type,dual_type,dual_type
CCH212A,SHCC27A,0.2281871765971242,dual_type,dual_type,dual_type
CCH212A,SHCC39A,0.24345322573846973,dual_type,dual_type,dual_type
CCH212A,SHCC205A,0.2255940751668515,dual_type,dual_type,dual_type
CCH212A,SHCC163A,0.21981172955003012,dual_type,dual_type,dual_type
CCH212A,SHCC231A,0.27656905671470833,dual_type,dual_type,dual_type
CCH212A,SHCC264A,0.27706188569988055,dual_type,dual_type,dual_type
CCH212A,SHCC71A,0.1878858803127102,dual_type,dual_type,dual_type
CCH212A,SHCC277A,0.2687863799667184,dual_type,dual_type,dual_type
CCH212A,SHCC17A,0.2368739681898332,dual_type,dual_type,dual_type
CCH212A,SHCC43A,0.1977564919134089,dual_type,dual_type,dual_type
CCH212A,SHCC203A,0.22107993260240125,dual_type,dual_type,dual_type
CCH212A,CCH258A,0.227744757511779,dual_type,dual_type,dual_type
CCH212A,SHCC278A,0.23082194647742418,dual_type,dual_type,dual_type
CCH212A,SHCC165A,0.22915962882230095,dual_type,dual_type,dual_type
CCH212A,SHCC288A,0.29165171528743594,dual_type,dual_type,dual_type
CCH212A,SHCC282A,0.22691764988631363,dual_type,dual_type,dual_type
CCH212A,SHCC106A,0.23641714644763123,dual_type,dual_type,dual_type
CCH212A,SHCC55A,0.21196287561316157,dual_type,dual_type,dual_type
CCH212A,SHCC88B,0.23975489732622854,dual_type,dual_type,dual_type
CCH212A,SHCC208A,0.21812116907077417,dual_type,dual_type,dual_type
CCH212A,SHCC121A,0.20973689850423824,dual_type,dual_type,dual_type
CCH212A,SHCC234B,0.21847900497647363,dual_type,dual_type,dual_type
CCH212A,SHCC132A,0.26202131746149276,dual_type,dual_type,dual_type
CCH212A,SHCC68A,0.2332960447798976,dual_type,dual_type,dual_type
CCH212A,SHCC19A,0.4488196546902064,dual_type,dual_type,dual_type
CCH212A,SHCC236A,0.24683694903459522,dual_type,dual_type,dual_type
CCH212A,SHCC221A,0.228352850150069,dual_type,dual_type,dual_type
CCH212A,SHCC279A,0.24092526173429477,dual_type,dual_type,dual_type
CCH212A,SHCC125A,0.24502113979905718,dual_type,dual_type,dual_type
CCH212A,SHCC30A,0.22454870738502214,dual_type,dual_type,dual_type
CCH212A,CCH277-1A,0.18964964675242632,dual_type,dual_type,dual_type
CCH212A,SHCC38A,0.192786034786838,dual_type,dual_type,dual_type
CCH212A,SHCC148A,0.23439910175304304,dual_type,dual_type,dual_type
CCH212A,SHCC32A,0.24732910091357482,dual_type,dual_type,dual_type
CCH212A,CCH108A,0.1384521294239849,dual_type,dual_type,dual_type
CCH212A,SHCC137A,0.22920666701195688,dual_type,dual_type,dual_type
CCH212A,SHCC42A,0.2314978325454406,dual_type,dual_type,dual_type
CCH212A,SHCC154A,0.25747609139294064,dual_type,dual_type,dual_type
CCH212A,SHCC69B,0.2786770900066196,dual_type,dual_type,dual_type
CCH212A,SHCC241A,0.25763308924109696,dual_type,dual_type,dual_type
CCH212A,SHCC51A,0.2761697817022538,dual_type,dual_type,dual_type
CCH212A,CCH151-2A,0.26902538999477893,dual_type,dual_type,dual_type
CCH212A,SHCC129A,0.5309064157910994,dual_type,dual_type,dual_type
CCH212A,SHCC276A,0.42312816746129156,dual_type,dual_type,dual_type
CCH212A,SHCC199A,0.22400507069309328,dual_type,dual_type,dual_type
CCH212A,CCH306-2A,0.13804071736454346,dual_type,dual_type,dual_type
CCH212A,SHCC138A,0.2207267557958923,dual_type,dual_type,dual_type
CCH212A,SHCC29A,0.30371171970943495,dual_type,dual_type,dual_type
CCH212A,SHCC158A,0.34363595142932835,dual_type,dual_type,dual_type
CCH212A,SHCC75A,0.26748405577245177,dual_type,dual_type,dual_type
CCH212A,SHCC35A,0.22871903716813313,dual_type,dual_type,dual_type
CCH212A,SHCC216A,0.2096449362293927,dual_type,dual_type,dual_type
CCH212A,SHCC275A,0.3887379217723024,dual_type,dual_type,dual_type
CCH212A,SHCC265A,0.3311808029537835,dual_type,dual_type,dual_type
CCH212A,SHCC273B,0.30570255910171873,dual_type,dual_type,dual_type
CCH212A,SHCC8A,0.31796072247947266,dual_type,dual_type,dual_type
CCH212A,SHCC36A,0.20887591891185284,dual_type,dual_type,dual_type
CCH212A,SHCC128A,0.2116263807929728,dual_type,dual_type,dual_type
CCH212A,SHCC77B,0.22127947377273308,dual_type,dual_type,dual_type
CCH212A,CCH209A,0.25835074854052165,dual_type,dual_type,dual_type
CCH212A,SHCC224A,0.24720416389524572,dual_type,dual_type,dual_type
CCH212A,SHCC176A,0.24320431082378344,dual_type,dual_type,dual_type
CCH212A,SHCC34A,0.46689639865700594,dual_type,dual_type,dual_type
CCH212A,SHCC299B,0.270521370434298,dual_type,dual_type,dual_type
CCH212A,SHCC204B,0.2374870029453291,dual_type,dual_type,dual_type
CCH212A,SHCC124B,0.23674839351105118,dual_type,dual_type,dual_type
CCH212A,SHCC232A,0.19361568359938752,dual_type,dual_type,dual_type
CCH212A,SHCC237A,0.3900388033801076,dual_type,dual_type,dual_type
CCH212A,SHCC227A,0.29079860032290616,dual_type,dual_type,dual_type
CCH212A,CCH157-2B,0.23804897346144027,dual_type,dual_type,dual_type
CCH212A,SHCC287A,0.29106226905238103,dual_type,dual_type,dual_type
CCH212A,SHCC256A,0.22299280505945154,dual_type,dual_type,dual_type
CCH212A,SHCC146A,0.2277785562330295,dual_type,dual_type,dual_type
CCH212A,SHCC65A,0.2870908392265546,dual_type,dual_type,dual_type
CCH212A,SHCC108A,0.2122266450027699,dual_type,dual_type,dual_type
CCH212A,SHCC134A,0.32454815753343075,dual_type,dual_type,dual_type
CCH212A,SHCC194A,0.21862592729379546,dual_type,dual_type,dual_type
CCH212A,SHCC268A,0.26744055477642653,dual_type,dual_type,dual_type
CCH212A,SHCC119A,0.24329791088748073,dual_type,dual_type,dual_type
CCH212A,SHCC262A,0.2476624906468972,dual_type,dual_type,dual_type
CCH212A,SHCC15A,0.2793650986361188,dual_type,dual_type,dual_type
CCH212A,SHCC193A,0.21356798581774844,dual_type,dual_type,dual_type
CCH212A,CCH250-2A,0.14382030909799673,dual_type,dual_type,dual_type
CCH212A,SHCC218A,0.24485096267072268,dual_type,dual_type,dual_type
CCH212A,SHCC217A,0.2094120801750223,dual_type,dual_type,dual_type
CCH212A,SHCC33A,0.24458116164309157,dual_type,dual_type,dual_type
CCH212A,SHCC131A,0.26778664316979783,dual_type,dual_type,dual_type
CCH212A,SHCC72A,0.32325714615743173,dual_type,dual_type,dual_type
CCH212A,SHCC159A,0.23258582975707076,dual_type,dual_type,dual_type
CCH212A,SHCC261A,0.2749752794822826,dual_type,dual_type,dual_type
CCH212A,CCH287A,0.2445841833729861,dual_type,dual_type,dual_type
CCH212A,SHCC300A,0.2525258849002249,dual_type,dual_type,dual_type
CCH212A,SHCC87A,0.23123867222339647,dual_type,dual_type,dual_type
CCH212A,SHCC118A,0.8535673105477528,dual_type,dual_type,dual_type
CCH212A,SHCC73A,0.2688155909165236,dual_type,dual_type,dual_type
CCH212A,SHCC156A,0.20056238785756933,dual_type,dual_type,dual_type
CCH212A,SHCC155A,0.2142960350492025,dual_type,dual_type,dual_type
CCH212A,SHCC5A,0.30518570449010834,dual_type,dual_type,dual_type
CCH212A,SHCC26B,0.3152844323109967,dual_type,dual_type,dual_type
CCH212A,SHCC235A,0.3218363086699428,dual_type,dual_type,dual_type
CCH212A,SHCC250A,0.24049402039909018,dual_type,dual_type,dual_type
CCH212A,SHCC67A,0.2123329900333491,dual_type,dual_type,dual_type
CCH212A,CCH259-3A,0.18196616698938217,dual_type,dual_type,dual_type
CCH212A,SHCC213A,0.2693115836115108,dual_type,dual_type,dual_type
CCH212A,SHCC81A,0.2552500478758516,dual_type,dual_type,dual_type
CCH212A,SHCC166A,0.31509130146128445,dual_type,dual_type,dual_type
CCH212A,SHCC294A,0.775380934291276,dual_type,dual_type,dual_type
CCH212A,SHCC140A,0.2494479982445759,dual_type,dual_type,dual_type
CCH212A,SHCC114A,0.21516939664174486,dual_type,dual_type,dual_type
CCH212A,SHCC130A,0.28304772236137665,dual_type,dual_type,dual_type
CCH212A,SHCC202A,0.25096000923278594,dual_type,dual_type,dual_type
CCH212A,SHCC180A,0.22763074070579115,dual_type,dual_type,dual_type
CCH212A,SHCC47A,0.28429734080607755,dual_type,dual_type,dual_type
CCH212A,SHCC91A,0.22454730570721412,dual_type,dual_type,dual_type
CCH212A,SHCC161A,0.21256841924207912,dual_type,dual_type,dual_type
CCH212A,SHCC126A,0.19645055323556126,dual_type,dual_type,dual_type
CCH212A,SHCC2A,0.410113570850004,dual_type,dual_type,dual_type
CCH212A,SHCC123A,0.36683684931176386,dual_type,dual_type,dual_type
CCH212A,SHCC244A,0.2346838401144824,dual_type,dual_type,dual_type
CCH212A,SHCC142B,0.29034048853641453,dual_type,dual_type,dual_type
CCH212A,SHCC169A,0.25336959901917766,dual_type,dual_type,dual_type
CCH212A,SHCC200A,0.2595722707101298,dual_type,dual_type,dual_type
CCH212A,SHCC190A,0.23066701940339132,dual_type,dual_type,dual_type
CCH212A,SHCC191A,0.24819902959687548,dual_type,dual_type,dual_type
CCH212A,SHCC172A,0.39552184457320644,dual_type,dual_type,dual_type
CCH212A,SHCC62A,0.3609564683275249,dual_type,dual_type,dual_type
CCH212A,SHCC201A,0.24230618080643607,dual_type,dual_type,dual_type
CCH212A,SHCC6A,0.23119935005773493,dual_type,dual_type,dual_type
CCH212A,SHCC225B,0.23031726747165746,dual_type,dual_type,dual_type
CCH212A,SHCC122B,0.22667319709282394,dual_type,dual_type,dual_type
CCH212A,SHCC152A,0.22035392292325096,dual_type,dual_type,dual_type
CCH212A,SHCC104A,0.22387970941091284,dual_type,dual_type,dual_type
CCH212A,SHCC31A,0.24190900907583568,dual_type,dual_type,dual_type
CCH212A,SHCC11A,0.20032814863836465,dual_type,dual_type,dual_type
CCH212A,SHCC223A,0.2726826844473154,dual_type,dual_type,dual_type
CCH212A,SHCC296A,0.2448364845684976,dual_type,dual_type,dual_type
CCH212A,SHCC247A,0.29109762903373915,dual_type,dual_type,dual_type
CCH212A,SHCC226A,0.24147649979781688,dual_type,dual_type,dual_type
CCH212A,SHCC198A,0.25727126579141263,dual_type,dual_type,dual_type
CCH212A,SHCC214A,0.2162446998151866,dual_type,dual_type,dual_type
CCH212A,SHCC93A,0.19264174960994873,dual_type,dual_type,dual_type
CCH212A,SHCC98A,0.25500526776309335,dual_type,dual_type,dual_type
CCH212A,SHCC40A,0.5758538342869831,dual_type,dual_type,dual_type
CCH212A,SHCC258A,0.25088300409924197,dual_type,dual_type,dual_type
CCH212A,SHCC56A,0.18089724902385337,dual_type,dual_type,dual_type
CCH212A,CCH247A,0.17896978299769828,dual_type,dual_type,dual_type
CCH212A,SHCC270A,0.2262893905852406,dual_type,dual_type,dual_type
CCH212A,CCH119-1A,0.17152949685033253,dual_type,dual_type,dual_type
CCH212A,SHCC284A,0.4256105429250629,dual_type,dual_type,dual_type
CCH212A,SHCC253A,0.26977298836953656,dual_type,dual_type,dual_type
CCH212A,SHCC153A,0.2651703232221968,dual_type,dual_type,dual_type
CCH212A,SHCC12A,0.24881367361000653,dual_type,dual_type,dual_type
CCH212A,SHCC52A,0.25960840043063776,dual_type,dual_type,dual_type
CCH212A,SHCC197A,0.23861749399660764,dual_type,dual_type,dual_type
CCH212A,SHCC178A,0.3030425057695606,dual_type,dual_type,dual_type
CCH212A,CCH156-3B,0.19879060335453633,dual_type,dual_type,dual_type
CCH212A,SHCC233A,0.43975273647816865,dual_type,dual_type,dual_type
CCH212A,CCH263-2A,0.18208538793321716,dual_type,dual_type,dual_type
CCH212A,SHCC271B,0.24388143465831308,dual_type,dual_type,dual_type
CCH212A,SHCC290A,0.25907975188721716,dual_type,dual_type,dual_type
CCH212A,SHCC293A,0.21011914607725632,dual_type,dual_type,dual_type
CCH212A,SHCC115A,0.25010699073721065,dual_type,dual_type,dual_type
CCH212A,SHCC249A,0.3016609797800503,dual_type,dual_type,dual_type
CCH212A,SHCC242A,0.23423257992209726,dual_type,dual_type,dual_type
CCH212A,SHCC113A,0.23263166458930698,dual_type,dual_type,dual_type
CCH212A,SHCC24A,0.2015056371331658,dual_type,dual_type,dual_type
CCH212A,SHCC220A,0.4473289418810434,dual_type,dual_type,dual_type
CCH212A,SHCC90A,0.22380846030634965,dual_type,dual_type,dual_type
CCH212A,CCH57A,0.1794251331016455,dual_type,dual_type,dual_type
CCH212A,SHCC82A,0.34339041040727775,dual_type,dual_type,dual_type
CCH212A,SHCC267A,0.2891006963699407,dual_type,dual_type,dual_type
CCH212A,SHCC25A,0.22933490500145545,dual_type,dual_type,dual_type
CCH212A,SHCC102A,0.258680884784294,dual_type,dual_type,dual_type
CCH212A,SHCC94A,0.26555690426011413,dual_type,dual_type,dual_type
CCH212A,SHCC211A,0.26949524204075576,dual_type,dual_type,dual_type
CCH212A,SHCC215A,0.29555217523622296,dual_type,dual_type,dual_type
CCH212A,SHCC185B,0.30121062460488834,dual_type,dual_type,dual_type
CCH212A,SHCC101A,0.2565898537070399,dual_type,dual_type,dual_type
CCH212A,SHCC60A,0.27580819325989797,dual_type,dual_type,dual_type
CCH212A,SHCC254B,0.3150911000778873,dual_type,dual_type,dual_type
CCH212A,SHCC192A,0.21514776370787456,dual_type,dual_type,dual_type
CCH212A,SHCC95A,0.18931618509869697,dual_type,dual_type,dual_type
CCH212A,SHCC184A,0.2265800405232186,dual_type,dual_type,dual_type
CCH212A,SHCC120A,0.6120365371984465,dual_type,dual_type,dual_type
CCH212A,SHCC151A,0.23567842905046033,dual_type,dual_type,dual_type
CCH212A,SHCC173A,0.37154782730689606,dual_type,dual_type,dual_type
CCH212A,SHCC58A,0.22211575584166976,dual_type,dual_type,dual_type
CCH212A,SHCC274A,0.26772308129530936,dual_type,dual_type,dual_type
CCH212A,SHCC196A,0.3199070985252245,dual_type,dual_type,dual_type
CCH212A,SHCC285A,0.26984461311822655,dual_type,dual_type,dual_type
CCH212A,SHCC61A,0.27080242032376883,dual_type,dual_type,dual_type
CCH212A,SHCC229A,0.19108848238805928,dual_type,dual_type,dual_type
CCH212A,SHCC266B,0.20519669494275897,dual_type,dual_type,dual_type
CCH212A,SHCC246A,0.22316671738497434,dual_type,dual_type,dual_type
CCH212A,SHCC252A,0.24908358370346173,dual_type,dual_type,dual_type
CCH212A,SHCC109A,0.5261527861640288,dual_type,dual_type,dual_type
CCH212A,SHCC97A,0.2454925526566665,dual_type,dual_type,dual_type
CCH212A,SHCC219A,0.2003974668958445,dual_type,dual_type,dual_type
CCH212A,SHCC59A,0.2650615902334485,dual_type,dual_type,dual_type
CCH212A,SHCC9A,0.565239918201103,dual_type,dual_type,dual_type
CCH212A,SHCC292A,0.2217843560935468,dual_type,dual_type,dual_type
CCH212A,SHCC96A,0.2641888713973519,dual_type,dual_type,dual_type
CCH212A,SHCC281A,0.32233373724239517,dual_type,dual_type,dual_type
CCH212A,SHCC181A,0.26744881361564643,dual_type,dual_type,dual_type
CCH212A,SHCC18A,0.26876238714915623,dual_type,dual_type,dual_type
CCH212A,SHCC144A,0.276554696911773,dual_type,dual_type,dual_type
CCH212A,SHCC297B,0.23316685641958546,dual_type,dual_type,dual_type
CCH212A,SHCC243A,0.2727062801254209,dual_type,dual_type,dual_type
CCH212A,SHCC150A,0.21589181741884855,dual_type,dual_type,dual_type
CCH212A,CCH180-3A,0.11176052436784085,dual_type,dual_type,dual_type
CCH212A,SHCC263A,0.29585180100002584,dual_type,dual_type,dual_type
CCH212A,SHCC291A,0.5868897379846085,dual_type,dual_type,dual_type
CCH212A,SHCC298A,0.23235408001674973,dual_type,dual_type,dual_type
CCH212A,SHCC92A,0.1895017142664791,dual_type,dual_type,dual_type
CCH212A,SHCC84A,0.23741422580766128,dual_type,dual_type,dual_type
CCH212A,CCH162-1A,0.4626011752628935,dual_type,dual_type,dual_type
CCH212A,SHCC251B,0.2274595682472881,dual_type,dual_type,dual_type
CCH212A,SHCC222A,0.21367493440556307,dual_type,dual_type,dual_type
CCH212A,SHCC63A,0.22795031755813366,dual_type,dual_type,dual_type
CCH212A,SHCC10A,0.2525397051404117,dual_type,dual_type,dual_type
CCH212A,SHCC49A,0.19791174133214767,dual_type,dual_type,dual_type
CCH212A,SHCC103A,0.25502109650294896,dual_type,dual_type,dual_type
CCH212A,SHCC149A,0.23949580645134888,dual_type,dual_type,dual_type
CCH212A,SHCC164B,0.23461066943792006,dual_type,dual_type,dual_type
CCH212A,SHCC228A,0.21337360557887763,dual_type,dual_type,dual_type
CCH212A,CCH323-3A,0.14469054756282101,dual_type,dual_type,dual_type
CCH212A,SHCC99A,0.2183714674295029,dual_type,dual_type,dual_type
CCH212A,SHCC189A,0.21461829987317496,dual_type,dual_type,dual_type
CCH212A,CCH324-4A,0.1196661312299664,dual_type,dual_type,dual_type
CCH212A,SHCC295A,0.5206348235410758,dual_type,dual_type,dual_type
CCH212A,SHCC117A,0.20941521056614198,dual_type,dual_type,dual_type
CCH212A,SHCC111A,0.2527997228008412,dual_type,dual_type,dual_type
CCH212A,SHCC248A,0.24305713795257752,dual_type,dual_type,dual_type
CCH212A,SHCC7A,0.27422025388438864,dual_type,dual_type,dual_type
CCH212A,SHCC183A,0.31730009225131117,dual_type,dual_type,dual_type
CCH212A,SHCC57B,0.5177386708019206,dual_type,dual_type,dual_type
CCH212A,SHCC257A,0.245126559410069,dual_type,dual_type,dual_type
CCH212A,SHCC162A,0.2234055421945985,dual_type,dual_type,dual_type
CCH212A,SHCC174A,0.256234535756492,dual_type,dual_type,dual_type
CCH212A,SHCC177A,0.25497459936718225,dual_type,dual_type,dual_type
CCH212A,SHCC187A,0.23722595927170345,dual_type,dual_type,dual_type
CCH212A,SHCC195A,0.2766814068697781,dual_type,dual_type,dual_type
CCH212A,SHCC54A,0.26364885995556886,dual_type,dual_type,dual_type
CCH212A,SHCC272B,0.2936658224104775,dual_type,dual_type,dual_type
