Homogentisic acid	Catechin	3-Methoxybenzenepropanoic acid	Acesulfame	Tartaric acid	Mannose	Tryptophol	Umbelliferone	Quinaldic acid	Isocitric acid	3,3-Dimethylglutaric acid	Oxindole-3-acetic acid	2,4'-Dihydroxyacetophenone	3,5-Diiodo-L-tyrosine	Ribulose	Arabinose	Arabinonic acid	Inosine	Syringic acid	Guanosine (G)	Heptacosanoic acid	Butyrylcarnitine(C4)	4-Hydroxycinnamic acid	Vanillymandelic Acid	3-Phenylbutyric acid	Ascorbic acid	Quinolinic acid	Indoleacetic acid	3,4-Dihydro-2H-1-benzopyran-2-one	Cysteic acid	1,2,3-Propanetricarboxylic acid	2,3-Diaminopropionic acid	Glutaric acid	Lactulose	Vanillic acid	Mandelic acid
g__HGM12814	-0.0418339636704918	-0.0229412197533244	-0.00224913964475478	-0.0193426009448911	-0.0193425970469205	-0.0670243073860568	0.0148443096895294	-0.0139446545568306	-0.0391349982723956	-0.0517301805549641	-0.0616263765898643	0.0562284457936718	-0.0364362458136867	-0.106609133224802	-0.0670243073860568	-0.0607267336949578	-0.084117754907333	-0.0427336188031906	-0.0508305149974793	0.0121453442914331	-0.0508305149974793	0.0400346534050943	-0.0940139613670193	-0.0868167203054293	0.0121453540816758	-0.0535295019703566	-0.0490312047320818	-0.0562284457936718	-0.0148443096895294	-0.103910167826706	-0.0175432750876256	0.073321893314948	-0.0319377572108056	-0.00674741349524062	-0.0850174100400318	0.00404844809714437
g__HGM13222	0.131915165641081	0.184973563191749	0.108123451347778	-0.126648571833765	0.0271325807852575	0.0563981838425574	-0.0168616425713647	-0.0577689084726696	0.334122560492153	0.108763345873055	0.288350735572311	-0.047667057113464	0.090621859058754	0.196844272583791	0.123019724918472	0.116738197433843	-0.0159639692804773	0.132309519225517	0.167380179115069	0.195596351043569	0.108161415852253	-0.0672074501843698	0.114337892387433	-0.0648664081820267	0.1717355031879	0.0609557597042637	0.119319200822415	0.0291566533387498	0.0103790231219507	-0.0127053633459266	-0.10311265219888	0.00548419573618716	-0.321778255526713	0.13706165288007	0.127228757583934	0.129514451714777
g__HGM13634	0.13295435301021	0.171725764803564	0.054506256279963	0.0932194869217237	-0.0357052971079055	0.0874440687339434	0.0882995555460172	0.104101849678475	0.184022073312835	0.0668853621115515	0.190425311394905	0.184026108627987	0.0873045535203015	0.120531231785444	0.142460748443623	0.149033499795623	-0.0842513273862415	0.186804019578136	0.132587139331442	0.233578164559787	0.165272384993874	-0.0873439929181914	0.0405730761886613	0.0869453037812438	0.136191996139032	0.0647139716323701	0.128160398610476	0.229341083650931	0.0403204654601905	0.0312692535758434	0.0706813695954781	-0.0839470646238341	0.00154189391930852	0.0967551549140337	0.106187300548663	0.0770539392823978
g__HGM13862	0.0961563999996177	0.0753995868271104	0.0341299128506569	-0.334539730258472	0.0393970879713638	0.017999543672625	-0.174391220451746	-0.262382694277995	0.361673155258221	0.094132015086527	0.208962741083332	-0.30801591994358	0.0277137450786587	0.219767309779151	0.0937961692796722	0.0666733836546762	0.0055770983179344	0.0636003246401726	0.102339294097333	0.131483833670562	0.0482859429170958	-0.0756290753753893	0.109557513036912	-0.148963777925358	0.213269583475311	0.00801771764063622	0.0793931445970012	-0.0722848502313713	0.0129246118004401	0.0504515054488144	-0.270602824862951	0.0494156963577263	-0.418402467652742	0.121297166985135	0.0945462713283377	0.0501822628800229
g__HGM14224	0.0508084059804698	-0.0321033679552807	0.0626992491246942	-0.23838600074364	0.0289337708008004	-0.0380198820905896	-0.174578545514063	-0.233499708659707	0.210583342668803	0.019922605359539	0.0918651809756969	-0.294424677042843	0.021362546510565	0.120037886400845	0.0410667276702477	0.0202775841734787	0.0210512346920322	-0.10083983979766	0.0367764612246752	0.00148427560141444	-0.0107177039739148	0.0211467803722305	0.024456376572434	-0.128298606667993	0.132143763304011	-0.0787356438224244	-0.0586298815233726	-0.129240793236616	-0.0334960595378656	0.0356803399490665	-0.353310010558413	0.013087767652168	-0.311114649540822	0.016660114472917	0.0366716263811242	-0.029416789802731
g__HGM16780	0.157040668240195	0.212672361909727	0.120988631060652	0.00256118622859543	0.0539683602102407	0.024700185879336	0.0642162899116976	0.0257969146145715	0.299101715435267	0.111090175875539	0.228914302052944	0.0925465672628444	0.104324511374246	0.194327832401828	0.100822030704747	0.0971984101660863	-0.0769222148766763	0.166120937033395	0.148099103375275	0.24918684887286	0.115856084977538	0.024255849457928	0.064439667749683	0.00400991443820493	0.206239601699531	0.0436647399976875	0.0345320364234475	0.154884306006357	0.0162723093999634	-0.00356799727136003	-0.0218325628039701	-0.0464089634914982	-0.168753085997961	0.12395494283634	0.0840065986553853	0.166117711360645
g__Holdemanella	0.181580493019363	0.0624642490627928	0.000474700658507239	0.198189287429217	0.0984463167261155	-0.00830784232782162	0.197386602204549	0.206618582569402	0.0125730948064289	0.158100486235509	0.11527637948897	0.254169685202117	0.216233701861333	0.113298853339797	-0.010479243589658	-0.0148878491518022	-0.0966537936670836	0.198071627602628	0.130308163224182	0.198602727911259	0.122754083834385	-0.0400775107896901	0.141655144818097	0.20789228330957	0.160845973126376	0.103173914039704	0.151400600481339	0.135699066356923	-0.00821031727114823	0.0490404159981793	0.188999447330637	-0.137882217625588	0.288606605213969	-0.00739369179659395	0.0993081202095557	0.00899169272521815
g__Holdemania	0.182467991919172	0.229453165553111	0.14181663997105	0.0570726548849901	0.0798292073014352	0.0496730931484228	0.132187245594339	0.111750974341973	0.27190538586794	0.111333567242393	0.301272565103119	0.13574121982113	0.10095581085335	0.236231608467639	0.0589080320412887	0.0666704368100895	-0.0656383937194824	0.240753659610984	0.208880677230044	0.270421600606645	0.168147890869449	-0.0563360286167257	0.132431205881035	0.087900485006953	0.232764862977478	0.103979430433943	0.114912650620309	0.212004349644623	0.0331749211973774	-0.00107677613977174	0.0599410833055554	-0.0533480259093212	-0.0173371174595658	0.167926814629746	0.143727343578079	0.10929298250868
g__Intestinimonas	0.0498812428132214	0.0481957380794867	0.158752268640943	-0.0917504295454738	-0.0105424524452047	-0.0135007958122064	-0.131861386402033	-0.0848913370733491	0.184051673583649	-0.0464166780023159	0.102165842507005	-0.0701092614484131	0.0088130318084016	0.118665695597135	0.131311633125983	0.123746907889125	-0.0786086728013046	0.144386410453742	-0.0153580268210325	0.200442704544356	0.0293130542623507	-0.0310292195478501	0.00608235094492065	-0.117001120061881	0.123817112575778	-0.0573875746036501	-0.0311452964859017	0.0675176825884409	0.071007245538618	-0.0358020775353758	-0.15905482741017	0.0387902526003577	-0.237704207748777	0.0182994486748547	-0.0223170004751972	0.02481507291285
g__JAAVYW01	0.18282368043986	0.199304384401875	0.0759486433977336	-0.187795064798544	0.0850059689300036	0.105140870109822	-0.0332215774883294	-0.0938088110128791	0.392666392346786	0.155575218396879	0.304551685703987	-0.115412275710078	0.124679021855137	0.255860218324432	0.162474961313147	0.146885948827071	0.018408682635067	0.124296298787366	0.199335654654425	0.197300119556992	0.138411081147395	0.0306289671904685	0.145567286857009	-0.0480963695860836	0.229981607911306	0.0812395029540103	0.104486527810907	0.0133525620064284	0.0177905944364979	0.0639230528794884	-0.173879086487605	-0.0469123637235885	-0.349828635803465	0.203667577522509	0.169865934428655	0.113218460516015
g__JAAWBF01	0.140264033163798	0.173757950125538	0.101483472630265	-0.0403968290592591	0.0297416905851062	-0.0090097317611324	0.0724327425877744	0.00298590277782661	0.372718822798955	0.0890903394499114	0.297785729424778	0.028909297761818	0.111930671865221	0.248786113094215	0.0438134048607021	0.0288369143850097	-0.0967575261980077	0.157445475890233	0.206640684177474	0.256588014112561	0.117119253811793	-0.0866924044355825	0.130874006113702	0.00452765133531325	0.254449612734584	0.0809724813648294	0.104738081312866	0.0631249851441982	-0.00231887371319598	0.0156009790599976	-0.0531961728278704	-0.0245288444969946	-0.195633494763914	0.136916386086713	0.129315722978434	0.151507949337297
g__JAAWPK01	0.160905535463471	0.212115275056247	0.128966221616286	-0.00309026176102981	0.0264238941299903	0.0582050086180938	0.0766923680284861	0.0246313170153351	0.304154720064067	0.13929504001258	0.240283196640071	0.0648307103085543	0.139590680920375	0.161836763985923	0.138697563249749	0.135403450287515	-0.0464440010017434	0.141037032965045	0.169059054110859	0.242875151871615	0.097960939275448	0.0276925426016118	0.125180340364498	0.0441737819987409	0.113421789883827	0.120004220584131	0.186196669824506	0.111698388028365	-0.0157702367423425	-0.0038535225554944	0.0435539666172845	-0.0664415420945044	-0.161090490782018	0.125533475984328	0.124313631139214	0.171336155172226
g__JAAZPT01	0.253588354808184	0.143225511936263	-0.0168673697619305	0.115424788739438	0.122142603471728	0.19393249248518	0.12447744993325	0.0915349055778306	0.147558438628624	0.228528031818773	0.154652604327986	0.0550515159158426	0.1983976536407	0.16485722485919	0.204713046163723	0.199906019890947	0.122431535792519	-0.00688312882407315	0.203137026937429	0.0953626778675508	0.170878533143291	0.0403309141715629	0.222490044032875	0.19905143619908	0.0302001289111915	0.204952234587924	0.203775335515889	-0.00576037106391622	-0.000953304505614722	0.164836433048817	0.0756582791767968	-0.0685412424860243	0.0197158341864593	0.162216664941784	0.210175054748783	0.0536231185431985
g__JAAZZIT01	0.0392107258647127	-0.0953290810719595	0.0708464926977533	-0.115003381404364	-0.0196467162080251	-0.0558660090435817	-0.062561195433458	-0.138553045008736	0.0722414427596693	-0.0197442316068065	0.0709948406072795	-0.122533783336188	-0.0765498757991629	0.0116964355012501	-0.0419540986286455	-0.0409449527566041	-0.0682769087035995	-0.0483482348388631	-0.031531826211726	-0.0222628727929358	-0.100167027030553	-0.0158178548622126	-0.04319646063766	-0.0487595287462842	0.0982929628915203	-0.0453843929113436	-0.0221144677747942	-0.140448389097573	-0.116669665047905	-0.0447398728263331	-0.163082274435863	-0.0699475251935369	-0.16149222067006	-0.0205159337222398	-0.0504555860964746	0.0368404857178217
g__JAEDES01	-0.0422818273427134	0.0354375649978238	0.0773093493569783	-0.0347001470920437	-0.139355546294718	-0.0258098558486928	-0.0368720298927169	0.0728472031164871	0.104453126366653	-0.125065113547158	0.0585600584222001	0.0677223655262009	-0.0727491435636741	-0.0592890067318841	0.0563909730311473	0.0687790718976562	-0.190348342776137	0.08558079186173	-0.0385636258871163	0.0938220247449673	0.0562448604685196	-0.0327885470305506	-0.151628513679803	-0.0114884029559988	0.157259221242206	-0.0454087352098676	-0.0607226857994352	0.134651606230403	0.156597551686735	-0.121469992776551	-0.0161401910341313	0.0879052732102736	0.0407496635644409	0.0147799718737576	-0.12824323839383	0.0103764137017467
g__JAEDEU01	-0.00399223565830295	-0.109503238255422	0.0345878199379055	-0.12730871639151	-0.0464555622905303	-0.101387942944473	-0.029517099111861	-0.117109505970649	0.0873909691787732	-0.0283273267104213	0.04909071601902	-0.0880047062038472	-0.0495162627246436	-0.0373307606997995	-0.13158239098036	-0.124942040707257	-0.0874369111057941	-0.0683827913734099	0.0269655551650082	0.00996822016540559	-0.0603064362027622	-0.0139545658330648	-0.0210932344932348	-0.095648736061247	0.0784406026267477	-0.0399671366204634	-0.0226258100587267	-0.14513879344591	-0.134647542111344	-0.056119830853217	-0.0705844698760266	0.00959832875298094	-0.14080729432653	-0.0593769956791856	-0.0229968794692801	0.0480328736994106
g__JAEZXH01	0.0420063892070324	-0.0035086229645381	0.0264255106960092	0.0844024017361143	0.00113981060044247	0.0341942973405151	0.110359569771139	0.0892461979149722	-0.0500729380618145	0.0519223524091067	0.00313349353074379	0.124938381237953	0.0921559406129428	-0.0652393615427648	0.0285568945798885	0.0599272560809295	0.0324576939773067	0.00424182422705124	0.086221570002919	0.0452828508394301	-0.089966284959082	-0.0506592384419913	0.0856615023019447	0.0398789189237062	0.00194777800087227	0.0215606477264746	0.0421546038445268	0.0626895451242776	-0.0926616927471433	0.0474011396850354	-0.00299970686681081	-0.134342796732064	0.121947855808863	0.0303039910147779	0.086066797195624	0.0008499388061624
g__JAEZZT01	-0.0328374123435043	-0.0202422527235215	0.0706229848452999	0.00674741893426433	-0.0166436300171177	0.0436332739358893	0.0139446545568306	-0.0436332739358893	0.0706229279168518	-0.0382353508449734	0.00584775836254187	0.0409343085377931	0.0508308120610691	-0.0499308598647806	-0.0562284457936718	-0.0814188059169434	-0.0445329290685881	0.0355363777416006	0.0112456891587344	0.0454325842012868	-0.0409343085377931	0.00224913783174687	-0.0148443096895294	-0.0193425853530231	-0.0841178227138286	-0.00854672720535105	0.0814187895092368	-0.0193425853530231	-0.0310381020781068	-0.0445329290685881	0.0184429302203244	0.0742215484476468	-0.00854672376063812	-0.0274394815473118	0.0130449994241319	0.0832180997746343
g__JAFBIO01	0.286398544695471	0.192211941308358	0.122584337693976	0.155094237785412	0.0581961875093313	0.0795065981904256	0.243946311151313	0.242960992280881	0.304768568255283	0.163727185298246	0.326352377565707	0.26434346083932	0.231256537717438	0.251609767869629	0.170607437880394	0.14641248237101	-0.0820957837725577	0.280113808116495	0.290721923768643	0.301775490703739	0.213029006300001	-0.101464844811153	0.220209487306643	0.185700327998086	0.324105006240332	0.157169519113577	0.202757400040949	0.229259330445437	-3.14721015125918e-05	0.0645702616033342	0.17054933553914	-0.1404091495021	0.0103894248954837	0.140060131966095	0.21417733451673	0.0888808460678877
g__JAGCJX01	-0.0381821140139116	0.0109488759959269	0.100278800288508	0.119363703143892	-0.114545954289803	-0.0703880044349625	-0.054629639219009	0.0766004983954541	-0.0528473289022577	-0.0859923770888262	0.00902625924773209	0.0907895165273759	0.0129474176114138	-0.0352454150150799	-0.00311173101198966	0.0109365325091286	-0.119528584881023	0.0522075251988085	-0.0359866733057903	-0.00312178507018672	-0.017240424794729	0.0193718851325055	-0.0759195644539261	-0.0252206049873217	0.0709177276669266	-0.0770671291578231	-0.117694176262705	0.0694612030702518	0.055336165308675	-0.0510375984267871	0.0369143886757916	-0.0146830379915136	-0.000303906759138365	-0.0208516596980544	-0.0874214070313612	-0.154397886719004
g__JAGHEK01	0.141994587308991	0.0564313289092142	-0.017668562526898	0.0613999340224905	0.0478387620983362	0.0456076726285917	0.0713047049199824	0.0488764300560263	0.129922198808058	0.144994205240281	0.0644078081550623	0.067490255724626	0.217876188555678	0.114344243244554	0.0818915174489453	0.0894488516570478	0.0216462637499981	-0.0111854555196479	0.164835685594861	0.102573382539912	0.0696622364361207	-0.0411823232150587	0.172792587393246	0.0668666079898582	0.0222150170128964	0.0390888045140443	0.0587773281345645	0.0484018302075552	-0.0494363402078382	0.0375938972946456	-0.0368829781001383	-0.0820547837191321	-0.00845062292174331	0.0517014758482684	0.179228122115386	0.10953009457499
g__JAGZHZ01	0.188290425825836	0.107656024238763	0.0910684271296582	0.0656163333312094	0.0963618685912591	0.0691000883719386	0.093448307188556	0.0975466221343055	0.180475280350155	0.182574922806961	0.220706031073178	0.10644087843861	0.134058683264005	0.219617791524278	0.112870860726882	0.106599931837293	0.0300354115496581	0.0956291104170152	0.188552275960119	0.0954229935223228	0.112960226093812	-0.0751975930585162	0.180129830356487	0.0375618011891851	0.178545180393772	0.0619275817174974	0.0538584887208236	0.0962609139520282	-0.01156993226361	0.115342822086306	0.0314402735545082	-0.162255796052645	-0.0363923640757086	0.108820591677332	0.194908267568246	0.14000958519472
g__JAHHTG01	0.136163235618517	0.0723508232144935	0.155983215252036	-0.0665516817162597	-0.0424406456988964	0.0521358682231722	0.0214690871994167	0.00250633424046721	0.385190604235024	0.0613585933665753	0.263064212370275	0.0410847541498451	0.153541007041798	0.179770465269435	0.0794371964107506	0.062111986857147	-0.123881350424046	0.131970543176325	0.189782082159789	0.204667552689873	0.0931435478536277	-0.152565177582457	0.117787217482565	0.0356039891113608	0.29967000826304	0.0690963256529573	0.124591565890673	0.189429395615566	0.0154822936409605	-0.0569855099719945	-0.0598643038009259	0.0061582944523861	-0.118693549265546	0.0716934266354221	0.130744614433363	0.0707967796088051
g__JALEVB01	0.220999798639314	0.0879785612218403	0.151894981872365	0.08755143973203	0.0913894224887	0.0196568584336584	0.165351952378587	0.0721654961340253	0.263184098485442	0.131972628745346	0.266349927598929	0.141681037206819	0.174909349808181	0.21447534307303	0.0562508421232146	0.0348809984593352	0.0111536084183022	0.152575700244708	0.248856594119372	0.228828257967084	0.140606938222335	-0.0264551830237746	0.16917159841053	0.114876156916973	0.230473674601061	0.102852380204738	0.177409449578049	0.069247722174672	-0.0232038454669115	0.0528543015492978	0.0583837131070494	-0.0565093841619132	-0.0236334043923624	0.14258008588741	0.176595102657405	0.102218083905308
g__Jeotgalibaca	-0.100311547295911	-0.0854672892770908	-0.0517302118293598	-0.0427336532503407	-0.0949136738814008	-0.094913616499718	-0.0364360328742993	-0.0580277560590693	0.00944637889333686	-0.108408465336925	-0.0832180997746343	-0.0355363777416006	-0.0283393022995341	-0.084117754907333	-0.0472318944666843	-0.0373356955309741	-0.098512237030513	-0.0364360328742993	-0.0931143062343205	-0.00944637889333686	-0.091314995968923	-0.0751212035803455	-0.076920513845743	-0.100311547295911	0.0391350298187331	-0.0994119322306622	-0.0976125818978143	-0.0526298252628768	0.0229412058838181	-0.105709478092103	-0.0994118921632118	0.0409343085377931	-0.0229412058838181	-0.0787198241111405	-0.0832180997746343	-0.091314995968923
g__Jeotgalicoccus	-0.0352567723416435	-0.0436105905715765	-0.100713030495484	-0.0431868841217452	-0.170577419251138	-0.0820656065599957	0.016626922406714	0.0125938563018649	-0.0310837637020719	-0.0942833863000008	-0.00132070767144336	-0.00986303322846109	0.0233540187896811	-0.0868430892037158	-0.0355696993984535	-0.0565669219452688	-0.122501224509529	0.00731491290872269	-0.022310144233499	0.0281877306918429	-0.0087609857675216	-0.0670140094920673	-0.0765164963289865	-0.0663434515131888	0.118565436294815	-0.0814631090354356	-0.054772924996482	0.0188776648401672	-0.0194316040401103	-0.126682007734363	-0.0119505093714047	-0.050246172727473	-0.0897196857507889	-0.0513054599694695	-0.0549264730554136	-0.112866569723149
g__Jonesia	-0.00503999463476245	-0.0237437011609986	-0.0178926431906993	0.016804314423126	-0.0436108796834668	0.00220256834938205	-0.00420820117576053	-0.0481429616037283	0.0219894058974777	-0.0359666527650513	-0.0239924474669746	-0.0175298528041995	0.0162991010400428	-0.0437896500425967	-0.0335153165069499	-0.0353939848788066	-0.108853519083342	-0.0118783215453733	-0.0483036195303891	0.0289754344503412	-0.00690829084641475	0.0371508499118711	-0.0437663287306621	0.00238395633109586	0.104059777733831	-0.0468421695286393	0.0317169842311015	0.0105878756183236	0.00687201325007199	-0.0942828816379598	-0.00904348651687453	-0.00738508211263393	-0.0233057643933437	-0.0184342014558869	-0.0348524050578689	-0.07189183092383
g__Jonquetella	0.0670243073860568	-0.0760209046727807	0.00764707479216624	0.0130450099395777	0.0157439743405167	0.0535294803955756	-0.00134948269904812	-0.00854672376063812	0.0940139613670193	-0.0440831103859694	-0.0409343085377931	0.0211418956184206	-0.0679243594798357	-0.0382353431396968	0.076920513845743	0.0850174271729409	-0.00134948269904812	0.0562284457936718	0.0130449994241319	-0.0175432750876256	-0.0724222381822493	0.0364360328742993	-0.0130449994241319	0.0301384469454081	-0.0737717803479566	-0.0121453491865515	0.0967129267651155	0.0130449994241319	-0.0184429302203244	0.0256401712819143	0.0175432750876256	-0.0931143062343205	0.0292387918127093	-0.0571281009263706	-0.00314879296444562	-0.0715225830495505
g__Klebsiella	-0.0591139588691962	-0.0485072695413418	-0.091873380646292	-0.0773635983192302	-0.0603690778054942	-0.00792694804045205	-0.0686415610338904	-0.0443794606394177	0.0640706864751274	-0.0178192061264049	0.0434593495269395	-0.0425858799915914	0.000239569500797779	0.0261298835513698	-0.00983925270279165	-0.00511997415767613	-0.0314682240610938	-0.053792578932974	-0.0136596218840954	-0.0325070591880854	0.0322696111590588	-0.0456303029351831	0.000265008960967239	-0.0648296721393376	0.0624552421935875	0.0198587195029923	0.00583231721296699	0.0195619014627577	-0.0158856971562202	-0.0318413566781357	-0.0458804713943362	-0.00475108065222066	-0.0729792277070021	0.0169796541470929	-0.0122900555738167	-0.0404658083038535
g__KM106-2	0.0736823894290336	0.0346632642617787	0.0563857951961792	0.0860038852279957	0.0179703773383745	0.096796400813137	0.0688004614640503	0.057878313707997	-0.0192763599424154	0.0941792503419157	-0.00685128319501898	0.0808731272755455	0.126130165838487	-0.0329970651306247	0.0585390842128116	0.0668181634149577	0.00732548320435653	0.017325143510551	0.0475599288053625	0.110237250258131	-0.00309914323042462	0.0403251395918629	0.0743172473650319	0.129990401466765	0.0678728462120184	0.0718763123519056	0.137738259542827	0.0486793517782249	-0.05026520098978	0.0225309785857375	0.0671394658029281	-0.0111942297286241	0.0503377561824655	0.0571138929279173	0.0711688702538564	-0.0433232238039041
g__Kocuria	0.00674741349524062	0.0661246922301702	-0.020242256802793	0.0517302118293598	0.0337370878725358	0.0517301701301781	0.0409343085377931	0.0184429302203244	-0.0400346534050943	0.0382353508449734	0.0229412058838181	0.0427336188031906	0.0742219822130655	-0.107508788357501	0.0229412058838181	0.0274394870769809	-0.0508305149974793	0.0319377572108056	-0.00944637889333686	0.0706229279168518	0.0130449994241319	0.0571281009263706	0.00674741349524062	0.0832180997746343	0.100311628156063	0.0238408706254529	0.105709478092103	-0.0355363777416006	-0.0193425853530231	-0.0562284457936718	0.0832180997746343	-0.0697232727841531	0.0319377572108056	-0.00404844809714437	0.0112456891587344	-0.0265398264146131
g__Lachnoclostridium	0.0253010321921957	0.0545978155039005	-0.0778906533916337	-0.00969389980831371	0.0167252776540069	0.069813642904766	0.0805284901102893	0.0525688283575454	-0.00550123835969187	0.0818759601885682	0.0637112329485369	0.0193074550249949	0.10188492913242	-0.0112797412057177	0.0704485008407644	0.0723479067147142	0.102836620604207	-0.038065563591085	0.124426972941914	-0.0302814279186807	0.00278560114774788	0.0602441312409214	0.08758966511272	0.0748354987413571	-0.00628380300325066	0.0544164164463919	0.119125261362108	-0.0840370519280108	-0.117819267893768	0.0418902587483649	0.0476998566769703	-0.0127930352245873	-0.0665901193440234	0.0754444441085392	0.109820057900189	-0.00118938690866631
g__Lachnoclostridium_A	0.257693777437308	0.145359319220764	0.207113259330193	0.163680266991059	0.117751608453502	0.0618339091191119	0.274400378158069	0.19595972627914	0.321367579593885	0.219667344181369	0.287528263614572	0.264615106552094	0.238856787096043	0.219821331828959	0.0640582755203709	0.0530096294636258	-0.00150272081306426	0.196727864440244	0.310717950415047	0.260800289874108	0.158941935445829	-0.0147017601202803	0.267338358474828	0.231766284517363	0.167860559090123	0.242077221906766	0.24180625456623	0.112602990169148	-0.0766306758014234	0.0702284463702462	0.197001159912299	-0.169047399380011	0.103757272819176	0.11689728677296	0.240339514961765	0.209172511216607
g__Lachnoclostridium_B	0.11665474284996	0.0157520938754707	0.107013574853216	0.177364557969871	-0.0285791616447955	-0.0241567429565466	0.217006818014948	0.191616300840692	0.0687056254088729	0.0592219805095495	0.198248290706159	0.281890202029983	0.105120515452685	0.0852263498895919	-0.0359503508004482	-0.0515738686183857	-0.187425257287689	0.17687227572347	0.1811189418972	0.219054375357635	0.125604341912366	-0.127130336420124	0.101909105482862	0.144104103116036	0.224609160298468	0.166082763428704	0.0777874289611213	0.0689514935149829	-0.0772755396254496	-0.0694093724798042	0.168379749500948	-0.0874641527176623	0.166473264022422	0.0678229186016909	0.098327492383036	0.0998833135135029
g__Lachnospira	0.0337222048804908	-0.0787775474460965	-0.0531532007526012	0.0147250528239995	-0.0130542611528969	-0.0959387563306082	5.17748280251529e-05	-0.0690942076594047	0.0124133648489495	-0.0265213111706016	-0.048728509089727	-0.00596809841965613	0.00719254517087902	-0.0544937061563116	0.00543355830328834	0.00498297837168323	-0.0492238682551568	0.02044545979123	-0.032790257976038	0.057113232590449	-0.093985306062416	-0.00571062359920672	0.0267815792857676	-0.11565796920981	-0.00906899813288426	-0.0896614444000457	-0.113992778794947	-0.049444960764021	-0.104916791374105	-0.0468254343298835	-0.0354965422301095	-0.0812514970075811	-0.0606870950438609	-0.0702472470727216	-0.0360254850677719	-0.0315000852344383
g__Lactobacillus	-0.0160397096206874	0.0804406856381914	-0.00327310494017332	0.0654093067883022	0.0627093596611284	0.0202193255092453	0.0911822950902569	0.0672222812361457	0.0325847138363465	0.0279284674804427	0.0760536240825934	0.0578781020843535	0.0961671734922937	0.00367884631980971	0.0382696551152981	0.0306540421584055	-0.0112356401132688	0.0719177501141972	0.0167787972372133	0.0678120429872919	0.0648556925211882	0.0676747838585085	0.0110048637758637	0.0951522514304534	0.135468835940915	0.0188919920979646	-0.012795265818346	-0.0101948840818343	0.0737971443390775	-0.00955383870015363	0.00944825475493564	-0.0673233401551401	0.113004988224741	0.0432562340137363	0.0224999387259539	-0.0515159152139323
g__Lactococcus	-0.0609982132074969	-0.0155149522837299	-0.0474721207699625	0.0553703424676507	-0.0745832622589977	-0.0342495170282239	0.0996264286954958	0.0920575356435989	0.089202182698401	0.000851822603121712	-0.0122253996912628	0.118999409696097	0.0204732946326383	0.00693048617561878	-0.0545479120310383	-0.0495234575179919	-0.000270449022515519	0.0124995282923159	0.0465779449185401	0.0204842137189646	-0.0254755620052544	-0.0665267799602801	-0.0026492965470908	-0.0223350417233905	-0.0952754038752578	0.0166151435832959	0.0363983908941975	-0.0453342473728225	-0.0832339063103715	-0.0699359094753907	0.0120634982356072	-0.0197243807509448	-0.145507093481156	0.0302884507324693	0.0472016334806678	0.0827500417326737
g__Lapidilactobacillus	-0.0634256868552618	-0.0607267581705645	-0.0463322766819484	-0.106609219161376	-0.10391023064741	-0.0796194792438393	-0.0274394815473118	-0.0706229279168518	-0.0211418956184206	-0.0967129462549328	-0.0319377572108056	-0.0814187895092368	-0.0886165484604479	-0.0535294803955756	-0.0796194792438393	-0.0706229421489509	-0.080519134376538	-0.0868167203054293	-0.0391349982723956	-0.0904153408362243	-0.080519134376538	-0.110207753755597	-0.0778201689784418	-0.0634256868552618	0.0175432892290872	-0.0553288129609568	-0.0382353431396968	-0.0679239625187555	-0.0670243073860568	-0.0814187895092368	-0.0823184446419355	0.0931143062343205	-0.102110857561308	-0.0175432750876256	-0.0751212035803455	-0.0580277560590693
g__Lawsonibacter	0.0389699792230509	-0.0635279280855265	0.099452544080048	0.0667817225575997	-0.00454271842058095	-0.0800627943485087	0.0767618590835169	0.0530394600814553	0.110528935579367	-0.0237590808485466	0.0697537195978421	0.0920332189358414	0.0721941735141559	0.0527621653974121	-0.0494563935972335	-0.0467902630047917	-0.107979275446725	0.0848985234461119	0.0652718636580731	0.127532581117764	-0.0198471251836372	-0.141643172525256	0.0544517283560012	0.0452405470927386	0.139332630154335	0.0323681217388667	0.0330734367411426	0.00765744433450284	-0.0277355140733098	-0.0701204901828412	0.0468188697420313	-0.0901961416540547	0.0459797308871213	-0.0422886484503943	0.0176722965279723	0.0268802534344438
g__Lentihominibacter	0.126303862114199	0.0600275439045571	0.112200634714727	-0.234504077868314	0.0300444010914821	-0.0503952819911484	-0.112128907567217	-0.184122022907013	0.303646470887184	0.0581854688334901	0.167403079410477	-0.227971785867556	0.0218900770238904	0.173525865948967	-0.00618809491152373	-0.0241104386366207	-0.0949452114625836	0.0460216460637448	0.0921956783312341	0.110903236473313	0.00423896904967587	-0.0561388749528792	0.0798468268968983	-0.080604201517502	0.248083927140934	-0.0206728928626697	0.0600426956076088	-0.0397267289296627	-0.0701796688885905	0.0250374076617366	-0.189099128451903	0.0473252821921236	-0.340330538406534	0.0706580906910441	0.0502651715115393	0.00258195893387638
