Breed,Best_Hit_ARO,Total_Abundance
JRD,vanRG,0
JRD,vanRI,0
JRD,vanSB,0
JRD,vanTC,0.0716939375
JRD,vanTE,0.045604625
JRD,vanTG,1.717858375
JRD,vanTN,0.0071175625
JRD,vanTmL,0.00228725
JRD,vanTrL,0.0083138125
JRD,vanUG,0.0173488125
JRD,vanWB,0.85858231249999994
JRD,vanWG,0.6951289375
JRD,vanWI,6.796372875
JRD,vanXA,0
JRD,vanXB,0
JRD,vanXF,0.0916721875
JRD,vanXI,0
JRD,vanXO,0
JRD,vanXP,0.002926125
JRD,vanXYC,0.069763875
JRD,vanXYE,0
JRD,vanXYG,2.2646095625
JRD,vanXYN,0.0068189375
JRD,vanYA,21.444399
JRD,vanYB,9.846345375
JRD,vanYF,1.4287699999999999
JRD,vanYG,4.18137725
JRD,vanYM,2.8231154375
JRD,vatE,0.0643360625
JRD,ykkC,0.1537283125
JRD,ykkD,0.068655125
JYP,23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(A),0.002219
JYP,AAC(3)-IIc,0.023562
JYP,AAC(3)-IVa,0.003272625
JYP,AAC(3)-VIIa,0
JYP,AAC(6')-IIa,0.0470475
JYP,AAC(6')-Ia,0
JYP,AAC(6')-Iaj,0
JYP,AAC(6')-Ib',0.005295625
JYP,AAC(6')-Ib-cr3,0.0035745
JYP,AAC(6')-Ib-cr6,0.0053615
JYP,AAC(6')-Ib7,0.067189625
JYP,AAC(6')-Ib8,0.039515375000000005
JYP,AAC(6')-Ib9,0
JYP,AAC(6')-Ie-APH(2'')-Ia bifunctional protein,0.051576750000000005
JYP,AAC(6')-Ii,0.43789849999999997
JYP,AAC(6')-Iid,0.006617625
JYP,AAC(6')-Il,0
JYP,AAC(6')-Im,0
JYP,AAC(6')-Iy,0
JYP,ACI-1,0.00124
JYP,ACT-56,0.006086375
JYP,ACT-77,0
JYP,ADC-43,0
JYP,ANT(2'')-Ia,0.126358125
JYP,ANT(3'')-IIa,0.145209875
JYP,ANT(3'')-IIb,0.008720625
JYP,ANT(4')-Ia,0.082883
JYP,ANT(4')-Ib,0
JYP,ANT(6)-Ia,2.2211807500000003
JYP,ANT(6)-Ib,0.62296
JYP,ANT(9)-Ia,0
JYP,ANT(9)-Ib,0
JYP,APH(2'')-IIIa,0.0013825
JYP,APH(2'')-IIa,0
JYP,APH(2'')-Ie,0
JYP,APH(2'')-If,0.048163125
JYP,APH(2'')-Ig,0
JYP,APH(3'')-Ib,0.225173875
JYP,APH(3')-IIIa,2.19145775
JYP,APH(3')-IIa,0
JYP,APH(3')-Ia,0.096315
JYP,APH(3')-Ib,0.00270425
JYP,APH(3')-VIIa,0
JYP,APH(3')-VIa,0.003297625
JYP,APH(4)-Ia,0
JYP,APH(6)-Ic,0
JYP,APH(6)-Id,0.00343025
JYP,Acinetobacter baumannii AbaQ,0
JYP,Acinetobacter baumannii AmvA,8.80125e-4
JYP,AcrE,0.0306645
JYP,AcrS,0.01704125
JYP,ArnT,0.0720335
JYP,BLMT,0
JYP,BRO-2,0
JYP,BRP(MBL),0.0165735
JYP,BcI,0
JYP,BcIII,0
JYP,Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin,0
JYP,CARB-3,0.0168235
JYP,CARB-4,0
JYP,CARB-8,0
JYP,CARB-9,0
JYP,CDD-2,0
JYP,CMH-4,0
JYP,CMY-59,0
JYP,CTX-M-55,0
JYP,CTX-M-65,0
JYP,Campylobacter coli chloramphenicol acetyltransferase,0.37661412499999997
JYP,Campylobacter jejuni gyrA conferring resistance to fluoroquinolones,0.021553375
JYP,CblA-1,0
JYP,CcrA,0
JYP,CfxA6,0
JYP,Clostridioides difficile gyrB conferring resistance to fluoroquinolones,0
JYP,Clostridium perfringens mprF,0.552073875
JYP,Corynebacterium striatum tetA,0
JYP,CrcB,0
JYP,DHA-1,0
JYP,DfrA37,0
JYP,DfrB9,0
JYP,EBR-5,0.0016995
JYP,EC-14,0.029070625
JYP,EC-15,0.0294805
JYP,EreA,9.9375e-4
JYP,EreD,0.042552374999999996
JYP,Erm(34),0
JYP,Erm(35),0.37745475
JYP,Erm(36),0.025875375
JYP,Erm(42),0
JYP,Erm(48),0
JYP,Erm(49),0
JYP,Erm(51),0.00404
JYP,Erm(52),0.37587775
JYP,ErmA,3.91642425
JYP,ErmB,5.9418331250000005
JYP,ErmC,0.039328749999999996
JYP,ErmF,0.1013975
JYP,ErmG,0.062935125
JYP,ErmQ,1.481650125
JYP,ErmT,0.00690575
JYP,ErmX,0.082432875
JYP,ErmY,0.0029035
JYP,"Escherichia coli AcrAB-TolC with AcrR mutation conferring resistance to ciprofloxacin, tetracycline, and ceftazidime",0.019966125
JYP,Escherichia coli AcrAB-TolC with MarR mutations conferring resistance to ciprofloxacin and tetracycline,0.0993425
JYP,Escherichia coli EF-Tu mutants conferring resistance to Pulvomycin,0.044627125
JYP,Escherichia coli acrA,0.024134
JYP,Escherichia coli ampC beta-lactamase,0.001210375
JYP,Escherichia coli emrE,0.07843625
JYP,Escherichia coli mdfA,0.0337965
JYP,Escherichia coli parE conferring resistance to fluoroquinolones,0
JYP,Escherichia coli soxR with mutation conferring antibiotic resistance,0.0049385
JYP,Escherichia coli soxS with mutation conferring antibiotic resistance,0.14369
JYP,EstT,0.02430775
JYP,FosA2,0
JYP,FosA3,0
JYP,FosA7.5,0.0074035
JYP,FosA8,0
JYP,FosB3,0.006822125
JYP,FosBx1,0.153424875
JYP,FosD,0.007562375
JYP,FosG,0
JYP,FosI,0.6743472500000001
JYP,FosK,0
JYP,FosXCC,0.22965075000000001
JYP,FusF,0
JYP,H-NS,0.08047425
JYP,Haemophilus influenzae PBP3 conferring resistance to beta-lactam antibiotics,0.077128
JYP,HelR,0
JYP,Helicobacter pylori rpoB mutation conferring resistance to rifampicin,0.034465875
JYP,ICR-Mo,0
JYP,Klebsiella pneumoniae KpnE,0.052912875
JYP,Klebsiella pneumoniae KpnF,0.20250725
JYP,Klebsiella pneumoniae KpnG,0
JYP,Klebsiella pneumoniae KpnH,0.029476625
JYP,Klebsiella pneumoniae OmpK37,0
JYP,Limosilactobacillus reuteri cat-TC,0
JYP,LlmA 23S ribosomal RNA methyltransferase,0
JYP,LnuH,0.02581675
JYP,LnuP,0.14675325
JYP,LptD,0
JYP,MCR-1.1,0
JYP,Mef(En2),0.888195125
JYP,Morganella morganii gyrB conferring resistance to fluoroquinolones,0
JYP,Mrx,7.78375e-4
JYP,Mycobacterium tuberculosis folC with mutation conferring resistance to para-aminosalicylic acid,0.00838725
JYP,Mycobacterium tuberculosis intrinsic murA conferring resistance to fosfomycin,0
JYP,Mycobacterium tuberculosis rpsL mutations conferring resistance to Streptomycin,0.104026625
JYP,NDM-5,0
JYP,Neisseria gonorrhoeae gyrA conferring resistance to fluoroquinolones,3.3075e-4
JYP,OXA-1,0.007834
JYP,OXA-10,0.0378765
JYP,OXA-136,0.010051875
JYP,OXA-140,0
JYP,OXA-184,0
JYP,OXA-193,0
JYP,OXA-21,0
JYP,OXA-334,0.007617
JYP,OXA-347,0.01384275
JYP,OXA-58,0
JYP,OXA-820,0
JYP,OXA-912,0
JYP,OmpA,0
JYP,PC1 beta-lactamase (blaZ),0.00549525
JYP,PmrF,0.022731625
JYP,QnrA3,0
JYP,QnrB6,0
JYP,QnrD1,0.002591875
JYP,QnrS1,0.0577415
JYP,QnrVC5,0
JYP,RCP-1,0
JYP,RanA,0
JYP,RanB,0
JYP,RbpA,0
JYP,Rhodobacter sphaeroides ampC beta-lactamase,0.0065693750000000006
JYP,SAT-2,0
JYP,SAT-4,0.76961325
JYP,SHV-11,0
JYP,Sed-1,0
JYP,Staphylococcus intermedius chloramphenicol acetyltransferase,0.0136755
JYP,Streptococcus suis chloramphenicol acetyltransferase,1.64322075
JYP,Streptomyces rimosus otr(A),0.002701875
JYP,Streptomyces venezuelae rox,0
JYP,TEM-1,0.012305125
JYP,TRU-1,0
JYP,TolC,0.010599375
JYP,VEB-17,0
JYP,Vibrio anguillarum chloramphenicol acetyltransferase,0.109582625
JYP,Vibrio cholerae varG,0
JYP,YojI,0.001455375
JYP,aad(6),0.6139147500000001
JYP,aadA11,0.008037875
JYP,aadA15,0
JYP,aadA16,0.034362125
JYP,aadA17,0
JYP,aadA2,0.09064425
JYP,aadA27,0
JYP,aadA5,0.12666225
JYP,aadA7,0.001633875
JYP,aadA9,0.010255375
JYP,aadK,0.01008375
JYP,aadS,0.08099825
JYP,abeS,0.01484775
JYP,acrB,0.018104375
JYP,acrD,0.021519125
JYP,adeF,0.560755625
JYP,adeL,0.008808375
JYP,almE,0
JYP,almF,0
JYP,almG,0
JYP,aphA15,0
JYP,apmA,0
JYP,armA,0
JYP,arr-2,0.0752405
JYP,arr-3,0.016568
JYP,arr-8,0
JYP,bacA,0
JYP,baeR,0.049993375
JYP,baeS,0.0023327499999999998
JYP,catA4,0
JYP,catA8,3.898355375
JYP,catB11,0
JYP,catB2,0.0053635
JYP,catB3,0.003441
JYP,catB8,0.001962125
JYP,catII from Escherichia coli K-12,0
JYP,catIII,0
JYP,catP,0.0719545
JYP,catQ,0.011497
JYP,catS,0.0373615
JYP,cepA,0
JYP,cfr(D),0
JYP,cfrA,0.01877675
JYP,cfrC,0.018755375
JYP,cfrE,0.251602625
JYP,clbC,0
JYP,clcD,0
JYP,cmeR,0.002548875
JYP,cmlA5,0.005225875
JYP,cphA3,0
JYP,cpxA,0.01585975
JYP,dfrA1,0.015427125
JYP,dfrA10,0
JYP,dfrA12,0.043167750000000005
JYP,dfrA14,0.040168875
JYP,dfrA15,0.003735125
JYP,dfrA16,0.018535375
JYP,dfrA17,0.085099375
JYP,dfrA19,0.0129405
JYP,dfrA20,0.01227325
JYP,dfrA27,0.02961175
JYP,dfrA6 from Proteus mirabilis,0.025325125
JYP,dfrD,0.00432675
JYP,dfrE,0
JYP,dfrF,0
JYP,dfrG,0.179735125
JYP,dfrL,0
JYP,efmA,0.139609875
JYP,efrA,0
JYP,emrA,0.036649375
JYP,emrK,0.0049565
JYP,emrR,0.07347775
JYP,emrY,0.005614375
JYP,emtA,0
JYP,eptA,0.01678
JYP,eptB,0
JYP,erm(45),0.003601875
JYP,evgA,0.024051875
JYP,evgS,0.026953125
JYP,fexA,14.816803625
JYP,fexB,4.0101795000000005
JYP,fosA5,0
JYP,fusC,0.005249
JYP,fusD,0
JYP,gadX,0.05717
JYP,golS,0
JYP,kdpE,0.00695275
JYP,leuO,0
JYP,linG,0.002579625
JYP,lnuA,17.360155
JYP,lnuB,2.772656
JYP,lnuC,35.070306
JYP,lnuD,0.027916125
JYP,lnuE,0
JYP,lnuF,0.006223375
JYP,lnuG,0.028851625
JYP,lsaE,0.007930875
JYP,marA,0.0760665
JYP,mdeA,0.001413375
JYP,mdtA,0.00946675
JYP,mdtB,0.005058375
JYP,mdtC,0
JYP,mdtE,0.0244465
JYP,mdtF,0.045676125
JYP,mdtG,0.0059955
JYP,mdtH,0.0045520000000000005
JYP,mdtM,0.020123375
JYP,mdtN,0.044146
JYP,mdtO,0.01430675
JYP,mdtP,0.014202625
JYP,mecA,0.002286875
JYP,mecB,0
JYP,mecI,0.01008225
JYP,mecR1,0
JYP,mefF,0.002984125
JYP,mefH,0.108765125
JYP,mphA,0
JYP,mphC,0.034526125000000005
JYP,mphE,0.05281475
JYP,mphF,0
JYP,mphG,0.027834375
JYP,mphK,0
JYP,mphO,0.0041252500000000004
JYP,msbA,0.013896875
JYP,msr(G),0.00331025
JYP,msr(I),7.96625e-4
JYP,msrA,0.009978
JYP,nimA,0.5475075
JYP,nimB,0.0713455
JYP,nimC,0
JYP,nimD,0
JYP,nimE,0.125292625
JYP,nimF,0.055956125
JYP,nimG,0.89290725
JYP,nimH,0
JYP,nimI,0.103511
JYP,nimJ,0.511025375
JYP,nimK,0.065498875
JYP,norC,0.0043411249999999995
JYP,npmA,0
JYP,oqxA,0
JYP,patB,0.00112425
JYP,poxtA,3.596488125
JYP,qacEdelta1,1.0142175
JYP,qacG,34.432475875
JYP,qacJ,8.665053875
JYP,qacL,0
JYP,ramA,0
JYP,rgt1438,0
JYP,rmtB,0
JYP,rsmA,0
JYP,salC,0.030464250000000002
JYP,salD,0
JYP,salE,0.05254325
JYP,sdiA,0
JYP,sdrM,0.16699025
JYP,sepA,0.327993875
JYP,spd,0
JYP,sul1,0.237232
JYP,sul2,0.241943375
JYP,sul3,0
JYP,sul4,0.007755875
JYP,tet(32),2.485888375
JYP,tet(33),0.048363375
JYP,tet(36),0.096043375
JYP,tet(40),1.549866375
JYP,tet(44),5.248171
JYP,tet(45),31.644987375
JYP,tet(59),0.018294249999999998
JYP,tet(A),0.152738375
JYP,tet(B),0
JYP,tet(C),0.008110125
JYP,tet(D),0
JYP,tet(K),0.3396435
JYP,tet(M),21.668344375
JYP,tet(O),12.710505999999999
JYP,tet(O/32/O),0.644774625
JYP,tet(O/W/32/O),32.4083615
JYP,tet(Q),10.28321275
JYP,tet(R),0
JYP,tet(S),1.537462375
JYP,tet(T),0
JYP,tet(W),192.934488625
JYP,tet(W/N/W),28.282145125
JYP,tet(X),0.03649325
JYP,tet(X1),0
JYP,tet(X3),0
JYP,tet(X5),0
JYP,tet(Z),0.054159874999999996
JYP,tetB(P),2.270772875
JYP,tmrB,0.012139625
JYP,ugd,0.00344375
JYP,vanB,0
JYP,vanC,0
JYP,vanE,0
JYP,vanF,0.040069125
JYP,vanG,2.20774075
JYP,vanHA,0
JYP,vanHB,0.004601625
JYP,vanHD,0.114761375
JYP,vanHF,0.18086812500000002
JYP,vanHM,0
JYP,vanHO,0.736394
JYP,vanHP,0
JYP,vanI,0
JYP,vanRB,0
JYP,vanRC,0.004532625
JYP,vanRG,0.0070617499999999995
JYP,vanRI,0
JYP,vanSB,0
JYP,vanTC,0.002840375
JYP,vanTE,0.179887625
JYP,vanTG,1.271635875
JYP,vanTN,0.01700675
JYP,vanTmL,0
JYP,vanTrL,0.072438625
JYP,vanUG,0.19744024999999998
JYP,vanWB,0.5274378750000001
JYP,vanWG,0.774296
JYP,vanWI,5.3355425
JYP,vanXA,0
JYP,vanXB,0
JYP,vanXF,0.1370365
JYP,vanXI,0
JYP,vanXO,0
JYP,vanXP,0
JYP,vanXYC,0.008063375
JYP,vanXYE,0
JYP,vanXYG,1.27049475
JYP,vanXYN,0.009752625000000001
JYP,vanYA,12.791129125000001
JYP,vanYB,10.068006875
JYP,vanYF,2.5986526249999997
JYP,vanYG,5.1078663749999995
JYP,vanYM,3.0625210000000003
JYP,vatE,0.3146545
JYP,ykkC,0.020001625
JYP,ykkD,0.07922362499999999
LCW,23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(A),0.0077134
LCW,AAC(3)-IIc,0.0110636
LCW,AAC(3)-IVa,0
LCW,AAC(3)-VIIa,0
LCW,AAC(6')-IIa,0.0052003
LCW,AAC(6')-Ia,0
LCW,AAC(6')-Iaj,0
LCW,AAC(6')-Ib',0.011953700000000001
LCW,AAC(6')-Ib-cr3,0.0064957999999999995
LCW,AAC(6')-Ib-cr6,0.0764602
LCW,AAC(6')-Ib7,0.008750299999999999
LCW,AAC(6')-Ib8,0.006457200000000001
LCW,AAC(6')-Ib9,0.0022075999999999997
LCW,AAC(6')-Ie-APH(2'')-Ia bifunctional protein,0.020354
LCW,AAC(6')-Ii,0.0150896
LCW,AAC(6')-Iid,0.0057934
LCW,AAC(6')-Il,0
LCW,AAC(6')-Im,0.004115
LCW,AAC(6')-Iy,0
LCW,ACI-1,0.0125609
LCW,ACT-56,0
LCW,ACT-77,0
LCW,ADC-43,0
LCW,ANT(2'')-Ia,0.012624199999999999
LCW,ANT(3'')-IIa,0.2666559
LCW,ANT(3'')-IIb,0
LCW,ANT(4')-Ia,0.0128562
LCW,ANT(4')-Ib,0
LCW,ANT(6)-Ia,4.4597142
LCW,ANT(6)-Ib,1.5825013000000001
LCW,ANT(9)-Ia,0
LCW,ANT(9)-Ib,0
LCW,APH(2'')-IIIa,0
LCW,APH(2'')-IIa,0
LCW,APH(2'')-Ie,0
LCW,APH(2'')-If,0.2102742
LCW,APH(2'')-Ig,0
LCW,APH(3'')-Ib,0.4978979
LCW,APH(3')-IIIa,5.0894663
LCW,APH(3')-IIa,0
LCW,APH(3')-Ia,0.0313256
LCW,APH(3')-Ib,0
LCW,APH(3')-VIIa,0
LCW,APH(3')-VIa,0
LCW,APH(4)-Ia,0
LCW,APH(6)-Ic,0.006365
LCW,APH(6)-Id,0.013943800000000001
LCW,Acinetobacter baumannii AbaQ,0
LCW,Acinetobacter baumannii AmvA,0
LCW,AcrE,0.9232298
LCW,AcrS,0.8893617
LCW,ArnT,1.0843823000000001
LCW,BLMT,0.0309492
LCW,BRO-2,0.0026056
LCW,BRP(MBL),0
LCW,BcI,0
LCW,BcIII,0
LCW,Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin,0
LCW,CARB-3,8.08e-4
LCW,CARB-4,0
LCW,CARB-8,0
LCW,CARB-9,0
LCW,CDD-2,0
LCW,CMH-4,0
LCW,CMY-59,0
LCW,CTX-M-55,0
LCW,CTX-M-65,0
LCW,Campylobacter coli chloramphenicol acetyltransferase,0.8998406
LCW,Campylobacter jejuni gyrA conferring resistance to fluoroquinolones,0
LCW,CblA-1,0
LCW,CcrA,0
LCW,CfxA6,0
LCW,Clostridioides difficile gyrB conferring resistance to fluoroquinolones,0
LCW,Clostridium perfringens mprF,0.005015400000000001
LCW,Corynebacterium striatum tetA,0
LCW,CrcB,0
LCW,DHA-1,0
LCW,DfrA37,0
LCW,DfrB9,0
LCW,EBR-5,0.0032906000000000003
LCW,EC-14,0.386776
LCW,EC-15,0.6025086
LCW,EreA,0.001072
LCW,EreD,0.0029667
LCW,Erm(34),0
LCW,Erm(35),4.4307853999999995
LCW,Erm(36),0.0041445
LCW,Erm(42),0.0017936
LCW,Erm(48),0
LCW,Erm(49),0
LCW,Erm(51),0
LCW,Erm(52),1.0862612
LCW,ErmA,4.368166
LCW,ErmB,5.9249295
LCW,ErmC,0.0048167
LCW,ErmF,0.6425149
LCW,ErmG,0.117439
LCW,ErmQ,0.250212
LCW,ErmT,0.10341600000000001
LCW,ErmX,0.0403777
LCW,ErmY,0
LCW,"Escherichia coli AcrAB-TolC with AcrR mutation conferring resistance to ciprofloxacin, tetracycline, and ceftazidime",0.6533508
LCW,Escherichia coli AcrAB-TolC with MarR mutations conferring resistance to ciprofloxacin and tetracycline,0.9562851
LCW,Escherichia coli EF-Tu mutants conferring resistance to Pulvomycin,0.3407207
LCW,Escherichia coli acrA,0.26573349999999996
LCW,Escherichia coli ampC beta-lactamase,0.0357826
LCW,Escherichia coli emrE,0.6078117
LCW,Escherichia coli mdfA,0.6482178
LCW,Escherichia coli parE conferring resistance to fluoroquinolones,0
LCW,Escherichia coli soxR with mutation conferring antibiotic resistance,0.0065593
LCW,Escherichia coli soxS with mutation conferring antibiotic resistance,3.884382
LCW,EstT,0.1904577
LCW,FosA2,0
LCW,FosA3,0.0066347
LCW,FosA7.5,0
LCW,FosA8,0
LCW,FosB3,0.0081283
LCW,FosBx1,0.0609011
LCW,FosD,0.027366
LCW,FosG,0
LCW,FosI,0.0916454
LCW,FosK,0
LCW,FosXCC,0.3193685
LCW,FusF,0
LCW,H-NS,1.1526135
LCW,Haemophilus influenzae PBP3 conferring resistance to beta-lactam antibiotics,0.4813148
LCW,HelR,0
LCW,Helicobacter pylori rpoB mutation conferring resistance to rifampicin,0.2484703
LCW,ICR-Mo,0
LCW,Klebsiella pneumoniae KpnE,1.4856642
LCW,Klebsiella pneumoniae KpnF,1.5878858999999999
LCW,Klebsiella pneumoniae KpnG,0
LCW,Klebsiella pneumoniae KpnH,0.6861215
LCW,Klebsiella pneumoniae OmpK37,0
LCW,Limosilactobacillus reuteri cat-TC,0
LCW,LlmA 23S ribosomal RNA methyltransferase,0
LCW,LnuH,0.0269818
LCW,LnuP,1.0090556
LCW,LptD,0
LCW,MCR-1.1,0
LCW,Mef(En2),10.5246025
LCW,Morganella morganii gyrB conferring resistance to fluoroquinolones,0
LCW,Mrx,0.046015
LCW,Mycobacterium tuberculosis folC with mutation conferring resistance to para-aminosalicylic acid,0.002669
LCW,Mycobacterium tuberculosis intrinsic murA conferring resistance to fosfomycin,0
LCW,Mycobacterium tuberculosis rpsL mutations conferring resistance to Streptomycin,0.0273925
LCW,NDM-5,0
LCW,Neisseria gonorrhoeae gyrA conferring resistance to fluoroquinolones,0.0012271
LCW,OXA-1,0.016167
LCW,OXA-10,0.4925326
LCW,OXA-136,0.1882751
LCW,OXA-140,0.0340809
LCW,OXA-184,0
LCW,OXA-193,0
LCW,OXA-21,0.001723
LCW,OXA-334,0
LCW,OXA-347,0.0266431
LCW,OXA-58,0
LCW,OXA-820,0
LCW,OXA-912,0
LCW,OmpA,0
LCW,PC1 beta-lactamase (blaZ),0
LCW,PmrF,0.2758432
LCW,QnrA3,0
LCW,QnrB6,0.0451139
LCW,QnrD1,0
LCW,QnrS1,1.385526
LCW,QnrVC5,0
LCW,RCP-1,0
LCW,RanA,0
LCW,RanB,0
LCW,RbpA,0
LCW,Rhodobacter sphaeroides ampC beta-lactamase,0
LCW,SAT-2,0
LCW,SAT-4,2.2071904
LCW,SHV-11,0
LCW,Sed-1,0
LCW,Staphylococcus intermedius chloramphenicol acetyltransferase,0
LCW,Streptococcus suis chloramphenicol acetyltransferase,0.2975813
LCW,Streptomyces rimosus otr(A),0.0031517
LCW,Streptomyces venezuelae rox,0
LCW,TEM-1,0.5464933
LCW,TRU-1,0
LCW,TolC,0.4371037
LCW,VEB-17,0
LCW,Vibrio anguillarum chloramphenicol acetyltransferase,0.5421706000000001
LCW,Vibrio cholerae varG,0
LCW,YojI,0.028166999999999998
LCW,aad(6),1.3437397
LCW,aadA11,0
LCW,aadA15,0
LCW,aadA16,0.0312362
LCW,aadA17,0
LCW,aadA2,0.0292422
LCW,aadA27,0
LCW,aadA5,0.1420512
LCW,aadA7,0
LCW,aadA9,0
LCW,aadK,0.0057438
LCW,aadS,0.093739
LCW,abeS,0
LCW,acrB,0.6068292
LCW,acrD,0.3617326
LCW,adeF,3.8375699
LCW,adeL,0
LCW,almE,0
LCW,almF,0
LCW,almG,0
LCW,aphA15,0
LCW,apmA,0
LCW,armA,0
LCW,arr-2,0.6481426
LCW,arr-3,0.15038490000000002
LCW,arr-8,0
LCW,bacA,0
LCW,baeR,0.36015600000000003
LCW,baeS,0.0184928
LCW,catA4,0
LCW,catA8,3.299124
LCW,catB11,0
LCW,catB2,0
LCW,catB3,0.02729
LCW,catB8,0
LCW,catII from Escherichia coli K-12,0.0050887
LCW,catIII,0
LCW,catP,0.4201872
LCW,catQ,0.0022075999999999997
LCW,catS,0.0016422
LCW,cepA,0
LCW,cfr(D),0
LCW,cfrA,0
LCW,cfrC,0
LCW,cfrE,0.7832934
LCW,clbC,0
LCW,clcD,0
LCW,cmeR,0
LCW,cmlA5,0.200381
LCW,cphA3,0
LCW,cpxA,0.3426096
LCW,dfrA1,0.0251828
LCW,dfrA10,0
LCW,dfrA12,0.094395
LCW,dfrA14,0.8826407
LCW,dfrA15,0
LCW,dfrA16,0
LCW,dfrA17,0.2159359
LCW,dfrA19,0
LCW,dfrA20,0
LCW,dfrA27,0.0974417
LCW,dfrA6 from Proteus mirabilis,0
LCW,dfrD,0
LCW,dfrE,0
LCW,dfrF,0.0042239
LCW,dfrG,0.2803688
LCW,dfrL,0
LCW,efmA,4.841e-4
LCW,efrA,0
LCW,emrA,0.5405729
LCW,emrK,0.0466605
LCW,emrR,1.7607006
LCW,emrY,0.31404719999999997
LCW,emtA,0
LCW,eptA,0.6362607
LCW,eptB,0
LCW,erm(45),0
LCW,evgA,0.4602055
LCW,evgS,0.3919036
LCW,fexA,16.1794167
LCW,fexB,2.1419648
LCW,fosA5,0
LCW,fusC,0.0045909
LCW,fusD,0
LCW,gadX,1.4223777
LCW,golS,0
LCW,kdpE,0.07008149999999999
LCW,leuO,0.0476056
LCW,linG,0.0019885
LCW,lnuA,0.2224836
LCW,lnuB,4.8833885
LCW,lnuC,44.1528002
LCW,lnuD,0.022103900000000003
LCW,lnuE,0
LCW,lnuF,0
LCW,lnuG,0.0020661
LCW,lsaE,0.013470399999999999
LCW,marA,0.9124508
LCW,mdeA,0
LCW,mdtA,0.2687345
LCW,mdtB,0.1711965
LCW,mdtC,0
LCW,mdtE,0.7348947
LCW,mdtF,0.9431983
LCW,mdtG,0.21423
LCW,mdtH,0.1125726
LCW,mdtM,0.2913006
LCW,mdtN,1.2559468
LCW,mdtO,0.2812718
LCW,mdtP,0.3910994
LCW,mecA,0
LCW,mecB,8.935999999999999e-4
LCW,mecI,0
LCW,mecR1,0
LCW,mefF,0
LCW,mefH,0.2695299
LCW,mphA,0.013647600000000001
LCW,mphC,0
LCW,mphE,0.0143674
LCW,mphF,0
LCW,mphG,0.0150215
LCW,mphK,0
LCW,mphO,0
LCW,msbA,0.4492482
LCW,msr(G),0.010265
LCW,msr(I),0.0014517
LCW,msrA,0
LCW,nimA,5.4285627000000005
LCW,nimB,0.0672411
LCW,nimC,0
LCW,nimD,0
LCW,nimE,0.1494315
LCW,nimF,0.2586604
LCW,nimG,1.9411646
LCW,nimH,0.06423809999999999
LCW,nimI,0.3553214
LCW,nimJ,0.9514781
LCW,nimK,0.220978
LCW,norC,0.0021598
LCW,npmA,0
LCW,oqxA,0
LCW,patB,0.004112
LCW,poxtA,2.7397697
LCW,qacEdelta1,0.2985296
LCW,qacG,11.6348052
LCW,qacJ,3.2013881
LCW,qacL,0.176841
LCW,ramA,0
LCW,rgt1438,0
LCW,rmtB,0
LCW,rsmA,0
LCW,salC,0.0042521
LCW,salD,0
LCW,salE,0.003672
LCW,sdiA,0
LCW,sdrM,0.0149518
LCW,sepA,0.0543238
LCW,spd,0
LCW,sul1,0.0761535
LCW,sul2,0.4786837
LCW,sul3,0
LCW,sul4,0
LCW,tet(32),6.2326343
LCW,tet(33),0
LCW,tet(36),0.0503518
LCW,tet(40),7.9979825
LCW,tet(44),11.3028918
LCW,tet(45),16.4475086
LCW,tet(59),0
LCW,tet(A),2.3323696
LCW,tet(B),0.0020279
LCW,tet(C),0.0260344
LCW,tet(D),0
LCW,tet(K),0.0135205
LCW,tet(M),18.7752866
LCW,tet(O),24.460227
LCW,tet(O/32/O),1.0399434
LCW,tet(O/W/32/O),9.1948914
LCW,tet(Q),79.18732609999999
LCW,tet(R),0.026397300000000002
LCW,tet(S),0.0449333
LCW,tet(T),9.46e-4
LCW,tet(W),68.4417525
LCW,tet(W/N/W),6.4072952
LCW,tet(X),0
LCW,tet(X1),0.0068587
LCW,tet(X3),0.0051787
LCW,tet(X5),0
LCW,tet(Z),0
LCW,tetB(P),1.7077409
LCW,tmrB,0.0077788
LCW,ugd,0.0564225
LCW,vanB,0
LCW,vanC,0
LCW,vanE,0
LCW,vanF,0.0417235
LCW,vanG,6.2893400999999995
LCW,vanHA,0.0014401000000000001
LCW,vanHB,0
LCW,vanHD,0.3754627
LCW,vanHF,0.11094699999999999
LCW,vanHM,0.0075172
LCW,vanHO,1.5863121
LCW,vanHP,4.4689999999999997e-4
LCW,vanI,0.0014588000000000001
LCW,vanRB,0
LCW,vanRC,0
LCW,vanRG,0.0040671
LCW,vanRI,0
LCW,vanSB,0
LCW,vanTC,0
LCW,vanTE,0.0099442
LCW,vanTG,4.7188016
LCW,vanTN,0.0086739
LCW,vanTmL,0.0018111
LCW,vanTrL,0.0172563
LCW,vanUG,0.0414169
LCW,vanWB,2.3907473
LCW,vanWG,1.8958026000000001
LCW,vanWI,8.94826
LCW,vanXA,0
LCW,vanXB,0.0278448
LCW,vanXF,0.1157581
LCW,vanXI,0
LCW,vanXO,0
LCW,vanXP,0
