IID	class	class1	class2	color1	color
LIPID-P-0834	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-0833	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-0829	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-0828	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-0827	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-0824	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-0823	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-2273	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-2275	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-2284	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-2286	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-2289	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-2304	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-2307	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-2309	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-2313	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-2314	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-2315	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-2317	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-0840	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-0844	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-0848	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-0849	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-0921	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-0918	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-0916	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-0915	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-0913	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-0912	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-0911	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-0908	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-0907	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-0906	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-0903	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-0902	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-0901	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-0894	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-0893	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-0892	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-0886	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-0885	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-0884	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-0880	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-0878	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-0877	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-0871	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-0867	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-0861	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-0853	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-0850	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-2319	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-2320	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-2321	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-2325	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-0818	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-0813	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-0809	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-0806	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-0804	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-0803	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-0802	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-0801	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-0800	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-0798	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-0792	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-0789	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-0788	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-0787	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-0786	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-0784	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-0783	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-0782	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-0778	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-0777	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-0773	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-0772	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-0771	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-0819	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-0922	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-0821	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-2326	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-2327	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-2328	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-2329	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-2330	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-2334	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-2335	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-2336	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-2338	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-2339	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-2340	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-2346	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-2351	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-2352	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-2353	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-2355	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-2356	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-2357	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-2358	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-2361	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-2368	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-2371	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-2373	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-2377	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-2378	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-2386	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-0822	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-0923	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-0924	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-0925	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-1198	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-1200	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-1202	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-1204	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-1206	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-1207	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-1208	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-1216	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-1218	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-1219	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-1196	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-1108	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-1105	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-1104	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-1102	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-1101	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-1098	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-1097	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-1096	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-1095	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-1090	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-1088	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-1087	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-1086	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-1106	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-1183	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-1181	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-1177	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-1113	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-1114	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-1116	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-1117	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-1124	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-1125	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-1135	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-1137	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-1139	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-1142	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-1144	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-1145	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-1146	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-1150	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-1151	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-1152	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-1155	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-1157	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-1160	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-1169	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-1171	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-1172	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-1176	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-1082	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-1071	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-1065	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-1062	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-0984	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-0983	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-0982	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-0981	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-0979	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-0978	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-0977	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-0976	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-0973	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-0971	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-0969	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-0966	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-1109	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-0965	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-0961	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-0960	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-0957	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-0956	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-0955	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-0947	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-0946	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-0933	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-0929	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-0927	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-0962	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-0988	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-0987	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-0991	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-1060	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-1057	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-1056	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-1054	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-1053	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-1049	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-1048	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-1046	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-1044	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-1043	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-1042	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-0990	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-1040	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-1041	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-1033	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-1032	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-1031	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-1030	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-1028	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-1027	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-1023	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-1001	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-0999	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-0997	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-0994	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-1036	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-1038	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
LIPID-P-1870	Quantitative lipidomics	Glycerolipids	GL	#03C088	#3ABF99
MEDP1450*166	TM Widely-targeted metabolomics	Glycerolipids	GL	#03C088	#F0A73A
MEDP1454*169	TM Widely-targeted metabolomics	Glycerolipids	GL	#03C088	#F0A73A
MEDP1452*170	TM Widely-targeted metabolomics	Glycerolipids	GL	#03C088	#F0A73A
MEDP1455*171	TM Widely-targeted metabolomics	Glycerolipids	GL	#03C088	#F0A73A
MEDP1097	TM Widely-targeted metabolomics	Glycerolipids	GL	#03C088	#F0A73A
MEDP1316	TM Widely-targeted metabolomics	Glycerolipids	GL	#03C088	#F0A73A
MEDP1317	TM Widely-targeted metabolomics	Glycerolipids	GL	#03C088	#F0A73A
MEDP1448	TM Widely-targeted metabolomics	Glycerolipids	GL	#03C088	#F0A73A
MEDP1651	TM Widely-targeted metabolomics	Glycerolipids	GL	#03C088	#F0A73A
MEDP1834	TM Widely-targeted metabolomics	Glycerolipids	GL	#03C088	#F0A73A
MEDP4196	TM Widely-targeted metabolomics	Glycerolipids	GL	#03C088	#F0A73A
MW0012978P	TM Widely-targeted metabolomics	Glycerolipids	GL	#03C088	#F0A73A
MW0049542N	TM Widely-targeted metabolomics	Glycerolipids	GL	#03C088	#F0A73A
MW0053902P	TM Widely-targeted metabolomics	Glycerolipids	GL	#03C088	#F0A73A
MW0055029P	TM Widely-targeted metabolomics	Glycerolipids	GL	#03C088	#F0A73A
LIPID-N-0976	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-N-0959	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-N-0960	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-N-0964	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-N-0958	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-N-0968	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-N-0970	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-N-0972	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-N-0965	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-N-0618	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-P-0380	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-P-0373	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-P-0374	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-P-0375	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-P-0376	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-P-0381	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-P-0390	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-P-0383	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-P-0386	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-P-0387	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-P-0388	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-P-0389	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-P-0372	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-P-0382	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-P-0371	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-P-0360	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-P-0369	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-P-0391	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-P-0350	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-P-0351	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-P-0352	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-P-0353	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-P-0354	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-P-0355	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-P-0356	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-P-0357	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-P-0358	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-P-0359	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-P-0361	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-P-0362	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-P-0363	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-P-0368	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-P-0370	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-P-0392	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-P-0384	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-P-1934	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-P-0395	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-P-0406	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-P-0404	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-P-0403	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-P-0400	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-P-0399	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-P-0393	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-P-0394	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-P-0398	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-P-0396	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-P-0433	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-P-0435	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-P-0436	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-P-0434	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-P-1533	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-P-1534	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-P-0407	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-P-0408	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-P-0437	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-P-0410	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-P-0430	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-P-0409	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-P-0428	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-P-0424	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-P-0423	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-P-0421	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-P-0420	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-P-0419	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-P-0418	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
LIPID-P-0417	Quantitative lipidomics	Glycerophospholipids	GP	#088C00	#3ABF99
