Sample,Total_high_risk_ARG_abundance,Total_ARG_abundance,source
3300011217,4.819258969,1377.22278,Human
3300011218,2.492719398,93.22668706,Human
3300011219,0.704878675,957.7852099,Human
3300011220,62.89633736,1335.084766,Human
3300011221,10.41102694,899.0353418,Human
3300011223,0.281043693,674.5353654,Human
3300011224,11.78458932,878.4045974,Human
3300011225,12.09914699,436.6563559,Human
3300011226,149.6391756,1277.882994,Human
3300011228,2.695068877,1087.343706,Human
3300011229,2.189155295,606.9133094,Human
3300011230,0,1118.031884,Human
3300011231,2.39278991,1102.539335,Human
3300011232,3.149345897,1559.925877,Human
3300011233,6.716707636,1014.997717,Human
3300011234,89.57430354,1445.297941,Human
3300011235,0,985.1378719,Human
3300011236,2.583570251,491.9073804,Human
3300011238,40.10908514,990.9116185,Human
3300011240,110.1491951,1115.226682,Human
3300011242,1.05261549,974.6793655,Human
3300011243,67.11863996,3868.405415,Human
3300011349,653.3667122,1979.503738,Human
3300011355,3.352453044,601.6086642,Human
3300011356,6.410184842,1550.425448,Human
3300011357,3.771801966,1143.22867,Human
3300011358,0,445.5274066,Human
3300011359,6.95427993,845.3694982,Human
3300011360,2.163061823,368.1988989,Human
3300011361,19.57870511,1267.88737,Human
3300011362,170.9423689,1725.358812,Human
3300011368,0,4.933059685,Human
3300011369,1.750772402,1864.575883,Human
3300011372,172.8244636,2974.580752,Human
3300011373,0,365.3003333,Human
3300011375,0,1428.438858,Human
3300011376,0.556561262,59.73348411,Human
3300011377,0,818.9934502,Human
3300011378,0,531.0526161,Human
3300011379,0,1170.666243,Human
3300011382,0,604.422389,Human
3300011383,0,601.8123841,Human
3300011384,0.222113188,818.9181665,Human
3300011385,2.42499726,431.4160815,Human
3300011386,105.4517039,1662.859958,Human
3300011388,1.090506114,707.9262101,Human
3300011389,2.180019295,768.2242514,Human
3300011450,2.178665376,761.8591366,Human
3300011451,0.664798633,679.4647043,Human
3300011452,79.41726373,2448.382987,Human
3300011454,0,154.5313251,Human
3300011455,39.48603377,1244.511992,Human
3300011456,0,2118.99661,Human
3300011457,41.47886916,1401.870074,Human
3300011458,1.526112241,1993.439306,Human
3300011459,113.0207682,2065.627008,Human
3300011460,181.8187395,2667.678934,Human
3300011461,8.005192211,850.5118029,Human
3300011462,1.648993098,750.8255649,Human
3300011463,0.613040085,788.9143878,Human
3300011465,0.483022924,2062.910833,Human
3300011466,0.196200442,588.3284798,Human
3300011467,183.6088588,3059.043582,Human
3300011468,9.973582435,817.0657832,Human
3300011470,0.539513377,477.3239972,Human
3300011471,50.45605827,347.9363312,Human
3300011472,1.427597487,848.8974411,Human
3300011473,0.393422554,1830.458225,Human
3300011474,0,376.49303,Human
3300011475,0,2201.789571,Human
3300011477,136.7772044,1712.475729,Human
3300011478,0,524.2340233,Human
3300011479,0.234617549,2115.90304,Human
3300011480,44.26301269,2366.916951,Human
3300011481,367.0430764,2594.234725,Human
3300011482,46.15864621,1308.478358,Human
3300011483,0.639431069,632.5618304,Human
3300011484,3.582105182,1318.374741,Human
3300011485,0.539316735,837.7217891,Human
3300011486,0.558419619,269.156514,Human
3300011488,2.736269488,396.0758271,Human
3300011489,0.095329439,562.2193203,Human
3300011490,1.31341513,1163.156834,Human
3300011491,15.14644269,1214.476021,Human
3300011492,0.13817011,645.4982891,Human
3300011493,5.272009834,787.3780833,Human
3300011494,0.708624513,355.8235426,Human
3300011495,241.8637115,2063.94161,Human
3300011496,178.8769813,782.7043498,Human
3300011497,74.51003947,389.0617511,Human
3300011498,195.066395,2652.371158,Human
3300011500,203.552545,1012.299938,Human
3300011501,0.785944868,1032.626024,Human
3300011503,8.023468335,632.6637116,Human
3300011504,7.05184642,486.3736358,Human
3300011505,0,1066.082419,Human
3300011506,0.163053384,1811.305039,Human
3300011507,0,698.1162011,Human
3300011508,2.174249922,592.6860178,Human
3300011509,207.4528488,830.1385647,Human
3300011511,93.17898196,708.0187532,Human
3300011512,0.416518808,842.0777262,Human
3300011513,0.687331764,478.7426695,Human
3300011514,1.676827256,510.14268,Human
3300011515,0,667.6269404,Human
3300011516,4.56217112,438.8576626,Human
3300011517,0,91.69488537,Human
3300011518,4.468726611,1492.284316,Human
3300011519,5.875209812,1113.2258,Human
3300011520,2.105007307,1032.729667,Human
3300011521,0,1742.434023,Human
3300011522,0.579025206,1620.251797,Human
3300011524,2.575378511,1369.204188,Human
3300011525,4.876192484,704.1541283,Human
3300011526,1.16836789,854.8906307,Human
3300011527,1.026731826,991.2466366,Human
3300011528,4.014518311,1107.031322,Human
3300011529,0,113.3149335,Human
3300011530,0,478.8923453,Human
3300011531,1.509209254,1267.541528,Human
3300011532,7.159605025,1232.302564,Human
3300011533,10.6788401,427.5659535,Human
3300011534,0.610211561,981.7146227,Human
3300011535,149.3931006,2263.942358,Human
3300011536,12.17590659,1211.37455,Human
3300011537,11.00952045,141.2416471,Human
3300011538,5.244466887,1017.845397,Human
3300011539,0.308374085,521.6776073,Human
3300011540,184.3281235,3047.218817,Human
3300011541,0.71033377,1148.529737,Human
3300011542,0.926270051,909.0544896,Human
3300011543,0.103526274,432.0276632,Human
3300011544,3.460239402,941.1576572,Human
3300011545,0,240.4252829,Human
3300011546,15.85633214,1192.974653,Human
3300011547,0.588540354,724.8935046,Human
3300011548,204.1697047,1925.412381,Human
3300011549,0.556995091,253.2766266,Human
3300011550,8.368456529,2092.44668,Human
3300011551,5.782893322,1053.535933,Human
3300011552,2.802880102,371.3375435,Human
3300011553,1.267729976,709.2032496,Human
3300011554,3.754819818,1185.633372,Human
3300011555,196.5175984,760.161626,Human
3300011556,0,492.4373414,Human
3300011558,2.946308281,686.5166057,Human
3300011559,0,809.6262341,Human
3300011560,1.323869319,1520.259195,Human
3300011562,6.294950093,2114.370827,Human
3300011563,141.7045844,2530.004674,Human
3300011564,0.399320738,866.7539414,Human
3300011565,13.72415828,1026.301649,Human
3300011566,48.91947081,1011.612332,Human
3300011567,0,1095.681839,Human
3300011568,0,662.5234956,Human
3300011569,1.655600108,1814.913402,Human
3300011570,4.352643547,773.3400311,Human
3300011571,1.577486606,120.7394957,Human
3300011572,10.48181756,332.3840111,Human
3300011573,3.796856087,1606.305049,Human
3300011575,0,152.6166,Human
3300011576,0.355186525,636.2837803,Human
3300011577,8.483200756,717.6538975,Human
3300011578,1.045747886,771.4388712,Human
3300011580,5.017287403,869.3466676,Human
3300011581,0.980472267,1371.655449,Human
3300011582,0,189.8801102,Human
3300011583,0.80815651,1157.052478,Human
3300011584,1.714353543,1002.824465,Human
3300011585,24.70926423,680.5661687,Human
3300011586,0.872422337,1528.645981,Human
3300011587,0.682654773,824.806715,Human
3300011588,4.65448929,892.3712482,Human
3300011589,5.823925251,628.1695928,Human
3300011590,2.16162513,1762.497541,Human
3300011591,8.745282478,1563.850157,Human
3300011592,1.547378058,755.7775193,Human
3300011593,22.4836142,1126.97081,Human
3300011594,1.457469206,1825.767203,Human
3300011595,2.559420916,936.8527466,Human
3300011596,1.021121767,480.5000282,Human
3300011597,1.184996765,992.633028,Human
3300011598,8.360739226,631.8769901,Human
3300011599,7.716838641,1230.714407,Human
3300011600,0,700.4844656,Human
3300011601,6.73463729,1164.129765,Human
3300011602,7.588219781,210.2101379,Human
3300011603,0.076650516,1516.718227,Human
3300011604,0,348.4868673,Human
3300011605,4.273940486,1800.503142,Human
3300011606,0,3074.240793,Human
3300011607,11.24357689,581.5781954,Human
3300011608,2.977885451,304.714947,Human
3300011609,0,825.4190064,Human
3300011610,6.060525374,802.6446574,Human
3300011612,1.232951611,706.1428269,Human
3300011613,15.87455075,1046.483769,Human
3300011614,0.342047617,358.5155755,Human
3300011615,0.715098751,611.1649573,Human
3300011616,342.6287281,1218.713332,Human
3300011617,5.332289849,1071.964256,Human
3300011618,3.674557881,2240.26474,Human
3300011619,2.84274283,787.0582378,Human
3300011620,0.538504699,834.5163988,Human
3300011621,0,851.8452915,Human
3300011622,35.15527411,1308.724297,Human
3300011623,2.211474465,766.6317485,Human
3300011624,0,209.9753067,Human
3300011626,6.098325166,201.4190008,Human
3300011627,17.63298458,1381.553911,Human
3300011628,1.526369409,788.7318433,Human
3300011629,92.74968153,751.5450645,Human
3300011630,0.34838357,667.7757381,Human
3300011631,87.85068084,2320.382553,Human
3300011632,0,613.0949783,Human
3300011633,0.394207499,912.7328412,Human
3300011634,4.780002045,678.0948932,Human
3300011635,0.809956362,780.623856,Human
3300011636,0.746040235,593.4827606,Human
3300011637,0,967.3706054,Human
3300011639,1.187210799,702.4365321,Human
3300011640,5.586264467,907.8541636,Human
3300011641,6.853777703,1014.3843,Human
3300011642,29.96926115,583.6220707,Human
3300011643,6.475013046,1144.67605,Human
3300011645,5.61030994,647.6086997,Human
3300011646,2.470067946,415.527569,Human
3300011649,2.634018889,854.4196757,Human
3300011650,18.50271966,1385.530588,Human
3300011651,0.786239763,1597.155874,Human
3300011652,3.892118447,1494.536008,Human
3300011653,108.2604674,1604.195388,Human
3300011654,0.536652784,710.2972379,Human
3300011656,1.71425678,837.220407,Human
3300011657,3.243727347,752.1771093,Human
3300011658,0.348983149,1116.077413,Human
3300011659,6.459846308,402.6066359,Human
3300011660,10.26344182,403.0762416,Human
3300011663,14.84363311,3082.228436,Human
3300011665,0,1105.584403,Human
3300011666,1.62449121,719.3906231,Human
3300011667,0.61795652,464.1965809,Human
3300011668,2.243771492,1382.493333,Human
3300011669,30.50311649,1419.182166,Human
3300011670,0.110084082,564.8192777,Human
3300011671,2.863686644,778.8299062,Human
3300011672,1.166531547,461.5570549,Human
3300011673,8.037772947,918.3394328,Human
3300011674,0.132026585,2383.034745,Human
3300011675,0.939416413,3206.701378,Human
3300011676,3.233630532,1180.78514,Human
3300011677,5.881155815,526.3576147,Human
3300011678,0.607585239,640.0620425,Human
3300011679,13.80633254,959.9174728,Human
3300011681,33.34413825,425.0781064,Human
3300011682,3.303998,1333.559271,Human
3300011683,8.16408268,743.3852535,Human
3300011684,0.639089789,1308.423757,Human
3300011686,7.320741489,1033.064206,Human
3300011688,2.151934269,1103.707596,Human
3300011689,0,824.3048097,Human
3300011690,0.63984824,1461.34028,Human
3300011691,3.148892749,759.1545338,Human
3300011692,1.736898075,1624.203971,Human
3300011693,58.8821034,885.2601779,Human
3300011694,0,321.4532964,Human
3300011695,18.97585558,353.512566,Human
3300011696,61.60785645,1527.195139,Human
3300011697,1.973613303,2875.937834,Human
3300011699,0,684.7082012,Human
3300011700,3.440596584,1235.29787,Human
3300011701,44.02367149,858.373601,Human
3300011703,2.635608814,1250.364982,Human
3300011704,34.7371269,1116.576231,Human
3300011706,80.25823913,897.3073946,Human
3300011707,178.0416721,2747.912131,Human
3300011708,13.78631069,1285.420359,Human
3300011709,0,1435.837012,Human
3300011710,0.43552357,444.998118,Human
3300011711,0.46312624,862.7353546,Human
3300011712,7.154530877,1500.005701,Human
3300011713,63.54182571,1178.913179,Human
3300011714,505.4142015,5245.854676,Human
3300011715,1.314862942,488.9267597,Human
3300011716,36.94225234,999.6042663,Human
3300011717,12.32344114,1415.231743,Human
3300011718,0,1813.726575,Human
3300011719,1.580899887,861.9283464,Human
3300011720,4.083402669,881.653839,Human
3300011721,2.007665703,647.9363994,Human
3300011723,1.456697449,644.1565549,Human
3300011724,131.2205152,2072.712021,Human
3300011725,2.29972931,682.7675028,Human
3300011726,0.394470626,971.7502322,Human
3300011727,46.2104989,877.631261,Human
3300011728,21.63645676,826.3028113,Human
3300011729,0.078177275,370.5923609,Human
3300011730,5.145284945,1665.929259,Human
3300011731,0,2560.412001,Human
3300011733,0,1093.53849,Human
3300011734,12.57009845,278.9962586,Human
3300011735,2.674577336,1074.142776,Human
3300011736,5.736822253,598.7055209,Human
3300011737,221.7953299,969.6538763,Human
3300011738,0,7.242978853,Human
3300011739,0,919.4841365,Human
3300011740,8.774627962,635.2073181,Human
3300011741,0.99302261,668.7646228,Human
3300011742,22.64137808,1157.472921,Human
3300011743,0,1054.149839,Human
3300011745,1.011896605,1205.766792,Human
3300011746,13.60200388,1472.758782,Human
3300011747,235.5687067,1781.608766,Human
3300011748,0.641089799,1139.402357,Human
3300011749,199.810464,1877.30277,Human
3300011750,0.528411715,405.8958608,Human
3300011751,129.5143394,2053.272213,Human
3300011752,0.263773253,624.7095707,Human
3300011753,3.25750914,1251.491491,Human
3300011754,19.37837657,2778.753639,Human
3300011755,8.954383972,2152.296316,Human
3300011756,1.137375513,1003.101678,Human
3300011757,0.158529342,1034.186881,Human
3300011758,0,462.7915001,Human
3300011759,10.99780317,451.4647117,Human
3300011760,0,584.0137339,Human
3300011761,24.11600529,881.1440771,Human
3300011762,0.40642656,1037.478865,Human
3300011763,0.145639104,422.1224167,Human
3300011764,48.02720058,2143.070471,Human
3300011765,0.364719466,961.3170456,Human
3300011766,4.680554709,1057.907531,Human
3300011767,1.548873578,686.0678937,Human
3300011768,1.178869097,502.6642091,Human
3300011769,6.935840452,792.5048232,Human
3300011770,9.515503363,836.1659298,Human
3300011771,1.018522159,1025.316385,Human
3300011772,0.186392245,395.6534778,Human
3300011773,7.773548437,629.520222,Human
3300011774,16.94470638,602.1816477,Human
3300011775,7.524981034,502.8832203,Human
3300011776,10.86300626,1016.640207,Human
3300011777,0.81838229,610.9470918,Human
3300011778,12.27192304,3261.034609,Human
3300011782,3.658942247,1446.134757,Human
3300011783,20.48132789,1166.457653,Human
3300011785,0.615126954,868.6757276,Human
3300011786,80.1245049,1223.838055,Human
3300011787,4.042349822,930.4451899,Human
3300011788,2.112104431,406.39869,Human
3300011789,9.2797086,940.2842946,Human
3300011790,28.55392071,608.2366373,Human
3300011792,111.8303427,1037.037985,Human
3300011793,20.84272646,2518.8665,Human
3300011794,5.410429103,598.4815177,Human
3300011796,11.00974737,1693.127962,Human
3300011797,0,224.5676565,Human
3300011798,2.824344661,721.822593,Human
3300011799,0.998412908,229.0397465,Human
3300011800,2.722862857,1262.075388,Human
3300011801,1.887178173,711.6546179,Human
3300011802,1.374975568,1458.190442,Human
3300011803,0,1273.72442,Human
3300011804,6.831297655,2100.62125,Human
3300011805,0,62.21754531,Human
3300011806,0.248072833,582.8809615,Human
3300011807,0.089814692,662.6466686,Human
3300011809,0,1136.47311,Human
3300011810,1.259567483,897.8099086,Human
3300011811,6.782585389,720.3762124,Human
3300011812,15.39375008,911.4225422,Human
3300011813,21.00513771,424.706071,Human
3300011814,72.01042071,385.7608525,Human
3300011815,0.980777406,808.7582474,Human
3300011817,2.869623601,653.1435983,Human
3300011818,2.549622119,740.5555235,Human
3300011819,85.42622457,173.5789794,Human
3300011821,1.335772734,674.5306785,Human
3300011822,48.12645379,1856.447723,Human
3300011823,4.053573527,1592.285687,Human
3300011824,0.506114592,528.293527,Human
3300011825,34.78372043,627.8843562,Human
3300011826,7.311585357,554.4045543,Human
3300011827,0.571332014,823.6918119,Human
3300011828,3.479378034,267.7427363,Human
3300011829,0.771827101,1107.175903,Human
3300011830,3.284994226,596.0672349,Human
3300011831,56.48426933,694.77836,Human
3300011832,2.424560268,779.8891001,Human
3300011833,0.834262034,1190.091972,Human
3300011834,4.111365628,653.8068652,Human
3300011835,15.9545394,429.2831808,Human
3300011836,5.351984954,1261.808998,Human
3300011837,0.76706958,823.5840745,Human
3300011838,3.933214097,729.0020277,Human
3300011839,19.52781265,1405.19894,Human
3300011840,4.147309296,2642.247414,Human
3300011841,9.025112455,584.2123985,Human
3300011842,8.636632558,801.991876,Human
3300011843,3.090317265,711.3459211,Human
3300011844,104.7521235,310.2571829,Human
3300011845,55.71796808,835.2801429,Human
3300011846,3.667595585,519.6116856,Human
3300011847,0.660644489,856.5898908,Human
3300011848,0.50152306,1304.019425,Human
3300011849,11.50896769,1194.028915,Human
3300011850,13.69118674,995.1148808,Human
3300011851,0.791330485,834.9980738,Human
3300011852,0,712.8661978,Human
3300011853,22.08093549,1780.242659,Human
3300011854,0,2344.776125,Human
3300011855,9.631465215,1098.589973,Human
3300011856,7.320488409,872.025132,Human
3300011857,1.522607707,1046.073274,Human
3300011858,21.33459049,1201.080302,Human
3300011859,4.195686611,899.9820057,Human
3300011860,0.859894563,552.3467611,Human
3300011861,4.264737041,716.9527699,Human
3300011862,10.46068775,950.5268269,Human
3300011863,11.91732418,1087.985636,Human
3300011864,2.06334472,1338.845581,Human
3300011865,2.079748831,707.5132496,Human
3300011866,8.812792598,1322.16676,Human
3300011867,3.325437156,909.6960094,Human
3300011868,1.337515091,577.6439029,Human
3300011869,1.197230021,806.782308,Human
3300011870,5.104574841,1220.813898,Human
3300011871,4.712388984,913.3645731,Human
3300011872,0.823314203,431.7249103,Human
3300011873,1.071216138,125.8618499,Human
3300011874,9.446832178,795.9961389,Human
3300011875,0.453650805,853.7518803,Human
3300011876,12.37489641,604.4056323,Human
3300011877,0.374316342,986.491692,Human
3300011878,8.675225868,587.2572803,Human
3300011879,2.213436674,1198.133555,Human
3300011880,115.5039706,1995.394321,Human
3300011881,4.856612967,842.1993765,Human
3300011882,12.35036925,1075.681448,Human
3300011883,5.069885692,689.0307242,Human
3300011884,7.65042121,1217.758976,Human
3300011885,0.671169189,516.9846983,Human
3300011886,14.28241505,1164.934333,Human
3300011887,1.954060296,996.5525692,Human
3300011888,9.091382516,1719.202796,Human
3300011889,16.76844129,878.0722923,Human
3300011890,18.29615375,415.0683433,Human
3300011892,0.477704992,777.2828869,Human
3300011893,48.56066343,598.7650674,Human
3300011894,33.40208184,1111.644492,Human
3300011895,87.63602903,1453.937658,Human
3300011896,1.25098117,912.1687858,Human
3300011897,9.563824867,632.2133895,Human
3300011898,10.4572541,619.182094,Human
3300011900,9.88713343,1105.261873,Human
3300011902,6.038241885,723.833477,Human
3300011903,0,220.2545504,Human
3300011904,6.518053633,344.1295773,Human
3300011905,7.909953185,1168.892294,Human
3300011906,19.76185254,1155.116384,Human
3300011907,0.800431526,205.0632165,Human
3300011908,12.52484044,1459.803986,Human
3300011909,28.35336627,393.8364334,Human
3300011911,17.86421229,548.5773562,Human
3300011912,13.39390508,706.9686505,Human
3300011913,104.6488735,1661.52558,Human
3300011914,47.52388726,366.5676849,Human
3300011915,15.26468217,1474.617516,Human
3300011917,0,632.5030679,Human
3300011918,0,6.828723262,Human
3300011919,13.14835098,1165.755533,Human
3300011920,45.3425255,2851.74014,Human
3300011921,0.233530464,79.04448579,Human
3300011922,29.28151706,493.773244,Human
3300011923,0.384320753,136.7788516,Human
3300011924,0.414979357,324.5229515,Human
3300011925,13.10415337,336.7367653,Human
3300011926,26.79909079,594.618328,Human
3300011927,0.356058145,55.48862817,Human
3300011928,8.257319089,155.3586239,Human
3300011929,5.919989676,1735.357244,Human
3300011931,212.3390633,3937.197273,Human
3300011932,0,5.041594446,Human
3300011933,199.4942186,354.9198614,Human
3300011935,39.38939835,555.044394,Human
3300011936,160.5800032,582.353376,Human
3300011937,1.485184024,1029.839449,Human
3300011938,37.35360993,265.0065813,Human
3300011939,0.253019294,479.5581204,Human
3300011940,0.213993059,513.9598545,Human
3300011941,0.14164043,1432.504285,Human
3300011942,1.696425671,1951.294491,Human
3300011943,0.191139398,163.3619286,Human
3300011944,13.33007512,3875.458222,Human
3300011945,0,282.9393509,Human
3300011946,15.80138402,1715.377776,Human
3300011947,0.774098948,838.5454776,Human
3300011948,195.1349004,1994.990854,Human
3300011949,20.86683382,970.6858717,Human
3300011950,16.17762971,284.1230052,Human
3300011951,10.51000014,448.9387837,Human
3300011952,2.053818376,900.6953317,Human
3300011953,4.845726424,433.3318152,Human
3300011954,152.4593054,1409.820326,Human
3300011955,0.483971807,739.1489337,Human
3300011956,27.05445603,1799.56865,Human
3300011957,1.90136903,628.1068357,Human
3300011958,2.015149619,305.6524187,Human
3300011959,46.83365294,1981.550536,Human
3300011960,5.920495004,2185.033727,Human
3300011961,0,871.9253711,Human
3300011962,1.272305937,523.6301257,Human
3300011963,2.795367289,336.1433249,Human
3300011964,38.75405034,1316.11576,Human
3300011965,10.44628214,32.51883502,Human
3300011966,8.782057004,1065.180912,Human
3300011967,378.0020522,1039.480532,Human
3300011969,0,52.92835853,Human
3300011970,183.6672591,362.8582675,Human
3300011971,0,70.8193291,Human
3300011972,67.51065737,261.221883,Human
3300011974,13.89353554,235.9031159,Human
3300011976,128.782196,610.7348831,Human
3300011977,398.928212,722.754848,Human
3300011978,46.31495911,306.6160359,Human
3300011979,607.3772432,972.2494856,Human
3300011980,84.60368686,370.2511448,Human
3300011981,61.92464009,259.135089,Human
3300011984,0.205843378,46.58812416,Human
3300011985,153.2416241,380.8621516,Human
3300011986,32.15529838,341.9328116,Human
3300011987,0.03407537,63.65559424,Human
3300011988,138.4102271,596.4239523,Human
3300011989,669.9220765,950.0563268,Human
3300011990,10.95667617,158.3083836,Human
3300011991,0,45.95167439,Human
3300011994,0,53.58528392,Human
3300011997,0,63.78326252,Human
3300011998,0.072603821,55.15645104,Human
3300011999,0.049735156,54.8576396,Human
3300012000,0,12.52424033,Human
3300012001,0,49.20644557,Human
3300012003,0.069828616,88.89581924,Human
3300012004,0.027889562,61.15481097,Human
3300012005,0,60.94408671,Human
3300012006,0,25.78821897,Human
3300012007,464.8010541,570.0189862,Human
3300012008,0,54.47117693,Human
3300012010,0,36.85528486,Human
3300012014,0.14279869,143.5682526,Human
3300012016,419.4179401,504.761738,Human
3300012018,30.95572811,173.0813883,Human
3300012019,0.080063399,59.70450724,Human
3300012020,34.26631287,220.4427401,Human
3300012025,0.17821153,11.52557175,Human
3300012026,0.306455902,21.53997621,Human
3300012027,0,0.684527139,Human
3300012028,0,1.043679319,Human
3300012029,0,3.402784929,Human
3300012030,0,15.94087333,Human
3300012032,0.080731305,21.68161023,Human
3300012033,0.083553806,16.09331298,Human
3300012036,0.104729424,10.37037829,Human
3300012037,0,1.735903099,Human
3300012042,0,157.4106783,Human
3300012044,0.215287661,53.9979411,Human
3300012046,0,60.61580197,Human
3300012092,0,110.6385524,Human
3300012103,0.08152576,13.09683321,Human
3300012104,0.274092454,40.16758049,Human
3300012106,0,6.257568543,Human
3300012108,0.14088884,12.12152405,Human
3300012109,0.166449956,10.00963626,Human
3300012111,0,3.011435099,Human
3300012114,0,0.920170498,Human
3300012115,0.283765756,32.61619142,Human
3300012116,0,30.403244,Human
3300012121,0.07276769,2.459263465,Human
3300012127,0.144587855,27.98894247,Human
3300012128,0.145565061,17.63056295,Human
3300012145,0.133860873,17.77826542,Human
3300012147,0,1.67784554,Human
3300012170,0.159793004,24.58478397,Human
3300012178,0,78.28103143,Human
3300012182,0.137848106,55.96770821,Human
3300012183,0,149.4733852,Human
3300012184,0.041830332,153.7436889,Human
3300012185,0.042810835,132.102466,Human
3300012186,0.042369044,87.24181106,Human
3300012190,0.570823405,1722.705474,Human
3300012191,0.508382867,629.051082,Human
3300012192,1.1570743,642.244404,Human
3300012193,1.687918086,717.6165471,Human
3300012194,1.174010401,115.0012612,Human
3300012195,0,779.9532388,Human
3300012196,0.979622744,193.5629668,Human
3300012197,56.58730853,733.872002,Human
3300012223,5.934453925,684.9076235,Human
3300012229,16.88469458,657.5935971,Human
3300012233,676.2165043,2987.511608,Human
3300012234,62.91584348,812.5532056,Human
3300012236,0.672843477,811.5599733,Human
3300012238,4.088827915,444.6463999,Human
3300012241,2.169741117,733.4200532,Human
3300012243,0.091371957,1990.773632,Human
3300012244,26.67254269,562.8333736,Human
3300012246,15.58487007,699.529276,Human
3300012247,0.255509226,857.1437145,Human
3300012248,0.827627307,921.4554944,Human
3300012250,0.118114223,27.98331347,Human
3300012251,5.533648528,1012.915309,Human
3300012252,4.097501721,1219.570822,Human
3300012253,505.0993239,2376.096078,Human
3300012257,0.885625618,620.6485438,Human
3300012258,13.09013801,955.655006,Human
3300012259,61.94390581,758.5288796,Human
3300012260,0.196922076,758.4745118,Human
3300012262,0,2.586706032,Human
3300012263,0.179815821,20.67850253,Human
3300012265,0.173160394,20.43274049,Human
3300012267,0,2.897082354,Human
3300012268,0.121595981,9.97285298,Human
3300012270,0,13.87190175,Human
3300012271,0,3.294026137,Human
3300012272,0,1.468626606,Human
3300012273,0.050538711,4.726407657,Human
3300012274,10.95558538,1122.322826,Human
3300012275,17.06918617,1499.389699,Human
3300012276,0,145.0771508,Human
3300012277,84.46994022,1579.274704,Human
3300012278,6.702137314,114.7694433,Human
3300012279,12.61436755,1570.438007,Human
3300012280,6.612905272,594.0093522,Human
3300012281,0.600489683,1120.973377,Human
3300012283,6.916748399,1173.673682,Human
3300012308,1.572605247,3068.853535,Human
3300012312,0,327.3368331,Human
3300012314,128.3554561,1443.33635,Human
3300012321,500.4170734,1668.916486,Human
3300012324,0.603978068,440.6940619,Human
3300012330,148.6103631,684.6108254,Human
3300012337,7.265794397,250.2701616,Human
3300012344,0.385714969,32.78818321,Human
3300012425,2.606510354,363.683337,Human
3300012437,4.621767315,1323.080915,Human
3300012449,6.066452173,1701.44759,Human
3300012451,17.26045869,521.6419086,Human
3300012466,124.8945706,1874.563217,Human
3300012497,0,132.0516842,Human
3300012499,0,102.5597107,Human
3300012500,0.199331122,141.4137458,Human
3300012505,0.059141672,110.8145056,Human
3300012513,0.090115878,124.7196061,Human
3300012521,3.373797855,35.10858546,Human
3300012526,0,132.1226407,Human
3300012527,0,98.04814525,Human
3300012530,0,72.51987924,Human
3300012531,0,88.18429175,Human
3300012533,7.870866846,102.2230479,Human
3300012539,1.151931891,281.46178,Human
3300012542,42.67770264,216.3517077,Human
3300012543,111.9783211,1556.291059,Human
3300012545,405.0358127,1386.610366,Human
3300012550,12.13781359,3162.266948,Human
3300012555,24.03324211,305.4576515,Human
3300012557,10.96263101,293.9639026,Human
3300012564,0.458457043,82.99371096,Human
3300012565,6.896673129,2373.417869,Human
3300012566,14.20209239,142.4533761,Human
3300012572,8.286839258,169.8918175,Human
3300012573,248.7302255,925.651904,Human
3300012575,6.173444341,112.667604,Human
3300012578,8.967665342,461.2199207,Human
3300012579,154.489825,2208.914551,Human
3300012588,5.371057948,1346.332202,Human
3300012589,111.8159716,804.0791096,Human
3300012590,685.2663104,2550.211429,Human
3300012591,629.8486301,2135.146994,Human
3300012601,10.33842482,2008.554704,Human
3300012605,18.39681596,1030.567847,Human
3300012606,10.86811563,133.9427228,Human
3300012609,0,634.1963716,Human
3300012617,143.7252051,520.1639236,Human
3300012621,6.760677974,205.4248092,Human
3300012622,23.280562,161.0788672,Human
3300012624,16.07887711,2344.990292,Human
3300012626,15.82745854,275.4658449,Human
3300012631,0.525938354,2387.010999,Human
3300012633,5.876475724,1000.215087,Human
3300012638,482.2884103,1594.269095,Human
3300012639,10.24776437,236.5332427,Human
3300012640,139.8479097,448.8155158,Human
3300012648,0.49146937,847.1636657,Human
3300012649,7.965375859,209.5678182,Human
3300012653,126.0894554,2406.534964,Human
3300012659,177.543825,524.8141228,Human
3300012660,21.68868461,404.2807324,Human
3300012661,222.7280722,489.5204171,Human
3300012662,2.411868553,109.3276644,Human
3300012678,0,131.361098,Human
3300012679,0,124.182271,Human
3300012681,0,137.6685493,Human
3300012682,0,86.39552004,Human
3300012887,0.118059021,10.04051981,Human
3300012888,0.037288179,20.99571697,Human
3300012889,12.73372312,691.7676163,Human
3300012890,0,30.20712173,Human
3300012894,0,33.84135316,Human
3300012919,0.022235421,1.666957617,Human
3300012920,0.005561091,1.862740682,Human
3300012928,0,1.579596739,Human
3300012936,0,2.860011072,Human
3300012940,0.222578953,227.1843721,Human
3300012942,0.150200673,230.6580432,Human
3300012943,0.221820565,139.2047712,Human
3300012950,0.012565227,4.697410421,Human
3300012952,0.340730322,1.940656357,Human
3300012953,0.796307247,2.534800283,Human
3300012954,0.017935713,1.587862125,Human
3300012956,7.235634595,59.73998985,Human
3300012971,0.014942068,76.98143609,Human
3300012973,0.302463866,546.9666911,Human
3300012974,0.490796649,739.0884309,Human
