mag,Family,Genus
SRR29449918_bin.9,f__Erysipelotrichaceae,g__Bulleidia
SRR29449919_bin.1,f__UBA932,g__CALUPD01
SRR29449919_bin.12,f__Brevibacteriaceae,g__Brevibacterium
SRR29449919_bin.13,f__Bacteroidaceae,g__Mediterranea
SRR29449919_bin.14,f__Ruminococcaceae,g__Ruthenibacterium
SRR29449919_bin.18,f__Lachnospiraceae,g__Anaerobutyricum
SRR29449919_bin.20,f__Elusimicrobiaceae,g__UBA1436
SRR29449919_bin.22,f__Paludibacteraceae,g__Gallipaludibacter
SRR29449919_bin.24,f__Ruminococcaceae,g__Faecivivens
SRR29449919_bin.25,f__Selenomonadaceae,g__Megamonas
SRR29449919_bin.26,f__UBA932,g__Cryptobacteroides
SRR29449919_bin.30,f__Acutalibacteraceae,g__Eubacterium_R
SRR29449919_bin.35,f__Muribaculaceae,g__Limisoma
SRR29449919_bin.36,f__Muribaculaceae,g__Limisoma
SRR29449919_bin.39,f__Ruminococcaceae,g__Faecalibacterium
SRR29449919_bin.4,f__Tannerellaceae,g__Parabacteroides
SRR29449919_bin.41,f__Bacteroidaceae,g__Phocaeicola_A
SRR29449919_bin.42,f__Tannerellaceae,g__Parabacteroides
SRR29449919_bin.48,f__UBA660,g__Faecimonas
SRR29449919_bin.49,f__Dermabacteraceae,g__Brachybacterium
SRR29449919_bin.5,f__Erysipelotrichaceae,g__Merdibacter
SRR29449919_bin.51,f__Desulfovibrionaceae,g__Desulfovibrio
SRR29449919_bin.52,f__Succinivibrionaceae,g__Anaerobiospirillum
SRR29449919_bin.55,f__Rikenellaceae,g__Avirikenella
SRR29449919_bin.6,f__Tannerellaceae,g__Parabacteroides
SRR29449920_bin.1,f__Bacteroidaceae,g__Paraprevotella
SRR29449920_bin.11,f__Lachnospiraceae,g__Anaerobutyricum
SRR29449920_bin.12,f__Paludibacteraceae,g__Gallipaludibacter
SRR29449920_bin.13,f__Desulfovibrionaceae,g__Desulfovibrio
SRR29449920_bin.15,f__CALXOJ01,g__CALXOJ01
SRR29449920_bin.16,f__Burkholderiaceae_A,g__Aphodousia
SRR29449920_bin.17,f__Lachnospiraceae,g__Blautia
SRR29449920_bin.18,f__CAG-917,g__Limadaptatus
SRR29449920_bin.21,f__Ruminococcaceae,g__Gemmiger
SRR29449920_bin.23,f__Rikenellaceae,g__Alistipes
SRR29449920_bin.25,f__Ruminococcaceae,g__Faecalibacterium
SRR29449920_bin.26,f__Elusimicrobiaceae,g__UBA1436
SRR29449920_bin.27,f__UBA1067,g__Spyradenecus
SRR29449920_bin.28,f__Elusimicrobiaceae,g__Avelusimicrobium
SRR29449920_bin.3,f__Acutalibacteraceae,g__Scybalenecus
SRR29449920_bin.31,f__CAG-917,g__Limadaptatus
SRR29449920_bin.32,f__DTU072,g__Stercoripulliclostridium_A
SRR29449920_bin.33,f__Megasphaeraceae,g__Megasphaera
SRR29449920_bin.35,f__UBA3700,g__Ornithoclostridium
SRR29449920_bin.36,f__Tannerellaceae,g__Parabacteroides
SRR29449920_bin.39,f__Bacteroidaceae,g__Prevotella
SRR29449920_bin.4,f__Tannerellaceae,g__Parabacteroides
SRR29449920_bin.40,f__UBA3700,g__Ornithoclostridium
SRR29449920_bin.41,f__UBA1242,g__Caccovivens
SRR29449920_bin.44,f__Gastranaerophilaceae,g__Zag111
SRR29449920_bin.47,f__Bacteroidaceae,g__Avibacteroides
SRR29449920_bin.48,f__UBA932,g__Cryptobacteroides
SRR29449920_bin.50,f__CAG-917,g__Limadaptatus
SRR29449920_bin.51,f__Lachnospiraceae,g__Mediterraneibacter
SRR29449920_bin.55,f__UBA932,g__Coprenecus
SRR29449920_bin.6,f__Erysipelotrichaceae,g__Bulleidia
SRR29449920_bin.61,f__Desulfovibrionaceae,g__Desulfovibrio
SRR29449920_bin.62,f__Bacteroidaceae,g__Mediterranea
SRR29449920_bin.63,f__Elusimicrobiaceae,g__UBA1436
SRR29449920_bin.64,f__UBA1242,g__Caccovivens
SRR29449920_bin.67,f__Akkermansiaceae,g__Akkermansia
SRR29449920_bin.68,f__Ruminococcaceae,g__Anaerofilum
SRR29449920_bin.69,f__Paludibacteraceae,g__Enterocola
SRR29449920_bin.7,f__CAG-239,g__CAAFZY01
SRR29449920_bin.73,f__Oscillospiraceae,g__Faecousia
SRR29449920_bin.75,f__Rs-D84,g__Enterousia
SRR29449920_bin.79,f__Xenobiaceae,g__Bruticola
SRR29449920_bin.8,f__Helicobacteraceae,g__Helicobacter_F
SRR29449921_bin.1,f__Lachnospiraceae,g__Mediterraneibacter
SRR29449921_bin.10,f__Oscillospiraceae,g__Avoscillospira
SRR29449921_bin.12,f__Bacteroidaceae,g__Avibacteroides
SRR29449921_bin.14,f__UBA3700,g__Ornithoclostridium
SRR29449921_bin.15,f__CAG-917,g__Limadaptatus
SRR29449921_bin.17,f__UBA3700,g__Alloclostridium
SRR29449921_bin.20,f__DTU072,g__Stercoripulliclostridium_A
SRR29449921_bin.22,f__Lachnospiraceae,g__Merdimonas
SRR29449921_bin.23,f__CALXOJ01,g__CALXOJ01
SRR29449921_bin.24,f__DTU072,g__CAG-1782
SRR29449921_bin.25,f__Muribaculaceae,g__Limisoma
SRR29449921_bin.28,f__Lachnospiraceae,g__Anaerobutyricum
SRR29449921_bin.29,f__Paludibacteraceae,g__Enterocola
SRR29449921_bin.30,f__G3-4614,g__Caccoplasma
SRR29449921_bin.31,f__Acidaminococcaceae,g__CAG-266
SRR29449921_bin.32,f__UBA932,g__CALUPD01
SRR29449921_bin.33,f__P3,g__Onthomorpha
SRR29449921_bin.35,f__Acutalibacteraceae,g__Limousia
SRR29449921_bin.38,f__Paludibacteraceae,g__Gallipaludibacter
SRR29449921_bin.4,f__Elusimicrobiaceae,g__UBA1436
SRR29449921_bin.41,f__RUG14156,g__Galligastranaerophilus
SRR29449921_bin.46,f__Lachnospiraceae,g__Mediterraneibacter
SRR29449921_bin.48,f__Desulfovibrionaceae,g__Desulfovibrio
SRR29449921_bin.49,f__Bacteroidaceae,g__Avibacteroides
SRR29449921_bin.5,f__UBA932,g__Cryptobacteroides
SRR29449921_bin.50,f__Selenomonadaceae,g__Megamonas
SRR29449921_bin.52,f__Sphaerochaetaceae,g__Bullifex
SRR29449921_bin.55,f__Tannerellaceae,g__Parabacteroides
SRR29449921_bin.56,f__UBA3700,g__Caccalectryoclostridium
SRR29449921_bin.58,f__Bacteroidaceae,g__Prevotella
SRR29449921_bin.60,f__Succinivibrionaceae,g__Anaerobiospirillum
SRR29449921_bin.61,f__P3,g__Pullibacteroides
SRR29449921_bin.8,f__CALXOJ01,g__CALXOJ01
SRR29449921_bin.9,f__Lachnospiraceae,g__Mediterraneibacter
SRR29449922_bin.1,f__DTU072,g__Stercoripulliclostridium_A
SRR29449922_bin.11,f__CALXOJ01,g__CALXOJ01
SRR29449922_bin.12,f__Bacteroidaceae,g__Avibacteroides
SRR29449922_bin.15,f__Paludibacteraceae,g__Gallipaludibacter
SRR29449922_bin.16,f__RUG14156,g__Galligastranaerophilus_A
SRR29449922_bin.19,f__Succinivibrionaceae,g__Anaerobiospirillum
SRR29449922_bin.20,f__Selenomonadaceae,g__Megamonas
SRR29449922_bin.22,f__UBA3700,g__MGBC161649
SRR29449922_bin.23,f__Acutalibacteraceae,g__Limousia
SRR29449922_bin.25,f__Acutalibacteraceae,g__Limousia
SRR29449922_bin.26,f__Oscillospiraceae,g__Avoscillospira
SRR29449922_bin.28,f__Acidaminococcaceae,g__CAG-266
SRR29449922_bin.3,f__Bacteroidaceae,g__Prevotella
SRR29449922_bin.31,f__Lachnospiraceae,g__Merdimonas
SRR29449922_bin.33,f__UBA3700,g__Ornithoclostridium
SRR29449922_bin.34,f__Selenomonadaceae,g__Megamonas
SRR29449922_bin.36,f__Mucispirillaceae,g__Mucispirillum
SRR29449922_bin.38,f__Treponemataceae,g__Treponema_F
SRR29449922_bin.39,f__Paludibacteraceae,g__CALUNA01
SRR29449922_bin.40,f__Acutalibacteraceae,g__Eubacterium_R
SRR29449922_bin.41,f__Bacteroidaceae,g__Paraprevotella
SRR29449922_bin.42,f__Desulfovibrionaceae,g__Desulfovibrio
SRR29449922_bin.45,f__Lachnospiraceae,g__Fimimorpha
SRR29449922_bin.46,f__Desulfovibrionaceae,g__Desulfovibrio
SRR29449922_bin.47,f__UBA3700,g__CALWHE01
SRR29449922_bin.49,f__UBA932,g__Cryptobacteroides
SRR29449922_bin.50,f__UBA932,g__Cryptobacteroides
SRR29449922_bin.51,f__Desulfovibrionaceae,g__Desulfovibrio
SRR29449922_bin.52,f__UBA3700,g__RACS-045
SRR29449922_bin.53,f__Lachnospiraceae,g__Mediterraneibacter
SRR29449922_bin.54,f__Paludibacteraceae,g__Enterocola
SRR29449922_bin.55,f__Lachnospiraceae,g__Blautia
SRR29449922_bin.56,f__UBA3700,g__Caccalectryoclostridium
SRR29449922_bin.58,f__P3,g__Onthomorpha
SRR29449922_bin.6,f__Tannerellaceae,g__Parabacteroides
SRR29449922_bin.60,f__Victivallaceae,g__CALXXL01
SRR29449922_bin.63,f__Bacteroidaceae,g__Avibacteroides
SRR29449922_bin.64,f__Mucispirillaceae,g__Mucispirillum
SRR29449922_bin.7,f__Nanosyncoccaceae,g__UBA2834
SRR29449922_bin.70,f__Acutalibacteraceae,g__CAG-557
SRR29449922_bin.74,f__CAG-314,g__Limihabitans
SRR29449922_bin.76,f__Erysipelotrichaceae,g__JALEVB01
SRR29449922_bin.77,f__DTU072,g__Stercoripulliclostridium_A
SRR29449922_bin.8,f__Bacteroidaceae,g__Prevotella
SRR29449922_bin.9,f__Lachnospiraceae,g__Fimousia
SRR29472726_bin.1,f__Lachnospiraceae,g__Anaerobutyricum
SRR29472726_bin.10,f__Lachnospiraceae,g__Avilachnospira
SRR29472726_bin.12,f__Coriobacteriaceae,g__Collinsella
SRR29472726_bin.13,f__UBA660,g__Faecimonas
SRR29472726_bin.15,f__Muribaculaceae,g__Limisoma
SRR29472726_bin.16,f__Lachnospiraceae,g__Mediterraneibacter
SRR29472726_bin.17,f__Bacteroidaceae,g__Avibacteroides
SRR29472726_bin.19,f__CAG-74,g__Ventricola
SRR29472726_bin.21,f__Lachnospiraceae,g__HGM12545
SRR29472726_bin.22,f__Coprobacillaceae,g__Fimiplasma
SRR29472726_bin.24,f__Ruminococcaceae,g__Faecivivens
SRR29472726_bin.25,f__Acutalibacteraceae,g__Acutalibacter
SRR29472726_bin.26,f__Bacteroidaceae,g__Phocaeicola
SRR29472726_bin.27,f__RUG14156,g__Galligastranaerophilus
SRR29472726_bin.28,f__Coriobacteriaceae,g__Collinsella
SRR29472726_bin.29,f__Lachnospiraceae,g__Lachnoclostridium_A
SRR29472726_bin.3,f__Ruminococcaceae,g__CALXEN01
SRR29472726_bin.31,f__Acutalibacteraceae,g__Eubacterium_R
SRR29472726_bin.32,f__Lachnospiraceae,g__Massilistercora
SRR29472726_bin.33,f__Paludibacteraceae,g__Gallipaludibacter
SRR29472726_bin.34,f__Bacteroidaceae,g__Prevotella
SRR29472726_bin.35,f__Ruminococcaceae,g__Gemmiger
SRR29472726_bin.37,f__Coriobacteriaceae,g__Enorma
SRR29472726_bin.38,f__Lachnospiraceae,g__HGM12545
SRR29472726_bin.4,f__Bacteroidaceae,g__Prevotella
SRR29472726_bin.40,f__Acutalibacteraceae,g__Eubacterium_R
SRR29472726_bin.42,f__Coprobacillaceae,g__Faecalibacillus
SRR29472726_bin.44,f__Lachnospiraceae,g__Sellimonas
SRR29472726_bin.45,f__Eggerthellaceae,g__Slackia_A
SRR29472726_bin.46,f__Lachnospiraceae,g__Blautia
SRR29472726_bin.47,f__Oscillospiraceae,g__Enterenecus
SRR29472726_bin.5,f__Paludibacteraceae,g__Enterocola
SRR29472726_bin.50,f__Acutalibacteraceae,g__Acutalibacter
SRR29472726_bin.51,f__Lachnospiraceae,g__Fusicatenibacter
SRR29472726_bin.52,f__Rikenellaceae,g__Alistipes
SRR29472726_bin.53,f__Lachnospiraceae,g__Mediterraneibacter
SRR29472726_bin.56,f__Eggerthellaceae,g__Aveggerthella
SRR29472726_bin.57,f__Fusobacteriaceae,g__Fusobacterium_A
SRR29472726_bin.58,f__Erysipelotrichaceae,g__Faecalicoccus
SRR29472726_bin.59,f__UBA932,g__CALUPD01
SRR29472726_bin.6,f__Bacteroidaceae,g__Prevotella
SRR29472726_bin.60,f__Coprobacillaceae,g__Thomasclavelia
SRR29472726_bin.65,f__Acutalibacteraceae,g__UBA1417
SRR29472726_bin.66,f__Succinivibrionaceae,g__Anaerobiospirillum
SRR29472726_bin.68,f__UBA932,g__Cryptobacteroides
SRR29472726_bin.69,f__Lachnospiraceae,g__Mediterraneibacter
SRR29472726_bin.70,f__Ruminococcaceae,g__CALXIC01
SRR29472726_bin.71,f__Lachnospiraceae,g__Avilachnospira
SRR29472726_bin.74,f__Ruminococcaceae,g__Faecalibacterium
SRR29472726_bin.76,f__Butyricicoccaceae,g__SIG471
SRR29472726_bin.78,f__Anaerotignaceae,g__Fimicola
SRR29472726_bin.80,f__Ruminococcaceae,g__UBA3818
SRR29472726_bin.81,f__Coriobacteriaceae,g__Enorma
SRR29472726_bin.82,f__Butyricicoccaceae,g__Butyricicoccus
SRR29472727_bin.1,f__UBA932,g__CALUPD01
SRR29472727_bin.10,f__Borkfalkiaceae,g__RGIG8762
SRR29472727_bin.13,f__Desulfovibrionaceae,g__Desulfovibrio
SRR29472727_bin.17,f__Acutalibacteraceae,g__Fimenecus
SRR29472727_bin.18,f__UBA932,g__Cryptobacteroides
SRR29472727_bin.19,f__Acutalibacteraceae,g__Eubacterium_R
SRR29472727_bin.2,f__Lachnospiraceae,g__Mediterraneibacter
SRR29472727_bin.20,f__UBA932,g__Cryptobacteroides
SRR29472727_bin.22,f__Lachnospiraceae,g__Mediterraneibacter
SRR29472727_bin.23,f__Paludibacteraceae,g__Enterocola
SRR29472727_bin.24,f__Ruminococcaceae,g__Faecalibacterium
SRR29472727_bin.25,f__Bacteroidaceae,g__Prevotella
SRR29472727_bin.28,f__Bacteroidaceae,g__Prevotella
SRR29472727_bin.29,f__Ruminococcaceae,g__Egerieicola
SRR29472727_bin.3,f__Desulfovibrionaceae,g__Desulfovibrio
SRR29472727_bin.32,f__Rikenellaceae,g__Alistipes
SRR29472727_bin.34,f__Selenomonadaceae,g__Megamonas
SRR29472727_bin.35,f__Rs-D84,g__Enterousia
SRR29472727_bin.36,f__Treponemataceae,g__Treponema_F
SRR29472727_bin.37,f__Acidaminococcaceae,g__CAG-266
SRR29472727_bin.38,f__Bacteroidaceae,g__43-108
SRR29472727_bin.39,f__Lachnospiraceae,g__Blautia
SRR29472727_bin.40,f__Bacteroidaceae,g__Prevotella
SRR29472727_bin.41,f__Bacteroidaceae,g__Paraprevotella
SRR29472727_bin.42,f__Bacteroidaceae,g__Phocaeicola
SRR29472727_bin.44,f__UBA932,g__Cryptobacteroides
SRR29472727_bin.45,f__P3,g__Pullibacteroides
SRR29472727_bin.46,f__Megasphaeraceae,g__Megasphaera
SRR29472727_bin.47,f__Rs-D84,g__Enterousia
SRR29472727_bin.48,f__UBA932,g__Cryptobacteroides
SRR29472727_bin.49,f__Bacteroidaceae,g__Mediterranea
SRR29472727_bin.5,f__Feifaniaceae,g__Galloscillospira_B
SRR29472727_bin.50,f__Bacteroidaceae,g__Avibacteroides
SRR29472727_bin.51,f__UBA932,g__Cryptobacteroides
SRR29472727_bin.53,f__Succinivibrionaceae,g__Anaerobiospirillum
SRR29472727_bin.55,f__Bacteroidaceae,g__Phocaeicola
SRR29472727_bin.59,f__UBA660,g__Faecenecus
SRR29472727_bin.60,f__Acutalibacteraceae,g__Eubacterium_R
SRR29472727_bin.61,f__Tannerellaceae,g__Parabacteroides
SRR29472727_bin.62,f__Lachnospiraceae,g__Avilachnospira
SRR29472727_bin.63,f__Muribaculaceae,g__Limisoma
SRR29472727_bin.64,f__Rikenellaceae,g__Tidjanibacter
SRR29472727_bin.65,f__UBA932,g__Merdivivens
SRR29472727_bin.66,f__Bacteroidaceae,g__Phocaeicola
SRR29472727_bin.68,f__Rikenellaceae,g__Alistipes
SRR29472727_bin.71,f__Erysipelotrichaceae,g__Faecalicoccus
SRR29472727_bin.72,f__Lachnospiraceae,g__Mediterraneibacter
SRR29472727_bin.8,f__Treponemataceae,g__Gallitreponema
SRR29472727_bin.9,f__Tannerellaceae,g__Parabacteroides
SRR29472728_bin.1,f__Rikenellaceae,g__Alistipes
SRR29472728_bin.10,f__UBA932,g__Merdivivens
SRR29472728_bin.11,f__Rikenellaceae,g__Avirikenella
SRR29472728_bin.12,f__Lachnospiraceae,g__Avilachnospira
SRR29472728_bin.14,f__Butyricicoccaceae,g__Agathobaculum
SRR29472728_bin.16,f__Rikenellaceae,g__Rikenella
SRR29472728_bin.19,f__Lachnospiraceae,g__Avilachnospira
SRR29472728_bin.2,f__Bacteroidaceae,g__43-108
SRR29472728_bin.20,f__Ruminococcaceae,g__Faecivivens
SRR29472728_bin.21,f__Muribaculaceae,g__Limisoma
SRR29472728_bin.22,f__Bacteroidaceae,g__Prevotella
SRR29472728_bin.23,f__Ruminococcaceae,g__Fournierella
SRR29472728_bin.24,f__Coprobacillaceae,g__Fimiplasma
SRR29472728_bin.25,f__Lachnospiraceae,g__Fimimorpha
SRR29472728_bin.26,f__UBA932,g__Coprenecus
SRR29472728_bin.27,f__Desulfovibrionaceae,g__Desulfovibrio
SRR29472728_bin.28,f__Ruminococcaceae,g__Faecalibacterium
SRR29472728_bin.29,f__Lachnospiraceae,g__Avilachnospira
SRR29472728_bin.3,f__Lachnospiraceae,g__Lachnoclostridium_B
SRR29472728_bin.30,f__Bacteroidaceae,g__Phocaeicola
SRR29472728_bin.31,f__Erysipelotrichaceae,g__Faecalitalea
SRR29472728_bin.34,f__Acutalibacteraceae,g__Eubacterium_R
SRR29472728_bin.36,f__Acutalibacteraceae,g__Eubacterium_R
SRR29472728_bin.39,f__Bacteroidaceae,g__Phocaeicola_A
SRR29472728_bin.4,f__Bacteroidaceae,g__Avibacteroides
SRR29472728_bin.40,f__Lachnospiraceae,g__Mediterraneibacter
SRR29472728_bin.41,f__Muribaculaceae,g__Limisoma
SRR29472728_bin.42,f__Selenomonadaceae,g__Megamonas
SRR29472728_bin.43,f__Lachnospiraceae,g__HGM12545
SRR29472728_bin.44,f__Tannerellaceae,g__Parabacteroides
SRR29472728_bin.45,f__Bacteroidaceae,g__Phocaeicola
SRR29472728_bin.46,f__Rikenellaceae,g__Tidjanibacter
SRR29472728_bin.47,f__Bacteroidaceae,g__Paraprevotella
SRR29472728_bin.48,f__Ruminococcaceae,g__Gemmiger
SRR29472728_bin.49,f__Bacteroidaceae,g__Prevotella
SRR29472728_bin.5,f__Bacteroidaceae,g__Avibacteroides
SRR29472728_bin.50,f__Oscillospiraceae,g__Pseudoflavonifractor_A
SRR29472728_bin.51,f__Mucispirillaceae,unknown
SRR29472728_bin.52,f__Ruminococcaceae,g__Avimicrobium
SRR29472728_bin.57,f__Acidaminococcaceae,g__CAG-266
SRR29472728_bin.6,f__Desulfovibrionaceae,g__Desulfovibrio
SRR29472728_bin.61,f__Lachnospiraceae,g__Mediterraneibacter
SRR29472728_bin.8,f__Mucispirillaceae,g__Mucispirillum
SRR29472728_bin.9,f__Oscillospiraceae,g__Faecousia
SRR29472729_bin.10,f__Acutalibacteraceae,g__Fimenecus
SRR29472729_bin.11,f__Brachyspiraceae,g__Brachyspira
SRR29472729_bin.13,f__Mucispirillaceae,g__Mucispirillum
SRR29472729_bin.16,f__Erysipelotrichaceae,g__Bulleidia
SRR29472729_bin.20,f__Muribaculaceae,g__Limisoma
SRR29472729_bin.21,f__Bacteroidaceae,g__Avibacteroides
SRR29472729_bin.23,f__Bacteroidaceae,g__Prevotella
SRR29472729_bin.24,f__Lachnospiraceae,g__Blautia
SRR29472729_bin.25,f__UBA660,g__Onthousia
SRR29472729_bin.26,f__Coriobacteriaceae,g__Collinsella
SRR29472729_bin.28,f__Lachnospiraceae,g__HGM12545
SRR29472729_bin.29,f__Erysipelotrichaceae,g__Faecalitalea
SRR29472729_bin.3,f__Lachnospiraceae,g__Sellimonas
SRR29472729_bin.30,f__Ruminococcaceae,g__Faecalibacterium
SRR29472729_bin.31,f__Lachnospiraceae,g__Lachnoclostridium_B
SRR29472729_bin.33,f__Megasphaeraceae,g__Megasphaera
SRR29472729_bin.34,f__Acutalibacteraceae,g__CAG-557
SRR29472729_bin.35,f__UBA932,g__Cryptobacteroides
SRR29472729_bin.36,f__Bacteroidaceae,g__Avibacteroides
SRR29472729_bin.38,f__Acutalibacteraceae,g__Heritagella
SRR29472729_bin.39,f__Ruminococcaceae,g__Avimicrobium
SRR29472729_bin.40,f__Ruminococcaceae,g__Anaerofilum
SRR29472729_bin.42,f__Tannerellaceae,g__Parabacteroides
SRR29472729_bin.43,f__Coriobacteriaceae,g__Enorma
SRR29472729_bin.44,f__Desulfovibrionaceae,g__Desulfovibrio
SRR29472729_bin.45,f__Lachnospiraceae,g__Mediterraneibacter
SRR29472729_bin.47,f__Lachnospiraceae,g__Avilachnospira
SRR29472729_bin.5,f__Lachnospiraceae,g__Mediterraneibacter
SRR29472729_bin.6,f__Muribaculaceae,g__Limisoma
SRR29472729_bin.8,f__Acidaminococcaceae,g__URXU01
SRR29472730_bin.1,f__Bacteroidaceae,g__Prevotella
SRR29472730_bin.14,f__Acutalibacteraceae,g__Limousia
SRR29472730_bin.15,f__Paludibacteraceae,g__Enterocola
SRR29472730_bin.16,f__Bacteroidaceae,g__Phocaeicola
SRR29472730_bin.17,f__Oscillospiraceae,g__Avoscillospira
SRR29472730_bin.18,f__Treponemataceae,g__Gallitreponema
SRR29472730_bin.19,f__Lachnospiraceae,g__Anaerobutyricum
SRR29472730_bin.2,f__Acutalibacteraceae,g__Heritagella
SRR29472730_bin.20,f__UBA932,g__Cryptobacteroides
SRR29472730_bin.21,f__P3,g__Pullibacteroides
SRR29472730_bin.22,f__Acutalibacteraceae,g__Scybalenecus
SRR29472730_bin.23,f__Acutalibacteraceae,g__Eubacterium_R
SRR29472730_bin.24,f__Erysipelotrichaceae,g__Bulleidia
SRR29472730_bin.25,f__Acutalibacteraceae,g__UMGS263
SRR29472730_bin.26,f__Lachnospiraceae,g__Fusicatenibacter
SRR29472730_bin.28,f__Rikenellaceae,g__Alistipes
SRR29472730_bin.29,f__Coprobacillaceae,g__Thomasclavelia
SRR29472730_bin.30,f__Oscillospiraceae,g__Faecousia
SRR29472730_bin.32,f__Rs-D84,g__Enterousia
SRR29472730_bin.34,f__Lachnospiraceae,g__Blautia
SRR29472730_bin.35,f__Gastranaerophilaceae,g__Stercorousia
SRR29472730_bin.37,f__Bacteroidaceae,g__Paraprevotella
SRR29472730_bin.38,f__Ruminococcaceae,g__Faecivivens
SRR29472730_bin.4,f__Megasphaeraceae,g__Megasphaera
SRR29472730_bin.41,f__Succinivibrionaceae,g__Anaerobiospirillum
SRR29472730_bin.42,f__Bacteroidaceae,g__Phocaeicola
SRR29472730_bin.43,f__Bacteroidaceae,g__Avibacteroides
SRR29472730_bin.44,f__Rikenellaceae,g__Tidjanibacter
SRR29472730_bin.45,f__CALXOJ01,g__CALXOJ01
SRR29472730_bin.46,f__Bacteroidaceae,g__Paraprevotella
SRR29472730_bin.47,f__Desulfovibrionaceae,g__Desulfovibrio
SRR29472730_bin.51,f__P3,g__Pullibacteroides
SRR29472730_bin.52,f__Lachnospiraceae,g__Egerieimonas_A
SRR29472730_bin.53,f__Oscillospiraceae,g__Enterenecus
SRR29472730_bin.54,f__Selenomonadaceae,g__Megamonas
SRR29472730_bin.56,f__Ruminococcaceae,g__Gemmiger
SRR29472730_bin.57,f__Ruminococcaceae,g__Faecalibacterium
SRR29472730_bin.58,f__UBA932,g__Cryptobacteroides
SRR29472730_bin.6,f__Bacteroidaceae,g__Phocaeicola
SRR29472730_bin.60,f__Xenobiaceae,g__Bruticola
SRR29472730_bin.62,f__Bacteroidaceae,g__Phocaeicola
SRR29472730_bin.64,f__Bacteroidaceae,g__Avibacteroides
SRR29472730_bin.65,f__Succinivibrionaceae,g__Anaerobiospirillum
SRR29472730_bin.66,f__Barnesiellaceae,g__Barnesiella
SRR29472730_bin.7,f__Coriobacteriaceae,g__Coprousia
SRR29472730_bin.9,f__Bacteroidaceae,g__Prevotella
SRR29472731_bin.10,f__Butyricicoccaceae,g__Butyricicoccus
SRR29472731_bin.11,f__Oscillospiraceae,g__Avoscillospira
SRR29472731_bin.12,f__Bacteroidaceae,g__Mediterranea
SRR29472731_bin.13,f__Ruminococcaceae,g__Negativibacillus
SRR29472731_bin.14,f__Lachnospiraceae,g__Blautia_A
SRR29472731_bin.17,f__UBA932,g__CALUPD01
SRR29472731_bin.18,f__Rs-D84,g__Enterousia
SRR29472731_bin.2,f__UBA932,g__Cryptobacteroides
SRR29472731_bin.20,f__Acutalibacteraceae,g__Heritagella
SRR29472731_bin.23,f__Desulfovibrionaceae,g__Desulfovibrio
SRR29472731_bin.25,f__Atopobiaceae,g__Thermophilibacter
SRR29472731_bin.27,f__Lachnospiraceae,g__Lachnoclostridium_B
SRR29472731_bin.28,f__Ruminococcaceae,g__Faecivivens
SRR29472731_bin.29,f__Erysipelotrichaceae,g__Merdibacter
SRR29472731_bin.3,f__Bacteroidaceae,g__Avibacteroides
SRR29472731_bin.31,f__UBA660,g__Onthousia
SRR29472731_bin.33,f__UBA3700,g__RACS-045
SRR29472731_bin.34,f__Lachnospiraceae,g__Blautia
SRR29472731_bin.35,f__Tannerellaceae,g__Parabacteroides
SRR29472731_bin.36,f__Acutalibacteraceae,g__Caccousia
SRR29472731_bin.37,f__Eggerthellaceae,g__Aveggerthella
SRR29472731_bin.39,f__Paludibacteraceae,g__Gallipaludibacter
SRR29472731_bin.4,f__Acutalibacteraceae,g__UMGS263
SRR29472731_bin.41,f__Lachnospiraceae,g__Anaerobutyricum
SRR29472731_bin.42,f__CAG-917,g__Limadaptatus
SRR29472731_bin.44,f__Oscillospiraceae,g__Faecousia
SRR29472731_bin.45,f__Lachnospiraceae,g__Sellimonas
SRR29472731_bin.46,f__Paludibacteraceae,g__Enterocola
SRR29472731_bin.47,f__Lachnospiraceae,g__Mediterraneibacter
SRR29472731_bin.5,f__DTU072,g__Stercoripulliclostridium_A
SRR29472731_bin.55,f__Acutalibacteraceae,g__Scybalenecus
SRR29472731_bin.56,f__UBA932,g__Cryptobacteroides
SRR29472731_bin.58,f__Rikenellaceae,g__Alistipes_A
SRR29472731_bin.59,f__Rikenellaceae,g__Alistipes
SRR29472731_bin.6,f__Coprobacillaceae,g__Thomasclavelia
SRR29472731_bin.61,f__Acidaminococcaceae,g__URXU01
SRR29472731_bin.63,f__Lachnospiraceae,g__Anaerostipes
SRR29472731_bin.64,f__Ruminococcaceae,g__Anaerofilum
SRR29472731_bin.65,f__Ruminococcaceae,g__Gemmiger
SRR29472731_bin.66,f__Lachnospiraceae,g__Fusicatenibacter
SRR29472731_bin.7,f__UBA660,g__Faecimonas
SRR29472731_bin.70,f__Rs-D84,g__Enterousia
SRR29472731_bin.71,f__Ruminococcaceae,g__Faecalibacterium
SRR29472731_bin.72,f__Barnesiellaceae,g__Barnesiella
SRR29472731_bin.74,f__Lachnospiraceae,g__Anaerobutyricum
SRR29472731_bin.77,f__CAG-382,g__UMGS1307
SRR29472731_bin.79,f__Lachnospiraceae,g__Blautia
SRR29472731_bin.80,f__Acidaminococcaceae,g__CAG-266
SRR29472731_bin.82,f__Ruminococcaceae,g__Anaerofilum
SRR29472731_bin.84,f__Synergistaceae,g__Caccocola
SRR29472731_bin.85,f__Peptococcaceae,g__UMGS1590
SRR29472731_bin.86,f__Desulfovibrionaceae,g__Desulfovibrio
