ARG_type,Renamed_Drug_Class,Kingdom,Phylum,phylum_without_unknown,Class,Order,Family,Genus,genus_without_unknown,Species,orf_count
catIII,phenicol,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Pasteurellales,f_Pasteurellaceae,g_Pasteurella,g_Pasteurella,s_Pasteurella multocida,2
cfrA,multidrug,k_Bacteria,p_Bacteroidetes,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Bacteroides,g_Bacteroides,s_Bacteroides sp. AGMB03916,2
cfrA,multidrug,k_Bacteria,p_Bacteroidetes,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Bacteroides,g_Bacteroides,s_Bacteroides sp. OF04-15BH,2
cfrA,multidrug,k_Bacteria,p_Bacteroidetes,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Phocaeicola,g_Phocaeicola,s_Phocaeicola vulgatus,2
cfrE,multidrug,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Clostridia,o_Eubacteriales,f_Clostridiaceae,g_Butyricicoccus,g_Butyricicoccus,s_Butyricicoccus pullicaecorum,2
cfrE,multidrug,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Clostridia,o_Eubacteriales,f_Eubacteriaceae,g_Eubacterium,g_Eubacterium,s_Eubacterium callanderi,2
clcD,multidrug,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Erysipelotrichia,o_Erysipelotrichales,f_Erysipelotrichaceae,g_Erysipelatoclostridium,g_Erysipelatoclostridium,s_[Clostridium] spiroforme,2
dfrA1,diaminopyrimidine,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Pasteurellales,f_Pasteurellaceae,g_Avibacterium,g_Avibacterium,s_Avibacterium paragallinarum,2
dfrA1,diaminopyrimidine,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Pseudomonadales,f_Pseudomonadaceae,g_Pseudomonas,g_Pseudomonas,s_Pseudomonas aeruginosa,2
dfrA10,diaminopyrimidine,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,NA,Other,NA,2
dfrA20,diaminopyrimidine,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Moraxellales,f_Moraxellaceae,g_Acinetobacter,g_Acinetobacter,NA,2
dfrA27,diaminopyrimidine,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Morganellaceae,g_Proteus,g_Proteus,s_Proteus mirabilis,2
dfrG,diaminopyrimidine,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Bacilli,o_Lactobacillales,f_Enterococcaceae,g_Enterococcus,g_Enterococcus,s_Enterococcus faecalis,2
dfrG,diaminopyrimidine,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Bacilli,o_Bacillales,f_Staphylococcaceae,g_Staphylococcus,g_Staphylococcus,s_Staphylococcus pseudintermedius,2
emrR,fluoroquinolone,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Enterobacter,g_Enterobacter,s_Enterobacter cloacae,2
emrR,fluoroquinolone,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Enterobacter,g_Enterobacter,s_Enterobacter hormaechei,2
fexA,phenicol,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Bacilli,o_Bacillales,f_Staphylococcaceae,g_Jeotgalicoccus,g_Jeotgalicoccus,s_Jeotgalicoccus aerolatus,2
fexA,phenicol,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Bacilli,o_Lactobacillales,f_Lactobacillaceae,g_Limosilactobacillus,g_Limosilactobacillus,s_Limosilactobacillus reuteri,2
fexA,phenicol,k_unknown,p_unknown,Other,c_unknown,o_unknown,f_unknown,g_unknown,Other,s_synthetic Mycoplasma genitalium JCVI-1.0,2
gadX,multidrug,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Klebsiella,g_Klebsiella,s_Klebsiella pneumoniae,2
leuO,multidrug,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Enterobacter,g_Enterobacter,s_Enterobacter hormaechei,2
leuO,multidrug,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Salmonella,g_Salmonella,s_Salmonella enterica,2
linG,lincosamide,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Klebsiella,g_Klebsiella,s_Klebsiella pneumoniae,2
lnuA,lincosamide,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Bacilli,o_Lactobacillales,f_Lactobacillaceae,g_Ligilactobacillus,g_Ligilactobacillus,s_Ligilactobacillus salivarius,2
lnuC,lincosamide,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Clostridia,o_Eubacteriales,f_Lachnospiraceae,g_Anaerotignum,g_Anaerotignum,s_Anaerotignum lactatifermentans,2
lnuC,lincosamide,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Clostridia,o_Eubacteriales,f_Lachnospiraceae,g_Blautia,g_Blautia,s_Blautia obeum,2
lnuC,lincosamide,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Epsilonproteobacteria,o_Campylobacterales,f_Campylobacteraceae,g_Campylobacter,g_Campylobacter,s_Campylobacter coli,2
lnuC,lincosamide,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Clostridia,o_Eubacteriales,f_Lachnospiraceae,g_Coprococcus,g_Coprococcus,s_Coprococcus comes,2
lnuC,lincosamide,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Clostridia,o_Eubacteriales,f_Lachnospiraceae,g_Dorea,g_Dorea,s_Dorea formicigenerans,2
lnuC,lincosamide,k_Bacteria,p_Actinobacteria,p_Actinobacteria,c_Coriobacteriia,o_Eggerthellales,f_Eggerthellaceae,g_Eggerthella,g_Eggerthella,s_Eggerthella lenta,2
lnuC,lincosamide,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Clostridia,o_Eubacteriales,f_Oscillospiraceae,g_Flavonifractor,g_Flavonifractor,s_Flavonifractor plautii,2
lnuC,lincosamide,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Clostridia,o_Eubacteriales,f_Oscillospiraceae,g_Flavonifractor,g_Flavonifractor,s_Flavonifractor sp. An306,2
lnuC,lincosamide,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Clostridia,o_Eubacteriales,f_Oscillospiraceae,g_Fournierella,g_Fournierella,s_Fournierella massiliensis,2
lnuC,lincosamide,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Clostridia,o_Eubacteriales,f_Oscillospiraceae,g_Pseudoflavonifractor,g_Pseudoflavonifractor,s_Pseudoflavonifractor phocaeensis,2
lnuC,lincosamide,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Clostridia,o_Eubacteriales,f_Oscillospiraceae,g_unknown,Other,s_Ruminococcaceae bacterium AM07-15,2
lnuC,lincosamide,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Clostridia,o_Eubacteriales,f_Oscillospiraceae,g_Subdoligranulum,g_Subdoligranulum,s_Subdoligranulum variabile,2
lnuC,lincosamide,k_Bacteria,p_unknown,Other,c_unknown,o_unknown,f_unknown,g_unknown,Other,s_uncultured bacterium,2
marA,multidrug,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Enterobacter,g_Enterobacter,s_Enterobacter hormaechei,2
mdtG,phosphonic acid,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Shigella,g_Shigella,s_Shigella flexneri,2
mdtH,fluoroquinolone,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Shigella,g_Shigella,s_Shigella sonnei,2
mecB,penam,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Bacilli,o_Bacillales,f_Staphylococcaceae,g_Macrococcus,g_Macrococcus,s_Macrococcus canis,2
mecI,penam,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Bacilli,o_Bacillales,f_Staphylococcaceae,g_Staphylococcus,g_Staphylococcus,s_Staphylococcus pseudintermedius,2
mecR1,penam,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Bacilli,o_Bacillales,f_Staphylococcaceae,g_Staphylococcus,g_Staphylococcus,s_Staphylococcus pseudintermedius,2
mefH,macrolide,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Clostridia,o_Eubacteriales,f_Lachnospiraceae,g_Blautia,g_Blautia,s_Blautia sp. An81,2
mefH,macrolide,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Clostridia,o_Eubacteriales,f_Eubacteriaceae,g_Eubacterium,g_Eubacterium,s_Eubacterium sp. An11,2
mefH,macrolide,k_unknown,p_Uroviricota,p_Uroviricota,c_Caudoviricetes,o_Caudovirales,f_Siphoviridae,g_unknown,Other,s_Siphoviridae sp.,2
mphA,macrolide,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,NA,Other,NA,2
mphC,macrolide,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Bacilli,o_Bacillales,f_Staphylococcaceae,g_Staphylococcus,g_Staphylococcus,s_Staphylococcus saprophyticus,2
mphE,macrolide,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Moraxellales,f_Moraxellaceae,g_Acinetobacter,g_Acinetobacter,s_Acinetobacter baumannii,2
mphK,macrolide,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Bacilli,o_Bacillales,f_Bacillaceae,g_Bacillus,g_Bacillus,NA,2
nimA,nitroimidazole,k_Bacteria,p_Bacteroidetes,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Bacteroides,g_Bacteroides,s_Bacteroides caecigallinarum,2
nimA,nitroimidazole,k_Bacteria,p_Bacteroidetes,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Bacteroides,g_Bacteroides,s_Bacteroides eggerthii,2
nimA,nitroimidazole,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Clostridia,o_Eubacteriales,f_Oscillospiraceae,g_Faecalibacterium,g_Faecalibacterium,s_Faecalibacterium prausnitzii,2
nimA,nitroimidazole,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Clostridia,o_Eubacteriales,f_Lachnospiraceae,g_Lachnoclostridium,g_Lachnoclostridium,s_Lachnoclostridium sp. An14,2
nimD,nitroimidazole,k_Bacteria,p_Bacteroidetes,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Bacteroides,g_Bacteroides,NA,2
nimE,nitroimidazole,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Clostridia,o_Eubacteriales,f_unknown,g_Intestinimonas,g_Intestinimonas,s_Intestinimonas timonensis,2
nimF,nitroimidazole,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Clostridia,o_Eubacteriales,f_unknown,g_Intestinimonas,g_Intestinimonas,s_Intestinimonas butyriciproducens,2
nimG,nitroimidazole,k_Bacteria,p_Bacteroidetes,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Bacteroides,g_Bacteroides,s_Bacteroides caecigallinarum,2
nimG,nitroimidazole,k_Bacteria,p_Bacteroidetes,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Bacteroides,g_Bacteroides,s_Bacteroides fragilis,2
nimG,nitroimidazole,k_Bacteria,p_Bacteroidetes,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Bacteroides,g_Bacteroides,s_Bacteroides ovatus,2
nimG,nitroimidazole,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Clostridia,o_Eubacteriales,f_unknown,g_Intestinimonas,g_Intestinimonas,s_Intestinimonas timonensis,2
nimG,nitroimidazole,k_Bacteria,p_Bacteroidetes,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Phocaeicola,g_Phocaeicola,s_Phocaeicola barnesiae,2
nimJ,nitroimidazole,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Clostridia,o_Eubacteriales,f_Clostridiaceae,g_Clostridium,g_Clostridium,s_Clostridium phoceensis,2
nimJ,nitroimidazole,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Clostridia,o_Eubacteriales,f_Oscillospiraceae,g_Flavonifractor,g_Flavonifractor,s_Flavonifractor sp. AGMB03687,2
nimJ,nitroimidazole,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Clostridia,o_Eubacteriales,f_Lachnospiraceae,g_Lachnoclostridium,g_Lachnoclostridium,s_Lachnoclostridium sp. An14,2
oqxA,multidrug,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Enterobacter,g_Enterobacter,s_Enterobacter bugandensis,2
poxtA,multidrug,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Clostridia,o_Eubacteriales,f_Oscillospiraceae,g_Anaeromassilibacillus,g_Anaeromassilibacillus,s_Anaeromassilibacillus sp. An172,2
poxtA,multidrug,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Clostridia,o_Eubacteriales,f_Lachnospiraceae,g_Enterocloster,g_Enterocloster,s_Enterocloster bolteae,2
poxtA,multidrug,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Clostridia,o_Eubacteriales,f_Oscillospiraceae,g_Faecalibacterium,g_Faecalibacterium,s_Faecalibacterium prausnitzii,2
poxtA,multidrug,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Bacilli,o_Lactobacillales,f_Lactobacillaceae,g_Pediococcus,g_Pediococcus,s_Pediococcus pentosaceus,2
poxtA,multidrug,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Bacilli,o_Lactobacillales,f_Streptococcaceae,g_Streptococcus,g_Streptococcus,s_Streptococcus suis,2
qacEdelta1,disinfecting agents and antiseptics,k_Bacteria,p_Actinobacteria,p_Actinobacteria,c_Actinomycetia,o_Bifidobacteriales,f_Bifidobacteriaceae,g_Bifidobacterium,g_Bifidobacterium,s_Bifidobacterium choerinum,2
qacEdelta1,disinfecting agents and antiseptics,k_Bacteria,p_Actinobacteria,p_Actinobacteria,c_Actinomycetia,o_Corynebacteriales,f_Corynebacteriaceae,g_Corynebacterium,g_Corynebacterium,s_Corynebacterium diphtheriae,2
qacL,disinfecting agents and antiseptics,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Escherichia,g_Escherichia,s_Escherichia coli,2
ramA,multidrug,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Enterobacter,g_Enterobacter,s_Enterobacter hormaechei,2
salC,multidrug,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Bacilli,o_Bacillales,f_Staphylococcaceae,NA,Other,NA,2
salD,multidrug,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Bacilli,o_Bacillales,f_Staphylococcaceae,g_Staphylococcus,g_Staphylococcus,s_Staphylococcus equorum,2
salD,multidrug,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Bacilli,o_Bacillales,f_Staphylococcaceae,g_Staphylococcus,g_Staphylococcus,s_Staphylococcus xylosus,2
salD,multidrug,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Bacilli,o_Bacillales,f_Staphylococcaceae,g_Staphylococcus,g_Staphylococcus,NA,2
salE,multidrug,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Bacilli,o_Bacillales,f_Staphylococcaceae,g_Staphylococcus,g_Staphylococcus,s_Staphylococcus xylosus,2
sepA,disinfecting agents and antiseptics,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Bacilli,o_Bacillales,f_Staphylococcaceae,g_Staphylococcus,g_Staphylococcus,s_Staphylococcus saprophyticus,2
sul1,sulfonamide,k_Bacteria,p_Actinobacteria,p_Actinobacteria,c_Actinomycetia,o_Bifidobacteriales,f_Bifidobacteriaceae,g_Bifidobacterium,g_Bifidobacterium,s_Bifidobacterium choerinum,2
sul1,sulfonamide,k_Bacteria,p_Actinobacteria,p_Actinobacteria,c_Actinomycetia,o_Corynebacteriales,f_Corynebacteriaceae,g_Corynebacterium,g_Corynebacterium,s_Corynebacterium diphtheriae,2
sul2,sulfonamide,k_Bacteria,p_Bacteroidetes,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Bacteroides,g_Bacteroides,s_Bacteroides xylanisolvens,2
sul2,sulfonamide,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Klebsiella,g_Klebsiella,s_Klebsiella pneumoniae,2
sul3,sulfonamide,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Escherichia,g_Escherichia,s_Escherichia coli,2
tet(32),tetracycline,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Clostridia,o_Eubacteriales,f_Peptostreptococcaceae,g_Clostridioides,g_Clostridioides,s_Clostridioides difficile,2
tet(32),tetracycline,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Deltaproteobacteria,o_Desulfovibrionales,f_Desulfovibrionaceae,g_Desulfovibrio,g_Desulfovibrio,s_Desulfovibrio piger,2
tet(32),tetracycline,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Clostridia,o_Eubacteriales,f_Lachnospiraceae,g_Dorea,g_Dorea,s_Dorea formicigenerans,2
tet(32),tetracycline,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Clostridia,o_Eubacteriales,f_Eubacteriaceae,g_unknown,Other,s_Eubacteriaceae bacterium CHKCI004,2
tet(32),tetracycline,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Clostridia,o_Eubacteriales,f_Lachnospiraceae,g_Fusicatenibacter,g_Fusicatenibacter,s_Fusicatenibacter sp. CLA-AA-H277,2
tet(32),tetracycline,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Clostridia,o_Eubacteriales,f_Oscillospiraceae,g_Pseudoflavonifractor,g_Pseudoflavonifractor,s_Pseudoflavonifractor sp. An85,2
tet(40),tetracycline,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Clostridia,o_Eubacteriales,f_Lachnospiraceae,g_Coprococcus,g_Coprococcus,s_Coprococcus comes,2
tet(40),tetracycline,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Clostridia,o_Eubacteriales,f_Lachnospiraceae,g_Enterocloster,g_Enterocloster,s_Enterocloster bolteae,2
tet(40),tetracycline,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Clostridia,o_Eubacteriales,f_Oscillospiraceae,g_Flavonifractor,g_Flavonifractor,s_Flavonifractor sp. AGMB03687,2
tet(40),tetracycline,k_Bacteria,p_Fusobacteria,p_Fusobacteria,c_Fusobacteriia,o_Fusobacteriales,f_Fusobacteriaceae,g_Fusobacterium,g_Fusobacterium,s_Fusobacterium mortiferum,2
tet(44),tetracycline,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Clostridia,o_Eubacteriales,f_Clostridiaceae,g_Clostridium,g_Clostridium,s_Clostridium sp. CAG:762,2
tet(45),tetracycline,k_Bacteria,p_Actinobacteria,p_Actinobacteria,c_Actinomycetia,o_Bifidobacteriales,f_Bifidobacteriaceae,g_Bifidobacterium,g_Bifidobacterium,s_Bifidobacterium thermophilum,2
tet(45),tetracycline,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Epsilonproteobacteria,o_Campylobacterales,f_Campylobacteraceae,g_Campylobacter,g_Campylobacter,s_Campylobacter sp. P157,2
tet(45),tetracycline,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Bacilli,o_Lactobacillales,f_Enterococcaceae,g_Enterococcus,g_Enterococcus,s_Enterococcus columbae,2
tet(B),tetracycline,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Enterobacteriaceae,g_Salmonella,g_Salmonella,s_Salmonella enterica,2
tet(C),tetracycline,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Pasteurellales,f_Pasteurellaceae,g_Pasteurella,g_Pasteurella,s_Pasteurella multocida,2
tet(C),tetracycline,k_unknown,p_unknown,Other,c_unknown,o_unknown,f_unknown,g_unknown,Other,s_synthetic construct,2
tet(M),tetracycline,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Bacilli,o_Lactobacillales,f_Enterococcaceae,g_Enterococcus,g_Enterococcus,s_Enterococcus columbae,2
tet(M),tetracycline,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Bacilli,o_Lactobacillales,f_Lactobacillaceae,g_Pediococcus,g_Pediococcus,s_Pediococcus pentosaceus,2
tet(O),tetracycline,k_Bacteria,p_Firmicutes,p_Bacillota,c_Negativicutes,o_Selenomonadales,f_Selenomonadaceae,g_Megamonas,g_Megamonas,s_Megamonas funiformis,2
tet(O),tetracycline,k_Bacteria,p_Deferribacteres,p_Deferribacteres,c_Deferribacteres,o_Deferribacterales,f_Deferribacteraceae,g_Mucispirillum,g_Mucispirillum,s_Mucispirillum schaedleri,2
tet(O),tetracycline,k_unknown,p_Uroviricota,p_Uroviricota,c_Caudoviricetes,o_Caudovirales,f_Siphoviridae,g_unknown,Other,s_Siphoviridae sp.,2
tet(O),tetracycline,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Clostridia,o_Eubacteriales,f_Lachnospiraceae,g_Mediterraneibacter,g_Mediterraneibacter,s_[Ruminococcus] gnavus,2
tet(Q),tetracycline,k_Bacteria,p_Bacteroidetes,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Bacteroides,g_Bacteroides,s_Bacteroides sp. AGMB03916,2
tet(Q),tetracycline,k_Bacteria,p_Bacteroidetes,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Prevotellaceae,g_Prevotella,g_Prevotella,s_Prevotella marseillensis,2
tet(T),tetracycline,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Bacilli,o_Bacillales,f_Staphylococcaceae,g_Staphylococcus,g_Staphylococcus,s_Staphylococcus aureus,2
tet(W),tetracycline,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Clostridia,o_Eubacteriales,f_Oscillospiraceae,g_Anaerotruncus,g_Anaerotruncus,s_Anaerotruncus colihominis,2
tet(W),tetracycline,k_Bacteria,p_Actinobacteria,p_Actinobacteria,c_Actinomycetia,o_Bifidobacteriales,f_Bifidobacteriaceae,g_Bifidobacterium,g_Bifidobacterium,s_Bifidobacterium pullorum,2
tet(W),tetracycline,k_Bacteria,p_Actinobacteria,p_Actinobacteria,c_Coriobacteriia,o_Coriobacteriales,f_unknown,g_unknown,Other,s_Coriobacteriales bacterium DNF00809,2
tet(W),tetracycline,k_Bacteria,p_Actinobacteria,p_Actinobacteria,c_Coriobacteriia,o_Eggerthellales,f_Eggerthellaceae,g_Eggerthella,g_Eggerthella,s_Eggerthella lenta,2
tet(W),tetracycline,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Clostridia,o_Eubacteriales,f_Oscillospiraceae,g_Fournierella,g_Fournierella,s_Fournierella massiliensis,2
tet(W),tetracycline,k_Bacteria,p_Deferribacteres,p_Deferribacteres,c_Deferribacteres,o_Deferribacterales,f_Deferribacteraceae,g_Mucispirillum,g_Mucispirillum,s_Mucispirillum schaedleri,2
tet(W),tetracycline,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Clostridia,o_Eubacteriales,f_Oscillospiraceae,g_unknown,Other,s_Oscillospiraceae bacterium,2
tet(W),tetracycline,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Erysipelotrichia,o_Erysipelotrichales,f_Erysipelotrichaceae,g_Erysipelatoclostridium,g_Erysipelatoclostridium,s_[Clostridium] spiroforme,2
tet(W/N/W),tetracycline,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Clostridia,o_Eubacteriales,f_Lachnospiraceae,g_Enterocloster,g_Enterocloster,s_Enterocloster clostridioformis,2
tet(W/N/W),tetracycline,k_Bacteria,p_Proteobacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Pasteurellales,f_Pasteurellaceae,g_Haemophilus,g_Haemophilus,s_Haemophilus parainfluenzae,2
tmrB,nucleoside,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Bacilli,o_Bacillales,f_Bacillaceae,g_Bacillus,g_Bacillus,s_Bacillus subtilis,2
vanG,glycopeptide,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Clostridia,o_Eubacteriales,f_unknown,g_Flintibacter,g_Flintibacter,s_Flintibacter sp. KGMB00164,2
vanHB,glycopeptide,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Bacilli,o_Lactobacillales,f_Enterococcaceae,g_Enterococcus,g_Enterococcus,NA,2
vanRB,glycopeptide,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Bacilli,o_Lactobacillales,f_Enterococcaceae,g_Enterococcus,g_Enterococcus,s_Enterococcus faecium,2
vanRG,glycopeptide,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Clostridia,o_Eubacteriales,f_Lachnospiraceae,g_unknown,Other,s_Lachnospiraceae bacterium,2
vanRI,glycopeptide,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Clostridia,o_Eubacteriales,f_Peptococcaceae,NA,Other,NA,2
vanTG,glycopeptide,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Bacilli,o_Lactobacillales,f_Streptococcaceae,g_Streptococcus,g_Streptococcus,s_Streptococcus suis,2
vanWG,glycopeptide,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Bacilli,o_Lactobacillales,f_Streptococcaceae,g_Streptococcus,g_Streptococcus,s_Streptococcus suis,2
vanXYG,glycopeptide,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Clostridia,o_Eubacteriales,f_Oscillospiraceae,g_Anaeromassilibacillus,g_Anaeromassilibacillus,s_Anaeromassilibacillus sp. An200,2
vanXYG,glycopeptide,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Clostridia,o_Eubacteriales,f_unknown,g_Colidextribacter,g_Colidextribacter,s_Colidextribacter sp. OB.20,2
vanXYG,glycopeptide,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Bacilli,o_Lactobacillales,f_Streptococcaceae,g_Streptococcus,g_Streptococcus,s_Streptococcus suis,2
vanYB,glycopeptide,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Clostridia,o_Eubacteriales,f_Clostridiaceae,g_Clostridium,g_Clostridium,s_Clostridium sp. CAG:1013,2
vanYB,glycopeptide,k_Bacteria,p_Firmicutes,p_Firmicutes,c_Bacilli,o_Lactobacillales,f_Enterococcaceae,g_Enterococcus,g_Enterococcus,s_Enterococcus faecalis,2
