id	Group	time	values
P.plebeius	10ug/ml	48h	0.0057
P.plebeius	50ug/ml	48h	6e-04
P.plebeius	50ug/ml	48h	0.0051
P.plebeius	50ug/ml	48h	0.0071
P.plebeius	50ug/ml	48h	-0.006
P.plebeius	50ug/ml	48h	-7e-04
P.plebeius	50ug/ml	48h	-5e-04
P.plebeius	50ug/ml	48h	-0.0037
P.plebeius	50ug/ml	48h	-0.0034
P.plebeius	50ug/ml	48h	0.0023
P.plebeius	50ug/ml	48h	-0.0032
P.plebeius	50ug/ml	48h	-0.0012
P.plebeius	50ug/ml	48h	-0.0047
P.plebeius	100ug/ml	48h	-0.000666667
P.plebeius	100ug/ml	48h	-0.000966667
P.plebeius	100ug/ml	48h	-0.003866667
P.plebeius	100ug/ml	48h	-0.002866667
P.plebeius	100ug/ml	48h	-0.001166667
P.plebeius	100ug/ml	48h	0.002233333
P.plebeius	100ug/ml	48h	-0.008266667
P.plebeius	100ug/ml	48h	0.002633333
P.plebeius	100ug/ml	48h	-0.003766667
P.plebeius	100ug/ml	48h	-0.003466667
P.plebeius	100ug/ml	48h	-0.002066667
P.plebeius	100ug/ml	48h	0.004733333
P.plebeius	250ug/ml	48h	-0.000433333
P.plebeius	250ug/ml	48h	0.004066667
P.plebeius	250ug/ml	48h	0.002166667
P.plebeius	250ug/ml	48h	-0.001333333
P.plebeius	250ug/ml	48h	0.000666667
P.plebeius	250ug/ml	48h	-0.003333333
P.plebeius	250ug/ml	48h	-0.003633333
P.plebeius	250ug/ml	48h	-0.001533333
P.plebeius	250ug/ml	48h	0.004566667
P.plebeius	250ug/ml	48h	-0.003633333
P.plebeius	250ug/ml	48h	-0.000433333
P.plebeius	250ug/ml	48h	0.005266667
P.plebeius	0ug/ml	51h	0.002866667
P.plebeius	0ug/ml	51h	-0.003933333
P.plebeius	0ug/ml	51h	-0.006733333
P.plebeius	0ug/ml	51h	-0.005033333
P.plebeius	0ug/ml	51h	-0.008033333
P.plebeius	0ug/ml	51h	-0.006133333
P.plebeius	0ug/ml	51h	-0.004933333
P.plebeius	0ug/ml	51h	-0.000933333
P.plebeius	0ug/ml	51h	-0.003633333
P.plebeius	0ug/ml	51h	-0.004733333
P.plebeius	0ug/ml	51h	-0.007733333
P.plebeius	0ug/ml	51h	-0.005233333
P.plebeius	10ug/ml	51h	5e-04
P.plebeius	10ug/ml	51h	-0.0066
P.plebeius	10ug/ml	51h	-0.0014
P.plebeius	10ug/ml	51h	7e-04
P.plebeius	10ug/ml	51h	-0.0062
P.plebeius	10ug/ml	51h	-0.0014
P.plebeius	10ug/ml	51h	-8e-04
P.plebeius	10ug/ml	51h	-0.0045
P.plebeius	10ug/ml	51h	-0.0058
P.plebeius	10ug/ml	51h	-7e-04
P.plebeius	10ug/ml	51h	-4e-04
P.plebeius	10ug/ml	51h	-0.001
P.plebeius	50ug/ml	51h	0.002233333
P.plebeius	50ug/ml	51h	0.003733333
P.plebeius	50ug/ml	51h	0.002133333
P.plebeius	50ug/ml	51h	-0.014266667
P.plebeius	50ug/ml	51h	0.000633333
P.plebeius	50ug/ml	51h	-0.000866667
P.plebeius	50ug/ml	51h	-0.001966667
P.plebeius	50ug/ml	51h	-0.003366667
P.plebeius	50ug/ml	51h	-0.000666667
P.plebeius	50ug/ml	51h	0.003633333
P.plebeius	50ug/ml	51h	-0.000466667
P.plebeius	50ug/ml	51h	-0.000766667
P.plebeius	100ug/ml	51h	0.007633333
P.plebeius	100ug/ml	51h	0.002933333
P.plebeius	100ug/ml	51h	-0.002666667
P.plebeius	100ug/ml	51h	0.003033333
P.plebeius	100ug/ml	51h	-0.001766667
P.plebeius	100ug/ml	51h	0.000233333
P.plebeius	100ug/ml	51h	-0.001766667
P.plebeius	100ug/ml	51h	0.000533333
P.plebeius	100ug/ml	51h	-0.001166667
P.plebeius	100ug/ml	51h	-0.004766667
P.plebeius	100ug/ml	51h	-0.008466667
P.plebeius	100ug/ml	51h	-0.001166667
P.plebeius	250ug/ml	51h	-0.0022
P.plebeius	250ug/ml	51h	-0.0083
P.plebeius	250ug/ml	51h	-0.0056
P.plebeius	250ug/ml	51h	-0.0045
P.plebeius	250ug/ml	51h	-0.0086
P.plebeius	250ug/ml	51h	-0.0086
P.plebeius	250ug/ml	51h	-0.0068
P.plebeius	250ug/ml	51h	-0.0068
P.plebeius	250ug/ml	51h	-0.0102
P.plebeius	250ug/ml	51h	-0.009
P.plebeius	250ug/ml	51h	-0.0121
P.plebeius	250ug/ml	51h	-0.0093
P.plebeius	0ug/ml	54h	0.004633333
P.plebeius	0ug/ml	54h	0.000733333
P.plebeius	0ug/ml	54h	-0.005766667
P.plebeius	0ug/ml	54h	-0.000366667
P.plebeius	0ug/ml	54h	-0.005766667
P.plebeius	0ug/ml	54h	-0.002766667
P.plebeius	0ug/ml	54h	-0.003266667
P.plebeius	0ug/ml	54h	0.000633333
P.plebeius	0ug/ml	54h	-0.000666667
P.plebeius	0ug/ml	54h	-0.001866667
P.plebeius	0ug/ml	54h	-0.003466667
P.plebeius	0ug/ml	54h	0.003033333
P.plebeius	10ug/ml	54h	1e-04
P.plebeius	10ug/ml	54h	-0.0279
P.plebeius	10ug/ml	54h	-0.0026
P.plebeius	10ug/ml	54h	-0.0109
P.plebeius	10ug/ml	54h	-0.0063
P.plebeius	10ug/ml	54h	-0.0062
P.plebeius	10ug/ml	54h	-0.0033
P.plebeius	10ug/ml	54h	-0.0034
P.plebeius	10ug/ml	54h	-0.0031
P.plebeius	10ug/ml	54h	7e-04
P.plebeius	10ug/ml	54h	0.0033
P.plebeius	10ug/ml	54h	0.0011
P.plebeius	50ug/ml	54h	-0.0037
P.plebeius	50ug/ml	54h	-0.0039
P.plebeius	50ug/ml	54h	-3e-04
P.plebeius	50ug/ml	54h	-9e-04
P.plebeius	50ug/ml	54h	-0.0013
P.plebeius	50ug/ml	54h	-4e-04
P.plebeius	50ug/ml	54h	-0.001
P.plebeius	50ug/ml	54h	-0.0031
P.plebeius	50ug/ml	54h	-2e-04
P.plebeius	50ug/ml	54h	0.0044
P.plebeius	50ug/ml	54h	0.001
P.plebeius	50ug/ml	54h	-0.001
P.plebeius	100ug/ml	54h	0.006333333
P.plebeius	100ug/ml	54h	0.001133333
P.plebeius	100ug/ml	54h	0.002933333
P.plebeius	100ug/ml	54h	0.000733333
P.plebeius	100ug/ml	54h	-0.000866667
P.plebeius	100ug/ml	54h	-0.000566667
P.plebeius	100ug/ml	54h	0.000833333
P.plebeius	100ug/ml	54h	0.002933333
P.plebeius	100ug/ml	54h	0.001833333
P.plebeius	100ug/ml	54h	0.002233333
P.plebeius	100ug/ml	54h	0.001033333
P.plebeius	100ug/ml	54h	0.007333333
P.plebeius	250ug/ml	54h	-0.011266667
P.plebeius	250ug/ml	54h	-0.010166667
P.plebeius	250ug/ml	54h	-0.008866667
P.plebeius	250ug/ml	54h	-0.001466667
P.plebeius	250ug/ml	54h	-0.008566667
P.plebeius	250ug/ml	54h	-0.003466667
P.plebeius	250ug/ml	54h	-0.005066667
P.plebeius	250ug/ml	54h	-0.007866667
P.plebeius	250ug/ml	54h	-0.006466667
P.plebeius	250ug/ml	54h	-0.004666667
P.plebeius	250ug/ml	54h	-0.005266667
P.plebeius	250ug/ml	54h	-0.003666667
P.plebeius	0ug/ml	57h	-0.001866667
P.plebeius	0ug/ml	57h	-0.006366667
P.plebeius	0ug/ml	57h	-0.013266667
P.plebeius	0ug/ml	57h	-0.006766667
P.plebeius	0ug/ml	57h	-0.011266667
P.plebeius	0ug/ml	57h	-0.007766667
P.plebeius	0ug/ml	57h	-0.008566667
P.plebeius	0ug/ml	57h	-0.005266667
P.plebeius	0ug/ml	57h	-0.007966667
P.plebeius	0ug/ml	57h	-0.007266667
P.plebeius	0ug/ml	57h	-0.011166667
P.plebeius	0ug/ml	57h	-0.004766667
P.plebeius	10ug/ml	57h	0.008833333
P.plebeius	10ug/ml	57h	0.001133333
P.plebeius	10ug/ml	57h	0.005533333
P.plebeius	10ug/ml	57h	0.008333333
P.plebeius	10ug/ml	57h	0.002033333
P.plebeius	10ug/ml	57h	0.006333333
P.plebeius	10ug/ml	57h	0.007633333
P.plebeius	10ug/ml	57h	0.006033333
P.plebeius	10ug/ml	57h	0.005333333
P.plebeius	10ug/ml	57h	0.008633333
P.plebeius	10ug/ml	57h	0.003533333
P.plebeius	10ug/ml	57h	0.008033333
P.plebeius	50ug/ml	57h	-0.000233333
P.plebeius	50ug/ml	57h	0.001066667
P.plebeius	50ug/ml	57h	0.001666667
P.plebeius	50ug/ml	57h	0.001166667
P.plebeius	50ug/ml	57h	0.002266667
P.plebeius	50ug/ml	57h	0.000366667
P.plebeius	50ug/ml	57h	0.004166667
P.plebeius	50ug/ml	57h	0.000866667
P.plebeius	50ug/ml	57h	0.001966667
P.plebeius	50ug/ml	57h	0.006166667
P.plebeius	50ug/ml	57h	0.003066667
P.plebeius	50ug/ml	57h	0.000466667
P.plebeius	100ug/ml	57h	0.0029
P.plebeius	100ug/ml	57h	-0.003
P.plebeius	100ug/ml	57h	-0.0022
P.plebeius	100ug/ml	57h	-0.0024
P.plebeius	100ug/ml	57h	-0.0058
P.plebeius	100ug/ml	57h	-0.0027
P.plebeius	100ug/ml	57h	-0.0024
P.plebeius	100ug/ml	57h	-0.0025
P.plebeius	100ug/ml	57h	-0.001
P.plebeius	100ug/ml	57h	-0.002
P.plebeius	100ug/ml	57h	-0.0051
P.plebeius	100ug/ml	57h	0.0021
P.plebeius	250ug/ml	57h	-0.007433333
P.plebeius	250ug/ml	57h	-0.004733333
P.plebeius	250ug/ml	57h	-0.005133333
P.plebeius	250ug/ml	57h	-0.002933333
P.plebeius	250ug/ml	57h	-0.010733333
P.plebeius	250ug/ml	57h	-0.018033333
P.plebeius	250ug/ml	57h	-0.005133333
P.plebeius	250ug/ml	57h	-0.009133333
P.plebeius	250ug/ml	57h	-0.006233333
P.plebeius	250ug/ml	57h	-0.003233333
P.plebeius	250ug/ml	57h	-0.006633333
P.plebeius	250ug/ml	57h	-0.003533333
P.plebeius	0ug/ml	60h	-0.0015
P.plebeius	0ug/ml	60h	-0.008
P.plebeius	0ug/ml	60h	-0.0075
P.plebeius	0ug/ml	60h	-0.0069
P.plebeius	0ug/ml	60h	-0.0027
P.plebeius	0ug/ml	60h	-0.0027
P.plebeius	0ug/ml	60h	-0.0112
P.plebeius	0ug/ml	60h	-0.0081
P.plebeius	0ug/ml	60h	-0.003
P.plebeius	0ug/ml	60h	-0.0086
P.plebeius	0ug/ml	60h	-0.0095
P.plebeius	0ug/ml	60h	-0.0045
P.plebeius	10ug/ml	60h	-0.002566667
P.plebeius	10ug/ml	60h	-0.006266667
P.plebeius	10ug/ml	60h	-0.003966667
P.plebeius	10ug/ml	60h	0.002133333
P.plebeius	10ug/ml	60h	-0.000766667
P.plebeius	10ug/ml	60h	0.000533333
P.plebeius	10ug/ml	60h	-0.003666667
P.plebeius	10ug/ml	60h	-0.004166667
P.plebeius	10ug/ml	60h	-0.001166667
P.plebeius	10ug/ml	60h	-0.001066667
P.plebeius	10ug/ml	60h	-0.001066667
P.plebeius	10ug/ml	60h	0.004733333
P.plebeius	50ug/ml	60h	-0.008033333
P.plebeius	50ug/ml	60h	-0.000333333
P.plebeius	50ug/ml	60h	0.007966667
P.plebeius	50ug/ml	60h	-0.006133333
P.plebeius	50ug/ml	60h	-0.004733333
P.plebeius	50ug/ml	60h	-0.003633333
P.plebeius	50ug/ml	60h	-0.007833333
P.plebeius	50ug/ml	60h	-0.002833333
P.plebeius	50ug/ml	60h	0.001366667
P.plebeius	50ug/ml	60h	-0.002633333
P.plebeius	50ug/ml	60h	-0.002033333
P.plebeius	50ug/ml	60h	-0.004933333
P.plebeius	100ug/ml	60h	-0.000766667
P.plebeius	100ug/ml	60h	-0.003366667
P.plebeius	100ug/ml	60h	-0.002866667
P.plebeius	100ug/ml	60h	-0.009566667
P.plebeius	100ug/ml	60h	-0.007066667
P.plebeius	100ug/ml	60h	-0.003666667
P.plebeius	100ug/ml	60h	-0.005766667
P.plebeius	100ug/ml	60h	-0.004666667
P.plebeius	100ug/ml	60h	-0.001066667
P.plebeius	100ug/ml	60h	-0.004566667
P.plebeius	100ug/ml	60h	-0.001366667
P.plebeius	100ug/ml	60h	0.001933333
P.plebeius	250ug/ml	60h	-0.012766667
P.plebeius	250ug/ml	60h	-0.005666667
P.plebeius	250ug/ml	60h	0.003133333
P.plebeius	250ug/ml	60h	-0.006566667
P.plebeius	250ug/ml	60h	-0.012266667
P.plebeius	250ug/ml	60h	-0.005366667
P.plebeius	250ug/ml	60h	-0.009066667
P.plebeius	250ug/ml	60h	-0.011866667
P.plebeius	250ug/ml	60h	-0.004366667
P.plebeius	250ug/ml	60h	0.002033333
P.plebeius	250ug/ml	60h	0.000133333
P.plebeius	250ug/ml	60h	0.000633333
P.plebeius	0ug/ml	63h	0.001466667
P.plebeius	0ug/ml	63h	0.003466667
P.plebeius	0ug/ml	63h	-0.002533333
P.plebeius	0ug/ml	63h	0.000166667
P.plebeius	0ug/ml	63h	-0.005733333
P.plebeius	0ug/ml	63h	0.000666667
P.plebeius	0ug/ml	63h	-0.000633333
P.plebeius	0ug/ml	63h	-0.002233333
P.plebeius	0ug/ml	63h	0.002366667
P.plebeius	0ug/ml	63h	-0.000533333
P.plebeius	0ug/ml	63h	-0.004633333
P.plebeius	0ug/ml	63h	0.000866667
P.plebeius	10ug/ml	63h	-0.007233333
P.plebeius	10ug/ml	63h	-0.004933333
P.plebeius	10ug/ml	63h	-0.007033333
P.plebeius	10ug/ml	63h	-0.004433333
P.plebeius	10ug/ml	63h	-0.009133333
P.plebeius	10ug/ml	63h	-0.007033333
P.plebeius	10ug/ml	63h	-0.005933333
P.plebeius	10ug/ml	63h	-0.009033333
P.plebeius	10ug/ml	63h	-0.007933333
P.plebeius	10ug/ml	63h	-0.003133333
P.plebeius	10ug/ml	63h	-0.002933333
P.plebeius	10ug/ml	63h	-0.002133333
P.plebeius	50ug/ml	63h	0.019433333
P.plebeius	50ug/ml	63h	0.005333333
P.plebeius	50ug/ml	63h	0.001533333
P.plebeius	50ug/ml	63h	0.000933333
P.plebeius	50ug/ml	63h	-6.66667e-05
P.plebeius	50ug/ml	63h	0.005133333
P.plebeius	50ug/ml	63h	-0.004066667
P.plebeius	50ug/ml	63h	-0.005166667
P.plebeius	50ug/ml	63h	-0.005166667
P.plebeius	50ug/ml	63h	0.004333333
P.plebeius	50ug/ml	63h	-0.001666667
P.plebeius	50ug/ml	63h	0.000933333
P.plebeius	100ug/ml	63h	0.0063
P.plebeius	100ug/ml	63h	-0.0038
P.plebeius	100ug/ml	63h	0.0034
P.plebeius	100ug/ml	63h	0.0015
P.plebeius	100ug/ml	63h	-0.0043
P.plebeius	100ug/ml	63h	0.0066
P.plebeius	100ug/ml	63h	0.0044
P.plebeius	100ug/ml	63h	0.0094
P.plebeius	100ug/ml	63h	0.0125
P.plebeius	100ug/ml	63h	0.001
P.plebeius	100ug/ml	63h	0.0025
P.plebeius	100ug/ml	63h	0.0139
P.plebeius	250ug/ml	63h	0.003166667
P.plebeius	250ug/ml	63h	0.002166667
P.plebeius	250ug/ml	63h	0.003466667
P.plebeius	250ug/ml	63h	0.003366667
P.plebeius	250ug/ml	63h	0.002066667
P.plebeius	250ug/ml	63h	0.005566667
P.plebeius	250ug/ml	63h	0.010866667
P.plebeius	250ug/ml	63h	0.008166667
P.plebeius	250ug/ml	63h	0.011566667
P.plebeius	250ug/ml	63h	0.004166667
P.plebeius	250ug/ml	63h	0.007066667
P.plebeius	250ug/ml	63h	0.008566667
P.plebeius	0ug/ml	66h	0.007466667
P.plebeius	0ug/ml	66h	-0.003233333
P.plebeius	0ug/ml	66h	-0.001033333
P.plebeius	0ug/ml	66h	0.001866667
P.plebeius	0ug/ml	66h	-0.000533333
P.plebeius	0ug/ml	66h	-0.001033333
P.plebeius	0ug/ml	66h	0.002866667
P.plebeius	0ug/ml	66h	0.001166667
P.plebeius	0ug/ml	66h	0.008066667
P.plebeius	0ug/ml	66h	0.001666667
P.plebeius	0ug/ml	66h	-0.000733333
P.plebeius	0ug/ml	66h	0.005766667
P.plebeius	10ug/ml	66h	0.006
P.plebeius	10ug/ml	66h	8e-04
P.plebeius	10ug/ml	66h	8e-04
P.plebeius	10ug/ml	66h	7e-04
P.plebeius	10ug/ml	66h	-0.005
P.plebeius	10ug/ml	66h	-0.0047
P.plebeius	10ug/ml	66h	-0.0011
P.plebeius	10ug/ml	66h	-0.0055
P.plebeius	10ug/ml	66h	-0.0011
P.plebeius	10ug/ml	66h	2e-04
P.plebeius	10ug/ml	66h	0.0026
P.plebeius	10ug/ml	66h	0.0027
P.plebeius	50ug/ml	66h	-0.0015
P.plebeius	50ug/ml	66h	-0.0019
P.plebeius	50ug/ml	66h	-0.0034
P.plebeius	50ug/ml	66h	-4e-04
P.plebeius	50ug/ml	66h	-0.0033
P.plebeius	50ug/ml	66h	5e-04
P.plebeius	50ug/ml	66h	-0.0033
P.plebeius	50ug/ml	66h	-0.0037
P.plebeius	50ug/ml	66h	-5e-04
P.plebeius	50ug/ml	66h	-8e-04
P.plebeius	50ug/ml	66h	-0.003
P.plebeius	50ug/ml	66h	-0.001
P.plebeius	100ug/ml	66h	0.007966667
P.plebeius	100ug/ml	66h	0.003466667
P.plebeius	100ug/ml	66h	-0.002633333
P.plebeius	100ug/ml	66h	0.003566667
P.plebeius	100ug/ml	66h	-0.001333333
P.plebeius	100ug/ml	66h	-0.001533333
P.plebeius	100ug/ml	66h	0.000466667
P.plebeius	100ug/ml	66h	0.000866667
P.plebeius	100ug/ml	66h	0.005466667
P.plebeius	100ug/ml	66h	-0.002233333
P.plebeius	100ug/ml	66h	0.000866667
P.plebeius	100ug/ml	66h	0.027366667
P.plebeius	250ug/ml	66h	-0.0016
P.plebeius	250ug/ml	66h	0.0012
P.plebeius	250ug/ml	66h	0.0013
P.plebeius	250ug/ml	66h	-9e-04
P.plebeius	250ug/ml	66h	4e-04
P.plebeius	250ug/ml	66h	9e-04
P.plebeius	250ug/ml	66h	0
P.plebeius	250ug/ml	66h	-0.0038
P.plebeius	250ug/ml	66h	0.0049
P.plebeius	250ug/ml	66h	0.0012
P.plebeius	250ug/ml	66h	4e-04
P.plebeius	250ug/ml	66h	0.0023
