Sample,23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(A),AAC(3)-IIc,AAC(3)-IVa,AAC(3)-VIIa,AAC(6')-IIa,AAC(6')-Ia,AAC(6')-Iaj,AAC(6')-Ib',AAC(6')-Ib-cr3,AAC(6')-Ib-cr6,AAC(6')-Ib7,AAC(6')-Ib8,AAC(6')-Ib9,AAC(6')-Ie-APH(2'')-Ia bifunctional protein,AAC(6')-Ii,AAC(6')-Iid,AAC(6')-Il,AAC(6')-Im,AAC(6')-Iy,ACI-1,ACT-56,ACT-77,ADC-43,ANT(2'')-Ia,ANT(3'')-IIa,ANT(3'')-IIb,ANT(4')-Ia,ANT(4')-Ib,ANT(6)-Ia,ANT(6)-Ib,ANT(9)-Ia,ANT(9)-Ib,APH(2'')-IIIa,APH(2'')-IIa,APH(2'')-Ie,APH(2'')-If,APH(2'')-Ig,APH(3'')-Ib,APH(3')-IIIa,APH(3')-IIa,APH(3')-Ia,APH(3')-Ib,APH(3')-VIIa,APH(3')-VIa,APH(4)-Ia,APH(6)-Ic,APH(6)-Id,Acinetobacter baumannii AbaQ,Acinetobacter baumannii AmvA,AcrE,AcrS,ArnT,BLMT,BRO-2,BRP(MBL),BcI,BcIII,Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin,CARB-3,CARB-4,CARB-8,CARB-9,CDD-2,CMH-4,CMY-59,CTX-M-55,CTX-M-65,Campylobacter coli chloramphenicol acetyltransferase,Campylobacter jejuni gyrA conferring resistance to fluoroquinolones,CblA-1,CcrA,CfxA6,Clostridioides difficile gyrB conferring resistance to fluoroquinolones,Clostridium perfringens mprF,Corynebacterium striatum tetA,CrcB,DHA-1,DfrA37,DfrB9,EBR-5,EC-14,EC-15,EreA,EreD,Erm(34),Erm(35),Erm(36),Erm(42),Erm(48),Erm(49),Erm(51),Erm(52),ErmA,ErmB,ErmC,ErmF,ErmG,ErmQ,ErmT,ErmX,ErmY,"Escherichia coli AcrAB-TolC with AcrR mutation conferring resistance to ciprofloxacin, tetracycline, and ceftazidime",Escherichia coli AcrAB-TolC with MarR mutations conferring resistance to ciprofloxacin and tetracycline,Escherichia coli EF-Tu mutants conferring resistance to Pulvomycin,Escherichia coli acrA,Escherichia coli ampC beta-lactamase,Escherichia coli emrE,Escherichia coli mdfA,Escherichia coli parE conferring resistance to fluoroquinolones,Escherichia coli soxR with mutation conferring antibiotic resistance,Escherichia coli soxS with mutation conferring antibiotic resistance,EstT,FosA2,FosA3,FosA7.5,FosA8,FosB3,FosBx1,FosD,FosG,FosI,FosK,FosXCC,FusF,H-NS,Haemophilus influenzae PBP3 conferring resistance to beta-lactam antibiotics,HelR,Helicobacter pylori rpoB mutation conferring resistance to rifampicin,ICR-Mo,Klebsiella pneumoniae KpnE,Klebsiella pneumoniae KpnF,Klebsiella pneumoniae KpnG,Klebsiella pneumoniae KpnH,Klebsiella pneumoniae OmpK37,Limosilactobacillus reuteri cat-TC,LlmA 23S ribosomal RNA methyltransferase,LnuH,LnuP,LptD,MCR-1.1,Mef(En2),Morganella morganii gyrB conferring resistance to fluoroquinolones,Mrx,Mycobacterium tuberculosis folC with mutation conferring resistance to para-aminosalicylic acid,Mycobacterium tuberculosis intrinsic murA conferring resistance to fosfomycin,Mycobacterium tuberculosis rpsL mutations conferring resistance to Streptomycin,NDM-5,Neisseria gonorrhoeae gyrA conferring resistance to fluoroquinolones,OXA-1,OXA-10,OXA-136,OXA-140,OXA-184,OXA-193,OXA-21,OXA-334,OXA-347,OXA-58,OXA-820,OXA-912,OmpA,PC1 beta-lactamase (blaZ),PmrF,QnrA3,QnrB6,QnrD1,QnrS1,QnrVC5,RCP-1,RanA,RanB,RbpA,Rhodobacter sphaeroides ampC beta-lactamase,SAT-2,SAT-4,SHV-11,Sed-1,Staphylococcus intermedius chloramphenicol acetyltransferase,Streptococcus suis chloramphenicol acetyltransferase,Streptomyces rimosus otr(A),Streptomyces venezuelae rox,TEM-1,TRU-1,TolC,VEB-17,Vibrio anguillarum chloramphenicol acetyltransferase,Vibrio cholerae varG,YojI,aad(6),aadA11,aadA15,aadA16,aadA17,aadA2,aadA27,aadA5,aadA7,aadA9,aadK,aadS,abeS,acrB,acrD,adeF,adeL,almE,almF,almG,aphA15,apmA,armA,arr-2,arr-3,arr-8,bacA,baeR,baeS,catA4,catA8,catB11,catB2,catB3,catB8,catII from Escherichia coli K-12,catIII,catP,catQ,catS,cepA,cfr(D),cfrA,cfrC,cfrE,clbC,clcD,cmeR,cmlA5,cphA3,cpxA,dfrA1,dfrA10,dfrA12,dfrA14,dfrA15,dfrA16,dfrA17,dfrA19,dfrA20,dfrA27,dfrA6 from Proteus mirabilis,dfrD,dfrE,dfrF,dfrG,dfrL,efmA,efrA,emrA,emrK,emrR,emrY,emtA,eptA,eptB,erm(45),evgA,evgS,fexA,fexB,fosA5,fusC,fusD,gadX,golS,kdpE,leuO,linG,lnuA,lnuB,lnuC,lnuD,lnuE,lnuF,lnuG,lsaE,marA,mdeA,mdtA,mdtB,mdtC,mdtE,mdtF,mdtG,mdtH,mdtM,mdtN,mdtO,mdtP,mecA,mecB,mecI,mecR1,mefF,mefH,mphA,mphC,mphE,mphF,mphG,mphK,mphO,msbA,msr(G),msr(I),msrA,nimA,nimB,nimC,nimD,nimE,nimF,nimG,nimH,nimI,nimJ,nimK,norC,npmA,oqxA,patB,poxtA,qacEdelta1,qacG,qacJ,qacL,ramA,rgt1438,rmtB,rsmA,salC,salD,salE,sdiA,sdrM,sepA,spd,sul1,sul2,sul3,sul4,tet(32),tet(33),tet(36),tet(40),tet(44),tet(45),tet(59),tet(A),tet(B),tet(C),tet(D),tet(K),tet(M),tet(O),tet(O/32/O),tet(O/W/32/O),tet(Q),tet(R),tet(S),tet(T),tet(W),tet(W/N/W),tet(X),tet(X1),tet(X3),tet(X5),tet(Z),tetB(P),tmrB,ugd,vanB,vanC,vanE,vanF,vanG,vanHA,vanHB,vanHD,vanHF,vanHM,vanHO,vanHP,vanI,vanRB,vanRC,vanRG,vanRI,vanSB,vanTC,vanTE,vanTG,vanTN,vanTmL,vanTrL,vanUG,vanWB,vanWG,vanWI,vanXA,vanXB,vanXF,vanXI,vanXO,vanXP,vanXYC,vanXYE,vanXYG,vanXYN,vanYA,vanYB,vanYF,vanYG,vanYM,vatE,ykkC,ykkD,gut_locations
BKDN170793833-1A,0.016774,0.060983,0,0,0.167177,0,0,0.126882,0,0,0.150815,0,0,0,0.524597,0.164674,0,0,0,0.030938,0,0,0,0.094013,0.242619,0,1.355307,0,2.892334,3.559765,0,0,0,0,0,0.148922,0,0.782607,7.008806,0,0.237635,0,0,0,0,0,0,0,0,0.123279,0.143067,0.187958,0,0,0,0,0,0.119095,0,0,0,0,0,0,0,0,0,2.240558,0,0,0,0,0,0.633634,0,0,0,0,0,0,0.112755,0.137757,0,0.043819,0,4.085195,0.158552,0,0,0,0,1.594974,3.402682,6.956775,0,0.459561,0.247119,0.175424,0,0.046254,0.021768,0.123341,0.139103,0.065744,0,0.009336,0,0.16155,0,0,0.849133,0.76092,0,0,0,0,0.076327,0,0,0,0.474398,0,0.430295,0,0.131178,0.103123,0,0.667911,0,0,0.990863,0,0.039206,0,0,0,0.028226,0.164797,0,0,12.94728,0,0,0,0,0,0,0.002834,0,0.045641,0,0,0,0,0.03159,0,0,0,0,0,0,0,0.053646,0,0,0,0.148769,0,0,0,0,0,0.078652,0,1.990191,0,0,0.02137,2.925671,0.016613,0,0.159176,0,0.09778,0,0.266918,0,0.016914,0.483722,0.036141,0,0.062604,0,0.182154,0,0.480404,0,0.028695,0,0.052425,0,0.078279,0.111464,3.671866,0,0,0,0,0,0,0,0.119979,0.008269,0.099941,0,0.135655,0,0,2.041354,0,0,0.122006,0,0,0,1.044746,0.204416,0,0,0,0,0.039564,1.023355,0,0,0,0,0,0.157887,0,0,0.035938,0.088424,0.041988,0,0.639038,0,0,0.044144,0,0,0,0,0.162052,0,0.057199,0,0.132317,0.029337,0.267214,0.102074,0,0.097248,0,0,0.099551,0,14.695068,2.198842,0,0,0,0.195444,0,0,0,0,3.81303,3.059517,46.14588,0,0,0,0.013752,0.005956,0.165413,0,0.032918,0,0,0.08895,0.123091,0.121108,0.009371,0.1155,0.132439,0.101446,0,0,0,0,0,0,0.39314,0,0.026964,0,0,0,0,0,0.076711,0,0,0.006112,3.630701,0,0,0,0.459877,0.118971,0.941821,0,0.074343,1.9507,0.104932,0.013153,0,0,0,4.266852,2.74552,27.44215,11.145759,0,0,0,0,0,0.010735,0,0,0,0.036655,0,0,1.12349,0,0,0,8.967293,0.091399,0.060222,5.222944,29.652487,21.685037,0,0.427197,0,0,0,0,10.538512,17.261479,2.167038,17.949491,73.866733,0,0.558292,0,72.443224,8.269933,0.110622,0,0,0,0.432843,3.357994,0,0.024169,0,0,0,0.239723,5.689954,0,0,0.371439,0.201765,0.059061,2.800337,0,0,0,0,0,0,0,0,0.037428,4.96505,0,0,0.055601,0.140596,2.600459,3.647398,16.116328,0,0,0.296236,0,0,0,0,0,5.276736,0,17.294255,31.410955,5.841409,17.991582,6.836682,0,0,0,Feces
BKDN170793835-1A,0.15724,0.241955,0.105061,0.021828,0.589063,0.02899,0,0.148581,0,0,0.919226,0.201264,0.113691,0.665156,0.565405,0,0.040369,0.235188,0,0,0,0,0,0.701108,1.249888,0,2.591324,0,10.598859,0.20087,0.242416,0.11245,0,0,0.029822,0.014186,0,0.884761,4.471446,0,1.744851,0,0,0,0,0,0.026567,0,0,0.049559,0.199561,0.336036,0,0,0,0,0,0,0.029276,0,0.235064,0,0,0,0,0,0,0.138883,0,0,0,0,0,0.958128,0,0,0,0.519291,0,0,0,0.124567,0.042252,1.107145,0,0,2.680625,0.03639,0,0,0.016911,0.03078,23.099878,21.429117,0.024433,0.403567,0.182885,0,5.611674,0.606759,0.164561,0,0.333316,0.12728,0.141462,0.010064,0,0.082822,0,0.041597,0,0.768111,0,0,0,0.052726,0.251542,0,0.113059,0,0.999989,0.113872,1.769925,0,0.146189,0.051256,0,0.017822,0,0.102911,0.354185,0,0.130361,0,0,0,0.128503,0.443704,0,0,0.905215,0,0,0.08583,0,0.078411,0,0.003152,0.133443,0.084019,0,0,0,0,0.04857,0,0.388192,0,0,0,0,0,0.028333,0,0,0,0.270391,0,0,0.014736,0,0,0.095309,0,3.208096,0,0,0,12.423973,0.008999,0,0.164708,0,0.065049,0,0.014285,0,0,3.370008,0.146521,0.025031,0.146832,0,0.200805,0,6.030604,0.035932,0.113122,0.04754,1.176466,0,0.05802,0.047625,0.474354,0,0,0,0,0.121573,0,0,0.17396,0.058266,0,0,0.075722,0.021203,0,5.608271,0,0,0.264558,0.03951,0,0,0,0.883406,0,0,0,0.069675,0.659606,0.096178,0,0,0,0,0,0.023807,0.722953,0,0.145347,0,0.259483,0.270513,6.222657,0.027773,0,0.139647,0,0,0,0,1.246702,0,0,0,0.088324,0.024599,0,0.039104,0,0.061446,0,0,0.082429,0.060838,51.399856,12.217889,0,0,0,0.211184,0,0.019258,0,0,31.190812,8.130485,42.587173,0,0,0.062703,0.053336,0.01305,0.264987,0,0.024165,0,0,0.145181,0.199816,0.03333,0,0.029573,0.141565,0.058623,0.040165,0.007045,0,0,0,0.400467,0.056822,0,0.012865,0.180337,0,0.215593,0,0.32719,0.046445,0.457764,0.04085,0,0.144204,0.117616,0,0,0.052543,0,0.12329,0,0,0.029638,0,0,0,0,0,10.408952,14.566368,62.838313,39.212408,0,0,0,0,0,0.021134,0,0,0,0.134924,0.130467,0,5.868346,1.406597,0,0,0.569492,0.808675,1.029411,0.39422,1.065022,78.200625,0,0.31679,0,0.049739,0,0.067036,59.511754,8.859335,0.226865,93.436286,4.209578,0.023147,2.697518,0.030072,56.011301,24.346328,2.078065,0,0.02804,0.034522,3.454344,3.146001,0,0,0,0,0,0,0.505751,0,0,0.027294,0.023442,0,0.102721,0,0,0,0,0,0,0,0,0.026507,0.254199,0,0,0,0,0.135976,0.142174,1.41286,0,0,0.244369,0,0,0,0,0,0.049497,0,22.88073,4.98634,1.447312,2.576346,5.912721,0,0,0,Feces
BKDN170793836-1A,0.054291,0.084013,0,0.05494,0.410595,0,0,0,0,0,0.09622,0.540101,0,0.485592,0.276672,0,0,0,0,0.050056,0,0,0,0.904924,0.800679,0,75.515605,0,5.036758,0.232926,0,0,0,0,0,0.110766,0,0.570524,7.234536,0,0.887855,0,0,0,0,0,0,0,0,0.052773,0,0.139138,0,0,0,0,0,0,0,0.014169,0.024111,0,0,0,0,0,0,0.101863,0,0,0,0,0,0.255852,0,0,0,0.166058,0,0.058433,0,0.044709,0,1.058358,0,0.571053,1.103446,0,0,0,0.024814,1.39921,67.486808,20.708009,0.050056,0.483965,0.034546,0.112634,0.064431,0.55758,0.085802,0,0.561805,0.077672,0,0,0.338002,0.140787,0,0,0,0.272532,0,0,0,0,0.048037,0.152549,0,0,0.355859,0,1.60043,0,0.051298,0.073201,0,0.051532,0,0,0,0,0.083776,0,0,0,0.230735,0.487611,0,0,0.386097,0,0,0,0,0.196249,0,0,0.102199,0.018725,0,0,0,0,0.082821,0,0.38565,0,0,0,0,0,0.014226,0,0,0,0.018511,0,0,0,0,0,0.069866,0,2.134764,0,0,0,11.038971,0.018892,0,0,0,0,0,0.114081,0,0,1.916732,0.085961,0.038427,0.053488,0,0.422894,0,3.480605,0.037708,0.094623,0,1.655591,0,0.024176,0.039443,0.659465,0,0,0,0,0.016599,0,0,0.148796,0.211043,0,0,0.090078,0,0,1.96543,0,0,0.094593,0.027818,0,0,0,0.437091,0.028297,0,0,0.253519,0.158748,0.429209,0,0.026062,0,0,0,0,0.353545,0,0,0.227982,0.089781,0.348496,4.076605,0,0,0.068963,0,0,0,0,0.282245,0,0.14555,0,0.019443,0,0.151315,0.033888,0.033533,0.04419,0,0,0.018952,0.044158,122.830952,38.573436,0,0,0,0.152421,0,0,0,0,106.361246,4.862606,53.036826,0,0,0.075823,0.068177,0,0.129095,0,0.039994,0,0,0,0.069966,0.028493,0,0.022699,0.046725,0.023306,0.039841,0,0,0,0,0.14163,0.903415,0,0.06118,0.163399,0,0.20629,0,0.492436,0,0.293513,0.048896,0.111195,1.49107,0.060865,0,0,0.106047,0.221951,1.359084,0,0.038207,0.400911,0.08185,0.007562,0,0,0,10.805917,10.046389,55.838137,162.07338,0,0,0,0,0,0.08661,0,0.018538,0,0.182461,0.28247,0,3.397899,0.88279,0,0,8.055543,0.730277,1.147775,4.714327,7.363679,103.278288,0.026089,0.369719,0.110321,0,0,0.113219,127.302125,30.216029,0.709976,89.429659,6.733984,0.116788,15.200755,0.037391,38.885202,25.175053,2.079169,0,0.097336,0.083949,1.858832,1.778726,0,0.021241,0,0,0,0.029846,2.87529,0,0,0.057081,0.620808,0,2.622147,0,0,0,0,0,0,0,0,0,2.438393,0,0,0.013049,0,0.566649,0.106987,6.280605,0,0,0,0,0,0.047924,0,0,2.9174890000000002,0,24.546497,16.834266,3.781154,5.805154,5.832171,0,0,0,Feces
BKDN170793837-1A,0,0.120572,0,0,0.133852,0,0,0,0,0.050304,0.174929,0,0,1.644919,0.125199,0,0,0,0,0,0,0,0,0.043477,0.189245,0.098869,0.547459,0,19.915845,0.756863,0.083284,0,0,0,0.013145,0.076032,0,0.176859,5.916644,0,0.464745,0,0,0,0,0,0,0,0,0.324129,0.456549,0.177208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134012,0,0,0,0.080232,0,0,0.027562,0.068846,0,0.048664,0,0,0.21038,0,0,0,0,0.332571,20.401455,34.507971,0,0.100674,0.392834,7.007195,0,0.296491,0.076745,0.143519,0.300165,0.036593,0.223439,0,0,0.081265,0,0,0.766725,0.053077,0,0,0,0,0.133483,0.38277,0,0,0.114291,0,0.217941,0,0.396179,0.169031,0,0.159276,0,0.267126,1.164063,0,0.356894,0,0,0,0.030086,24.400599,0,0,0.232249,0,0,0.024346,0,0.04752,0,0,0,0.220955,0,0,0,0,0.038045,0,0,0,0,0,0,0,0.085863,0,0,0,0.328634,0,0,0,0,0,0.106065,0.050512,5.529447,0,0,0,11.270688,0.019807,0,0.385456,0,0.11915100000000001,0,0.148951,0,0.014026,4.357877,0.013026,0,0.176596,0,0.19125,0,0.614857,0,0.017306,0.077054,0.232677,0,0.075674,0.088873,0.350972,0,0,0,0,0,0,0,0.131851,0.076924,0,0,0.133798,0,0,10.739547,0,0,0,0,0,0.023048,0,0.455404,0,0,0,0.201291,0.162037,0.060948,0,0.03639,0,1.9e-5,0,0.063993,0.100045,0,0.083087,0.072122,0,0.236708,0.693039,0,0,0.058866,0,0,0,0,0.605049,0,0.028547,0,0.191753,0.056926,0.30952,0.066905,0,0.11892900000000001,0,0,0.089615,0.088332,61.555111,3.0639980000000002,0,0,0.025552,0.224932,0,0,0,0,2.399631,18.870864,51.414617,0.453618,0,0.049065,0.054205,0,0.184673,0,0.087802,0.02553,0,0.136754,0.271406,0,0.046554,0.111627,0.352699,0.050026,0.048348,0,0,0,0,0.104925,0.014884,0,0.056358,0,0,0,0.020693,0.067784,0.227622,0.086895,0,0,0.476301,0.187161,0,0,0.092122,0,0.203621,0,0,0.010574,0,0,0,0,0,3.487811,3.504254,126.433473,4.771652,0,0,0,0,0,0.013832,0,0,0,0,0.156919,0,1.050775,0.277303,0,0,0.717466,0.269847,0.419125,0.339429,2.770143,116.700127,0.039434,0.489068,0,0.102978,0,0.064623,48.465551,36.740434,0.061578,127.336029,2.574259,0,0.324189,0.037909,8.680804,4.012623,0,0,0,0.013187,0.294438,38.237699,0.048528,0.025468,0,0,0,0.022775,1.413333,0,0,0.031821,0.017258,0,0.293281,0.022525,0,0,0.02197,0,0,0,0,0.009221,0.896553,0,0,0.027852,0,0.219633,0.206726,3.783334,0,0,0,0,0,0,0,0,0.664499,0,47.92312,6.315719,0.091998,3.363384,3.930031,0,0,0.138578,Feces
BKDN170793838-1A,0,0,0,0,0.061085,0,0,0.131461,0,0,0.061031,0,0,0,0.667055,0,0,0,0,0,0,0,0,0.102546,0.087293,0,13.192659,0,1.447764,4.530816,0,0,0,0,0,0.580823,0,1.181688,3.386353,0,0.107126,0,0,0,0,0,0,0,0,0.082914,0.131767,0.087215,0,0,0,0,0,0.111689,0,0,0,0,0,0,0,0,0,0.725085,0,0,0,0,0,0.12775,0,0,0,0.028824,0,0,0.048143,0.04244,0,0.061074,0,0.336251,0.096414,0,0,0,0,2.151614,38.845765,9.406582,0,1.850126,0.023818,0,0,0.087992,0,0.050352,0.249253,0.052415,0.036137,0.009474,0.049412,0.033525,0,0.040288,0.224126,0.311654,0,0,0,0,0,0,0,0,0.915035,0,1.341395,0,0.111353,0.029787,0,0.010439,0,0,0.321424,0,0.061705,0,0,0,0,0.037749,0,0,4.584912,0,0,0,0,0.056168,0,0,0,0.047295,0,0,0,0,0.024648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.755093,0,0,0,3.480931,0,0,0.063244,0,0,0,0.298789,0,0.016261,0.210674,0,0,0.010713,0,0,0,0.602989,0,0.039212,0,0.235373,0,0.046342,0.030553,3.776081,0,0,0,0,0,0,0,0.058448,0,0,0,0.059753,0.006635,0,1.126721,0,0,0.033116,0,0,0,0,0.021009,0,0,0,0,0.050743,0.251553,0,0,0,0,0,9.46e-4,0,0,0,0.232065,0,0,0,0,0,0,0,0,0,0,0.256944,0,0.456249,0,0.020232,0,0.097711,0.0218,0,0.073454,0,0.014171,0.02992,0.006604,62.654988,28.350679,0,0,0,0,0,0,0,0,70.820701,1.700109,36.976951,0,0,0.013774,0.076063,0,0,0.020791,0.011625,0.018094,0,0.070224,0.043844,0,0,0.011835,0,0.059986,0.043015,0,0,0,0,0.017486,2.479445,0,0,0,0,0,0,0.009474,0,0.006216,0,0,2.504623,0.066626,0,0,0.677087,0.224036,2.56277,0,0.305446,1.186379,0.464774,0,0,0,0,5.466062,2.281912,31.080851,94.10329,0.20947,0,0,0,0,0.022121,0,0,0,0.030077,0.083497,0,0.190008,0.121076,0,0,8.468541,0.121929,0.061878,4.493868,30.734627,53.600618,0,1.17305,0,0,0,0,76.437769,19.881378,1.673463,36.622066,51.353947,0,8.979097,0.009612,62.664526,16.320574,0,0,0,0,0,0.653951,0,4.83e-4,0,0,0,0.013547,5.316836,0,0.062493,0.998076,0.543339,0,4.714344,0,0,0,0,0,0,0,0.021432,0,5.025447,0,0.554311,0.203379,0,1.828351,2.835727,11.663663,0,0,0.022252,0,0,0.126461,0,0,4.935509,0.058839,20.677813,43.268347,8.978389,17.988959,8.834039,0,0.100097,0,Feces
BKDN170793839-1A,0.070837,0.276621,0.02065,0.141956,0.799205,0,0,0.185284,0,0.618283,0.477432,0.073196,0,0.722682,3.719791,0.459824,0,0,0,0,0,0,0,1.342849,2.008397,0,2.946342,0,7.962757,0,0.318421,0,0,0,0.038283,0,0,1.345073,1.430694,0,1.358357,0,0,0.03834,0,0,0,0,0,3.664024,4.024779,6.523112,0,0,0,0,0,0,0.106809,0.013553,0,0,0,0,0,0,0,0.024034,0,0,0,0,0,0.029997,0,0,0,0.114805,0.958804,0,1.582094,2.668762,0.00824,0.244049,0,0,0.659223,0,0,0,0.076692,0.029043,12.498199,14.052395,0.051012,0.019318,0.081666,3.399852,0.102024,0.530312,0.101018,3.62279,8.434842,1.492484,2.531615,0.221228,3.698902,4.294167,0,0.276356,12.854316,0.132299,0,0,0,0,0,0.455943,0,0,6.627259,0.229173,0.563082,0,7.665678,2.520504,0,0.014138,0,11.310707,11.952839,0,3.340918,0,0,0,0.082369,4.817098,0,0,0,0.035479,0,0.010081,0,0.224497,0,0,0.534402,3.344892,0,0,0,0,0.134429,0,0,0.014172,0,0,0,0,1.625935,0,0,1.251652,8.017231,0,0,0,0,0,0.171364,0,2.661699,0,0,0,6.93992,0.061378,0,2.645542,0,2.001091,0,0,0,0.137166,0.743796,0,0,0.396323,0,0.31986,0,2.318487,0,0.256552,0,0.42356,0,2.845372,1.693247,0.375485,0.010422,0,0,0,0.03531,0,0,3.477451,0.409916,0,0,2.624324,0.219239,0.02065,1.430614,0,0,0.550563,0.127465,0.022931,0,0,0.28026,0,0,0,0.067952,0.081778,0.03527,0,0.03127,0,1.827321,0,1.389221,0.342099,0,0.758182,5.483799,0.181996,0.172246,2.488504,0,0.039304,0.466326,0.223686,0,0,0,2.199344,0,1.821825,0,2.755113,0.691742,10.021782,1.532423,0,2.726959,0,0,2.372503,2.023809,25.894074,9.147121,0,0,0,5.576058,0,0.488342,0.463931,0,18.305796,8.063727,28.668333,0,0.111182,0.058355,0.106203,0,6.607252,0,1.275601,0.791348,0,2.756121,3.536447,0.986661,0.705369,1.261884,4.440633,1.027106,1.736541,0.00779,0,0,0,0.156195,0,0,0,0.042615,0,0.029045,0,0.225018,2.410326,0.050441,0,0,0.175268,0.129407,0,0,0,0,0.075849,0,0,0,0,0,0,0,0.010143,2.353199,13.003787,83.017209,25.705966,0.223399,0,0,0,0.317879,0.036228,0,0.068988,0,0.125481,0.098502,0,3.042451,2.885841,0,0,0.061296,0.707268,0.585531,0.056218,0.335237,55.632279,0.033797,12.150395,0.047482,0,0,0.488561,25.503237,9.225118,0.026137,90.991777,0.128005,0.035393,1.821347,0.025661,18.950717,10.980795,0.150605,0,0,0.026462,0.207518,2.294829,0,0.478095,0,0.076632,0,0,0.215183,0,0,0,0,0,0.038256,0,0,0,0.275381,0,0,0,0.635315,0,0.048267,0,0,0,0,0.021543,0.13475,0.891664,0,0,0,0,0,0,0.203323,0,0,0,24.881379,4.243915,0.183749,1.226449,2.848288,0,0.107865,0,Feces
BKDN170793840-1A,0,0.014917,0,0.101749,0.051047,0,0,0,0.042733,0,0.099114,0,0,1.716631,0.542372,0.066975,0,0,0,0.258034,0,0,0,0.160503,0.193223,0,7.003985,0,13.614525,0,0,0,0,0,0,0,0,0.099552,5.338064,0,0.204319,0,0,0,0,0,0,0,0,0.431647,0.505605,0.797351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.104147,0,0,0,0,0,0,0.207162,0.503758,0.010316,0.014177,0,0,0.448725,0,0,0,0,0,38.549965,29.149999,0.031154,0,0.615316,0.100913,0.358915,0.247131,0.018739,0.788543,0.572539,0.354202,0.292682,0,0.484781,0.374276,0,0,3.148214,0.031291,0,0,0,0,0.061238,0.200925,0,0,0.697955,0,0,0,0.822572,0.48069,0,0.357912,0,1.210594,1.380252,0,0.771769,0,0,0,0,1.959385,0,0,0,0,0.032756,0.012574,0,0,0,0,0,0.726397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.541556,0,0,0,0,0,0,0,6.968905,0,0,0.052358,17.248353,0,0,0.662413,0,0.543184,0,0,0,0.028857,4.095038,0,0,0.04089,0,0.433947,0,0.623341,0,0.180128,0,0,0,0.401358,0.33771,0.007273,0,0,0,0,0,0,0,0.649614,0.240693,0,0,0.390444,0,0,3.587224,0,0,0,0,0,0,0,0.079817,0,0,0,0,0.045333,0,0,0,0,0,0,0.307576,0.112596,0,0,0.120059,0.052286,0,1.085256,0,0,0,0,0,0,0.055681,0.483229,0,0.392678,0,0.316836,0.052125,0.868005,0.08317,0,0.466203,0,0,0.301379,0.315882,88.404311,13.348633,0,0,0,1.658823,0,0.063264,0,0,44.374319,16.330941,78.985127,0,0,0,0,0,1.406613,0,0.315926,0.204297,0,0.526656,0.914005,0.066009,0.092339,0.139064,1.12275,0.270551,0.245387,0,0,0,0,0,0.147716,2e-6,0,0,0,0,0,0.085577,0.352446,0.026257,0,0.024385,0,0,0,0,0.032766000000000003,0,0,0,0,0.107017,0,0,0,0,0,4.127976,4.4590630000000004,179.234589,46.308833,0,0,0,0,0,0.021459,0,0.022804,0,0.172543,0.060403,0,1.269277,0.499286,0,0,0.496051,0.157741,0.034481,0.128161,0.309893,182.068993,0,1.993097,0,0,0,0.112698,92.840228,23.363431,8e-6,281.795775,1.233437,0,3.607235,0.034876,15.710884,14.008464,0,0,0,0,0.64615,10.315463,0,0.084017,0,0.012951,0,0,0.122338,0,0,0,0,0,0.062814,0,0,0,0,0,0,0,0.015803,0,0.28846,0,0,0,0,0,0.027608,3.465954,0,0,0,0,0,0,0,0,0.246934,0,39.683674,1.343078,0,0.299982,0.792594,0,0,0,Feces
