MAG	p	p.adj	p.format	p.signif	method	MAG_id	Kingdom	Phylum	Class	Order	Family	Genus	Species	Abundance_mean	live_rate	Group
MAG9778	9.49333848233332e-05	9.5e-05	9.5e-05	****	Kruskal-Wallis	SHCC153A_bin.3	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Tannerellaceae	g__Parabacteroides	s__	0.119728928	0.771043771	other_families
MAG17526	9.55870839397707e-05	9.6e-05	9.6e-05	****	Kruskal-Wallis	SHCC90A_bin.87	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__Phocaeicola coprocola	1.148031224	0.936026936	g__Phocaeicola
MAG16481	9.71684737059517e-05	9.7e-05	9.7e-05	****	Kruskal-Wallis	SHCC59A_bin.16	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Acidaminococcales	f__Acidaminococcaceae	g__URXU01	s__URXU01 sp900541915	0.206847273	0.777777778	other_families
MAG20544	9.68807025429953e-05	9.7e-05	9.7e-05	****	Kruskal-Wallis	SRR29449376_bin.1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__Phocaeicola plebeius_A	0.520413609	0.929292929	g__Phocaeicola
MAG15012	9.85227831925936e-05	9.9e-05	9.9e-05	****	Kruskal-Wallis	SHCC293A_bin.2	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__Phocaeicola plebeius_A	1.052075476	0.966329966	g__Phocaeicola
MAG15297	0.000109913825187183	0.00011	0.00011	***	Kruskal-Wallis	SHCC300A_bin.59	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Marinifilaceae	g__Odoribacter	s__	0.025262116	0.424242424	other_families
MAG22560	0.000107095928121656	0.00011	0.00011	***	Kruskal-Wallis	SRR29536165_bin.60	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__Phocaeicola plebeius_A	0.338476827	0.912457912	g__Phocaeicola
MAG3827	0.00011267169422092	0.00011	0.00011	***	Kruskal-Wallis	CCH340_2A_bin.45	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Paraprevotella	s__Paraprevotella sp003477995	0.042214976	0.387205387	other_genus_from_Bacteroidaceae
MAG4244	0.000107889061073179	0.00011	0.00011	***	Kruskal-Wallis	CCS19A_bin.37	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__Phocaeicola sp900066445	0.554782973	0.95959596	g__Phocaeicola
MAG8627	0.000111537799403697	0.00011	0.00011	***	Kruskal-Wallis	SHCC115A_bin.73	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Selenomonadales	f__Selenomonadaceae	g__Megamonas	s__Megamonas funiformis	0.093227966	0.407407407	other_families
MAG11512	0.000115124620696242	0.00012	0.00012	***	Kruskal-Wallis	SHCC202A_bin.114	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__Phocaeicola coprocola	0.26192836	0.878787879	g__Phocaeicola
MAG11910	0.000124514129694964	0.00012	0.00012	***	Kruskal-Wallis	SHCC211A_bin.20	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__Phocaeicola coprocola	0.460308407	0.902356902	g__Phocaeicola
MAG2774	0.000115267414575956	0.00012	0.00012	***	Kruskal-Wallis	CCH210A_bin.6	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__	0.041161497	0.69023569	g__Phocaeicola
MAG1616	0.00013277803703425	0.00013	0.00013	***	Kruskal-Wallis	BKDN170795910_1A_bin.58	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__Phocaeicola plebeius	0.165078125	0.976430976	g__Phocaeicola
MAG1660	0.000132279834567447	0.00013	0.00013	***	Kruskal-Wallis	BKDN170795916_1A_bin.38	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__Phocaeicola plebeius_A	0.09688221	0.774410774	g__Phocaeicola
MAG20115	0.000128236269546736	0.00013	0.00013	***	Kruskal-Wallis	SRR29429278_bin.60	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__Phocaeicola plebeius_A	0.254554848	0.912457912	g__Phocaeicola
MAG21323	0.000125771032366286	0.00013	0.00013	***	Kruskal-Wallis	SRR29472726_bin.47	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Enterenecus	s__Enterenecus faecium	0.097119045	0.730639731	other_families
MAG249	0.000132889929372912	0.00013	0.00013	***	Kruskal-Wallis	BKDN170793907_1A_bin.32	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__Phocaeicola plebeius_A	0.144368199	0.872053872	g__Phocaeicola
MAG6752	0.000133780917065127	0.00013	0.00013	***	Kruskal-Wallis	FH221B_bin.23	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__	0.020155517	0.32996633	g__Phocaeicola
MAG7538	0.000126883959949359	0.00013	0.00013	***	Kruskal-Wallis	FJY8A_bin.9	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__Phocaeicola plebeius_A	0.416555032	0.936026936	g__Phocaeicola
MAG13385	0.000144807536752224	0.00014	0.00014	***	Kruskal-Wallis	SHCC257A_bin.56	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Enterenecus	s__Enterenecus faecium	0.216852598	0.744107744	other_families
MAG20482	0.000138818789204006	0.00014	0.00014	***	Kruskal-Wallis	SRR29449370_bin.8	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Enterenecus	s__Enterenecus faecium	0.115561125	0.734006734	other_families
MAG7383	0.000142025717811735	0.00014	0.00014	***	Kruskal-Wallis	FJY52A_bin.26	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__	0.624389949	0.983164983	g__Phocaeicola
MAG15382	0.000154262460397013	0.00015	0.00015	***	Kruskal-Wallis	SHCC32A_bin.28	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola_A	s__Phocaeicola_A sp944320885	0.123612044	0.909090909	other_genus_from_Bacteroidaceae
MAG17632	0.000150769598068633	0.00015	0.00015	***	Kruskal-Wallis	SHCC93A_bin.42	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola_A	s__Phocaeicola_A sp944320885	0.09916566	0.831649832	other_genus_from_Bacteroidaceae
MAG19228	0.000146511445145	0.00015	0.00015	***	Kruskal-Wallis	SRR28497695_bin.10	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__Phocaeicola coprophilus	0.212485064	0.946127946	g__Phocaeicola
MAG22097	0.000151712699541189	0.00015	0.00015	***	Kruskal-Wallis	SRR29472741_bin.29	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Enterenecus	s__Enterenecus sp944385445	0.069748259	0.898989899	other_families
MAG23229	0.00015123779329905	0.00015	0.00015	***	Kruskal-Wallis	SRR29536191_bin.74	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__Phocaeicola plebeius_A	0.138951438	0.878787879	g__Phocaeicola
MAG3049	0.000146701566634254	0.00015	0.00015	***	Kruskal-Wallis	CCH247_bin_with_2dai_data_bin.94	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__	0.803100468	0.993265993	g__Phocaeicola
MAG4491	0.000154018834397524	0.00015	0.00015	***	Kruskal-Wallis	CCS28B_bin.27	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__Phocaeicola plebeius_A	0.321627934	0.962962963	g__Phocaeicola
MAG4561	0.00014659407716112	0.00015	0.00015	***	Kruskal-Wallis	CCS30A_bin.15	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola_A	s__Phocaeicola_A sp944320885	0.043214818	0.868686869	other_genus_from_Bacteroidaceae
MAG16537	0.000161057220374813	0.00016	0.00016	***	Kruskal-Wallis	SHCC5A_bin.65	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Selenomonadales	f__Selenomonadaceae	g__Megamonas	s__Megamonas funiformis	0.122870318	0.558922559	other_families
MAG22491	0.000160815605358871	0.00016	0.00016	***	Kruskal-Wallis	SRR29536164_bin.56	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Tannerellaceae	g__Parabacteroides	s__	0.026674088	0.814814815	other_families
MAG8160	0.000160909956546214	0.00016	0.00016	***	Kruskal-Wallis	SHCC100A_bin.8	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__Phocaeicola coprophilus	0.8891097	0.936026936	g__Phocaeicola
MAG20204	0.000167732063670138	0.00017	0.00017	***	Kruskal-Wallis	SRR29449358_bin.6	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__Phocaeicola plebeius_A	0.717043293	0.996632997	g__Phocaeicola
MAG20658	0.000165653586285572	0.00017	0.00017	***	Kruskal-Wallis	SRR29449381_bin.19	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__Phocaeicola plebeius_A	0.362586231	0.932659933	g__Phocaeicola
MAG4350	0.000174308969230431	0.00017	0.00017	***	Kruskal-Wallis	CCS24A_bin.11	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__Phocaeicola coprocola	0.061802108	0.808080808	g__Phocaeicola
MAG6411	0.000169708749666845	0.00017	0.00017	***	Kruskal-Wallis	FDM3B_bin.71	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__Phocaeicola coprophilus	0.360522552	0.892255892	g__Phocaeicola
MAG2125	0.000183506711012713	0.00018	0.00018	***	Kruskal-Wallis	CCH108A_bin.5	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Fournierella	s__Fournierella sp002159185	0.248355253	0.875420875	other_families
MAG2890	0.000182398383883948	0.00018	0.00018	***	Kruskal-Wallis	CCH212A_bin.29	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__Phocaeicola coprophilus	0.243262897	0.892255892	g__Phocaeicola
MAG7331	0.000179682840442047	0.00018	0.00018	***	Kruskal-Wallis	FJY4A_bin.43	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__Phocaeicola coprophilus	0.143080811	0.784511785	g__Phocaeicola
MAG10585	0.000191187267608344	0.00019	0.00019	***	Kruskal-Wallis	SHCC178B_bin_with_2dai_data_bin.21	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__Phocaeicola plebeius_A	0.338854946	0.942760943	g__Phocaeicola
MAG12151	0.000190109211986702	0.00019	0.00019	***	Kruskal-Wallis	SHCC219A_bin.72	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Selenomonadales	f__Selenomonadaceae	g__Megamonas	s__Megamonas funiformis	0.107072217	0.579124579	other_families
MAG17213	0.000187165607604708	0.00019	0.00019	***	Kruskal-Wallis	SHCC80A_bin.33	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__	0.228995975	0.888888889	g__Phocaeicola
MAG22494	0.000190947883273932	0.00019	0.00019	***	Kruskal-Wallis	SRR29536164_bin.6	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__Phocaeicola plebeius_A	0.839184852	0.993265993	g__Phocaeicola
MAG4170	0.000188253154105455	0.00019	0.00019	***	Kruskal-Wallis	CCS18A_bin.24	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__Phocaeicola coprophilus	0.21947101	0.861952862	g__Phocaeicola
MAG157	0.000204208401495129	2e-04	2e-04	***	Kruskal-Wallis	BKDN170793895_1A_bin.40	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__Phocaeicola sp019414725	0.113805694	0.865319865	g__Phocaeicola
MAG20937	0.000203514561757302	2e-04	2e-04	***	Kruskal-Wallis	SRR29449911_bin.7	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__Phocaeicola coprocola	0.098919072	0.720538721	g__Phocaeicola
MAG8526	0.000201724732320657	2e-04	2e-04	***	Kruskal-Wallis	SHCC112A_bin.5	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__Phocaeicola coprocola	0.237692976	0.922558923	g__Phocaeicola
MAG3321	0.000209740249794313	0.00021	0.00021	***	Kruskal-Wallis	CCH277_1A_bin.18	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Enterenecus	s__Enterenecus faecium	0.171076315	0.69023569	other_families
MAG4352	0.000214034707192322	0.00021	0.00021	***	Kruskal-Wallis	CCS24A_bin.18	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Tannerellaceae	g__Parabacteroides	s__	0.009604785	0.32996633	other_families
MAG4605	0.000207355774232238	0.00021	0.00021	***	Kruskal-Wallis	CCS30A_bin.78	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__Phocaeicola coprocola	0.052253429	0.744107744	g__Phocaeicola
MAG5316	0.000208092398527	0.00021	0.00021	***	Kruskal-Wallis	CCY36B_bin.47	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__Phocaeicola sp900066445	1.044663202	0.996632997	g__Phocaeicola
MAG13814	0.000217630428214115	0.00022	0.00022	***	Kruskal-Wallis	SHCC265A_bin.17	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__Phocaeicola coprophilus	0.633121609	0.949494949	g__Phocaeicola
MAG16920	0.000221176869102722	0.00022	0.00022	***	Kruskal-Wallis	SHCC73A_bin.103	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__Phocaeicola coprophilus	0.627480148	0.922558923	g__Phocaeicola
MAG3877	0.000216805820999235	0.00022	0.00022	***	Kruskal-Wallis	CCH57A_bin.27	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__Phocaeicola coprocola	0.031917286	0.471380471	g__Phocaeicola
MAG10937	0.000230265640052607	0.00023	0.00023	***	Kruskal-Wallis	SHCC187A_bin.2	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Anaerofilum	s__	0.16855434	0.777777778	other_families
MAG18154	0.000228635735825822	0.00023	0.00023	***	Kruskal-Wallis	SRR21163425_bin.42	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Enterenecus	s__Enterenecus faecium	0.101547697	0.69023569	other_families
MAG22808	0.000225013573749875	0.00023	0.00023	***	Kruskal-Wallis	SRR29536174_bin.9	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Enterenecus	s__Enterenecus faecium	0.105027892	0.636363636	other_families
MAG2293	0.000231890623054995	0.00023	0.00023	***	Kruskal-Wallis	CCH151_2A_bin.2	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__Phocaeicola coprophilus	0.101443774	0.828282828	g__Phocaeicola
MAG6587	0.000226289011805555	0.00023	0.00023	***	Kruskal-Wallis	FDM7A_bin.44	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Marinifilaceae	g__Odoribacter	s__	0.038517013	0.71043771	other_families
MAG8984	0.000227818810726561	0.00023	0.00023	***	Kruskal-Wallis	SHCC126A_bin.12	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Marinifilaceae	g__Odoribacter	s__	0.025052512	0.62962963	other_families
MAG9553	0.000226341997234168	0.00023	0.00023	***	Kruskal-Wallis	SHCC145A_bin.13	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__Phocaeicola plebeius_A	0.678059589	0.939393939	g__Phocaeicola
MAG3213	0.000236927807502805	0.00024	0.00024	***	Kruskal-Wallis	CCH258_bin_with_2dai_data_bin.67	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__Phocaeicola coprophilus	0.715355168	0.952861953	g__Phocaeicola
MAG6827	0.000235405674725808	0.00024	0.00024	***	Kruskal-Wallis	FH295A_bin.25	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Fournierella	s__Fournierella sp002159185	0.285975801	0.882154882	other_families
MAG19782	0.000246668016400088	0.00025	0.00025	***	Kruskal-Wallis	SRR29429240_bin.103	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__Phocaeicola sp900066445	0.322317717	0.942760943	g__Phocaeicola
MAG21540	0.000246542986198368	0.00025	0.00025	***	Kruskal-Wallis	SRR29472730_bin.6	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__Phocaeicola coprocola	0.156099975	0.811447811	g__Phocaeicola
MAG1079	0.000256426786397158	0.00026	0.00026	***	Kruskal-Wallis	BKDN170794480_1A_bin.37	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__Phocaeicola plebeius_A	0.040120434	0.643097643	g__Phocaeicola
MAG15314	0.000262535693633479	0.00026	0.00026	***	Kruskal-Wallis	SHCC30A_bin.26	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola_A	s__Phocaeicola_A sp944320885	0.058383773	0.760942761	other_genus_from_Bacteroidaceae
MAG22952	0.000257753036403687	0.00026	0.00026	***	Kruskal-Wallis	SRR29536185_bin.2	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__Phocaeicola plebeius	0.144914677	0.993265993	g__Phocaeicola
MAG7734	0.000257602892952456	0.00026	0.00026	***	Kruskal-Wallis	FM21A_bin.33	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Enterenecus	s__Enterenecus faecium	0.138146598	0.646464646	other_families
MAG11675	0.000272817868659386	0.00027	0.00027	***	Kruskal-Wallis	SHCC206A_bin.8	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__Phocaeicola coprocola	0.49892129	0.912457912	g__Phocaeicola
MAG16084	0.000267414447564306	0.00027	0.00027	***	Kruskal-Wallis	SHCC49A_bin.59	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__Phocaeicola plebeius_A	0.623809293	0.939393939	g__Phocaeicola
MAG16404	0.000272965336322333	0.00027	0.00027	***	Kruskal-Wallis	SHCC58A_bin.11	d__Bacteria	p__Bacillota	c__Bacilli	o__Erysipelotrichales	f__Coprobacillaceae	g__Thomasclavelia	s__	0.025319882	0.205387205	other_families
MAG14299	0.000280373348092788	0.00028	0.00028	***	Kruskal-Wallis	SHCC276A_bin.6	d__Bacteria	p__Desulfobacterota	c__Desulfovibrionia	o__Desulfovibrionales	f__Desulfovibrionaceae	g__Mailhella	s__	0.098404731	0.518518519	other_families
MAG18080	0.000284532145869823	0.00028	0.00028	***	Kruskal-Wallis	SRR21163422_bin.61	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Enterenecus	s__Enterenecus faecium	0.091866136	0.616161616	other_families
MAG3603	0.00028280181933907	0.00028	0.00028	***	Kruskal-Wallis	CCH325_1A_bin.32	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__Phocaeicola coprophilus	0.131281015	0.767676768	g__Phocaeicola
MAG7385	0.000275912780629599	0.00028	0.00028	***	Kruskal-Wallis	FJY52A_bin.29	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__Phocaeicola sp900066445	0.959324751	0.986531987	g__Phocaeicola
MAG13538	0.000294359201670164	0.00029	0.00029	***	Kruskal-Wallis	SHCC260B_bin_with_2dai_data_bin.41	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__Phocaeicola coprocola	0.137683892	0.750841751	g__Phocaeicola
MAG1637	0.000285773900197885	0.00029	0.00029	***	Kruskal-Wallis	BKDN170795910_1A_bin.83	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Enterenecus	s__	0.064456313	0.531986532	other_families
MAG1923	0.000294686206541599	0.00029	0.00029	***	Kruskal-Wallis	BKDN170796253_1A_bin.15	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Enterenecus	s__Enterenecus faecium	0.037461785	0.269360269	other_families
MAG2690	0.000292722670430711	0.00029	0.00029	***	Kruskal-Wallis	CCH209_3_bin_with_2dai_data_bin.76	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Paraprevotella	s__	0.209645431	0.929292929	other_genus_from_Bacteroidaceae
MAG347	0.000294491062886811	0.00029	0.00029	***	Kruskal-Wallis	BKDN170794001_1A_bin.59	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__Phocaeicola coprophilus	0.12200235	0.750841751	g__Phocaeicola
MAG5462	0.000286682549952728	0.00029	0.00029	***	Kruskal-Wallis	CCY41B_bin.44	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__Phocaeicola sp900066445	1.22895714	0.996632997	g__Phocaeicola
MAG9395	0.000294255570495195	0.00029	0.00029	***	Kruskal-Wallis	SHCC13A_bin.9	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Acidaminococcales	f__Acidaminococcaceae	g__URXU01	s__URXU01 sp900541915	0.26696264	0.868686869	other_families
MAG12589	0.000302834659365668	3e-04	3e-04	***	Kruskal-Wallis	SHCC235A_bin.15	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Acidaminococcales	f__Acidaminococcaceae	g__URXU01	s__URXU01 sp900541915	0.067857199	0.491582492	other_families
MAG5967	0.000299028816614599	3e-04	3e-04	***	Kruskal-Wallis	CCY9B_bin.87	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__Phocaeicola coprophilus	0.085342756	0.902356902	g__Phocaeicola
MAG15524	0.000309790806264421	0.00031	0.00031	***	Kruskal-Wallis	SHCC37A_bin.4	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__Phocaeicola plebeius_A	0.689447111	0.912457912	g__Phocaeicola
MAG8324	0.000322956951459216	0.00032	0.00032	***	Kruskal-Wallis	SHCC107A_bin.8	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__Phocaeicola coprophilus	0.636690037	0.905723906	g__Phocaeicola
MAG22997	0.000332059215745356	0.00033	0.00033	***	Kruskal-Wallis	SRR29536187_bin.27	d__Bacteria	p__Bacillota	c__Bacilli	o__Erysipelotrichales	f__Coprobacillaceae	g__Fimiplasma	s__	0.025220785	0.410774411	other_families
MAG17402	0.000337285739482632	0.00034	0.00034	***	Kruskal-Wallis	SHCC87A_bin.26	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Enterenecus	s__Enterenecus faecium	0.288268923	0.845117845	other_families
MAG19892	0.000335382027678019	0.00034	0.00034	***	Kruskal-Wallis	SRR29429242_bin.47	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__Phocaeicola sp900066445	0.289621214	0.956228956	g__Phocaeicola
MAG21120	0.000336794987633203	0.00034	0.00034	***	Kruskal-Wallis	SRR29449919_bin.41	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola_A	s__Phocaeicola_A sp944320885	0.04773862	0.794612795	other_genus_from_Bacteroidaceae
MAG4312	0.000342783368414049	0.00034	0.00034	***	Kruskal-Wallis	CCS20A_bin.34	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__Phocaeicola coprophilus	0.275400551	0.898989899	g__Phocaeicola
MAG6214	0.000337910949456781	0.00034	0.00034	***	Kruskal-Wallis	FDM23A_bin.32	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__	0.016838522	0.451178451	g__Phocaeicola
MAG12416	0.000352944133333315	0.00035	0.00035	***	Kruskal-Wallis	SHCC229A_bin.8	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Tannerellaceae	g__Parabacteroides	s__	0.100528056	0.939393939	other_families
MAG20661	0.000350124654316323	0.00035	0.00035	***	Kruskal-Wallis	SRR29449381_bin.23	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Paraprevotella	s__	0.070159847	0.572390572	other_genus_from_Bacteroidaceae
