Sample,total_abundance,gut_locations
SRR21163528,246.440866,large_intestine
BKDN170794158-1A,246.43109,Feces
SHCC240A,246.079786,large_intestine
SHCC93A,245.951575,large_intestine
SHCC61A,245.556468,large_intestine
SHCC108A,245.523383,large_intestine
BKDN170794165-1A,244.831633,Feces
SHCC28B,244.33755,large_intestine
SHCC87A,243.765248,large_intestine
SHCC268A,243.685392,large_intestine
BKDN170796249-1A,243.589481,Feces
FH247A,243.273153,Feces
SHCC193A,243.222224,large_intestine
SHCC155A,242.443907,large_intestine
SHCC156A,242.153512,large_intestine
SHCC89A,241.79948,large_intestine
SRR29409639,241.69572,large_intestine
SHCC165A,241.37262,large_intestine
SRR29409659,241.20771,large_intestine
CCS20A,240.868043,large_intestine
SHCC213A,239.677366,large_intestine
FJY73A,239.5871,Feces
SHCC142B,239.567312,large_intestine
BKDN170794056-1A,239.319447,Feces
SHCC150A,238.365156,large_intestine
SRR29409635,238.24505,large_intestine
SHCC258A,237.925579,large_intestine
CCH119-1A,237.921688,large_intestine
SHCC116A,237.81385,large_intestine
SHCC214A,237.394037,large_intestine
BKDN170794551-1A,237.130631,Feces
SHCC80A,237.028278,large_intestine
SHCC290A,236.833685,large_intestine
SRR29429275,236.609476,large_intestine
SHCC147A,236.188077,large_intestine
SRR29409654,236.16076,large_intestine
BKDN170794972-1A,235.876492,Feces
BKDN170794331-1A,235.855864,Feces
SHCC176A,235.787633,large_intestine
BKDN170794322-1A,235.448439,Feces
SHCC55A,235.060823,large_intestine
SHCC203A,235.002719,large_intestine
JCH157-1A,234.896279,small_intestine
CCS34A,234.76095,large_intestine
BKDN170793840-1A,234.196339,Feces
SRR29409647,233.784826,large_intestine
BKDN170796424-1A,233.767936,Feces
SRR29409653,233.226798,large_intestine
SRR29409660,233.17169,large_intestine
SHCC136A,232.904703,large_intestine
BKDN170796077-1A,232.758865,Feces
SHCC137A,232.62332,large_intestine
SHCC200A,231.85449,large_intestine
SHCC269A,231.362924,large_intestine
BKDN170793835-1A,230.547048,Feces
SRR29449363,230.419488,large_intestine
SHCC70A,230.25777,large_intestine
SHCC59A,229.510127,large_intestine
BKDN170794554-1A,229.496648,Feces
SHCC111A,229.48462,large_intestine
SHCC119A,229.038245,large_intestine
BKDN170796247-1A,228.738367,Feces
SHCC282A,228.689745,large_intestine
SHCC236A,228.603616,large_intestine
SHCC221A,228.565253,large_intestine
SHCC216A,228.241251,large_intestine
SHCC132A,227.412467,large_intestine
SHCC195A,226.984032,large_intestine
SRR29429274,226.85083,large_intestine
SHCC298A,226.429704,large_intestine
SHCC218A,226.360371,large_intestine
BKDN170794164-1A,225.943677,Feces
CCH74-3A,225.617661,large_intestine
SHCC234B,225.584115,large_intestine
SHCC293A,225.402579,large_intestine
SHCC60A,223.778418,large_intestine
SRR29354206,223.774367,large_intestine
SHCC11A,223.733997,large_intestine
BKDN170796000-1A,223.44966,Feces
BKDN170795142-1A,223.092884,Feces
SHCC13A,223.032878,large_intestine
BKDN170793903-1A,222.957304,Feces
BKDN170794811-1A,222.913207,Feces
SHCC79A,222.250956,large_intestine
SHCC121A,222.09879,large_intestine
CCS24A,221.876284,large_intestine
SHCC247A,221.243382,large_intestine
SHCC222A,220.65269,large_intestine
BKDN170793907-1A,220.607347,Feces
CCS25B,220.185315,large_intestine
BKDN170793998-1A,219.411049,Feces
SHCC30A,218.98608,large_intestine
BKDN170794480-1A,218.700168,Feces
FM1B,218.150138,Feces
SHCC279A,218.05016,large_intestine
SHCC163A,217.673637,large_intestine
SHCC68A,217.557109,large_intestine
SHCC238A,217.340255,large_intestine
SHCC194A,216.475214,large_intestine
BKDN170796006-1A,216.391673,Feces
SHCC273B,216.376346,large_intestine
BKDN170794066-1A,216.305359,Feces
BKDN170793892-1A,216.285092,Feces
SHCC125A,216.281564,large_intestine
SHCC182A,215.759427,large_intestine
SHCC24A,215.504652,large_intestine
SRR21163418,215.281067,large_intestine
BKDN170793833-1A,214.865618,Feces
BKDN170794152-1A,214.678772,Feces
BKDN170793894-1A,214.394663,Feces
SHCC94A,214.014348,large_intestine
SHCC154A,213.969457,large_intestine
SHCC100A,213.806045,large_intestine
SRR29536178,213.318282,large_intestine
SRR29449371,212.42142,large_intestine
SHCC63A,211.918069,large_intestine
SHCC211A,211.385758,large_intestine
FH151A,210.996176,Feces
BKDN170793994-1A,210.503913,Feces
SHCC152A,210.191992,large_intestine
SHCC140A,210.153547,large_intestine
BKDN170793893-1A,209.191423,Feces
FJY61B,208.742423,Feces
BKDN170795575-1A,206.660591,Feces
SHCC223A,206.585213,large_intestine
SHCC52A,206.364927,large_intestine
SHCC130A,205.363545,large_intestine
SHCC157B,204.679839,large_intestine
BKDN170795740-1A,203.682244,Feces
SHCC255B,203.158125,large_intestine
SHCC144A,202.420545,large_intestine
BKDN170796250-1A,202.052705,Feces
SHCC257A,201.739145,large_intestine
FDM15A,201.690295,Feces
SHCC159A,201.100519,large_intestine
SRR29409657,201.056327,large_intestine
SHCC174A,200.942586,large_intestine
SHCC96A,200.497105,large_intestine
BKDN170796245-1A,200.091816,Feces
SHCC84A,198.870219,large_intestine
BKDN170794392-1A,198.819759,Feces
CCS29B,198.667258,large_intestine
SHCC169A,198.633876,large_intestine
SHCC260A,197.801225,large_intestine
SHCC97A,197.649419,large_intestine
SRR29409638,197.233327,large_intestine
SHCC187A,195.969729,large_intestine
CCS30A,195.882361,large_intestine
SRR29409662,194.82692,large_intestine
BKDN170795146-1A,194.290696,Feces
SHCC101A,194.094653,large_intestine
SHCC131A,193.831934,large_intestine
SRR29472733,193.619489,large_intestine
FJY20A,193.410803,Feces
SHCC153A,192.738825,large_intestine
CCS17A,192.178665,large_intestine
SHCC215A,192.129174,large_intestine
SHCC123A,191.615732,large_intestine
CCS15B,191.324825,large_intestine
SRR29354207,191.055435,large_intestine
SRR29409633,190.603932,large_intestine
SHCC198A,189.720246,large_intestine
BKDN170793995-1A,189.598428,Feces
BKDN170796421-1A,189.514015,Feces
SRR29354205,189.444863,large_intestine
SHCC20A,189.273386,large_intestine
BKDN170795745-1A,188.664979,Feces
SRR29354199,188.30579,large_intestine
SHCC277A,188.100353,large_intestine
BKDN170794327-1A,187.970713,Feces
SRR29354216,187.672265,large_intestine
CCS28B,187.164016,large_intestine
SRR29354208,186.268849,large_intestine
FDM16A,185.937922,Feces
BKDN170793993-1A,185.66525,Feces
FJY13B,184.269096,Feces
BKDN170793896-1A,184.200954,Feces
SRR21163529,183.63897,large_intestine
BKDN170794159-1A,183.602256,Feces
SHCC64A,183.252637,large_intestine
SHCC170A,183.187771,large_intestine
SRR29354203,182.800912,large_intestine
BKDN170795911-1A,182.720496,Feces
FJY17A,182.232712,Feces
SRR29536171,182.218219,large_intestine
FM21A,181.530125,Feces
CCS18A,180.525564,large_intestine
SHCC280A,179.608482,large_intestine
BKDN170794057-1A,179.542192,Feces
BKDN170794326-1A,179.417417,Feces
SRR29354202,179.230657,large_intestine
BKDN170793898-1A,178.037335,Feces
BKDN170793837-1A,177.164873,Feces
SRR29472744,176.172447,large_intestine
BKDN170794058-1A,175.881229,Feces
BKDN170795742-1A,175.060688,Feces
SRR29472745,174.426377,large_intestine
FJY32B,174.045247,Feces
CCH287A,173.539133,large_intestine
SRR21163525,173.298729,large_intestine
FH93B,172.637972,Feces
BKDN170794065-1A,172.551418,Feces
SRR29354200,171.810766,large_intestine
SHCC72A,171.76749,large_intestine
BKDN170796004-1A,170.250439,Feces
BKDN170795149-1A,167.620562,Feces
BKDN170794553-1A,167.430028,Feces
FM2B,167.236909,Feces
FM15B,167.093999,Feces
SHCC160B,167.036154,large_intestine
FJY79A,166.991357,Feces
SHCC48A,166.331468,large_intestine
FJY78B,165.999499,Feces
FJY65A,165.424377,Feces
SHCC133A,165.069394,large_intestine
SHCC145A,163.37066,large_intestine
BKDN170793908-1A,163.115177,Feces
BKDN170793891-1A,162.456208,Feces
BKDN170795577-1A,161.6026,Feces
FM7B,160.907375,Feces
SRR29472731,160.555024,large_intestine
BKDN170795999-1A,160.275811,Feces
FJY19A,159.316343,Feces
FJY43B,158.502769,Feces
BKDN170795738-1A,157.841593,Feces
SHCC23A,156.852106,large_intestine
BKDN170795916-1A,156.700611,Feces
FM3B,154.548943,Feces
FJY6B,154.5323,Feces
FH206B,154.421674,Feces
FDM18A,154.20536,Feces
SHCC109A,153.651467,large_intestine
BKDN170795578-1A,153.574831,Feces
SRR29409645,151.54387,large_intestine
SHCC62A,150.36451,large_intestine
SHCC183A,150.189042,large_intestine
SHCC107A,148.256955,large_intestine
SRR29409656,146.628023,large_intestine
SHCC134A,144.228109,large_intestine
SRR29409634,143.024644,large_intestine
BKDN170794394-1A,142.831022,Feces
BKDN170795907-1A,141.295166,Feces
SHCC158A,141.197159,large_intestine
SHCC172A,140.98785,large_intestine
FM13B,140.70849,Feces
BKDN170794163-1A,140.201692,Feces
FH295A,140.127887,Feces
SHCC2A,139.125167,large_intestine
SRR29409636,137.171204,large_intestine
FJY27B,137.03013,Feces
SRR27680222,136.186392,small_intestine
SRR21163451,136.180085,small_intestine
SHCC37A,135.399408,large_intestine
FH340B,132.08808,Feces
SRR29472730,130.862602,large_intestine
GCH186B,130.180305,Stomach
BKDN170794064-1A,130.138265,Feces
SHCC173A,129.7096,large_intestine
SHCC275A,129.626096,large_intestine
BKDN170793839-1A,129.463361,Feces
FDM17B,129.202251,Feces
FDM34B,127.696042,Feces
FM14A,127.145481,Feces
CCS26A,125.709935,large_intestine
SRR29429234,124.52339,large_intestine
SHMC294B,124.339409,Stomach
SRR29472732,123.999804,large_intestine
SRR29409637,123.755801,large_intestine
SHCC220A,122.813841,large_intestine
FM4B,122.581196,Feces
BKDN170793909-1A,121.866806,Feces
FDM1B,121.550078,Feces
FDM19A,121.537586,Feces
SRR29409650,119.190406,large_intestine
CCS27A,118.997296,large_intestine
SHCC237A,118.571732,large_intestine
