traits	g__Phocaeicola	s__Phocaeicola_coprocola	MAG8727	MAG19359	MAG21658
LIPID-N-1198	-0.070314691	-0.029668192	0.00420750299412215	-0.058045312	-0.086219633
LIPID-N-1115	0.0364080567470398	0.0534816850920668	0.126667083593259	0.0877188815002622	0.0553411475745625
LIPID-N-1119	0.0609905745498966	0.114222402011689	0.0947282898278457	0.0713343806743034	0.100295419240169
LIPID-N-1120	0.0428971344225582	0.0803176150323227	0.114798046712359	0.0781615648744319	0.070773371603987
LIPID-N-1121	-0.006222555	0.00155702716086972	0.129218151297978	0.0278574966610675	-0.014282598
LIPID-N-1122	-0.018307676	-0.014711709	0.0579321928039003	-0.046280215	-0.089917901
LIPID-N-1134	0.0142711935239764	0.0244652433721276	0.0210927282603139	0.0272503214487988	0.0394719887010735
LIPID-N-1135	0.0708977081858438	0.0977584014397765	0.0778927240029433	0.0916595749353582	0.110827343643732
LIPID-N-1140	0.0438919659258642	0.0910574007432786	0.076383928517206	0.0657379103361939	0.088363542914465
LIPID-N-1141	0.070968503171893	0.128559545125968	0.136583942756724	0.0810619541585159	0.0962944202808693
LIPID-N-1147	-0.042440437	0.0103059928541014	1.38846210343928e-06	-0.036433809	-0.070341969
LIPID-N-1148	0.0569103772493603	0.000272768948390104	0.0620392637058737	0.0455433621542241	-0.007854142
LIPID-N-1160	0.0117180994307253	-0.016437141	0.0658480553701781	-0.029178526	-0.024197324
LIPID-N-1200	0.0203533271329881	0.00936761214615378	0.0184859844451905	0.0595695159391112	0.0244163406260221
LIPID-N-1165	-0.079860446	-0.04060787	0.00496838022680687	-0.090565298	-0.112639982
LIPID-N-1162	0.0282064807488536	0.0697326066126925	0.0903370470153684	0.00775537363079087	-0.022479709
LIPID-N-1178	-0.014793839	0.0512412317449847	0.0560096356113381	0.00141046804175286	-0.017260771
LIPID-N-1196	0.0896657828861219	0.00393143574214846	0.0174437122262088	0.0880304399690022	0.0905593899634642
LIPID-N-1193	0.0530346987974107	0.0413026325211153	0.0568112410657237	0.0230984120958167	0.0314268618992278
LIPID-N-1173	0.0368716944988131	0.0753460018584848	0.0492418084984739	0.0601928645185753	0.0760522010109353
LIPID-N-1192	0.00679307967443561	0.0460299335579728	-0.040728222	-2.11E-05	-0.040044614
LIPID-N-1186	0.0386956670879696	0.0561163126242334	0.021914074047056	-0.003950268	-0.031090828
LIPID-N-1183	0.00420559234118556	0.0593537365586395	-0.034991096	-0.023281641	-0.062858403
LIPID-N-1181	0.0611714950698001	0.0502012856694856	0.0832669979846556	0.0514449049855162	0.0188581758923633
LIPID-N-1180	-0.080692865	0.03143158930482	0.0677564878271355	-0.03250076	-0.04072447
LIPID-N-0557	-0.019890514	0.0705661792275965	-0.077857283	0.020904163710956	-0.02144806
LIPID-N-0544	0.0140702688106895	0.0566687025694003	0.0230380954370277	0.0809327996816534	0.0645761786654995
LIPID-N-0541	0.0644021525377458	0.0466284520223368	-0.015020846	0.0841193967078829	0.0231010783087972
LIPID-N-1388	-0.032159895	-0.01469991	-0.060859534	-0.017121122	-0.031632269
LIPID-N-0538	0.0429267480114938	0.0240314302011678	0.0117982253136247	0.057404821596825	0.0133744069994867
LIPID-N-0478	-0.049496338	-0.012381258	-0.061472771	-0.090183784	-0.085408765
LIPID-N-0475	0.168578257185852	0.179933990060572	0.219491837999692	0.239727223336497	0.208809783071692
LIPID-N-0469	-0.107284957	-0.018938086	0.016345354982358	-0.088722817	-0.083011415
LIPID-N-1390	-0.000334541	-0.030633642	-0.075261125	0.00834837711032566	0.00259823964694059
LIPID-N-1383	0.0192169056575836	-0.004110968	0.0364267661044305	-0.00549339	0.0160662263203672
LIPID-N-1380	0.0506484913264574	0.0851869687700382	0.0340927613085491	0.0882938169050299	0.112067274323435
LIPID-N-1374	-0.000601526	0.00640324527955293	-0.023360875	0.0253754528004366	0.018281257202524
LIPID-N-1373	0.0293433649365853	0.016322179227245	-0.039443431	0.0274148288292742	0.029331612999714
LIPID-N-1441	0.074962173267258	0.0527910868639545	0.0409031679259188	0.110885627981416	0.0596645285105846
LIPID-N-1436	0.0426397861022558	0.0297465608256007	0.0206313352204379	0.0217251271750523	0.0203225428924261
LIPID-N-1433	0.0440863051032543	0.137201624259271	0.0345865909966723	0.100175429200256	0.061701290113886
LIPID-N-1432	-0.048337243	-0.014641377	0.00015921032119437	0.0104375561657648	0.0115332269147197
LIPID-N-1423	0.0948824016620627	0.102143758027337	0.0970359138437618	0.109505736681577	0.102128177154281
LIPID-N-1422	0.0773849350120537	0.0802125793219164	0.039642907156697	0.104181445674894	0.101116580878991
LIPID-N-1407	0.0133728489660693	0.0364302711529256	-0.020950042	0.0258259964596925	-0.026156923
LIPID-N-1405	-0.022985235	0.00220783212424662	-0.026443261	0.0311248068481137	0.0146489621585478
LIPID-N-1404	0.0168094134195829	0.013636133857602	-0.019720327	0.0509811577331613	0.0678920534433783
LIPID-N-1402	0.0758061605519233	0.103862503165243	0.000102746195654506	0.0710601165650186	0.0512475047380627
LIPID-N-1392	-0.066773553	0.00225780506135626	-0.023150291	-0.058152794	-0.061887514
LIPID-N-1386	-0.054340936	-0.031602099	-0.059747838	-0.054582032	-0.052157099
LIPID-N-0490	-0.020720721	0.0601502959219195	0.0562609472520606	-0.008439412	-0.047353655
LIPID-N-0529	0.0249045655825317	0.0747352215160337	-0.018794686	0.0842484212930786	0.0480428688039917
LIPID-N-0528	-0.01257923	0.0319388324054804	0.0808905290392375	0.0416387149894005	0.047437289433993
LIPID-N-0525	0.0741862046946793	0.0498098309954601	0.00562743690523938	0.0516953099704291	0.0309505413588738
LIPID-N-0484	-0.015345392	-0.011973377	-0.055089548	0.0335459288669018	0.0285913977788496
LIPID-N-0523	0.00584775839013127	0.0631123492266172	0.0826796785149008	0.0548382284119635	0.0451779270863225
LIPID-N-0522	-0.021282453	-0.004242841	0.0351313309619217	0.0133374821658804	-0.00357989
LIPID-N-1393	-0.035194362	0.0526471833135739	-0.025827709	-0.032136156	-0.03870081
LIPID-N-0495	-0.013623176	0.0597676327831263	0.0178570111123325	0.0332508169790396	0.00237785951481219
LIPID-N-0514	0.0127944585571704	-0.003119607	-0.045855812	0.0224940581590564	0.0179060027100251
LIPID-N-0508	0.0579496291360698	0.0551310233728752	-0.023435852	0.0788826663712255	0.0278090717047122
LIPID-N-0519	-0.047415058	0.00863074267997696	-0.022533814	-0.014709729	-0.036293941
LIPID-N-0509	-0.016553703	-0.016712633	-0.051653846	-0.019612497	-0.022122688
LIPID-N-0881	0.00209654955417667	0.0045588737303028	-0.041222977	0.016527423930206	0.00949646531141837
LIPID-N-1273	-0.111684412	-0.098997545	0.00725378884906792	-0.104787653	-0.142352932
LIPID-N-0581	-0.051210224	-0.077927937	-0.0068192	-0.080613959	-0.117723698
LIPID-N-0579	-0.023454425	-0.030164683	0.0475117847175886	-0.032626079	-0.06828696
LIPID-N-0577	-0.088617277	-0.057887401	0.0440276704793583	-0.025154698	-0.072600983
LIPID-N-0568	-0.052620109	-0.067216145	0.0453633710228669	-0.034597352	-0.067506973
LIPID-N-0571	0.0102999764016713	-0.033224831	0.104609511797322	-0.009754907	-0.032547946
LIPID-N-0567	-0.040793644	-0.080586451	0.00615412686314401	-0.01478316	-0.056901121
LIPID-N-0563	-0.022691413	-0.057705555	0.0582010916312664	-0.055505126	-0.087601336
LIPID-N-0572	-0.075777935	-0.117304066	0.0311214524071891	-0.095787667	-0.136565029
LIPID-N-1237	-0.046987049	-0.036403665	0.0129987822123985	-0.040629309	-0.08715075
LIPID-N-1336	-0.04330247	-0.079134228	-0.00321753	-0.076863443	-0.071884162
LIPID-N-1283	-0.017744883	-0.065241629	0.00382973208541254	-0.06413665	-0.106639365
LIPID-N-1312	-0.00928895	0.00497508351669279	0.0845045805395212	-0.01277714	-0.042551146
LIPID-N-1326	-0.087994003	-0.133549435	-0.024984913	-0.074404795	-0.076329665
LIPID-N-1339	-0.053874059	-0.072918381	-0.001699478	-0.040454188	-0.088889929
LIPID-N-0589	-0.024275277	-0.075594247	-0.033840524	-0.057539406	-0.039450851
LIPID-N-1351	0.00683241022224073	-0.02982991	0.0467106420839041	0.00902291856829648	-0.003304298
LIPID-N-1362	-0.02639635	-0.040177547	0.0672936671259891	-0.041409016	-0.035536413
LIPID-N-0590	0.00929126352855166	-0.029124274	-0.001464828	-0.013660854	-0.008725837
LIPID-N-0593	-0.020629047	-0.08448722	-0.014192773	-0.030362721	-0.071940892
LIPID-N-0595	-0.065886996	-0.041929608	0.016420415655974	-0.00370882	-0.033565157
LIPID-N-0596	-0.090911345	-0.095191674	-0.044848634	-0.092337609	-0.09066564
LIPID-N-0598	0.0086504069554917	-0.021260477	0.0364397250840626	-0.012636997	0.00512161555472928
LIPID-N-1264	-0.018282227	-0.09010028	0.0283982154016435	-0.069810176	-0.085377883
LIPID-P-0332	-0.027233397	-0.094949043	0.0424545429161616	-0.017116953	-0.006338151
LIPID-P-0331	-0.023168469	-0.112089992	0.0395119288982726	-0.027999725	-0.017856873
LIPID-P-0745	0.0108866956324583	-0.033723635	0.0783925703601815	0.00746026174292864	0.00746765798040191
LIPID-P-0732	0.00866104933901544	0.0388928264427172	0.0926030171681813	0.0623330048105369	0.0483353052850538
LIPID-P-1568	-0.127085329	-0.161709417	-0.039288849	-0.098498573	-0.094798081
LIPID-P-1567	-0.058781123	-0.06324723	-0.119138842	-0.046419895	-0.035263161
LIPID-P-0768	0.0628224526529611	0.0353556216488781	-0.072275932	0.0565076721920445	0.0130669977705943
LIPID-P-0766	-0.103010869	-0.104888568	-0.018771082	-0.047373797	-0.047308736
LIPID-P-0760	-0.032301485	-0.042901998	0.0619744688077132	-0.002091495	-0.004904511
LIPID-P-0759	-0.00347497	-0.091569392	0.045664204478612	0.0176974475923663	-0.002469568
LIPID-P-0758	-0.015725278	-0.066959803	0.0934462764856701	0.00954805094646263	-0.008238287
LIPID-P-0755	-0.117486362	-0.072554921	0.0146940944406979	-0.079209745	-0.100387127
LIPID-P-0753	-0.063426755	-0.051451303	0.0288776976480312	-0.056775219	-0.08276046
LIPID-P-0750	0.0621566096142367	-0.047291288	-0.01398459	0.0504527823672164	0.0698792178194915
LIPID-P-0748	-0.08864689	-0.086702583	0.0107966813163438	-0.050893134	-0.033052809
LIPID-P-0744	-0.016333745	-0.060187082	0.0697308809382261	-0.005906871	-0.016052657
LIPID-P-0741	-0.132877099	-0.109645945	-0.018756735	-0.123375995	-0.138074002
LIPID-P-0740	0.0366842960063299	-0.052873681	-0.030647061	0.0384956547851437	0.0218316700318028
LIPID-P-0739	-0.046893581	-0.041123331	0.0298653570242777	-0.000119759	-0.015295598
LIPID-P-0738	-0.013770782	-0.069147044	0.022400521935487	-0.011828798	0.000900236463301584
LIPID-P-0737	-0.052096318	-0.036143852	-0.03927913	-0.030629325	-0.007674001
LIPID-P-0736	-0.025569483	-0.060556789	0.0167985401688106	0.017277712317008	0.0406140463882748
LIPID-P-0735	0.0707737012821758	0.00530453473171188	0.028143664016013	0.0670070767675889	0.0929990120630767
LIPID-P-0734	-0.037174308	-0.050313493	-0.025494478	-0.071436303	-0.08659208
LIPID-P-0730	-0.010067695	-0.07528423	0.0615704263356124	0.00323094239552781	0.00487409731715832
LIPID-P-0764	-0.084855426	-0.095366873	-0.059132287	-0.074282257	-0.080904775
LIPID-P-0094	0.0174821971432141	-0.025207414	0.0118079445483487	0.027884367131234	0.0643374295287722
LIPID-P-0096	0.0186889508923407	0.0202596302303418	0.0301384212379541	0.0365477773400625	0.054481150371055
LIPID-P-1111	0.00671673214046095	0.00587922350847271	-0.022905459	-0.004033582	-0.03183908
LIPID-P-0838	-0.08206527	-0.088678365	-0.092890892	-0.089297522	-0.108189801
LIPID-P-0837	-0.078309897	-0.100854179	-0.084275484	-0.125663228	-0.125193695
LIPID-P-0836	-0.03447577	-0.041868298	-0.098799724	-0.019116718	-0.034650682
LIPID-P-0835	-0.035021308	-0.038684837	-0.035839447	-0.035250119	-0.046583962
LIPID-P-0834	-0.047929594	-0.074653784	-0.050983403	-0.053493083	-0.074925034
LIPID-P-0833	0.00442167899795018	0.0188437303455688	-0.045324031	0.00201574854644989	-0.023787017
LIPID-P-0829	0.00224091580023783	0.0181249066622371	-0.021197188	0.0232007978528301	-0.006125258
LIPID-P-0828	0.0111592331931315	0.024619306280777	-0.075743847	-0.007631908	-0.016801295
LIPID-P-0827	-0.020005367	-0.009044408	-0.055148789	-0.030567708	-0.051240018
LIPID-P-0824	-0.011305913	0.021666275867502	-0.062689527	-0.005050027	-0.012762396
LIPID-P-0823	0.0114498165345623	0.0650661522538898	-0.014666325	0.0287432956086226	0.0141146222203511
LIPID-P-2273	0.00770925008213144	0.0214585180085925	-0.023659394	0.00726081799453823	-0.022643942
LIPID-P-2275	-0.003979789	0.0353477555384072	-0.05771189	-0.00048807	-0.017804001
LIPID-P-2284	-0.019262251	-0.008805648	-0.055787482	0.00754550599311176	-0.029848641
LIPID-P-2286	-0.04963145	-0.06420944	-0.071009655	-0.057921152	-0.090634722
LIPID-P-2289	-0.076094893	-0.106956661	-0.051180564	-0.095980856	-0.073226095
LIPID-P-2304	-0.068739155	-0.062464783	-0.053550669	-0.068320718	-0.112365326
LIPID-P-2307	-0.035743139	-0.037307342	-0.04799173	-0.058800465	-0.073353831
LIPID-P-2309	-0.040298542	-0.028790427	-0.035934788	-0.041182007	-0.068438091
LIPID-P-2313	-0.088239241	-0.065409022	-0.05268936	-0.086387635	-0.114407234
LIPID-P-2314	-0.019451501	-0.019973674	-0.046298732	-0.012416242	-0.033130948
LIPID-P-2315	-0.053712045	0.0129720518381149	-0.044748658	-0.085751532	-0.095537945
LIPID-P-2317	-0.077322469	-0.09881408	-0.035123926	-0.102985941	-0.091329551
LIPID-P-0840	-0.049187709	-0.069078794	-0.104907568	-0.072117794	-0.090362405
LIPID-P-0844	-0.065213287	-0.08362971	-0.065816343	-0.097196745	-0.105024
LIPID-P-0848	-0.026098703	-0.01483051	-0.014284886	-0.058804731	-0.090809952
LIPID-P-0849	-0.073812333	-0.060520697	-0.066507798	-0.11540033	-0.134640095
LIPID-P-0921	-0.049289968	-0.058957655	-0.037748119	-0.067801609	-0.080618421
LIPID-P-0918	-0.066736074	-0.015578369	-0.030117594	-0.077295224	-0.093345257
LIPID-P-0916	-0.046871833	-0.044398178	-0.010347282	-0.072738131	-0.083977464
LIPID-P-0915	-0.103603604	-0.083608657	-0.037286224	-0.0999329	-0.094497691
LIPID-P-0913	-0.065789364	-0.065627191	-0.059578909	-0.052347845	-0.064940083
LIPID-P-0912	-0.042396942	-0.048172292	-0.032060053	-0.061530134	-0.062706336
LIPID-P-0911	-0.051709028	-0.08473004	-0.023310427	-0.09893684	-0.114710432
LIPID-P-0908	-0.017552067	-0.031096586	-0.011897269	-0.03026194	-0.03759657
LIPID-P-0907	-0.032940953	-0.053692682	-0.035907018	-0.053867648	-0.068795565
LIPID-P-0906	-0.05710703	-0.050518938	-0.060858145	-0.100554395	-0.094300237
LIPID-P-0903	-0.015246834	-0.003244077	-0.043448219	-0.020267284	-0.035449384
LIPID-P-0902	-0.038983051	-0.021656096	-0.03059106	-0.034106271	-0.053575299
LIPID-P-0901	-0.039761333	-0.052336241	-0.025078865	-0.061751815	-0.081513043
LIPID-P-0894	0.0119865628340205	0.0269719673801655	-0.057432809	0.00523742526260996	-0.0130553
LIPID-P-0893	0.0138758172656478	0.00954228606984719	-0.018299931	0.0231906056055256	-0.003376823
LIPID-P-0892	-0.002667074	0.0130871256179669	-0.033688719	0.0105387837128573	-0.01421756
LIPID-P-0886	-0.009748423	0.00304950594463949	-0.038117913	0.00573128597291003	-0.024339605
LIPID-P-0885	-0.011945381	0.021299576305841	-0.057681807	-0.011390995	-0.028471616
LIPID-P-0884	-0.002357982	0.0126096064411415	-0.03886722	-0.003852438	-0.00679482
LIPID-P-0880	-0.000997145	0.0249991931452864	-0.035604334	0.0119860828300969	-0.015356424
LIPID-P-0878	0.00970400292434191	0.0136731508480536	-0.033194426	0.000431085732583686	-0.030858833
LIPID-P-0877	0.0276671274745798	0.0911087004282687	-0.025423547	0.0572484754065622	0.0548208652409604
LIPID-P-0871	-0.063094065	-0.122487602	-0.04134979	-0.114205289	-0.149205772
LIPID-P-0867	-0.03189291	-0.072693734	-0.045056521	-0.085374665	-0.106129176
LIPID-P-0861	-0.06017884	-0.079496022	-0.060601713	-0.119016087	-0.128545402
LIPID-P-0853	-0.036874008	-0.07530297	-0.008443238	-0.093187485	-0.112596935
LIPID-P-0850	-0.023717246	-0.043905852	-0.052139066	-0.051520884	-0.067874273
LIPID-P-2319	-0.07433414	-0.086479018	-0.041933525	-0.132636608	-0.127250384
LIPID-P-2320	-0.097899749	-0.124943217	-0.089563211	-0.081729778	-0.08725556
LIPID-P-2321	-0.02743149	0.00120628586141597	-0.020056902	-0.102010845	-0.121119635
LIPID-P-2325	-0.067041464	-0.082192988	-0.065319737	-0.118076953	-0.134887146
LIPID-P-0818	0.0137972444225739	0.0161179299918505	-0.035625466	0.0469817854563152	0.0384034675064404
LIPID-P-0813	-0.049580712	-0.096904898	-0.036181397	-0.110269767	-0.143894959
LIPID-P-0809	-0.073281602	-0.090559985	-0.057239813	-0.111950255	-0.150421372
LIPID-P-0806	-0.053917091	-0.073594404	-0.055961502	-0.094278056	-0.119400178
LIPID-P-0804	-0.107502418	-0.129137473	-0.095641435	-0.122203192	-0.148852976
LIPID-P-0803	-0.074984185	-0.051797564	-0.091952441	-0.110477639	-0.119329511
LIPID-P-0802	-0.106563112	-0.119302984	-0.119042575	-0.142210805	-0.172186132
LIPID-P-0801	-0.068341223	-0.096114384	-0.070730574	-0.113797831	-0.131026984
LIPID-P-0800	-0.028282828	-0.097931225	-0.055631511	-0.102305841	-0.123925691
LIPID-P-0798	-0.035879177	-0.070740857	-0.049753225	-0.068815274	-0.093899716
LIPID-P-0792	-0.018973519	-0.028180109	-0.100271031	-0.039288565	-0.034576754
LIPID-P-0789	-0.078346914	-0.079780406	-0.068641864	-0.118397314	-0.122354956
LIPID-P-0788	0.00194848160949856	0.034449168095195	-0.055674091	-0.039223706	-0.010700836
LIPID-P-0787	-0.011978234	0.0101979495132209	-0.04560774	-0.028464399	-0.011003566
LIPID-P-0786	-0.038416691	-0.031930162	-0.064613472	-0.052484977	-0.062516369
LIPID-P-0784	0.00742236843931759	-0.000257731	-0.03404	0.00921124350144561	0.000262023087031646
LIPID-P-0783	0.0228677059185534	0.0349185898053591	-0.062306311	0.00248760326825159	0.00297536573291828
LIPID-P-0782	0.0349556027522129	0.0336567731433408	-0.037463484	0.0367446730266267	0.0178957089458917
LIPID-P-0778	-0.05095712	-0.010202345	-0.07355054	-0.011300886	-0.038906685
LIPID-P-0777	0.0266119740696012	0.0424735262003369	-0.03742507	0.0312746792118867	0.0196283366088885
LIPID-P-0773	0.000487698792783538	0.0286921006552125	-0.040804587	0.0317224431673323	0.00676393883237406
LIPID-P-0772	0.00988399801959124	0.039262996347233	-0.035464562	0.0222788627557409	-0.001725141
LIPID-P-0771	0.0126921991328771	0.0522154726624324	-0.0378467	0.0320497532909974	0.0253048796300812
LIPID-P-0819	-0.010645339	0.0367917251105162	-0.081177878	-0.03134686	-0.044080394
LIPID-P-0922	-0.068765992	-0.056814834	-0.050286858	-0.101468455	-0.126539371
LIPID-P-0821	0.016677540406354	0.0624869934441757	-0.044073953	0.0445371093748885	0.0408344265204032
LIPID-P-2326	-0.042239663	-0.03851048	-0.049758421	-0.064532794	-0.094409433
LIPID-P-2327	-0.074090423	-0.078640745	-0.045372627	-0.10452914	-0.125881974
LIPID-P-2328	-0.006544603	0.0135151345700634	0.0330389185720387	-0.008870498	-0.054064253
LIPID-P-2329	-0.036994776	-0.016121593	-0.030339748	-0.066976963	-0.101938678
LIPID-P-2330	-0.029335499	-0.005243688	-0.049913824	-0.055921386	-0.082665477
LIPID-P-2334	-0.064663122	-0.059012949	-0.064776385	-0.067194012	-0.078721561
LIPID-P-2335	-0.045293984	-0.01083094	-0.014736674	-0.033841967	-0.038867382
LIPID-P-2336	-0.047682505	-0.026823668	-0.052417684	-0.06082849	-0.088038354
LIPID-P-2338	-0.018611215	-0.028546578	-0.053648324	-0.051252874	-0.080697496
LIPID-P-2339	-0.038359777	-0.011591871	-0.029800562	-0.048506295	-0.076015237
LIPID-P-2340	-0.054739794	-0.004260193	-0.038786226	-0.084103645	-0.106916649
LIPID-P-2346	-0.064835251	-0.041288751	-0.077807565	-0.08286992	-0.082635999
LIPID-P-2351	-0.086102898	-0.127612604	-0.103797724	-0.091250727	-0.085042868
LIPID-P-2352	-0.049028073	-0.032316064	-0.081505965	-0.084681129	-0.073057184
LIPID-P-2353	-0.002785991	0.022358030876566	-0.056271129	-0.021372216	-0.045676707
LIPID-P-2355	-0.04035453	-0.038440525	-0.05181972	-0.087216218	-0.106556367
LIPID-P-2356	-0.112116585	-0.150172378	-0.091785213	-0.140423687	-0.149328829
LIPID-P-2357	-0.084409834	-0.067556933	-0.059510874	-0.126805687	-0.131482249
LIPID-P-2358	-0.086264385	-0.074573735	-0.107729849	-0.107035738	-0.12004073
LIPID-P-2361	-0.051187551	-0.074210737	-0.042031062	-0.065590123	-0.093900652
LIPID-P-2368	-0.066555616	-0.09386861	-0.063044047	-0.082477055	-0.089773321
LIPID-P-2371	-0.0843631	-0.078339751	-0.091082188	-0.094236129	-0.104780693
LIPID-P-2373	-0.038605478	-0.026693646	-0.050522896	-0.119743154	-0.132280484
LIPID-P-2377	-0.044677651	-0.067918774	-0.066426341	-0.062165064	-0.067366604
LIPID-P-2378	-0.077224837	-0.067816746	-0.059522908	-0.104525897	-0.107843556
LIPID-P-2386	-0.090602775	-0.11820034	-0.094848623	-0.123728555	-0.146972025
LIPID-P-0822	-0.001163722	0.0402494991427677	-0.035279896	0.0185918172933365	-0.003127433
LIPID-P-0923	-0.025321007	-0.063818911	-0.078036198	-0.078086976	-0.093902056
LIPID-P-0924	-0.050390761	-0.060859403	-0.030874769	-0.085621132	-0.098377036
LIPID-P-0925	-0.037792955	-0.067996047	-0.054896552	-0.088868521	-0.115749634
LIPID-P-1198	-0.04320854	-0.036185496	-0.05806456	-0.047011509	-0.058290779
LIPID-P-1200	-0.055076186	-0.088836613	-0.052182571	-0.077619986	-0.056008839
LIPID-P-1202	-0.049165961	-0.044437278	-0.036916893	-0.052390004	-0.042414987
LIPID-P-1204	-0.09775492	-0.096475531	-0.056540028	-0.071738133	-0.071416732
LIPID-P-1206	-0.088639024	-0.138130519	-0.111322726	-0.107009563	-0.083077695
LIPID-P-1207	-0.098761319	-0.090933857	-0.083297544	-0.083256762	-0.098771474
LIPID-P-1208	-0.059956412	-0.094747763	-0.068107769	-0.067205362	-0.090575766
LIPID-P-1216	-0.032751704	-0.04804574	-0.050226228	-0.022067374	-0.034829887
LIPID-P-1218	-0.056771564	-0.087330021	-0.102639747	-0.036798414	-0.070140773
LIPID-P-1219	-0.081752014	-0.062344015	-0.041359509	-0.053554932	-0.041308408
LIPID-P-1196	-0.017560396	0.0295284532832279	-0.024612342	-0.019244584	-0.043866408
LIPID-P-1108	-0.107969294	-0.079172402	-0.018955285	-0.069779831	-0.073389859
LIPID-P-1105	-0.094401181	-0.141627468	-0.102467578	-0.124810554	-0.11752718
LIPID-P-1104	-0.037201146	-0.03000898	-0.040978608	-0.027744687	-0.055134804
LIPID-P-1102	-0.057653031	-0.125568341	-0.107622937	-0.040414114	-0.070652186
LIPID-P-1101	-0.03553862	-0.016331896	-0.044724216	-0.037549629	-0.065799612
LIPID-P-1098	-0.064341075	-0.107119304	-0.087579098	-0.071476609	-0.086635126
LIPID-P-1097	-0.045594747	-0.034384851	-0.044799655	-0.059651054	-0.090186475
LIPID-P-1096	-0.02830874	-0.014230025	-0.035517786	-0.031560525	-0.064810475
LIPID-P-1095	-0.044881708	-0.033746539	-0.033189335	-0.053666815	-0.077371674
LIPID-P-1090	-0.042135973	-0.050752145	-0.074707592	-0.037071288	-0.054299138
LIPID-P-1088	-0.026468996	0.00163522555319869	-0.025030732	-0.022308281	-0.058988415
LIPID-P-1087	-0.016350866	-0.012173269	-0.021188857	-0.033983732	-0.064099269
LIPID-P-1086	-0.04721424	-0.04615394	-0.032391432	-0.074785615	-0.091966828
LIPID-P-1106	-0.053271145	-0.064167102	-0.052817561	-0.062084916	-0.067023634
LIPID-P-1183	-0.059344244	-0.068316244	-0.067425108	-0.060375862	-0.06758558
LIPID-P-1181	-0.076362803	-0.067408402	-0.068370651	-0.071098801	-0.059906432
LIPID-P-1177	-0.090366329	-0.11851591	-0.04909926	-0.127019029	-0.088261541
LIPID-P-1113	-0.040443371	-0.038529829	-0.033337901	-0.0502084	-0.086069905
LIPID-P-1114	-0.059104559	-0.081327485	-0.072597592	-0.115268526	-0.102082323
LIPID-P-1116	-0.06991537	-0.105896355	-0.076009507	-0.09466096	-0.078598972
LIPID-P-1117	-0.020716556	0.0276202274254488	-0.005160914	-0.018143127	-0.041737938
LIPID-P-1124	-0.089503371	-0.087614358	-0.06032729	-0.116532596	-0.120111383
LIPID-P-1125	-0.076296173	-0.083396041	-0.057761412	-0.120955568	-0.130381284
LIPID-P-1135	-0.033544793	-0.015648933	-0.032636265	-0.021189451	-0.049704376
LIPID-P-1137	-0.031963242	-0.002137963	-0.017887094	-0.031738426	-0.049752569
LIPID-P-1139	-0.058658278	0.00770892047417906	-0.016670766	-0.070258517	-0.085791007
LIPID-P-1142	-0.043003096	-0.033433283	-0.055261717	-0.054596626	-0.082414683
LIPID-P-1144	-0.070839406	-0.101456167	-0.080242465	-0.079331357	-0.08920576
LIPID-P-1145	-0.081743222	-0.130847195	-0.118518662	-0.075135162	-0.077680955
LIPID-P-1146	-0.058886622	-0.090725867	-0.035397453	-0.072357775	-0.056789761
LIPID-P-1150	-0.050765095	-0.097670949	-0.076608859	-0.056794213	-0.061318549
LIPID-P-1151	-0.11991884	-0.119434626	-0.087402301	-0.131222636	-0.12195771
LIPID-P-1152	-0.07383732	-0.068761605	-0.059246604	-0.082269504	-0.090643612
LIPID-P-1155	-0.040657144	-0.104780525	-0.090523101	-0.100874061	-0.09499647
LIPID-P-1157	-0.072543576	-0.063627579	-0.076632	-0.089101553	-0.098050911
LIPID-P-1160	-0.06118769	-0.054589187	-0.041932944	-0.127454516	-0.133617737
LIPID-P-1169	-0.030081391	0.017893087759534	-0.027777573	-0.025007605	-0.058445653
LIPID-P-1171	-0.100795865	-0.146288833	-0.057044503	-0.115356782	-0.095503672
LIPID-P-1172	-0.038857656	-0.008767011	-0.019761055	-0.01534188	-0.03359136
LIPID-P-1176	-0.074756729	-0.085525212	-0.083610874	-0.082047128	-0.091673456
LIPID-P-1082	0.00348653738484247	0.00748043970169401	-0.011791746	0.000551307922379996	-0.030370347
LIPID-P-1071	-0.078379767	-0.068710938	-0.047595555	-0.097772144	-0.103644636
LIPID-P-1065	-0.025543109	0.0128499855228865	-0.028054802	-0.05383684	-0.086826029
LIPID-P-1062	-0.069769027	-0.095667631	-0.102629152	-0.109468391	-0.115035665
LIPID-P-0984	-0.07533003	-0.069707389	-0.051996517	-0.095678795	-0.108551486
LIPID-P-0983	-0.036969327	-0.02442034	-0.016852227	-0.041068271	-0.088451508
LIPID-P-0982	-0.054274305	0.0020671675605306	-0.011193781	-0.055540104	-0.066879053
LIPID-P-0981	-0.063914454	-0.070266345	-0.022931377	-0.098010735	-0.104200967
LIPID-P-0979	-0.032911802	-0.032354469	-0.025418576	-0.037356208	-0.057343753
LIPID-P-0978	-0.038314894	-0.020640905	-0.04208984	-0.053045088	-0.075861766
LIPID-P-0977	-0.052097706	-0.079459052	-0.053736723	-0.091658185	-0.095853192
LIPID-P-0976	-0.03572278	-0.047567527	-0.031627315	-0.066384655	-0.075767719
