SampleID,V1,V2,V3,breed,application,shape_id
SHCC27A,0.0037126267860029907,-0.09855892,-0.009063319,SRD,dual_type,SRD-JiAn
SHCC280A,0.17481149859543216,0.0891023202407952,-0.075050161,SRD,dual_type,SRD-JiAn
SHCC281A,0.02777219229881473,-0.155216115,-0.146135832,SRD,dual_type,SRD-JiAn
SHCC282A,0.051262247037635274,0.017487970647362936,0.04554327844064544,SRD,dual_type,SRD-JiAn
SHCC283A,0.04941284906488175,-0.063484584,-0.008507862,SRD,dual_type,SRD-JiAn
SHCC284A,0.2678407541980575,0.18500332028733207,0.056586884721276716,SRD,dual_type,SRD-JiAn
SHCC285A,-0.04767553,-0.126351858,-0.057434794,SRD,dual_type,SRD-JiAn
SHCC286A,0.2747610638782569,0.2357715511824684,0.04779681818176005,SRD,dual_type,SRD-JiAn
SHCC287A,-0.035468417,-0.051976232,0.09223387729019936,SRD,dual_type,SRD-JiAn
SHCC288A,-0.073432125,-0.10471048,-0.019130637,SRD,dual_type,SRD-JiAn
SHCC289A,-0.026636673,-0.098373873,-0.01334063,SRD,dual_type,SRD-JiAn
SHCC28B,0.0635230202481541,-0.026878848,0.03845870576101331,SRD,dual_type,SRD-JiAn
SHCC290A,0.0700038937902183,-0.102752013,-0.042345059,SRD,dual_type,SRD-JiAn
SHCC291A,0.31699055635882367,0.330691935608691,0.02028578163909776,SRD,dual_type,SRD-JiAn
SHCC292A,0.05092294613678385,-0.073329485,-0.014669993,SRD,dual_type,SRD-JiAn
SHCC293A,0.08928461326214823,-0.019701092,0.01902806100908672,SRD,dual_type,SRD-JiAn
SHCC294A,0.27746274610367316,0.4400594639398924,-0.041718376,SRD,dual_type,SRD-JiAn
SHCC295A,0.2962053275912538,0.3168054789901664,0.016804586739785497,SRD,dual_type,SRD-JiAn
SHCC296A,0.0626342320942694,-0.077301678,-0.049476503,SRD,dual_type,SRD-JiAn
SHCC297B,0.02700941261442642,-0.097061697,-0.005400049,SRD,dual_type,SRD-JiAn
SHCC298A,0.06729316020887378,0.005379969012172938,0.009595688370798557,SRD,dual_type,SRD-JiAn
SHCC299B,-0.058875409,0.013390926990418583,0.13688077210949323,SRD,dual_type,SRD-JiAn
SHCC29A,-0.070892831,0.005549887492181713,0.14233264362828246,SRD,dual_type,SRD-JiAn
SHCC2A,0.25381723262170536,0.09112799307758947,0.046953172596531194,SRD,dual_type,SRD-JiAn
SHCC300A,0.04183948119984005,-0.137853711,-0.077474565,SRD,dual_type,SRD-JiAn
SHCC30A,0.12998895857920925,-0.033131343,-0.020782351,SRD,dual_type,SRD-JiAn
SHCC31A,-0.031001812,-0.063637612,0.05525783669859425,SRD,dual_type,SRD-JiAn
SHCC32A,0.07384328614224873,-0.093969623,-0.081987021,SRD,dual_type,SRD-JiAn
SHCC33A,-0.039869525,-0.092057388,-0.015527561,SRD,dual_type,SRD-JiAn
SHCC34A,0.2468551468876749,0.24815294191859527,0.10040572530693204,SRD,dual_type,SRD-JiAn
SHCC35A,-0.035711304,-0.050476584,0.018156451027058564,SRD,dual_type,SRD-JiAn
SHCC36A,0.06942155660757389,-0.072810311,-0.009397766,SRD,dual_type,SRD-JiAn
SHCC37A,0.2552854240841721,0.1387178299047668,0.02370679933979802,SRD,dual_type,SRD-JiAn
SHCC38A,0.00438196109824613,-0.088827576,-0.00187197,SRD,dual_type,SRD-JiAn
SHCC39A,-0.01515812,-0.112247258,-0.04426545,SRD,dual_type,SRD-JiAn
SHCC3A,0.03144925195697394,-0.069628017,0.021930844376020272,SRD,dual_type,SRD-JiAn
SHCC40A,0.34134182237072025,0.29791082412938014,-0.022317083,SRD,dual_type,SRD-JiAn
SHCC41A,-0.020881986,-0.075298563,0.032194200168789065,SRD,dual_type,SRD-JiAn
SHCC42A,-0.018534315,-0.040866168,0.048673160815087,SRD,dual_type,SRD-JiAn
SHCC43A,0.03833974468568868,-0.075268523,0.004367815316882419,SRD,dual_type,SRD-JiAn
SHCC44A,-0.114931506,0.026921174527249132,0.14491894075849857,SRD,dual_type,SRD-JiAn
SHCC45A,-0.050196168,-0.014733193,0.1383269333355136,SRD,dual_type,SRD-JiAn
SHCC46B,-0.042298334,-0.04299024,0.0998691755954192,SRD,dual_type,SRD-JiAn
SHCC47A,-0.031820307,-0.086661297,0.03963806664506992,SRD,dual_type,SRD-JiAn
SHCC48A,0.19743101630220022,0.05994560423225626,0.0639174727614984,SRD,dual_type,SRD-JiAn
SHCC49A,0.06063669525651766,-0.059414354,0.0050136199995126935,SRD,dual_type,SRD-JiAn
SHCC4A,-0.070034582,-0.141649382,-0.034815949,SRD,dual_type,SRD-JiAn
SHCC50A,0.012492356320405844,-0.084390445,0.0034824842306941804,SRD,dual_type,SRD-JiAn
SHCC51A,-0.036045988,-0.110133829,-0.007791325,SRD,dual_type,SRD-JiAn
SHCC52A,0.10216146238410904,0.006152105895723729,0.08256403865783239,SRD,dual_type,SRD-JiAn
SHCC53A,0.05444836761478521,-0.089457155,-0.010062992,SRD,dual_type,SRD-JiAn
SHCC54A,-0.020255616,-0.138695744,-0.064404245,SRD,dual_type,SRD-JiAn
SHCC55A,0.09277909160055084,-0.065651968,-0.025201957,SRD,dual_type,SRD-JiAn
SHCC56A,0.023132645385459394,-0.054274418,0.011542820629846191,SRD,dual_type,SRD-JiAn
SHCC57B,-0.26025845,0.20637153402458666,0.23172654311221177,SRD,dual_type,SRD-JiAn
SHCC58A,0.06813622054128075,-0.08951449,-0.071791563,SRD,dual_type,SRD-JiAn
SHCC59A,0.0743545614473659,-0.009337337,-0.03170288,SRD,dual_type,SRD-JiAn
SHCC5A,-0.021558979,-0.128849016,-0.066246961,SRD,dual_type,SRD-JiAn
SHCC60A,0.10302675694516578,0.014604468060109161,0.014312439907377707,SRD,dual_type,SRD-JiAn
SHCC61A,0.11100087594424252,-0.07508509,-0.065423061,SRD,dual_type,SRD-JiAn
SHCC62A,0.22330340216943986,0.06057406651667547,0.057453180696852554,SRD,dual_type,SRD-JiAn
SHCC63A,0.10198092078099874,-0.015070983,0.049571370458154955,SRD,dual_type,SRD-JiAn
SHCC64A,0.12290429855148667,0.028366262120248887,0.10019634768216876,SRD,dual_type,SRD-JiAn
SHCC65A,-0.066023092,-0.10634985,-0.01072898,SRD,dual_type,SRD-JiAn
SHCC66A,-0.006848672,-0.071439053,0.05507713759777777,SRD,dual_type,SRD-JiAn
SHCC67A,0.05514456596483629,-0.042951075,-0.027685148,SRD,dual_type,SRD-JiAn
SHCC68A,0.11683318616985637,-0.013202675,0.03780684118513141,SRD,dual_type,SRD-JiAn
SHCC69B,-0.007968557,-0.093896968,-0.140814445,SRD,dual_type,SRD-JiAn
SHCC6A,0.07944780270597489,-0.002416568,-0.061425043,SRD,dual_type,SRD-JiAn
SHCC70A,0.07463251384091528,-0.031650037,0.04279273906299962,SRD,dual_type,SRD-JiAn
SHCC71A,0.017902341490296434,-0.070546316,0.013879679746680723,SRD,dual_type,SRD-JiAn
SHCC72A,0.2042649500256484,0.07521642974072852,6.958388558540521e-5,SRD,dual_type,SRD-JiAn
SHCC73A,-0.06248165,-0.036359873,0.09506876622201425,SRD,dual_type,SRD-JiAn
SHCC74A,-0.013906319,-0.064437902,0.041329357829528957,SRD,dual_type,SRD-JiAn
SHCC75A,-0.017500678,-0.011761201,0.1186114290485245,SRD,dual_type,SRD-JiAn
SHCC76A,-0.048473061,-0.071941095,0.030430871375596445,SRD,dual_type,SRD-JiAn
SHCC77B,0.03404625622196938,-0.076564525,0.009854929819371243,SRD,dual_type,SRD-JiAn
SHCC78A,5.961941412332791e-4,-0.080705461,0.03924457002686727,SRD,dual_type,SRD-JiAn
SHCC79A,0.10999334916697641,-0.047768953,0.003983299759683382,SRD,dual_type,SRD-JiAn
SHCC7A,-0.013071421,-0.084946883,-0.100695781,SRD,dual_type,SRD-JiAn
SHCC80A,0.0735938790463637,0.026513299919666753,-0.052799232,SRD,dual_type,SRD-JiAn
SHCC81A,-0.015522609,-0.053056368,-0.138656943,SRD,dual_type,SRD-JiAn
SHCC82A,-0.103323542,-0.08067998,-0.010309343,SRD,dual_type,SRD-JiAn
SHCC83A,0.003935888885773288,-0.10107854,-0.066243291,SRD,dual_type,SRD-JiAn
SHCC84A,0.12865674679608052,0.012787101763327927,0.05710771223713214,SRD,dual_type,SRD-JiAn
SHCC85B,0.0359838317513847,-0.042316739,0.03546756083397881,SRD,dual_type,SRD-JiAn
SHCC86A,-0.147620259,-0.001972974,0.1135546514303411,SRD,dual_type,SRD-JiAn
SHCC87A,0.07724681079737261,-0.078819252,-0.042260643,SRD,dual_type,SRD-JiAn
SHCC88B,0.013605123385992136,-0.101905391,-0.008412207,SRD,dual_type,SRD-JiAn
SHCC89A,0.06747315377773887,-0.045958414,0.014838395071902793,SRD,dual_type,SRD-JiAn
SHCC8A,0.01950720123990985,-0.088192434,-0.130898161,SRD,dual_type,SRD-JiAn
SHCC90A,0.0157398842420527,-0.022480448,0.0771210571352839,SRD,dual_type,SRD-JiAn
SHCC91A,0.0580357619280602,-0.077366454,-0.042991435,SRD,dual_type,SRD-JiAn
SHCC92A,0.013925687809541494,-0.076206817,0.02020681064212147,SRD,dual_type,SRD-JiAn
SHCC93A,0.06756660968127455,-0.068889803,0.00263906139215251,SRD,dual_type,SRD-JiAn
SHCC94A,0.13061059017139925,-0.022231809,0.0180165149934105,SRD,dual_type,SRD-JiAn
SHCC95A,0.032511078587855485,-0.061653076,0.0021161543144187153,SRD,dual_type,SRD-JiAn
SHCC96A,0.1570020329663994,0.015917091335245964,-0.041291161,SRD,dual_type,SRD-JiAn
SHCC97A,0.15184014300144602,-0.025162533,0.01833154231803191,SRD,dual_type,SRD-JiAn
SHCC98A,0.0427547185257297,-0.130130147,-0.089094528,SRD,dual_type,SRD-JiAn
SHCC99A,-0.022638727,-0.096605116,-0.004899246,SRD,dual_type,SRD-JiAn
SHCC9A,-0.218258053,0.165455713500708,0.21037461000674124,SRD,dual_type,SRD-JiAn
SRR28497695,-0.191085851,0.0028753091728441187,0.01981988572590997,MSD,meat_type,MSD-ZheJiang
SRR28497696,-0.383253154,0.02236725933383574,-0.031969183,MSD,meat_type,MSD-ZheJiang
SRR28497697,-0.331055273,0.019339606373649763,0.013874146532513955,MSD,meat_type,MSD-ZheJiang
SRR28497698,-0.277782995,0.052497926248444786,0.11559961452644146,MSD,meat_type,MSD-ZheJiang
SRR28497699,-0.342807077,0.07910396409485494,0.03363363103128844,MSD,meat_type,MSD-ZheJiang
SRR28497700,-0.258274548,0.0117879382642116,-0.050650272,MSD,meat_type,MSD-ZheJiang
SRR28497701,-0.371663971,0.02594524762166148,-0.028691426,MSD,meat_type,MSD-ZheJiang
SRR28497702,-0.217611915,0.061273567630962256,0.13877899281499465,MSD,meat_type,MSD-ZheJiang
SRR28497703,-0.195647523,-7.49E-04,0.019998147166571067,MSD,meat_type,MSD-ZheJiang
SRR28497704,-0.352541714,0.04772084584761205,-0.038054781,MSD,meat_type,MSD-ZheJiang
SRR29449358,-0.146194447,-0.02335566,-0.017114241,PKD,meat_type,PKD-HeiLongJiang
SRR29449359,-0.092087247,-0.095925363,-0.05916384,PKD,meat_type,PKD-HeiLongJiang
SRR29449360,-0.257678905,-0.027658472,-0.031866591,PKD,meat_type,PKD-HeiLongJiang
SRR29449361,-0.169539231,-0.035848565,-0.116169568,PKD,meat_type,PKD-HeiLongJiang
SRR29449362,-0.187985791,-0.01617958,0.0027177158525610247,PKD,meat_type,PKD-HeiLongJiang
SRR29449363,0.028044485282390473,0.10246856024247088,0.07897962760693504,PKD,meat_type,PKD-HeiLongJiang
SRR29449364,-0.073680734,0.0492757117052026,0.04858982406104497,PKD,meat_type,PKD-HeiLongJiang
SRR29449369,-0.271327355,0.06431209622894597,0.05184943659693898,PKD,meat_type,PKD-HeiLongJiang
SRR29449378,-0.22948392,-0.028534066,-0.117642145,PKD,meat_type,PKD-HeiLongJiang
SRR29449379,-0.223793853,-0.041202943,-0.040474108,PKD,meat_type,PKD-HeiLongJiang
SRR29449380,-0.084500367,0.0681740832752605,0.015345714640273424,PKD,meat_type,PKD-HeiLongJiang
SRR29449381,-0.139286152,0.12008296496615012,0.04827196699083654,PKD,meat_type,PKD-HeiLongJiang
SRR29449914,-0.089234525,-0.07451893,-0.168949114,MAL,MAL,MAL-HaiYan
SRR29449915,-0.014624017,-0.13605202,-0.179992019,MAL,MAL,MAL-HaiYan
SRR29449916,-0.001634533,-0.109675613,-0.226347029,MAL,MAL,MAL-HaiYan
SRR29449917,-0.153078418,-0.023887582,-0.125127221,MAL,MAL,MAL-HaiYan
SRR29449918,-0.096280618,-0.077091587,-0.149674699,MAL,MAL,MAL-HaiYan
SRR29449919,-0.063984974,-0.129168594,-0.144992323,MAL,MAL,MAL-HaiYan
SRR29449920,-0.079589996,-0.080260384,-0.085851092,MAL,MAL,MAL-HaiYan
SRR29536163,-0.375656998,0.1241600591334299,0.019220355316509997,MSD,meat_type,MSD-ShangHai
SRR29536164,-0.411512805,0.09174443581396938,-0.087270726,MSD,meat_type,MSD-ShangHai
SRR29536165,-0.391224931,0.1446544791721681,0.006061877157440055,MSD,meat_type,MSD-ShangHai
SRR29536166,-0.370065398,0.07430197945393713,-0.002158569,MSD,meat_type,MSD-ShangHai
SRR29536167,-0.386136691,0.08396320521927796,-0.035179842,MSD,meat_type,MSD-ShangHai
SRR29536168,-0.31666538,0.10750104384956888,0.06964230937403784,MSD,meat_type,MSD-ShangHai
SRR29536169,-0.367083493,0.09635821288434707,-0.005936414,MSD,meat_type,MSD-ShangHai
SRR29536170,-0.196693798,0.5888613746449052,-0.48851539,PKD,meat_type,PKD-ShanDong
SRR29536171,-0.063373608,0.5665194412410163,-0.409085298,PKD,meat_type,PKD-ShanDong
SRR29536172,0.09996278777220007,0.502513030540695,-0.284570332,PKD,meat_type,PKD-ShanDong
SRR29536174,-0.249039297,0.4419953939084603,-0.29578527,PKD,meat_type,PKD-ShanDong
SRR29536175,-0.184584364,0.585149968751207,-0.483826963,PKD,meat_type,PKD-ShanDong
SRR29536176,-0.149899084,0.4273354292353543,-0.282127238,PKD,meat_type,PKD-ShanDong
SRR29536177,-0.317734409,0.298796723709711,0.11002697137684973,PKD,meat_type,PKD-ShanDong
SRR29536178,-0.064066564,0.5669769762785655,-0.370887606,PKD,meat_type,PKD-ShanDong
SRR29536179,-0.382501383,0.057563297081048626,-0.055584728,MSD,meat_type,MSD-ShangHai
SRR29536180,-0.196292539,0.20568560193178065,0.09622571414296126,PKD,meat_type,PKD-ShanDong
SRR29536181,-0.302945621,0.4626346819589233,-0.235847563,PKD,meat_type,PKD-ShanDong
SRR29536182,-0.234944117,-0.048660327,-0.142334589,MAL,MAL,MAL-HangZhou
SRR29536183,-0.353487266,0.09913150448989766,-0.172224821,MAL,MAL,MAL-HangZhou
SRR29536185,-0.011047221,-0.151312116,-0.134734865,MAL,MAL,MAL-HangZhou
SRR29536186,-0.116091721,-0.087623148,-0.043283652,MAL,MAL,MAL-HangZhou
SRR29536187,-0.134411936,-0.124771945,-0.156097722,MAL,MAL,MAL-HangZhou
SRR29536188,-0.401988909,0.07825103013390522,-0.102049927,MSD,meat_type,MSD-ShangHai
SRR29536189,-0.381367386,0.052232240057907844,-0.062392311,MSD,meat_type,MSD-ShangHai
SRR29536190,-0.338929884,0.08106105126722592,0.03480753994764289,MSD,meat_type,MSD-ShangHai
SRR29536191,-0.355032526,0.12985802327225518,0.028935660488184134,MSD,meat_type,MSD-ShangHai
