Sample,total_abundance,gut_locations
SHIC11C,3.047862,small_intestine
SHIC12A,4.422202,small_intestine
SHIC139A,18.654637,small_intestine
SHIC141A,21.76482,small_intestine
SHIC14A,14.427576,small_intestine
SHIC154A,3.820355,small_intestine
SHIC157A,12.524023,small_intestine
SHIC170A,43.194334,small_intestine
SHIC174A,209.274994,small_intestine
SHIC178A,35.422876,small_intestine
SHIC191A,1.187818,small_intestine
SHIC203A,7.378632,small_intestine
SHIC207A,3.9826,small_intestine
SHIC212A,6.967686,small_intestine
SHIC213A,25.263001,small_intestine
SHIC214A,117.152835,small_intestine
SHIC239A,27.161451,small_intestine
SHIC23A,4.858561,small_intestine
SHIC243A,57.173963,small_intestine
SHIC245A,62.311604,small_intestine
SHIC247A,21.358135,small_intestine
SHIC249A,20.305807,small_intestine
SHIC260A,28.666134,small_intestine
SHIC262A,53.405697,small_intestine
SHIC285A,1.472633,small_intestine
SHIC288A,30.526447,small_intestine
SHIC294A,6.137716,small_intestine
SHIC301A,48.006331,small_intestine
SHIC34A,0.500134,small_intestine
SHIC39A,1.054403,small_intestine
SHIC46A,13.588428,small_intestine
SHIC47A,4.259416,small_intestine
SHIC58A,13.428563,small_intestine
SHIC61A,3.012498,small_intestine
SHIC68A,41.08509,small_intestine
SHIC78A,4.471187,small_intestine
SHIC93A,23.650918,small_intestine
SHMC11B,39.343921,Stomach
SHMC12B,29.567477,Stomach
SHMC139B,90.164307,Stomach
SHMC141B,5.059982,Stomach
SHMC14B,10.871501,Stomach
SHMC154A,13.165257,Stomach
SHMC157B,4.598852,Stomach
SHMC191B,57.330648,Stomach
SHMC207A,19.483722,Stomach
SHMC212B,206.777506,Stomach
SHMC213B,108.722394,Stomach
SHMC239B,120.670776,Stomach
SHMC243B,37.678975,Stomach
SHMC245A,11.834546,Stomach
SHMC247B,21.351909,Stomach
SHMC249B,28.070312,Stomach
SHMC260A,9.559311,Stomach
SHMC262B,121.688955,Stomach
SHMC285A,24.288378,Stomach
SHMC288B,67.712775,Stomach
SHMC294B,276.702301,Stomach
SHMC298A,1.968041,Stomach
SHMC34A,5.902834,Stomach
SHMC39B,1.994725,Stomach
SHMC47B,155.420321,Stomach
SHMC58B,6.116115,Stomach
SHMC68B,12.811108,Stomach
SHMC78B,11.973017,Stomach
SHMC93B,33.843174,Stomach
SRR21163417,55.299439,large_intestine
SRR21163418,417.667181,large_intestine
SRR21163419,536.614594,large_intestine
SRR21163420,2.810288,large_intestine
SRR21163421,48.606554,large_intestine
SRR21163422,739.967292,large_intestine
SRR21163423,1239.532585,large_intestine
SRR21163424,796.452929,large_intestine
SRR21163425,829.67281,large_intestine
SRR21163426,832.072728,large_intestine
SRR21163427,0,small_intestine
SRR21163428,871.681714,large_intestine
SRR21163429,802.833652,large_intestine
SRR21163430,692.79622,large_intestine
SRR21163431,750.397616,large_intestine
SRR21163432,800.927001,large_intestine
SRR21163433,637.773217,large_intestine
SRR21163434,860.443873,large_intestine
SRR21163435,1118.839753,large_intestine
SRR21163436,1098.625885,large_intestine
SRR21163437,1105.832329,large_intestine
SRR21163438,4.656631,small_intestine
SRR21163439,1128.516745,large_intestine
SRR21163440,1114.084115,large_intestine
SRR21163441,1132.450587,large_intestine
SRR21163442,664.319016,large_intestine
SRR21163443,970.227909,large_intestine
SRR21163444,872.935763,large_intestine
SRR21163445,683.719194,large_intestine
SRR21163446,774.140029,large_intestine
SRR21163447,961.418463,large_intestine
SRR21163448,28.772408,small_intestine
SRR21163449,0.404015,small_intestine
SRR21163450,54.146859,small_intestine
SRR21163451,177.999569,small_intestine
SRR21163452,141.174514,small_intestine
SRR21163453,1302.495719,small_intestine
SRR21163454,11.326404,small_intestine
SRR21163455,220.883575,small_intestine
SRR21163456,195.258156,small_intestine
SRR21163457,757.880966,small_intestine
SRR21163458,298.552858,small_intestine
SRR21163459,1095.795761,small_intestine
SRR21163460,1.108798,small_intestine
SRR21163461,423.193264,small_intestine
SRR21163462,1.19401,small_intestine
SRR21163463,63.693775,small_intestine
SRR21163464,22.8536,small_intestine
SRR21163465,217.709907,small_intestine
SRR21163466,0.852536,small_intestine
SRR21163467,49.714963,small_intestine
SRR21163468,2.150991,small_intestine
SRR21163469,1.31584,small_intestine
SRR21163470,66.664412,small_intestine
SRR21163471,0,small_intestine
SRR21163472,0.649394,small_intestine
SRR21163473,36.68555,small_intestine
SRR21163474,2.41633,small_intestine
SRR21163475,12.385848,small_intestine
SRR21163476,3.956164,small_intestine
SRR21163477,15.361994,small_intestine
SRR21163478,10.768426,small_intestine
SRR21163479,7.135226,small_intestine
SRR21163480,5.789818,small_intestine
SRR21163481,39.783149,small_intestine
SRR21163482,0.086143,small_intestine
SRR21163483,27.184482,small_intestine
SRR21163484,24.389333,small_intestine
SRR21163485,8.53172,small_intestine
SRR21163486,34.348902,small_intestine
SRR21163487,10.000624,small_intestine
SRR21163488,0,small_intestine
SRR21163489,3.073118,small_intestine
SRR21163490,5.817668,small_intestine
SRR21163491,6.055687,small_intestine
SRR21163492,0.595348,small_intestine
SRR21163493,0.058865,small_intestine
SRR21163494,0.680163,small_intestine
SRR21163495,0,small_intestine
SRR21163496,0,small_intestine
SRR21163497,0.508057,small_intestine
SRR21163498,0,small_intestine
SRR21163499,0.287579,small_intestine
SRR21163500,0,small_intestine
SRR21163501,9.008305,small_intestine
SRR21163502,11.456842,small_intestine
SRR21163503,16.948579,small_intestine
SRR21163504,0.871962,small_intestine
SRR21163505,8.339823,small_intestine
SRR21163506,6.534694,small_intestine
SRR21163507,69.819799,small_intestine
SRR21163508,9.557734,small_intestine
SRR21163509,8.955419,small_intestine
SRR21163510,140.140278,small_intestine
SRR21163511,41.361206,small_intestine
SRR21163512,127.301859,small_intestine
SRR21163513,1176.876499,large_intestine
SRR21163514,465.842655,large_intestine
SRR21163515,519.9458,large_intestine
SRR21163516,1113.200192,large_intestine
SRR21163517,2325.216321,large_intestine
SRR21163518,885.181431,large_intestine
SRR21163519,482.182998,large_intestine
SRR21163520,786.160087,large_intestine
SRR21163521,1042.640291,large_intestine
SRR21163522,0,small_intestine
SRR21163523,968.504165,large_intestine
SRR21163524,732.757723,large_intestine
SRR21163525,415.81142,large_intestine
SRR21163526,87.618423,large_intestine
SRR21163527,965.356315,large_intestine
SRR21163528,487.380302,large_intestine
SRR21163529,480.22308,large_intestine
SRR21163530,115.997528,large_intestine
SRR21163531,948.053978,large_intestine
SRR21163532,517.637758,large_intestine
SRR21163533,0.785637,small_intestine
SRR21163534,0.462809,small_intestine
SRR21163535,0,small_intestine
SRR27680213,22.861171,small_intestine
SRR27680214,217.805309,small_intestine
SRR27680215,0.851383,small_intestine
SRR27680216,49.744961,small_intestine
SRR27680217,2.150599,small_intestine
SRR27680218,1.316298,small_intestine
SRR27680219,66.66998,small_intestine
SRR27680220,28.774893,small_intestine
SRR27680221,54.143954,small_intestine
SRR27680222,178.003224,small_intestine
SRR27680223,141.069719,small_intestine
SRR27680224,0.649639,small_intestine
SRR27680225,1302.935419,small_intestine
SRR27680226,11.324651,small_intestine
SRR27680227,220.918592,small_intestine
SRR27680228,195.383035,small_intestine
SRR27680229,757.681992,small_intestine
SRR27680230,298.545613,small_intestine
SRR27680231,1095.886684,small_intestine
SRR27680232,423.074888,small_intestine
SRR27680233,1.194,small_intestine
SRR27680234,63.684847,small_intestine
SRR27680235,36.696852,small_intestine
SRR27680236,2.414958,small_intestine
SRR28497695,660.490854,large_intestine
SRR28497696,1162.545151,large_intestine
SRR28497697,951.356783,large_intestine
SRR28497698,847.381464,large_intestine
SRR28497699,990.075331,large_intestine
SRR28497700,822.961786,large_intestine
SRR28497701,1125.00845,large_intestine
SRR28497702,691.586444,large_intestine
SRR28497703,645.760265,large_intestine
SRR28497704,993.157144,large_intestine
SRR29354198,16.281876,large_intestine
SRR29354199,1049.576751,large_intestine
SRR29354200,1061.592872,large_intestine
SRR29354202,1003.523859,large_intestine
SRR29354203,1056.890311,large_intestine
SRR29354204,564.661497,large_intestine
SRR29354205,464.963362,large_intestine
SRR29354206,510.535711,large_intestine
SRR29354207,1044.40685,large_intestine
SRR29354208,1023.433193,large_intestine
SRR29354209,10.627071,large_intestine
SRR29354210,130.142012,large_intestine
SRR29354211,7.445878,large_intestine
SRR29354212,3.899862,large_intestine
SRR29354213,10.633486,large_intestine
SRR29354214,10.29578,large_intestine
SRR29354215,719.758489,large_intestine
SRR29354216,474.885503,large_intestine
SRR29354217,592.786765,large_intestine
SRR29409633,1238.345443,large_intestine
SRR29409634,913.610571,large_intestine
SRR29409635,2085.622935,large_intestine
SRR29409636,1293.743163,large_intestine
SRR29409637,1237.664348,large_intestine
SRR29409638,1536.739145,large_intestine
SRR29409639,1797.655087,large_intestine
SRR29409640,681.185321,large_intestine
SRR29409641,587.156652,large_intestine
SRR29409642,521.247666,large_intestine
SRR29409643,585.013919,large_intestine
SRR29409644,669.461262,large_intestine
SRR29409645,377.995927,large_intestine
SRR29409646,621.700251,large_intestine
SRR29409647,484.015544,large_intestine
SRR29409648,691.263176,large_intestine
SRR29409649,556.278771,large_intestine
SRR29409650,1077.430779,large_intestine
SRR29409651,576.237203,large_intestine
SRR29409652,676.910062,large_intestine
SRR29409653,480.553535,large_intestine
SRR29409654,550.482997,large_intestine
SRR29409655,547.88648,large_intestine
SRR29409656,1071.669601,large_intestine
SRR29409657,1281.93095,large_intestine
SRR29409658,1587.325769,large_intestine
SRR29409659,1617.556929,large_intestine
SRR29409660,1509.201711,large_intestine
SRR29409661,1071.257606,large_intestine
SRR29409662,1447.12554,large_intestine
SRR29429232,1000.084048,large_intestine
SRR29429233,221.927273,large_intestine
SRR29429234,275.8738,large_intestine
SRR29429235,134.486711,large_intestine
SRR29429236,42.642382,large_intestine
SRR29429237,53.473437,large_intestine
SRR29429238,54.047408,large_intestine
SRR29429239,1076.945858,large_intestine
SRR29429240,1117.117296,large_intestine
SRR29429241,1217.523931,large_intestine
SRR29429242,1070.084025,large_intestine
SRR29429243,872.377297,large_intestine
SRR29429244,1067.5792,large_intestine
SRR29429245,1517.937627,large_intestine
SRR29429246,1336.616524,large_intestine
SRR29429269,1051.761303,large_intestine
SRR29429270,689.283391,large_intestine
SRR29429271,805.546027,large_intestine
SRR29429272,703.937842,large_intestine
SRR29429273,683.013907,large_intestine
SRR29429274,475.349457,large_intestine
SRR29429275,478.972673,large_intestine
SRR29429276,578.273522,large_intestine
SRR29429277,1372.279136,large_intestine
SRR29429278,1414.0612,large_intestine
SRR29429279,1079.549673,large_intestine
SRR29429280,1019.251999,large_intestine
SRR29429281,963.550454,large_intestine
SRR29429282,1168.409694,large_intestine
SRR29429283,51.838638,large_intestine
SRR29449358,639.885924,large_intestine
SRR29449359,574.035481,large_intestine
SRR29449360,827.35669,large_intestine
SRR29449361,725.902712,large_intestine
SRR29449362,702.527736,large_intestine
SRR29449363,369.080221,large_intestine
SRR29449364,488.782543,large_intestine
SRR29449365,580.880972,large_intestine
SRR29449366,41.345985,large_intestine
SRR29449367,804.857828,large_intestine
SRR29449368,19.097939,large_intestine
SRR29449369,816.315348,large_intestine
SRR29449370,785.764318,large_intestine
SRR29449371,354.039561,large_intestine
SRR29449372,54.336274,large_intestine
SRR29449373,971.79695,large_intestine
SRR29449374,425.553104,large_intestine
SRR29449375,486.627739,large_intestine
SRR29449376,78.382483,large_intestine
SRR29449377,483.141301,large_intestine
SRR29449378,810.256045,large_intestine
SRR29449379,755.329712,large_intestine
SRR29449380,508.586025,large_intestine
SRR29449381,558.191475,large_intestine
SRR29449905,1109.217732,large_intestine
SRR29449906,1106.838188,large_intestine
SRR29449907,690.760518,large_intestine
SRR29449908,841.872256,large_intestine
SRR29449909,633.22844,large_intestine
SRR29449910,660.964634,large_intestine
SRR29449911,782.837533,large_intestine
SRR29449912,867.982131,large_intestine
SRR29449914,564.974575,large_intestine
SRR29449915,483.962429,large_intestine
SRR29449916,501.623632,large_intestine
SRR29449917,603.04065,large_intestine
SRR29449918,598.884308,large_intestine
SRR29449919,583.136997,large_intestine
SRR29449920,588.583587,large_intestine
SRR29449921,818.766204,large_intestine
SRR29449922,785.120191,large_intestine
SRR29472726,812.331745,large_intestine
SRR29472727,942.135923,large_intestine
SRR29472728,912.542598,large_intestine
SRR29472729,934.097607,large_intestine
SRR29472730,343.077788,large_intestine
SRR29472731,449.25999,large_intestine
SRR29472732,305.132775,large_intestine
SRR29472733,428.281999,large_intestine
SRR29472734,984.020202,large_intestine
SRR29472735,921.945983,large_intestine
SRR29472736,995.3379,large_intestine
SRR29472737,934.173779,large_intestine
SRR29472738,823.011057,large_intestine
SRR29472739,781.737515,large_intestine
SRR29472740,870.678923,large_intestine
SRR29472741,956.168215,large_intestine
SRR29472742,1126.905338,large_intestine
SRR29472743,878.686812,large_intestine
SRR29472744,397.653933,large_intestine
SRR29472745,405.495114,large_intestine
SRR29536163,1236.307502,large_intestine
SRR29536164,1320.611067,large_intestine
SRR29536165,1308.883149,large_intestine
SRR29536166,1159.021217,large_intestine
SRR29536167,1238.163911,large_intestine
SRR29536168,1057.248965,large_intestine
SRR29536169,1156.425445,large_intestine
SRR29536170,548.263222,large_intestine
SRR29536171,259.76601,large_intestine
SRR29536172,137.603873,large_intestine
SRR29536174,1538.006374,large_intestine
SRR29536175,513.666115,large_intestine
SRR29536176,831.197619,large_intestine
SRR29536177,772.03009,large_intestine
SRR29536178,256.991747,large_intestine
SRR29536179,1199.370884,large_intestine
SRR29536180,614.805968,large_intestine
SRR29536181,1126.901758,large_intestine
SRR29536182,1165.868733,large_intestine
SRR29536183,1161.431837,large_intestine
SRR29536185,470.364235,large_intestine
SRR29536186,584.963065,large_intestine
SRR29536187,706.64992,large_intestine
SRR29536188,1313.250673,large_intestine
SRR29536189,1235.50169,large_intestine
SRR29536190,1146.285524,large_intestine
SRR29536191,1166.318028,large_intestine
