Sample,Total_high_risk_ARG_abundance,Total_ARG_abundance,source
3300007086,74.94875026,600.4704674,Human
3300007196,248.5563336,749.9525034,Human
3300007345,0.286348589,103.3473883,Human
3300007346,0,19.66122579,Human
3300007517,0.008063426,40.18820246,Human
3300007519,0.605136503,6.234877003,Human
3300007640,0.192379546,109.9991402,Human
3300007722,0.141988273,8.786942343,Human
3300007971,163.3152771,977.2559676,Human
3300008012,0,7.428295651,Human
3300008212,0,5.239847182,Human
3300008213,0,26.63498378,Human
3300008214,0,20.42416754,Human
3300008215,0,11.24380667,Human
3300009029,0.033494189,59.55103407,Human
3300009040,0.182006145,20.40132792,Human
3300009083,0.004131584,49.08940074,Human
3300009084,0.015183185,31.76668065,Human
3300009095,20.16848089,368.2714449,Human
3300009100,0.004940893,83.56512465,Human
3300009144,0.496249751,42.42056306,Human
3300009147,0,82.15801818,Human
3300009156,0.003629106,88.89750365,Human
3300009162,0.020764537,84.12400485,Human
3300009503,1.977124477,18.06361878,Human
3300009540,8.303521098,138.8706444,Human
3300009697,0,31.91141847,Human
3300009701,0,28.46592947,Human
3300009702,0.014058038,14.51086105,Human
3300009703,0.027228495,4.443466084,Human
3300009704,19.11357731,48.87164418,Human
3300009709,0.067595842,63.3181527,Human
3300009760,0.026229005,32.57824346,Human
3300009762,0.060497862,56.46062967,Human
3300009764,0,49.38630246,Human
3300009766,0,23.37936445,Human
3300009767,29.93279283,86.23635696,Human
3300009769,29.15185143,78.87730099,Human
3300009770,4.02909785,72.39539979,Human
3300009772,12.16857522,59.52545366,Human
3300009773,4.414472653,66.5231386,Human
3300009779,16.57233762,96.34011668,Human
3300009784,0.045962795,84.74391134,Human
3300009787,0,31.62192831,Human
3300009789,0,94.16361152,Human
3300009790,0.030683875,2.31723474,Human
3300009826,0.0065498,49.78731097,Human
3300009840,0.014307579,106.8979739,Human
3300009978,0.560469222,137.6383009,Human
3300009994,0,84.9685366,Human
3300010029,0.574461621,70.11705735,Human
3300010033,0,0.701010848,Human
3300010035,0,0.319884855,Human
3300010037,0.010515398,78.29723096,Human
3300010038,0,87.84204708,Human
3300010040,0.0098563,83.02849718,Human
3300010041,0.008666944,90.27024319,Human
3300010042,0,93.00010793,Human
3300010043,0.009538285,81.36620327,Human
3300010045,0.010771304,91.4494133,Human
3300010047,0.003681838,69.509563,Human
3300010048,0.019565758,76.95624323,Human
3300010049,0.030728105,65.14975429,Human
3300010054,0,53.91657521,Human
3300010055,1.703404727,96.85648486,Human
3300010151,0,0.590787911,Human
3300010153,0,13.60994475,Human
3300010155,0.045448111,7.716092719,Human
3300010157,0,9.965052181,Human
3300010158,0,14.59303066,Human
3300010160,0.206937407,29.99678167,Human
3300010162,0.020393912,38.05266482,Human
3300010167,0.014290262,41.71920553,Human
3300010259,533.4611519,1922.585224,Human
3300010260,274.9568283,3790.252556,Human
3300010261,20.22101152,1782.209781,Human
3300010262,202.2005541,2890.44589,Human
3300010263,5.45230114,38.45315136,Human
3300010265,1.370511143,33.6073556,Human
3300010266,1311.904341,3008.63836,Human
3300010267,7.71841485,76.00316522,Human
3300010268,0.521037285,28.98028269,Human
3300010269,3.386865959,40.57212071,Human
3300010270,50.39258267,776.4512182,Human
3300010271,0.618970597,39.76138158,Human
3300010273,1.895767051,42.98482757,Human
3300010274,11.76099789,85.75886541,Human
3300010275,152.9037708,2096.522427,Human
3300010276,1.753125785,37.92062994,Human
3300010277,9.439682812,42.35476061,Human
3300010278,540.2609449,3304.812421,Human
3300010279,568.8616669,1740.542391,Human
3300010280,80.91938498,4398.43542,Human
3300010281,8.21702977,65.48899943,Human
3300010282,115.3910081,351.6616862,Human
3300010283,630.9400421,2675.669285,Human
3300010285,8.874328602,78.51661711,Human
3300010286,10.63593625,87.06515426,Human
3300010287,1.202913535,57.31545317,Human
3300010292,0,9.627148966,Human
3300010296,0,4.727178746,Human
3300010297,0,5.538820264,Human
3300010298,0,8.485368162,Human
3300010299,0,9.716788083,Human
3300010300,0,3.27634213,Human
3300010309,0,11.02856191,Human
3300010312,0.03761814,6.647213607,Human
3300010314,0,6.055939942,Human
3300010315,0.067494261,6.956979918,Human
3300010316,0,2.277397119,Human
3300010318,0,8.426303014,Human
3300010339,0.013031772,47.67078367,Human
3300010341,0,47.2293617,Human
3300010343,0.011233271,52.82935295,Human
3300010368,0.020290154,4.509962574,Human
3300010370,0,15.85953214,Human
3300010372,3.094191781,301.2136042,Human
3300010374,3.457143183,140.3350854,Human
3300010377,0,11.39035673,Human
3300010378,0,1.877847731,Human
3300010394,0.079414568,1.22796833,Human
3300010395,0.767251215,79.40366609,Human
3300010428,1.209151621,52.39176542,Human
3300011013,0,2.462742142,Human
3300011118,0,5.288647174,Human
3300011130,0,1675.981796,Human
3300011131,0,1487.9123,Human
3300011132,1.085634904,723.4013795,Human
3300011133,85.76180738,1784.929607,Human
3300011134,65.85908046,808.0144804,Human
3300011135,7.047598719,1600.123312,Human
3300011136,2.36159045,724.2396076,Human
3300011137,1.083524931,857.2225169,Human
3300011138,0.251837907,1153.81633,Human
3300011139,0.351941291,749.0219375,Human
3300011140,0.435139587,938.5893851,Human
3300011141,0.50511519,730.3853218,Human
3300011142,6.213651616,1883.948465,Human
3300011143,0.405721059,927.2177721,Human
3300011144,7.692271466,579.1293441,Human
3300011145,0.998332426,1054.604597,Human
3300011146,2.784844356,541.7584736,Human
3300011147,0,606.1316293,Human
3300011148,0,543.3815676,Human
3300011149,0.138337418,124.288837,Human
3300011151,0.995575638,296.9670763,Human
3300011152,0.151159871,716.3054868,Human
3300011153,1.321405587,624.6102528,Human
3300011154,180.082717,492.358569,Human
3300011155,4.309602134,546.7549826,Human
3300011156,1.129082935,824.8209553,Human
3300011157,1.759701654,836.3834426,Human
3300011158,0,252.2642834,Human
3300011159,0,1784.38879,Human
3300011160,0,1743.794865,Human
3300011161,12.43908286,1494.436045,Human
3300011162,21.69893589,824.1987078,Human
3300011163,0,420.8212914,Human
3300011164,3.74638022,1426.071225,Human
3300011165,60.57766698,506.7340502,Human
3300011166,0.524076845,1124.633447,Human
3300011167,2.696405736,863.9470325,Human
3300011169,0.094762871,9.968792228,Human
3300011170,0,6.113319195,Human
3300011171,0,6.420636292,Human
3300011177,0,2.198082242,Human
3300011179,0,2.612425612,Human
3300011181,0,3.700890267,Human
3300011185,0,13.246446,Human
3300011186,0,2.402656224,Human
3300011187,0.087333835,16.06148228,Human
3300011188,0,3.891872543,Human
3300011189,0.239962684,43.52742004,Human
3300011190,0.034293807,13.09642449,Human
3300011201,55.46200797,1869.527198,Human
3300011202,0,2598.535318,Human
3300011203,0.198035413,1991.819594,Human
3300011204,0.240301134,1736.154761,Human
3300011205,0.920630775,806.8418711,Human
3300011206,1.836386249,582.2018998,Human
3300011207,1.523003449,1633.114243,Human
3300011208,0.699302732,497.726282,Human
3300011209,4.122334611,1084.827376,Human
3300011210,85.37316742,878.2276757,Human
3300011211,0.479448486,423.5731628,Human
3300011212,6.779746172,602.4567308,Human
3300011213,0.845130411,702.7015136,Human
3300011214,0.83421585,2122.616297,Human
3300011215,0.385993942,368.0207025,Human
3300011216,1.633543367,878.9504952,Human
3300011217,1.143444264,1377.22278,Human
3300011218,2.343504177,93.22668706,Human
3300011219,0.270714274,957.7852099,Human
3300011220,145.7651933,1335.084766,Human
3300011221,8.229694876,899.0353418,Human
3300011223,0,674.5353654,Human
3300011224,11.88308863,878.4045974,Human
3300011225,14.35305512,436.6563559,Human
3300011226,150.010211,1277.882994,Human
3300011228,2.602412547,1087.343706,Human
3300011229,2.202373899,606.9133094,Human
3300011230,0,1118.031884,Human
3300011231,6.042046834,1102.539335,Human
3300011232,2.575221277,1559.925877,Human
3300011233,6.867873932,1014.997717,Human
3300011234,28.52545534,1445.297941,Human
3300011235,0,985.1378719,Human
3300011236,0.679551335,491.9073804,Human
3300011238,40.96089666,990.9116185,Human
3300011240,112.9376938,1115.226682,Human
3300011242,1.091638851,974.6793655,Human
3300011243,69.96937856,3868.405415,Human
3300011349,1304.892043,1979.503738,Human
3300011355,3.352453044,601.6086642,Human
3300011356,0,1550.425448,Human
3300011357,2.508975028,1143.22867,Human
3300011358,0,445.5274066,Human
3300011359,7.67352068,845.3694982,Human
3300011360,3.278397628,368.1988989,Human
3300011361,14.18928343,1267.88737,Human
3300011362,326.9548529,1725.358812,Human
3300011368,0,4.933059685,Human
3300011369,0.61881252,1864.575883,Human
3300011372,0.733558241,2974.580752,Human
3300011373,0,365.3003333,Human
3300011375,0,1428.438858,Human
3300011376,0.556561262,59.73348411,Human
3300011377,0,818.9934502,Human
3300011378,0.455607129,531.0526161,Human
3300011379,0,1170.666243,Human
3300011382,0.193403996,604.422389,Human
3300011383,0,601.8123841,Human
3300011384,0.843870895,818.9181665,Human
3300011385,2.42499726,431.4160815,Human
3300011386,0.42138543,1662.859958,Human
3300011388,2.565316349,707.9262101,Human
3300011389,0.355510839,768.2242514,Human
3300011450,4.436220588,761.8591366,Human
3300011451,0.775024716,679.4647043,Human
3300011452,49.7179632,2448.382987,Human
3300011454,0,154.5313251,Human
3300011455,39.60929825,1244.511992,Human
3300011456,0,2118.99661,Human
3300011457,24.05626494,1401.870074,Human
3300011458,1.214473705,1993.439306,Human
3300011459,0.873305442,2065.627008,Human
3300011460,0.283174053,2667.678934,Human
3300011461,9.302013015,850.5118029,Human
3300011462,2.10402299,750.8255649,Human
3300011463,1.154173084,788.9143878,Human
3300011465,8.453653538,2062.910833,Human
3300011466,0.113028516,588.3284798,Human
3300011467,0,3059.043582,Human
3300011468,0.597287988,817.0657832,Human
3300011470,1.853111165,477.3239972,Human
3300011471,67.15730445,347.9363312,Human
3300011472,1.427597487,848.8974411,Human
3300011473,0.393422554,1830.458225,Human
3300011474,0.210730554,376.49303,Human
3300011475,0,2201.789571,Human
3300011477,26.30724547,1712.475729,Human
3300011478,0.270285333,524.2340233,Human
3300011479,0,2115.90304,Human
3300011480,0,2366.916951,Human
3300011481,538.5054957,2594.234725,Human
3300011482,0.460288102,1308.478358,Human
3300011483,0.467586367,632.5618304,Human
3300011484,2.920793456,1318.374741,Human
3300011485,0,837.7217891,Human
3300011486,0.558419619,269.156514,Human
3300011488,0.314581958,396.0758271,Human
3300011489,0.095329439,562.2193203,Human
3300011490,1.31341513,1163.156834,Human
3300011491,5.824898247,1214.476021,Human
3300011492,0.13817011,645.4982891,Human
3300011493,5.272009834,787.3780833,Human
3300011494,0.811643653,355.8235426,Human
3300011495,198.9080796,2063.94161,Human
3300011496,179.7413747,782.7043498,Human
3300011497,155.1674445,389.0617511,Human
3300011498,107.8056541,2652.371158,Human
3300011500,376.9356792,1012.299938,Human
3300011501,0.785944868,1032.626024,Human
3300011503,6.520140737,632.6637116,Human
3300011504,0.649243533,486.3736358,Human
3300011505,0.210226718,1066.082419,Human
3300011506,0,1811.305039,Human
3300011507,0,698.1162011,Human
3300011508,2.029042836,592.6860178,Human
3300011509,207.4528488,830.1385647,Human
3300011511,87.77506031,708.0187532,Human
3300011512,0.329485027,842.0777262,Human
3300011513,0.687331764,478.7426695,Human
3300011514,1.676827256,510.14268,Human
3300011515,0,667.6269404,Human
3300011516,4.658767624,438.8576626,Human
3300011517,0.231498918,91.69488537,Human
3300011518,0,1492.284316,Human
3300011519,5.875209812,1113.2258,Human
3300011520,2.440333043,1032.729667,Human
3300011521,0,1742.434023,Human
3300011522,0.41809722,1620.251797,Human
3300011524,4.030249946,1369.204188,Human
3300011525,7.190266548,704.1541283,Human
3300011526,0,854.8906307,Human
3300011527,1.026731826,991.2466366,Human
3300011528,0.163543021,1107.031322,Human
3300011529,0,113.3149335,Human
3300011530,0,478.8923453,Human
3300011531,0.347296775,1267.541528,Human
3300011532,0.844747861,1232.302564,Human
3300011533,1.960510781,427.5659535,Human
3300011534,0,981.7146227,Human
3300011535,286.0936548,2263.942358,Human
3300011536,0,1211.37455,Human
3300011537,32.74209084,141.2416471,Human
3300011538,2.213387349,1017.845397,Human
3300011539,0.192280312,521.6776073,Human
3300011540,0.434593029,3047.218817,Human
3300011541,0.71033377,1148.529737,Human
3300011542,2.004032867,909.0544896,Human
3300011543,0.485042453,432.0276632,Human
3300011544,2.149972899,941.1576572,Human
3300011545,0.337942316,240.4252829,Human
3300011546,0.178236607,1192.974653,Human
3300011547,0.80889173,724.8935046,Human
3300011548,245.8374081,1925.412381,Human
3300011549,0.556995091,253.2766266,Human
3300011550,3.51439156,2092.44668,Human
3300011551,6.042403795,1053.535933,Human
3300011552,2.431492159,371.3375435,Human
3300011553,0.890503008,709.2032496,Human
3300011554,0,1185.633372,Human
3300011555,196.5175984,760.161626,Human
3300011556,0,492.4373414,Human
3300011558,2.946308281,686.5166057,Human
3300011559,2.902820985,809.6262341,Human
3300011560,0.861508411,1520.259195,Human
3300011562,3.906718959,2114.370827,Human
3300011563,0.459587123,2530.004674,Human
3300011564,0.534582073,866.7539414,Human
3300011565,0.54584547,1026.301649,Human
3300011566,38.59375253,1011.612332,Human
3300011567,0,1095.681839,Human
3300011568,0.308936999,662.5234956,Human
3300011569,0,1814.913402,Human
3300011570,4.352643547,773.3400311,Human
3300011571,1.341285403,120.7394957,Human
3300011572,8.769378713,332.3840111,Human
3300011573,3.686905146,1606.305049,Human
3300011575,0.201366274,152.6166,Human
3300011576,0.355186525,636.2837803,Human
3300011577,18.190877,717.6538975,Human
3300011578,0,771.4388712,Human
3300011580,7.6534365,869.3466676,Human
3300011581,0.980472267,1371.655449,Human
3300011582,0,189.8801102,Human
3300011583,0,1157.052478,Human
3300011584,1.717929821,1002.824465,Human
3300011585,24.50530263,680.5661687,Human
3300011586,0.492946523,1528.645981,Human
3300011587,0.370514111,824.806715,Human
3300011588,0.537446476,892.3712482,Human
3300011589,1.870715384,628.1695928,Human
3300011590,0,1762.497541,Human
3300011591,16.13789686,1563.850157,Human
3300011592,1.903486701,755.7775193,Human
3300011593,16.35994151,1126.97081,Human
3300011594,1.838705961,1825.767203,Human
3300011595,1.519596436,936.8527466,Human
3300011596,1.52229238,480.5000282,Human
3300011597,1.184996765,992.633028,Human
3300011598,11.23449026,631.8769901,Human
3300011599,4.517651587,1230.714407,Human
3300011600,1.290545484,700.4844656,Human
3300011601,4.486081545,1164.129765,Human
3300011602,3.056562097,210.2101379,Human
3300011603,0,1516.718227,Human
3300011604,0,348.4868673,Human
3300011605,4.351727067,1800.503142,Human
3300011606,0,3074.240793,Human
3300011607,11.12714793,581.5781954,Human
3300011608,3.259450071,304.714947,Human
3300011609,0.290794105,825.4190064,Human
3300011610,5.794986891,802.6446574,Human
3300011612,0.562433119,706.1428269,Human
3300011613,29.48112331,1046.483769,Human
3300011614,0.342047617,358.5155755,Human
3300011615,0.579071563,611.1649573,Human
3300011616,272.2043399,1218.713332,Human
3300011617,5.119867691,1071.964256,Human
3300011618,0.241927413,2240.26474,Human
3300011619,0.247032907,787.0582378,Human
3300011620,0,834.5163988,Human
3300011621,0,851.8452915,Human
3300011622,18.43679435,1308.724297,Human
3300011623,3.272665618,766.6317485,Human
3300011624,0.32895977,209.9753067,Human
3300011626,11.50560769,201.4190008,Human
3300011627,18.39682529,1381.553911,Human
3300011628,0,788.7318433,Human
3300011629,92.91283508,751.5450645,Human
3300011630,1.027326564,667.7757381,Human
3300011631,8.036047782,2320.382553,Human
3300011632,0.435910309,613.0949783,Human
3300011633,0,912.7328412,Human
3300011634,0,678.0948932,Human
3300011635,0.809956362,780.623856,Human
3300011636,0,593.4827606,Human
3300011637,0,967.3706054,Human
3300011639,2.352860043,702.4365321,Human
3300011640,10.4640729,907.8541636,Human
3300011641,11.85969989,1014.3843,Human
3300011642,29.82666876,583.6220707,Human
3300011643,3.782527502,1144.67605,Human
3300011645,0.84898606,647.6086997,Human
3300011646,0,415.527569,Human
3300011649,0.448307647,854.4196757,Human
3300011650,16.55330256,1385.530588,Human
3300011651,0.252549742,1597.155874,Human
3300011652,2.887566167,1494.536008,Human
3300011653,105.5170761,1604.195388,Human
3300011654,0.536652784,710.2972379,Human
3300011656,0.93561301,837.220407,Human
3300011657,1.827835948,752.1771093,Human
3300011658,0.254364479,1116.077413,Human
3300011659,8.210480762,402.6066359,Human
3300011660,10.26344182,403.0762416,Human
3300011663,4.44826117,3082.228436,Human
3300011665,0,1105.584403,Human
3300011666,2.818456391,719.3906231,Human
3300011667,0.585967441,464.1965809,Human
3300011668,1.689331638,1382.493333,Human
3300011669,30.50311649,1419.182166,Human
3300011670,0.110084082,564.8192777,Human
3300011671,2.934725882,778.8299062,Human
3300011672,0,461.5570549,Human
3300011673,6.978806407,918.3394328,Human
3300011674,0,2383.034745,Human
3300011675,0.793588779,3206.701378,Human
3300011676,2.964548502,1180.78514,Human
3300011677,10.75456913,526.3576147,Human
3300011678,0.210317967,640.0620425,Human
3300011679,0.932675534,959.9174728,Human
3300011681,21.8449652,425.0781064,Human
3300011682,3.330829403,1333.559271,Human
3300011683,32.7985442,743.3852535,Human
3300011684,0,1308.423757,Human
3300011686,6.945504322,1033.064206,Human
3300011688,0,1103.707596,Human
3300011689,0.409442846,824.3048097,Human
3300011690,0.950559004,1461.34028,Human
3300011691,3.148892749,759.1545338,Human
3300011692,26.33114651,1624.203971,Human
3300011693,58.82917751,885.2601779,Human
3300011694,0,321.4532964,Human
3300011695,18.97585558,353.512566,Human
3300011696,61.8057435,1527.195139,Human
3300011697,1.371358698,2875.937834,Human
3300011699,0,684.7082012,Human
3300011700,0,1235.29787,Human
3300011701,43.81059696,858.373601,Human
3300011703,2.368911249,1250.364982,Human
3300011704,32.97194738,1116.576231,Human
3300011706,84.60081052,897.3073946,Human
3300011707,0.479738103,2747.912131,Human
3300011708,6.949979073,1285.420359,Human
3300011709,0,1435.837012,Human
3300011710,0.43552357,444.998118,Human
3300011711,0.209792228,862.7353546,Human
3300011712,6.81037017,1500.005701,Human
3300011713,6.867385431,1178.913179,Human
3300011714,1089.390045,5245.854676,Human
3300011715,1.301667614,488.9267597,Human
3300011716,23.01061385,999.6042663,Human
3300011717,3.018492771,1415.231743,Human
3300011718,0,1813.726575,Human
3300011719,1.160995971,861.9283464,Human
3300011720,1.44685627,881.653839,Human
3300011721,0.605323561,647.9363994,Human
3300011723,1.909882175,644.1565549,Human
3300011724,6.031359532,2072.712021,Human
3300011725,4.750578428,682.7675028,Human
3300011726,0.53048454,971.7502322,Human
3300011727,45.6512037,877.631261,Human
3300011728,17.16390616,826.3028113,Human
3300011729,0.078177275,370.5923609,Human
3300011730,3.893787231,1665.929259,Human
3300011731,0.306379336,2560.412001,Human
3300011733,0,1093.53849,Human
3300011734,20.75123193,278.9962586,Human
3300011735,2.893697985,1074.142776,Human
3300011736,0.196288947,598.7055209,Human
3300011737,445.7547671,969.6538763,Human
3300011738,0,7.242978853,Human
3300011739,0,919.4841365,Human
3300011740,14.13850428,635.2073181,Human
3300011741,0.99302261,668.7646228,Human
3300011742,0,1157.472921,Human
3300011743,0,1054.149839,Human
3300011745,1.011896605,1205.766792,Human
3300011746,13.60200388,1472.758782,Human
3300011747,220.6264678,1781.608766,Human
3300011748,0.641089799,1139.402357,Human
3300011749,203.0656453,1877.30277,Human
3300011750,1.450251467,405.8958608,Human
3300011751,246.1533172,2053.272213,Human
3300011752,0.647768319,624.7095707,Human
3300011753,3.25750914,1251.491491,Human
3300011754,16.59951656,2778.753639,Human
3300011755,9.633696162,2152.296316,Human
3300011756,1.137375513,1003.101678,Human
3300011757,0,1034.186881,Human
3300011758,0,462.7915001,Human
3300011759,26.01119106,451.4647117,Human
3300011760,0,584.0137339,Human
3300011761,23.05384902,881.1440771,Human
3300011762,0.40642656,1037.478865,Human
3300011763,0,422.1224167,Human
3300011764,30.79579412,2143.070471,Human
3300011765,0.248459276,961.3170456,Human
3300011766,4.508863642,1057.907531,Human
3300011767,0,686.0678937,Human
3300011768,0,502.6642091,Human
3300011769,6.636765737,792.5048232,Human
3300011770,8.533685591,836.1659298,Human
3300011771,1.018522159,1025.316385,Human
3300011772,0.186392245,395.6534778,Human
3300011773,11.88316824,629.520222,Human
3300011774,15.0248806,602.1816477,Human
3300011775,7.136850434,502.8832203,Human
3300011776,10.28105949,1016.640207,Human
3300011777,1.036522188,610.9470918,Human
3300011778,17.68144643,3261.034609,Human
3300011782,3.816670884,1446.134757,Human
3300011783,30.62574092,1166.457653,Human
3300011785,0.830344133,868.6757276,Human
3300011786,80.67460499,1223.838055,Human
3300011787,3.43667428,930.4451899,Human
3300011788,2.538514887,406.39869,Human
3300011789,14.51596859,940.2842946,Human
3300011790,28.55392071,608.2366373,Human
3300011792,111.8560653,1037.037985,Human
3300011793,20.84272646,2518.8665,Human
3300011794,6.422919277,598.4815177,Human
3300011796,24.99487039,1693.127962,Human
3300011797,0,224.5676565,Human
3300011798,2.831930749,721.822593,Human
3300011799,0.998412908,229.0397465,Human
3300011800,1.165436127,1262.075388,Human
3300011801,3.474069786,711.6546179,Human
3300011802,1.374975568,1458.190442,Human
3300011803,0,1273.72442,Human
3300011804,9.123898599,2100.62125,Human
3300011805,0,62.21754531,Human
3300011806,0,582.8809615,Human
3300011807,0.089814692,662.6466686,Human
3300011809,0.897866138,1136.47311,Human
3300011810,1.112171752,897.8099086,Human
3300011811,6.682889446,720.3762124,Human
3300011812,26.64430585,911.4225422,Human
3300011813,21.57483239,424.706071,Human
3300011814,122.0683656,385.7608525,Human
3300011815,0,808.7582474,Human
3300011817,2.44879588,653.1435983,Human
3300011818,1.977819576,740.5555235,Human
3300011819,91.11400803,173.5789794,Human
3300011821,1.335772734,674.5306785,Human
3300011822,71.28439333,1856.447723,Human
3300011823,2.32284057,1592.285687,Human
3300011824,0.746410718,528.293527,Human
3300011825,23.91994422,627.8843562,Human
3300011826,7.88184215,554.4045543,Human
3300011827,0.316521917,823.6918119,Human
3300011828,3.986157009,267.7427363,Human
3300011829,1.532025296,1107.175903,Human
3300011830,0.66118429,596.0672349,Human
3300011831,82.87754032,694.77836,Human
3300011832,3.108053867,779.8891001,Human
3300011833,0.834262034,1190.091972,Human
3300011834,4.097327936,653.8068652,Human
3300011835,16.09132892,429.2831808,Human
3300011836,6.863713713,1261.808998,Human
3300011837,1.01028123,823.5840745,Human
3300011838,2.198513977,729.0020277,Human
3300011839,10.83334855,1405.19894,Human
3300011840,3.650012783,2642.247414,Human
3300011841,16.97604962,584.2123985,Human
3300011842,8.796953759,801.991876,Human
3300011843,3.4508201,711.3459211,Human
3300011844,129.787821,310.2571829,Human
3300011845,55.62383662,835.2801429,Human
3300011846,0,519.6116856,Human
3300011847,0.41193127,856.5898908,Human
3300011848,0.713888212,1304.019425,Human
3300011849,5.019427874,1194.028915,Human
3300011850,0,995.1148808,Human
3300011851,0.791330485,834.9980738,Human
3300011852,0,712.8661978,Human
3300011853,30.17173099,1780.242659,Human
3300011854,1420.00318,2344.776125,Human
3300011855,18.4956382,1098.589973,Human
3300011856,9.190390801,872.025132,Human
3300011857,0.791158907,1046.073274,Human
3300011858,22.54092399,1201.080302,Human
3300011859,4.912935592,899.9820057,Human
3300011860,11.27511118,552.3467611,Human
3300011861,4.96878884,716.9527699,Human
3300011862,5.129825713,950.5268269,Human
3300011863,13.971395,1087.985636,Human
3300011864,1.183626161,1338.845581,Human
3300011865,1.489060064,707.5132496,Human
3300011866,6.997572724,1322.16676,Human
3300011867,6.932276117,909.6960094,Human
3300011868,1.391063008,577.6439029,Human
3300011869,0.690034703,806.782308,Human
3300011870,6.815325688,1220.813898,Human
3300011871,9.114370282,913.3645731,Human
3300011872,69.42508575,431.7249103,Human
3300011873,0.552280694,125.8618499,Human
3300011874,7.885016803,795.9961389,Human
3300011875,4.472580347,853.7518803,Human
3300011876,14.79800131,604.4056323,Human
3300011877,0.105106046,986.491692,Human
3300011878,11.88190387,587.2572803,Human
3300011879,3.214690537,1198.133555,Human
3300011880,9.136263067,1995.394321,Human
3300011881,10.45349354,842.1993765,Human
3300011882,1.396003714,1075.681448,Human
3300011883,5.732888943,689.0307242,Human
3300011884,9.341438908,1217.758976,Human
3300011885,1.131703094,516.9846983,Human
3300011886,19.86090537,1164.934333,Human
3300011887,1.156230255,996.5525692,Human
3300011888,10.30048643,1719.202796,Human
3300011889,31.72864663,878.0722923,Human
3300011890,14.82037375,415.0683433,Human
3300011892,0.477704992,777.2828869,Human
3300011893,78.95004735,598.7650674,Human
3300011894,1.629219895,1111.644492,Human
3300011895,127.7587349,1453.937658,Human
3300011896,1.25098117,912.1687858,Human
3300011897,9.745586469,632.2133895,Human
3300011898,7.866136734,619.182094,Human
3300011900,9.802561145,1105.261873,Human
3300011902,5.703307105,723.833477,Human
3300011903,0.259092655,220.2545504,Human
3300011904,7.350626372,344.1295773,Human
3300011905,8.937490959,1168.892294,Human
3300011906,19.55874537,1155.116384,Human
3300011907,9.399853268,205.0632165,Human
3300011908,12.36040741,1459.803986,Human
3300011909,47.88526548,393.8364334,Human
3300011911,14.72659904,548.5773562,Human
3300011912,14.03275411,706.9686505,Human
3300011913,162.0467983,1661.52558,Human
3300011914,40.07843947,366.5676849,Human
3300011915,7.626472124,1474.617516,Human
3300011917,0.462362536,632.5030679,Human
3300011918,0.243280638,6.828723262,Human
3300011919,12.20916658,1165.755533,Human
3300011920,0.306955403,2851.74014,Human
3300011921,0,79.04448579,Human
3300011922,26.05434221,493.773244,Human
3300011923,0.384320753,136.7788516,Human
3300011924,2.438054919,324.5229515,Human
3300011925,16.21973983,336.7367653,Human
3300011926,28.76402707,594.618328,Human
3300011927,0.30321353,55.48862817,Human
3300011928,18.46680031,155.3586239,Human
3300011929,1.58785021,1735.357244,Human
3300011931,0,3937.197273,Human
3300011932,0,5.041594446,Human
3300011933,211.1140725,354.9198614,Human
3300011935,11.50637884,555.044394,Human
3300011936,155.1233724,582.353376,Human
3300011937,0.368170034,1029.839449,Human
3300011938,36.67801752,265.0065813,Human
3300011939,0.29152223,479.5581204,Human
3300011940,0.213993059,513.9598545,Human
3300011941,0,1432.504285,Human
3300011942,0,1951.294491,Human
3300011943,7.836715331,163.3619286,Human
3300011944,13.97974753,3875.458222,Human
3300011945,0,282.9393509,Human
3300011946,12.485854,1715.377776,Human
3300011947,0.222974154,838.5454776,Human
3300011948,63.469905,1994.990854,Human
3300011949,34.11923753,970.6858717,Human
3300011950,21.35908572,284.1230052,Human
3300011951,0,448.9387837,Human
3300011952,0.767173829,900.6953317,Human
3300011953,26.28227664,433.3318152,Human
3300011954,89.93392981,1409.820326,Human
3300011955,0.37174646,739.1489337,Human
3300011956,38.26500931,1799.56865,Human
3300011957,1.125800741,628.1068357,Human
3300011958,1.360306626,305.6524187,Human
3300011959,94.16209989,1981.550536,Human
3300011960,3.961501901,2185.033727,Human
3300011961,0,871.9253711,Human
3300011962,1.027694144,523.6301257,Human
3300011963,1.904878945,336.1433249,Human
3300011964,36.64932699,1316.11576,Human
3300011965,13.17256692,32.51883502,Human
3300011966,11.34991972,1065.180912,Human
3300011967,427.4833607,1039.480532,Human
3300011969,0,52.92835853,Human
3300011970,201.9921872,362.8582675,Human
3300011971,0,70.8193291,Human
3300011972,93.09950998,261.221883,Human
3300011974,45.44879803,235.9031159,Human
3300011976,146.6128996,610.7348831,Human
3300011977,494.574356,722.754848,Human
3300011978,67.42398376,306.6160359,Human
3300011979,735.5436699,972.2494856,Human
3300011980,105.9680822,370.2511448,Human
3300011981,96.36591096,259.135089,Human
3300011984,0.205843378,46.58812416,Human
3300011985,177.7401674,380.8621516,Human
3300011986,39.31911075,341.9328116,Human
3300011987,0.03407537,63.65559424,Human
3300011988,176.9975909,596.4239523,Human
3300011989,753.733953,950.0563268,Human
3300011990,17.22006714,158.3083836,Human
3300011991,0,45.95167439,Human
3300011994,0,53.58528392,Human
3300011997,0,63.78326252,Human
3300011998,0.048010012,55.15645104,Human
